Subawardee UEI,Program,Subawardee Vendor Name,Primary NAICS-6,NAICS-6 Description
REXPSJ7NAHU8,Columbia,DERBYSHIRE MACHINE & TOOL CO,332919,Other Metal Valve and Pipe Fitting Manufacturing
UNYXWK1ZR391,Columbia,"MAYCO MANUFACTURING, LLC",331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding"
JSAXGRLNEJ63,Columbia,"COLONNA'S SHIP YARD, INCORPORATED",336611,Ship Building and Repairing
GR2CKSBB4MB5,Columbia,LENAPE FORGED PRODUCTS CORP,332112,Nonferrous Forging
N16ET1YJ6QZ3,Columbia,"ROMAC INDUSTRIES, INC.",332911,Industrial Valve Manufacturing
HB74FFGNFK17,Columbia,THE DYSON CORPORATION,332510,Hardware Manufacturing
JU5GNH1H5FV6,Columbia,DY4 INC.,334111,Electronic Computer Manufacturing
U23DM4ULNLS3,Columbia,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,336611,Ship Building and Repairing
WA9LNGN2DPF4,Columbia,"BECHTEL NATIONAL, INC.",,"n/a (SAM record, no NAICS)"
KKRWXEQ9FVU6,Columbia,HURLEY CONSTRUCTION,,"n/a (SAM record, no NAICS)"
ZW3UMG9YVNA9,Columbia,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",335313,Switchgear and Switchboard Apparatus Manufacturing
MC77SUMRLXY5,Columbia,"MILWAUKEE VALVE COMPANY, INC.",332911,Industrial Valve Manufacturing
NG7TY7BYU9R7,Columbia,"W. & O. SUPPLY, INC.",,n/a (no SAM record)
JU2ME5ZK8VL3,Columbia,"MMC METROLOGY LAB, INC.",334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
VXJMLWN9XU18,Columbia,"BRADKEN - ATLAS, LLC",,n/a (no SAM record)
F1UZPBD1VBH9,Columbia,"LYME COMPUTER SYSTEMS, INC.",541519,Other Computer Related Services
VNC1NE44BXJ6,Columbia,"TOTAL WELDING SUPPLY, INC.",,"n/a (SAM record, no NAICS)"
CEN1DBGRNU77,Columbia,CHESTERFIELD SPECIAL CYLINDERS LIMITED,332420,Metal Tank (Heavy Gauge) Manufacturing
WAJ6RKYZTYL3,Columbia,C & C METALS ENGINEERING INC,332710,Machine Shops
EK4EVQQNEFC6,Columbia,"HEXAGON MANUFACTURING INTELLIGENCE, INC.",334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
E3YNKWRANZ18,Columbia,"AQUA-CHEM, INC.",332410,Power Boiler and Heat Exchanger Manufacturing
VJHFDLA3NLG8,Columbia,VULCAN METALS CORPORATION,331513,Steel Foundries (except Investment)
WPP2ABN6UCF5,Columbia,"L3 TECHNOLOGIES, INC.",334290,Other Communications Equipment Manufacturing
YVBHN7GKLQ44,Columbia,"GLENAIR, INC.",335929,Other Communication and Energy Wire Manufacturing
VKBFB8MAZ357,Columbia,TITANIUM FABRICATION CORPORATION,332313,Plate Work Manufacturing
CABCB9XBJHK5,Columbia,"APOLLO PROFESSIONAL SOLUTIONS, INC.",561320,Temporary Help Services
P33VWHC39MN5,Columbia,"ADMIRAL VALVE, LLC",332912,Fluid Power Valve and Hose Fitting Manufacturing
CG86N1ZC42B8,Columbia,Ammcon Corp.,,n/a (no SAM record)
RJGEKQDTZKT8,Columbia,ELECTRIC HEATER CO,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing
RLXQHCXFT513,Columbia,CUNICO CORPORATION,332996,Fabricated Pipe and Pipe Fitting Manufacturing
X3DBJSMT83N5,Columbia,CLEVELAND-CLIFFS PLATE LLC,331110,Iron and Steel Mills and Ferroalloy Manufacturing
GYMLL74UL5Q8,Columbia,"HYDRASEARCH COMPANY, LLC",332912,Fluid Power Valve and Hose Fitting Manufacturing
GFBTEVXB65X7,Columbia,"PCC ROLLMET, INC.",336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing
JG73AVR7NUN4,Columbia,"HYDRATIGHT OPERATIONS, INC.",333517,MACHINE TOOL MANUFACTURING
JA2KCX21NL48,Columbia,"WARTSILA DEFENSE, INC.",336611,Ship Building and Repairing
LYDRWR6ML2U7,Columbia,ITT CANNON LLC,334417,Electronic Connector Manufacturing
VD1NLZGAJ2L4,Columbia,"DURAMAX MARINE, LLC",326291,Rubber Product Manufacturing for Mechanical Use
V627Y8NS1JM1,Columbia,"MILCOTS, LLC",334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing
HA3UFSU8FN75,Columbia,"L3 TECHNOLOGIES, INC.",334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
HY9JJE3F4R25,Columbia,"WOLLASTON ALLOYS, INC.",331513,Steel Foundries (except Investment)
YNUWEPDNSH37,Columbia,ROSEMOUNT SPECIALTY PRODUCTS LLC,334419,Other Electronic Component Manufacturing
G8VYMKM2VG59,Columbia,NORTH AMERICAN CONTROLS INC,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing"
JTNDE6EBHL41,Columbia,TRIDENT TECHNICAL COLLEGE,923110,Administration of Education Programs
HJUAXSF12JR6,Columbia,"CUSTOM HYDRAULIC & MACHINE, INC.",332912,Fluid Power Valve and Hose Fitting Manufacturing
J7RQVJ723JM3,Columbia,MADISON COMPANY,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
V87VJJNMMFH9,Columbia,"DEXTER MAGNETIC TECHNOLOGIES, INC.",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
T5C6JNLVSC17,Columbia,HYDRATIGHT OPERATIONS INC,332216,Saw Blade and Handtool Manufacturing
G58FFJ6F2CA7,Columbia,GK MECHANICAL SYSTEMS LLC,336611,Ship Building and Repairing
MXTJBDD1L4T4,Columbia,"TAYLOR DEVICES, INC.",333995,Fluid Power Cylinder and Actuator Manufacturing
NFCDTTZM5JL3,Columbia,DUREX INTERNATIONAL CORP.,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing
YHJESY2TDP23,Columbia,MAJOR TOOL & MACHINE INC,332710,Machine Shops
MVJ8B69F5CL6,Columbia,"RIGGINS COMPANY, L.C.",332410,Power Boiler and Heat Exchanger Manufacturing
G45GNP4ARKJ3,Columbia,PROTERIAL CABLE AMERICA INC,332710,Machine Shops
XH9ADBLZRMF1,Columbia,MELLINGER ENGINEERING GROUP LLC,551112,Offices of Other Holding Companies
FR7WWCCNBQZ6,Columbia,DK MACHINE INC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
UPAPN5VL4KR9,Columbia,EATON AEROSPACE LLC,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
UKXMHUWSFLW7,Columbia,"G.W. LISK COMPANY, INC.",336412,Aircraft Engine and Engine Parts Manufacturing
C1H7UWEXRVN7,Columbia,HOTTINGER BRUEL & KJAER INC.,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals
EDNNTCM7SUS8,Columbia,"IMIA, LLC",336611,Ship Building and Repairing
QB7EKDNK2E83,Columbia,SHELBY SUPPLY CO LLC,332710,Machine Shops
NNRGV1N3Y1G5,Columbia,"WOLF ROBOTICS, LLC",,n/a (no SAM record)
JX92LMWRTRJ9,Columbia,"DONALDSON COMPANY, INC.",333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
PVLTABUDXLR4,Columbia,HARTFORD ELECTRIC SUPPLY COMPANY THE,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing
R7JLC1Y2PLJ1,Columbia,SCHROEDER INDUSTRIES LLC,339999,All Other Miscellaneous Manufacturing
UR5TFK3LAVL5,Columbia,"FEDERAL RESOURCES SUPPLY COMPANY, LLC",339999,All Other Miscellaneous Manufacturing
TJGHTGTTVEA1,Columbia,"SAFARI MICRO GOVERNMENT SOLUTIONS, LLC",334111,Electronic Computer Manufacturing
CKV2L9GZKJK3,Columbia,DELOITTE CONSULTING LLP,541611,Administrative Management and General Management Consulting Services
RGC3LKCE74R6,Columbia,ENERPAC CORPORATION,,"n/a (SAM record, no NAICS)"
JA3LXNZMCTA9,Columbia,KK MOLD DESIGN & MACHINING LLC,332710,Machine Shops
HNAKLNNSE339,Columbia,"HOWELL LABORATORIES, INC.",332710,Machine Shops
DEGHQRGPKTQ8,Columbia,PARKER-HANNIFIN CORPORATION,333999,All Other Miscellaneous General Purpose Machinery Manufacturing
KNEFNMWXBK39,Columbia,JO-KELL INC.,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
NKUARJG8E2E8,Columbia,ROSCID TECHNOLOGIES,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
CERUMMHMPXZ9,Columbia,"CONAM INSPECTION AND ENGINEERING SERVICES, INC.",541380,Testing Laboratories and Services
GHVMX1DLDAK6,Columbia,"WURTH REVCAR FASTENERS, INC.",332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing"
S9FENR91JGV9,Columbia,THE CARONDELET FOUNDRY CORPORATION,331513,Steel Foundries (except Investment)
M35SG6PKLJB3,Columbia,"ALASKAN COPPER COMPANIES, INC.",332996,Fabricated Pipe and Pipe Fitting Manufacturing
DNY9WHR3SKK6,Columbia,CLARK-RELIANCE LLC,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
C1NAJQ34VWM5,Columbia,CAMERON ENERGY SERVICES CORP.,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
R82KDN15JP13,Columbia,"DYNETICS TECHNICAL SOLUTIONS, INC.",541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)"
MEQJENNPRLG9,Columbia,"MASS CRANE & HOIST SERVICES, INC",333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing"
UNG7G6S4JRA6,Columbia,"5TH AXIS, LLC",339999,All Other Miscellaneous Manufacturing
WJ1XMJMTSYL9,Columbia,"PAROSCIENTIFIC, INC.",334519,Other Measuring and Controlling Device Manufacturing
DDQCLD6FEJJ6,Columbia,"TOG MANUFACTURING COMPANY, INC.",332721,Precision Turned Product Manufacturing
CSB6FUPJ5TC1,Columbia,"TDS AUTOMATION, INC.",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
JHPXZQA4R1X1,Columbia,"BLACK ROCK TECHNOLOGY GROUP, LLC",423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers
QPB2M919LQM5,Columbia,MATERION BRUSH INC,331529,Other Nonferrous Metal Foundries (except Die-Casting)
PUFMZLZJ2BY2,Columbia,MATTHEW WARREN INC,332613,Spring Manufacturing
EDJPMQN1HSJ1,Columbia,MSA SAFETY SALES LLC,339113,Surgical Appliance and Supplies Manufacturing
XEYGFMKSLWW5,Columbia,THE BUTLER WELDMENTS CORPORATION,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
VJFKVNQBYVL5,Columbia,GREENE RUBBER CO INC,326291,Rubber Product Manufacturing for Mechanical Use
XFM4VGW1NBE4,Columbia,"L.C.DOANE COMPANY,THE",335132,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing"
NGMSB6M2QKA4,Columbia,ASA ENVIRONMENTAL PRODUCTS INC,423840,Industrial Supplies Merchant Wholesalers
JEDSVNSMLTN4,Columbia,"OXFORD GLOBAL RESOURCES, LLC",561320,Temporary Help Services
K6LKL4BYZGZ6,Columbia,TRILOGIC SYSTEMS CORPORATION,541519,Other Computer Related Services
WEK3JBN7G6L7,Columbia,ADMIRAL FILTER COMPANY LLC,333998,All Other Miscellaneous General Purpose Machinery Manufacturing
RDRYVJJX3NA5,Columbia,"ELECTRO STANDARDS LABORATORY, INC.",541330,Engineering Services
JFHLZNJLWAN5,Columbia,"TM INDUSTRIES, LLC",332710,Machine Shops
EB3GK67LJFR1,Columbia,SCHWEITZER ENGINEERING LABORATORIES INC,335314,Relay and Industrial Control Manufacturing
XDF1FRDG8KK4,Columbia,"FOSTER-MILLER, INC.",336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing
C3L9A8H3TWG5,Columbia,"AERO NAV LABORATORIES, INC.",,"n/a (SAM record, no NAICS)"
GNH1FJWKY3G3,Columbia,WEST PHILA BRONZE CO INC,331529,Other Nonferrous Metal Foundries (except Die-Casting)
FNBNKXCC3QD8,Columbia,SUPERBOLT INC.,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing"
E83TNKA9JCY6,Columbia,AIR SYSTEMS COMPONENTS INC,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
PS39EKC82UU5,Columbia,DIT-MCO INTERNATIONAL LLC,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals
DJMMEPKGGNB3,Columbia,"MEASUREMENT SPECIALTIES, INC.",334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
N1C5QLNPJLS4,Columbia,DELL FEDERAL SYSTEMS L.P,334111,Electronic Computer Manufacturing
UE9QJD4KK1L6,Columbia,"LEIDOS, INC.",541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)"
M618ETNNYA77,Columbia,DROITCOUR CO,332721,Precision Turned Product Manufacturing
E6KQEMMCJ9B6,Columbia,"ATRENNE COMPUTING SOLUTIONS, LLC",334111,Electronic Computer Manufacturing
WW6HFEMKWPC5,Columbia,FRIES SPINNING & STAMPINGS INC,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)"
W547TUQXJ8Y4,Columbia,CARVER PUMP COMPANY,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
EJT5ERY72NJ3,Columbia,WELLS PROFESSIONAL CONSULTING SERVICES LLC,541330,Engineering Services
GE3JLF1PZBM8,Columbia,RETLIF INCORPORATED,541380,Testing Laboratories and Services
MQHCDMP17GK7,Columbia,DRAKA CABLETEQ USA INC,,n/a (no SAM record)
JLZUKW73FAM9,Columbia,"Paradigm Precision Holdings, LLC",,n/a (no SAM record)
KYFUJ83L3UY9,Columbia,CONE DRIVE OPERATIONS INC,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing"
LYV8XEV314F6,Columbia,UNIVERSAL MANUFACTURING CORP.,332323,Ornamental and Architectural Metal Work Manufacturing
YA7EN5YYJYS8,Columbia,"APOLLO PROFESSIONAL SOLUTIONS, INC.",,n/a (no SAM record)
H5YBZ3M7LKG3,Columbia,"HAYES PUMP, INC.",423830,Industrial Machinery and Equipment Merchant Wholesalers
EFVKMVKJ7WA4,Columbia,FIBA TECHNOLOGIES INC,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing"
R2D6XY1EM6J8,Columbia,SENSARAS,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
HF33ZG3KCKL5,Columbia,LORD CORPORATION,,n/a (no SAM record)
MDH6KH9D4SG7,Columbia,"ASCO POWER TECHNOLOGIES, L..P.",335313,Switchgear and Switchboard Apparatus Manufacturing
V73QNVKJWAJ9,Columbia,CRYSTAL GROUP INC.,334111,Electronic Computer Manufacturing
T3DYDNW4KVC7,Columbia,"KAUFMAN COMPANY, INC.",423840,Industrial Supplies Merchant Wholesalers
HYNSUU4GPWA9,Columbia,GLOBAL EXECUTIVE SOLUTIONS LLC,541611,Administrative Management and General Management Consulting Services
HMBSX7Z72UK4,Columbia,"WESTLAND TECHNOLOGIES, INC.",326291,Rubber Product Manufacturing for Mechanical Use
MYNQR7KVKSA6,Columbia,SCHNEIDER ELECTRIC SYSTEMS USA INC,334111,Electronic Computer Manufacturing
NRFJMVNYQ6C3,Columbia,"ZAPATA GROUP, INC.",541330,Engineering Services
MWJTQK36KMG3,Columbia,ZAPATA INCORPORATED,562910,Remediation Services
NSEVFLRKSUV1,Columbia,"NITCO, LLC",333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing"
V1XJX2JT3JK1,Columbia,VECTOR NORTH AMERICA INC.,,"n/a (SAM record, no NAICS)"
RK6GKSXPC8W7,Columbia,ARNOLD MAGNETICS CORPORATION,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing
P2LCCMCFB788,Columbia,ECOMASS TECHNOLOGIES LP,325991,Custom Compounding of Purchased Resins
D1L2HV3GLLY3,Columbia,TIOGA PIPE INC,423510,Metal Service Centers and Other Metal Merchant Wholesalers
EKY1E33VMH27,Columbia,"UNITED RENTALS (NORTH AMERICA), INC.",532490,OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING
XNFVD42NAB73,Columbia,TRIAS CONSTRUCTION LLC,236220,Commercial and Institutional Building Construction
K572F32CSLG5,Columbia,MANPOWER INC.,,"n/a (SAM record, no NAICS)"
QLTXH525A671,Columbia,"RAPID PREP, LLC",532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
ZA7HPV7XXUE3,Columbia,"MERRILL TECHNOLOGIES GROUP, INC.",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
SJDXENRDPKE8,Columbia,SOPHEON CORPORATION,513210,Software Publishers
XSVGNUK78U74,Columbia,BAC CORROSION CONTROL A/S,331524,Aluminum Foundries (except Die-Casting)
NKNLZEBJBM67,Columbia,TRANSDIGM INC,332912,Fluid Power Valve and Hose Fitting Manufacturing
CZKYJKB7H9J7,Columbia,"VEGAS FASTENER MANUFACTURING, LLC",332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing"
TSJLBQWEYD73,Columbia,CUSTOM MAGNETICS OF CALIFORNIA INC,335311,"Power, Distribution, and Specialty Transformer Manufacturing"
JM2GNDJLDWL5,Columbia,ADVEX CORPORATION,332312,Fabricated Structural Metal Manufacturing
WVERJSJEZ4U8,Columbia,LABORATORY TESTING INC,541380,Testing Laboratories and Services
UGQ9ZMC59WA6,Columbia,"CABLEWORKS, INC.",332618,Other Fabricated Wire Product Manufacturing
H12BMH6V6495,Columbia,"PIMA VALVE, LLC",,n/a (no SAM record)
VJMTKNLENX24,Columbia,ENGINEERED COIL COMPANY,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
DQ8FL1MAR4K5,Columbia,"NAVAL AND MARITIME CONSORTIUM, INC.",,"n/a (SAM record, no NAICS)"
KQJTYTVTATY8,Columbia,"NORTH ATLANTIC INDUSTRIES, INC.",334111,Electronic Computer Manufacturing
YFAKM74HKAT9,Columbia,"RZ DESIGN ASSOCIATES, INC",541330,Engineering Services
M1BVCGDKJ1L7,Columbia,RAYTHEON COMPANY,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
DP49VT4FA4J3,Columbia,"ADA CORE TECHNOLOGIES, INC.",541511,Custom Computer Programming Services
LKXHMX1K3AC5,Columbia,NATIONAL INSTRUMENTS CORP,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing
FH8KQEYJMGL3,Columbia,LORD CORPORATION,326299,All Other Rubber Product Manufacturing
QPFMBXNMQM85,Columbia,"AEROTEK AFFILIATED SERVICES, INC.",561320,Temporary Help Services
CXQ7A9JSV3K5,Columbia,MEASUREMENT SYSTEMS INC,335314,Relay and Industrial Control Manufacturing
Z86FMF9P1KD6,Columbia,"G. S. E. DYNAMICS, INC.",336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing
EWDVBA6GPR39,Columbia,PAVION CORP.,238210,Electrical Contractors and Other Wiring Installation Contractors
VBFXNRMUYSK6,Columbia,NTS TECHNICAL SYSTEMS,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)"
HK1VJ4NJ6QN7,Columbia,Lovejoy Curtis LLC,,n/a (no SAM record)
MUD4KL77FK98,Columbia,TURNBULL LLC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
NRCCMBKQ6FD7,Columbia,LEIDOS INNOVATIONS CORPORATION,541512,Computer Systems Design Services
HRJNGAUKL2Q2,Columbia,"HI-TEST LABORATORIES, INC.",541330,Engineering Services
CQLFMKPGRUQ3,Columbia,"TEVET, LLC",334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals
CEZLBLUFVYT9,Columbia,"BITTWARE, INC.",334111,Electronic Computer Manufacturing
LWF3CB1HFZF3,Columbia,I S C O CORPORATION,423840,Industrial Supplies Merchant Wholesalers
C18KXNHETC95,Columbia,"KITCO FIBER OPTICS, INC.",334417,Electronic Connector Manufacturing
DKVRL7NKED25,Columbia,"STEELMASTER BUILDINGS, INC.",,"n/a (SAM record, no NAICS)"
MBMCF42D4CF7,Columbia,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,562211,Hazardous Waste Treatment and Disposal
K7WHM32LWU64,Columbia,"IVEY'S CONSTRUCTION, INC.",236220,Commercial and Institutional Building Construction
D3QJN3GXFR53,Columbia,"LINCOLN ELECTRIC AUTOMATION, INC.",332312,Fabricated Structural Metal Manufacturing
W7FFRAVN1DA9,Columbia,"SECURESTRUX, LLC",541519,Other Computer Related Services
L5YANW2XSND4,Columbia,"B.W. ELLIOTT MANUFACTURING CO., LLC",333613,Mechanical Power Transmission Equipment Manufacturing
LN8JD2HB57K5,Columbia,"PATRIOT ELECTRONICS, INC.",423690,Other Electronic Parts and Equipment Merchant Wholesalers
S3NBXGNJ5433,Columbia,"CORSERVA, INC.",423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers
KFF4DTT9LFJ3,Columbia,"KELLY CONTAINER, INC.",531120,Lessors of Nonresidential Buildings (except Miniwarehouses)
URUVKGK3FTV1,Columbia,"WILLIAMS SCOTSMAN, INC.",236210,Industrial Building Construction
JFSETNYJ81Y4,Columbia,ELECTRONIC COMPONENTS INC.,423690,Other Electronic Parts and Equipment Merchant Wholesalers
RNWJCAQL4ZD7,Columbia,"EIMC, LLC",524291,Claims Adjusting
G5W8NZNYN1P6,Columbia,BRISTOL HARBOR GROUP,541330,Engineering Services
LK9BTBWNLY96,Columbia,"BEK, INC.",332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing"
MME9X24LUXP1,Columbia,"ACROMAG, INCORPORATED",334111,Electronic Computer Manufacturing
H1J9UJSSTB98,Columbia,"AIRGAS USA, LLC",325120,Industrial Gas Manufacturing
WMCUE58SZBD3,Columbia,MILLER ELECTRIC MFG. LLC,333992,Welding and Soldering Equipment Manufacturing
E3WFXJMWH458,Columbia,"ADVANCED THEODOLITE TECHNOLOGY, INC.",541330,Engineering Services
UPMWNA8Y25L1,Columbia,GEODETIC SERVICES INC.,334519,Other Measuring and Controlling Device Manufacturing
D6GJGD1KMH25,Columbia,"ANIXTER, INC",,"n/a (SAM record, no NAICS)"
C1B6X8AADFB1,Columbia,"COMSACO, LLC",335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing
GJDDKRPHXAL5,Columbia,A. M. CASTLE & CO.,423510,Metal Service Centers and Other Metal Merchant Wholesalers
U517SU1EZGK9,Columbia,"CHALMERS & KUBECK, INC.",332710,Machine Shops
Y9KMLM1AFU63,Columbia,ROTRON INCORPORATED,334419,Other Electronic Component Manufacturing
CMPLJR3G8K76,Columbia,FOLEY INC,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers
H2X6CQSJHQL4,Columbia,WESTERN BRONZE INC,331529,Other Nonferrous Metal Foundries (except Die-Casting)
YQXBZHMXEVE5,Columbia,THE MATHWORKS INC,513210,Software Publishers
PZK1KSXFFNX9,Columbia,FREEDOM POWER SYSTEMS INC,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing
RANZTST3FQU3,Columbia,SID TOOL CO INC,332510,Hardware Manufacturing
TH91MD9B9RL7,Columbia,SSI MANUFACTURING TECHNOLOGIES CORP.,332710,Machine Shops
M6N3M8GCHLN5,Columbia,LAL ACQUISITION INC.,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing"
MUW4M1JLNY19,Columbia,DIXIE TANK COMPANY,,n/a (no SAM record)
WN3KS9Z5JLK9,Columbia,"PRECISION MACHINE & GEAR, INC.",332710,Machine Shops
ECVNHKM2CLS9,Columbia,"PICKERING INTERFACES, INC",334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals
Y3LKL3D6FNK9,Columbia,VIABLE POWER CONVERSION TECHNOLOGIES INC,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing
Z7K8HUMNCZ22,Columbia,TRIPLE CROWN CONSULTING LLC,561320,Temporary Help Services
MXDKLLXB3EK7,Columbia,B&G MANUFACTURING CO INC,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing"
QLNMVC12KWY3,Columbia,"LEIDOS, INC.",,"n/a (long-tail, not researched)"
U43WP4FHDJY3,Columbia,MARINE ELECTRIC SYSTEMS INC,334516,Analytical Laboratory Instrument Manufacturing
SBJMSMKJ9M93,Columbia,"Fitchburg Welding Co., Inc.",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
ZWNLUCV7JET5,Columbia,TACOMA STEEL SUPPLY INCORPORATED,423510,Metal Service Centers and Other Metal Merchant Wholesalers
K8W2J2DS9FN1,Columbia,"SYNOPSYS, INC.",513210,Software Publishers
FA62JCF2JGN7,Columbia,ENSAFE INC.,541330,Engineering Services
HKB9G8NZ5P66,Columbia,"TEAM INDUSTRIES, INC.",332996,Fabricated Pipe and Pipe Fitting Manufacturing
NXGLEN3CK1N6,Columbia,"DATACON, INC.",334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing
P2L5J5XEYCN3,Columbia,"INSIGHT DIRECT USA, INC.",423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers
DWMEGPGHBGY5,Columbia,GENERAL DIGITAL CORPORATION,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing
M6CTHGC91RG4,Columbia,"MARTINEZ AND TUREK, INC.",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
GMVJD1H9JQX8,Columbia,"MICROFLEX, INC.",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
FDMCABKJFNE8,Columbia,"MINE SAFETY APPLIANCES COMPANY, LLC",339113,Surgical Appliance and Supplies Manufacturing
YK46GJRH4W87,Columbia,"CONCURRENT REAL-TIME, INC.",334111,Electronic Computer Manufacturing
C3B4GMUXK277,Columbia,BOWMAR LLC,,"n/a (long-tail, not researched)"
Q4T8FLKDSNQ3,Columbia,TREK CONNECT INC.,,n/a (no SAM record)
HW3GLNH2M767,Columbia,INTEGRATED SECURITY & COMMUNICATIONS OF NEW JERSEY LLC,561621,Security Systems Services (except Locksmiths)
WF99GAJKQAL5,Columbia,NTS LABS LLC,541380,Testing Laboratories and Services
UR64LG5YKUE8,Columbia,LYNN LADDER AND SCAFFOLDING CO INC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
QEP4TKLKQDV3,Columbia,"U.S. PIONEER, L.L.C.",334419,Other Electronic Component Manufacturing
KAFVDV3C5BN1,Columbia,"321GANG, LLC",541511,Custom Computer Programming Services
EZGFXRCDNAZ1,Columbia,GENERAL STANDARDS CORP,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing
MYKLJHTX3MM7,Columbia,"LEIDOS, INC.",541512,Computer Systems Design Services
V212U2BEGU37,Columbia,"SAFARI MICRO, INC.",541519,Other Computer Related Services
F7J2BU8VKSL8,Columbia,"MCALLISTER TOWING AND TRANSPORTATION COMPANY, INC.",,"n/a (long-tail, not researched)"
QGB4RDYJNJT9,Columbia,ELLWOOD NATIONAL FORGE COMPANY,332111,Iron and Steel Forging
CFLHPEP9NMU4,Columbia,HUBBS MACHINE & MANUFACTURING,,n/a (no SAM record)
Q9M8VNB2F4F2,Columbia,"KONGSBERG UNDERWATER TECHNOLOGY, INC.",,"n/a (long-tail, not researched)"
