Subawardee UEI,Program,Subawardee Vendor Name,Primary NAICS-6,NAICS-6 Description
SX6BF52K2WB1,Virginia,VACCO INDUSTRIES,332912,Fluid Power Valve and Hose Fitting Manufacturing
SLD5KEGGLLZ3,Virginia,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
JKZNKGGWYZ87,Virginia,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,335312,Motor and Generator Manufacturing
NYGUEDY27AM8,Virginia,CURTISS-WRIGHT FLOW CONTROL CORPORATION,332911,Industrial Valve Manufacturing
RG6LJJM6JBS3,Virginia,"AUSTAL USA, LLC",336611,Ship Building and Repairing
CBMZJ3Z5SC89,Virginia,GOODRICH CORP,326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing"
FK17Z7DJWLL1,Virginia,Apco Technologies SA,,"n/a (SAM record, no NAICS)"
F42BKS7EHCL8,Virginia,EMS DEVELOPMENT CORPORATION,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing"
WREEAHYMRQ45,Virginia,"PCB PIEZOTRONICS, INC.",334419,Other Electronic Component Manufacturing
DK14KTLXA9M5,Virginia,"KME AMERICA MARINE TUBE & FITTING, LLC",332919,Other Metal Valve and Pipe Fitting Manufacturing
DJG7NEG7QRK5,Virginia,"HUNT VALVE COMPANY, INC.",332911,Industrial Valve Manufacturing
MMCKJNNMSG23,Virginia,"ADVANCE MFG.CO., INC.",332710,Machine Shops
WJ45NXW2TVD7,Virginia,MOOG INC.,333995,Fluid Power Cylinder and Actuator Manufacturing
Y6X3BDLEPNJ6,Virginia,"W INTERNATIONAL SC, LLC",336611,Ship Building and Repairing
RLXQHCXFT513,Virginia,CUNICO CORPORATION,332996,Fabricated Pipe and Pipe Fitting Manufacturing
XQW8RJNNAXX8,Virginia,"W INTERNATIONAL, LLC",336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing"
KYURG7LRSC89,Virginia,CIRCOR NAVAL SOLUTIONS LLC,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
QNEXJLA47BM4,Virginia,"JAMESTOWN METAL MARINE SALES, INC.",336611,Ship Building and Repairing
PUG1H9MFJD63,Virginia,"AMERICAN TANK & FABRICATING CO, THE",332313,Plate Work Manufacturing
K3XPS1HXNBF3,Virginia,"B & F MACHINE CO., INC.",332710,Machine Shops
UHXFGP3DCRK7,Virginia,HANSOME ENERGY SYSTEMS INC,335312,Motor and Generator Manufacturing
K294P4QJHFU9,Virginia,MW JONES & COMPANY INC,541611,Administrative Management and General Management Consulting Services
NEGFNA8YS723,Virginia,"ALLARD NAZARIAN GROUP, INC.",339999,All Other Miscellaneous Manufacturing
V1MQFNQB56Z5,Virginia,RIX INDUSTRIES,333912,Air and Gas Compressor Manufacturing
MU3CM1145E44,Virginia,PROGENY SYSTEMS CORPORATION,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)"
GZ57A195G7K6,Virginia,WAUKESHA BEARINGS CORPORATION,541330,Engineering Services
PTMFLMD2CUB4,Virginia,"L3 TECHNOLOGIES, INC.",334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
TZVRTYNM3MN3,Virginia,"PEGASUS STEEL, LLC",332313,Plate Work Manufacturing
E9DKKLZNCQS9,Virginia,AISH TECHNOLOGIES LTD,334419,Other Electronic Component Manufacturing
C256E427Q518,Virginia,"DELTAK MANUFACTURING, INC.",332323,Ornamental and Architectural Metal Work Manufacturing
N79NY6FRL2F3,Virginia,CUSTOM ALLOY CORPORATION,332996,Fabricated Pipe and Pipe Fitting Manufacturing
F76KN7T9YP64,Virginia,WAUKESHA BEARINGS CORPORATION,333613,Mechanical Power Transmission Equipment Manufacturing
KENVPMBVBT39,Virginia,"RHOADS METAL FABRICATIONS, INC.",336611,Ship Building and Repairing
LB1XJ5UY5961,Virginia,"CIRCOR PUMPS NORTH AMERICA, LLC",333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
GLU5BML5XQK2,Virginia,Romey Paul Ventures LLC,,n/a (no SAM record)
XDF1FRDG8KK4,Virginia,"FOSTER-MILLER, INC.",336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing
TZLXM3NCC7D1,Virginia,EXIDE TECHNOLOGIES,335910,Battery Manufacturing
W3KUJLTCRLV1,Virginia,AMMCON CORP.,332919,Other Metal Valve and Pipe Fitting Manufacturing
JKPCAKFW8X93,Virginia,AMERICAST TECHNOLOGIES INC,331513,Steel Foundries (except Investment)
FMC8BKMNMKF2,Virginia,"FLUID CONDITIONING PRODUCTS, INC.",339999,All Other Miscellaneous Manufacturing
JA2KCX21NL48,Virginia,"WARTSILA DEFENSE, INC.",336611,Ship Building and Repairing
MF1LU8RPCMB8,Virginia,"RANOR, INC.",332313,Plate Work Manufacturing
TY25RCEB5FF3,Virginia,"COLLINS & JEWELL COMPANY, INC.",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
WPP2ABN6UCF5,Virginia,"L3 TECHNOLOGIES, INC.",334290,Other Communications Equipment Manufacturing
JK4WJKLD44G9,Virginia,"METALTEK INTERNATIONAL, INC.",331529,Other Nonferrous Metal Foundries (except Die-Casting)
N5KMLMXEPFM5,Virginia,PARKER-HANNIFIN CORPORATION,333310,Commercial and Service Industry Machinery Manufacturing
HUDHMPV9B6M9,Virginia,NORTHROP GRUMMAN SYSTEMS CORPORATION,339999,All Other Miscellaneous Manufacturing
KZGEJ29ND6K3,Virginia,EVONIK CORPORATION,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing
RYRLL49HWN65,Virginia,BAKER SHEET METAL CORPORATION,332322,Sheet Metal Work Manufacturing
FYUJEKH32UF5,Virginia,"L.M. GILL WELDING & MANUFACTURING, L.L.C.",332710,Machine Shops
X6N2CNV552X7,Virginia,"OCEANEERING INTERNATIONAL, INC.",336611,Ship Building and Repairing
NTREK31GP8N3,Virginia,KSARIA CORPORATION,334417,Electronic Connector Manufacturing
NRCCMBKQ6FD7,Virginia,LEIDOS INNOVATIONS CORPORATION,541512,Computer Systems Design Services
NVPEBL51CSF8,Virginia,"GUILL TOOL & ENGINEERING CO, INC.",332710,Machine Shops
U4MMR7DR2DR7,Virginia,"JAL ENTERPRISES, INC.",336611,Ship Building and Repairing
N5BYYW3MMFP7,Virginia,"HUTCHINSON AEROSPACE & INDUSTRY, INC.",326291,Rubber Product Manufacturing for Mechanical Use
GE4GA2B9JYF9,Virginia,"MERRILL TECHNOLOGIES GROUP, LLC",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
GR2CKSBB4MB5,Virginia,LENAPE FORGED PRODUCTS CORP,332112,Nonferrous Forging
GXPHJRVG9MR7,Virginia,DRS NAVAL POWER SYSTEMS INC,335311,"Power, Distribution, and Specialty Transformer Manufacturing"
MC77SUMRLXY5,Virginia,"MILWAUKEE VALVE COMPANY, INC.",332911,Industrial Valve Manufacturing
R9EYKGK8NKA5,Virginia,"NUFLO, INC.",332710,Machine Shops
J8PKNJEX2MS2,Virginia,"LOCKWOOD BROTHERS, INC.",483113,Coastal and Great Lakes Freight Transportation
G319AMB56SW5,Virginia,"901 D, LLC",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
ZFQBUPK552C3,Virginia,THE H R HILLERY COMPANY,332312,Fabricated Structural Metal Manufacturing
FWF8QBPCGLG3,Virginia,GENERAL TOOL COMPANY,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing
E2P8AAJA2LK5,Virginia,"MICRO PRECISION, LLC",332721,Precision Turned Product Manufacturing
JFHLZNJLWAN5,Virginia,"PARADIGM PRECISION HOLDINGS, LLC",332710,Machine Shops
Q35JL9GFCAK3,Virginia,"MAROTTA CONTROLS, INC.",332912,Fluid Power Valve and Hose Fitting Manufacturing
F1UZPBD1VBH9,Virginia,"LYME COMPUTER SYSTEMS, INC.",541519,Other Computer Related Services
WESDY4U81NP8,Virginia,"TRIDENT MARITIME SYSTEMS - CAC, LLC",332996,Fabricated Pipe and Pipe Fitting Manufacturing
VKBFB8MAZ357,Virginia,TITANIUM FABRICATION CORPORATION,332313,Plate Work Manufacturing
FR7WWCCNBQZ6,Virginia,D K MACHINE INC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
MKXMUFJJYLY5,Virginia,WARD LEONARD CT LLC,335312,Motor and Generator Manufacturing
REXPSJ7NAHU8,Virginia,DERBYSHIRE MACHINE & TOOL CO,332919,Other Metal Valve and Pipe Fitting Manufacturing
CE3HF8PLAFD3,Virginia,"MILWAUKEE VALVE COMPANY, LLC",332911,Industrial Valve Manufacturing
MWAKL633WET8,Virginia,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,333611,Turbine and Turbine Generator Set Units Manufacturing
JSAXGRLNEJ63,Virginia,"COLONNA'S SHIP YARD, INCORPORATED",336611,Ship Building and Repairing
CW48SQ7KJX68,Virginia,"CRAFT MACHINE WORKS, INC.",336611,Ship Building and Repairing
HQYTCMF5RGE4,Virginia,SHERBURN ELECTRONICS INC.,423690,Other Electronic Parts and Equipment Merchant Wholesalers
RDG4F8MZVDU1,Virginia,"POWER PARAGON, INC.",335311,"Power, Distribution, and Specialty Transformer Manufacturing"
C1B6X8AADFB1,Virginia,"COMSACO, INC.",335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing
VXHFDAKS2LZ6,Virginia,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,333611,Turbine and Turbine Generator Set Units Manufacturing
WAJ6RKYZTYL3,Virginia,C & C METALS ENGINEERING INC,332710,Machine Shops
HYNSUU4GPWA9,Virginia,GLOBAL EXECUTIVE SOLUTIONS LLC,541611,Administrative Management and General Management Consulting Services
ZXNYWJ1KLDL9,Virginia,"SYMETRICS INDUSTRIES, LLC",336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing
CN4DJZSKM3Y3,Virginia,"PENNSYLVANIA MACHINE WORKS, INC.",332996,Fabricated Pipe and Pipe Fitting Manufacturing
JRUCKDSNXKD5,Virginia,"ENTWISTLE COMPANY, THE",333998,All Other Miscellaneous General Purpose Machinery Manufacturing
QVMBB4UCMEH4,Virginia,"ELECTRO MECHANICAL SPECIALISTS, LLC",334419,Other Electronic Component Manufacturing
RBJHSL4MK9M8,Virginia,LANXESS SOLUTIONS US INC.,,n/a (no SAM record)
ETWEE7EYY9G5,Virginia,COGITIC CORPORATION,332710,Machine Shops
MVJ8B69F5CL6,Virginia,"RIGGINS COMPANY, L.C.",332410,Power Boiler and Heat Exchanger Manufacturing
FH39KDCYBK21,Virginia,"Htp Meds, LLC",,n/a (no SAM record)
MSYWUDGYPKF5,Virginia,"CP INDUSTRIES HOLDINGS, INC",332420,Metal Tank (Heavy Gauge) Manufacturing
MXTJBDD1L4T4,Virginia,"TAYLOR DEVICES, INC.",333995,Fluid Power Cylinder and Actuator Manufacturing
QB7EKDNK2E83,Virginia,SHELBY SUPPLY CO LLC,332710,Machine Shops
LYV8XEV314F6,Virginia,UNIVERSAL MANUFACTURING CORP.,332323,Ornamental and Architectural Metal Work Manufacturing
Y9KMLM1AFU63,Virginia,ROTRON INCORPORATED,334419,Other Electronic Component Manufacturing
LJRBXLTGXN57,Virginia,"CEPEDA ASSOCIATES, INC.",333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
YWX1QLBKSQD7,Virginia,"PRC - DESOTO INTERNATIONAL, INC.",325520,Adhesive Manufacturing
XH9ADBLZRMF1,Virginia,MELLINGER ENGINEERING GROUP LLC,551112,Offices of Other Holding Companies
WNDYZX3ALFB1,Virginia,"COMARK, LLC",334111,Electronic Computer Manufacturing
JLZUKW73FAM9,Virginia,"Paradigm Precision Holdings, LLC",,n/a (no SAM record)
U23DM4ULNLS3,Virginia,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,336611,Ship Building and Repairing
D1L2HV3GLLY3,Virginia,TIOGA PIPE INC,423510,Metal Service Centers and Other Metal Merchant Wholesalers
K6LKL4BYZGZ6,Virginia,TRILOGIC SYSTEMS CORPORATION,541519,Other Computer Related Services
QV38GMJUBJQ3,Virginia,L3HARRIS MARITIME SERVICES INC,336611,Ship Building and Repairing
WJ1XMJMTSYL9,Virginia,"PAROSCIENTIFIC, INC.",334519,Other Measuring and Controlling Device Manufacturing
M553NMG2GTR6,Virginia,NORTECH SYSTEMS INC,335931,Current-Carrying Wiring Device Manufacturing
E3YNKWRANZ18,Virginia,"AQUA-CHEM, INC.",332410,Power Boiler and Heat Exchanger Manufacturing
LPY6KXBKHMK8,Virginia,"RHOADS INDUSTRIES, INC.",336611,Ship Building and Repairing
NXGLEN3CK1N6,Virginia,"DATACON, INC.",334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing
D7HNEN3DAN36,Virginia,LEHIGH HEAVY FORGE CORP,332111,Iron and Steel Forging
HY9JJE3F4R25,Virginia,"WOLLASTON ALLOYS, INC.",331513,Steel Foundries (except Investment)
YVBHN7GKLQ44,Virginia,"GLENAIR, INC.",335929,Other Communication and Energy Wire Manufacturing
GUD4TJE3FN31,Virginia,CIRCOR PUMPS NORTH AMERICA LLC,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
ZW3UMG9YVNA9,Virginia,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",335313,Switchgear and Switchboard Apparatus Manufacturing
GFCUEMH2CGN1,Virginia,RIVERHEAD BUILDING SUPPLY CORP.,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"
MRGNDX62YHQ3,Virginia,Conrex Steel Ltd,,"n/a (foreign, no SAM record)"
QVJEVJHK3G31,Virginia,"AGGREKO, LLC",532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
UE9QJD4KK1L6,Virginia,"LEIDOS, INC.",541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)"
JU5GNH1H5FV6,Virginia,DY4 INC.,334111,Electronic Computer Manufacturing
KYFUJ83L3UY9,Virginia,CONE DRIVE OPERATIONS INC.,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing"
U5DDDFM4LJS3,Virginia,"PRIME TECHNOLOGY, LLC",334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals
CABCB9XBJHK5,Virginia,"APOLLO PROFESSIONAL SOLUTIONS, INC.",561320,Temporary Help Services
KNEFNMWXBK39,Virginia,JO-KELL INC.,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
ZPZMCRH2JSA3,Virginia,"EZEFLOW USA, INC.",332996,Fabricated Pipe and Pipe Fitting Manufacturing
NN7PCHZFNZP8,Virginia,GOODWIN STEEL CASTINGS LIMITED,331513,Steel Foundries (except Investment)
RK6GKSXPC8W7,Virginia,ARNOLD MAGNETICS CORPORATION,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing
UR64LG5YKUE8,Virginia,LYNN LADDER AND SCAFFOLDING CO INC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
MYKLJHTX3MM7,Virginia,"LEIDOS, INC.",541512,Computer Systems Design Services
KXWXRYB3FBW3,Virginia,FLOWSERVE CORP,333995,Fluid Power Cylinder and Actuator Manufacturing
JU2ME5ZK8VL3,Virginia,"MMC METROLOGY LAB, INC",334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
TAB4FBLR5UM1,Virginia,ANIXTER INC.,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
HSV2N9ACRTJ6,Virginia,EMERSON AUTOMATION SOLUTIONS FINAL CONTROL US LP,332911,Industrial Valve Manufacturing
EDJPMQN1HSJ1,Virginia,"MSA SAFETY SALES, LLC",339113,Surgical Appliance and Supplies Manufacturing
HDM5WRBME2K7,Virginia,ALLIANT TECHSYSTEMS OPERATIONS LLC,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing
R2D6XY1EM6J8,Virginia,"SENSARAS, LLC",334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
PGWNKJF89FV5,Virginia,ELMA ELECTRONIC INC.,334111,Electronic Computer Manufacturing
HA3UFSU8FN75,Virginia,"L3 TECHNOLOGIES, INC.",334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
QPB2M919LQM5,Virginia,MATERION BRUSH INC,331529,Other Nonferrous Metal Foundries (except Die-Casting)
JH2CJYVWBME6,Virginia,"ROLLER BEARING COMPANY OF AMERICA, INC.",332991,Ball and Roller Bearing Manufacturing
DDQCLD6FEJJ6,Virginia,"TOG MANUFACTURING COMPANY, INC.",332721,Precision Turned Product Manufacturing
E86EYMJR23D1,Virginia,"MELLINGER ENGINEERING, INCORPORATED",332911,Industrial Valve Manufacturing
PUVNWFNW5BG3,Virginia,VETERANS GROUP LLC,336612,Boat Building
EUB6UJ91Y997,Virginia,SENESCO MARINE LLC,336611,Ship Building and Repairing
WN3KS9Z5JLK9,Virginia,"PRECISION MACHINE & GEAR, INC.",332710,Machine Shops
LL3PZJHUKZV3,Virginia,AMERICAN STEEL AND ALUMINUM LLC,332312,Fabricated Structural Metal Manufacturing
D6GJGD1KMH25,Virginia,"ANIXTER, INC",,"n/a (SAM record, no NAICS)"
GFBTEVXB65X7,Virginia,"PCC ROLLMET, INC.",336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing
SK3YCN3CHJD7,Virginia,"PLASTIC DISTRIBUTORS & FABRICATORS, INC.",332710,Machine Shops
GYMLL74UL5Q8,Virginia,"HYDRASEARCH COMPANY, LLC",332912,Fluid Power Valve and Hose Fitting Manufacturing
EDNNTCM7SUS8,Virginia,"INTERNATIONAL MARINE AND INDUSTRIAL APPLICATORS, LLC",336611,Ship Building and Repairing
V73QNVKJWAJ9,Virginia,CRYSTAL GROUP INC.,334111,Electronic Computer Manufacturing
XPJVJCWTHYV6,Virginia,ESCO GROUP INC,333248,All Other Industrial Machinery Manufacturing
CG86N1ZC42B8,Virginia,AMMCON CORP.,,n/a (no SAM record)
UNG7G6S4JRA6,Virginia,"5TH AXIS, LLC",339999,All Other Miscellaneous Manufacturing
SS8JL7WNHPX9,Virginia,"BURNS & MCDONNELL ENGINEERING COMPANY, INC.",541330,Engineering Services
Z89SS59265U9,Virginia,ESPEY MFG AND ELECTRONICS CORP,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing
NMHFLDYJJ4C5,Virginia,LOCKHEED MARTIN CORPORATION,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
T5C6JNLVSC17,Virginia,HYDRATIGHT OPERATIONS INC,332216,Saw Blade and Handtool Manufacturing
MKDGDE6K34N5,Virginia,"D. W. CLARK, INC",331513,Steel Foundries (except Investment)
YGGCA283C3P4,Virginia,HALE HAMILTON (VALVES) LIMITED,332911,Industrial Valve Manufacturing
Z86FMF9P1KD6,Virginia,"G. S. E. DYNAMICS, INC.",336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing
ZVKEBJ4HQHB8,Virginia,HEILIND MIL-AERO LLC,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
U2PTLL8PXDE3,Virginia,"ABLE MACHINE TOOL SALES, INC.",423830,Industrial Machinery and Equipment Merchant Wholesalers
CR99X5Q2KQS1,Virginia,"L.B.I., INC.",336611,Ship Building and Repairing
EU8ESM53JNE7,Virginia,LANXESS CORPORATION,,n/a (no SAM record)
QLTXH525A671,Virginia,"RAPID PREP, LLC",532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
NGMSB6M2QKA4,Virginia,ASA ENVIRONMENTAL PRODUCTS INC,423840,Industrial Supplies Merchant Wholesalers
NKNLZEBJBM67,Virginia,"TRANSDIGM, INC.",332912,Fluid Power Valve and Hose Fitting Manufacturing
FFKCVFLHNTE7,Virginia,AMERICAN HYDRO CORPORATION,333611,Turbine and Turbine Generator Set Units Manufacturing
Y7N4SPXNK115,Virginia,CLEVELAND-CLIFFS STEEL LLC,,"n/a (SAM record, no NAICS)"
HJUAXSF12JR6,Virginia,"CUSTOM HYDRAULIC & MACHINE, INC.",332912,Fluid Power Valve and Hose Fitting Manufacturing
LG88NCWJ3A95,Virginia,"YOUNG ENGINEERING & MANUFACTURING, INC.",332420,Metal Tank (Heavy Gauge) Manufacturing
FJAVFFKN2LE3,Virginia,"WATTEREDGE, INC.",335311,"Power, Distribution, and Specialty Transformer Manufacturing"
SE6NBH1ZRQN5,Virginia,VETERANS' GROUP LLC,,n/a (no SAM record)
LZP6L339NKZ9,Virginia,MARINE POLYMERS INC,325211,Plastics Material and Resin Manufacturing
JFSETNYJ81Y4,Virginia,ELECTRONIC COMPONENTS INC.,423690,Other Electronic Parts and Equipment Merchant Wholesalers
N16ET1YJ6QZ3,Virginia,"ROMAC INDUSTRIES, INC.",332911,Industrial Valve Manufacturing
TJGHTGTTVEA1,Virginia,"SAFARI MICRO GOVERNMENT SOLUTIONS, LLC",334111,Electronic Computer Manufacturing
V627Y8NS1JM1,Virginia,"MILCOTS, LLC",334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing
PFRSFST9SSL1,Virginia,RANTEC POWER SYSTEMS INC.,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing
VJHFDLA3NLG8,Virginia,Vulcan Metals Corporation,331513,Steel Foundries (except Investment)
LR2HQKYJLDZ7,Virginia,ESI ACQUISITION CORP.,423830,Industrial Machinery and Equipment Merchant Wholesalers
WXRTZLL25AE5,Virginia,"SEEMANN COMPOSITES, LLC",325991,Custom Compounding of Purchased Resins
CXQ7A9JSV3K5,Virginia,"MEASUREMENT SYSTEMS, INC.",335314,Relay and Industrial Control Manufacturing
LFNVWPJYQKH4,Virginia,COASTAL DESIGN LLC,541330,Engineering Services
L5YANW2XSND4,Virginia,"B.W. ELLIOTT MANUFACTURING CO., LLC",333613,Mechanical Power Transmission Equipment Manufacturing
C1NAJQ34VWM5,Virginia,CAMERON ENERGY SERVICES CORP.,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
C1CCV2BRQJ26,Virginia,MARINE EQUIPMENT AND ENGINEERING SOLUTIONS LLC,423830,Industrial Machinery and Equipment Merchant Wholesalers
DSBBDM96K6H6,Virginia,RACER MACHINERY INTERNATIONAL INC,333517,Machine Tool Manufacturing
UZMKDFWHKTC9,Virginia,"Maro Display, Inc.",326113,UNLAMINATED PLASTICS FILM AND SHEET (EXCEPT PACKAGING) MANUFACTURING
V212U2BEGU37,Virginia,"SAFARI MICRO, INC.",541519,Other Computer Related Services
MDH6KH9D4SG7,Virginia,"ASCO POWER TECHNOLOGIES, L..P.",335313,Switchgear and Switchboard Apparatus Manufacturing
XDBJX5QWAM86,Virginia,"SAI SYSTEMS INTERNATIONAL, INC.",541511,Custom Computer Programming Services
PWK4GDMMEAQ8,Virginia,AMETEK SCP INC,334417,Electronic Connector Manufacturing
XP9YLL3TNCB9,Virginia,"S & S FOREST PRODUCTS, LLC",423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"
JAXJSTJJSP74,Virginia,RAYTHEON BBN TECHNOLOGIES CORP.,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)"
JHPXZQA4R1X1,Virginia,"BLACK ROCK TECHNOLOGY GROUP, LLC",423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers
FJMAMQK89ZB8,Virginia,"CAMERON TECHNOLOGIES US, INC.",,n/a (no SAM record)
KP54PU9M3GY5,Virginia,TE CONNECTIVITY SEACON PHOENIX INC.,,n/a (no SAM record)
GTDWX1272LQ4,Virginia,LINEAR MOTION LLC,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing
N1C5QLNPJLS4,Virginia,DELL FEDERAL SYSTEMS L.P.,334111,Electronic Computer Manufacturing
QDWGXNU1NLY9,Virginia,"REXNORD INDUSTRIES, LLC",,n/a (no SAM record)
F8M5LJA6LJL4,Virginia,"SARGENT AEROSPACE & DEFENSE, LLC",332911,Industrial Valve Manufacturing
GFSJF2WNK1E1,Virginia,"SCHNEIDER ELECTRIC SYSTEMS USA, INC.",334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
KK9HWTR6SM49,Virginia,"DUER /CAROLINA COIL, INCORPORATED",,n/a (no SAM record)
JC42EBJ5NFJ1,Virginia,HAMILTON SUNDSTRAND CORPORATION,336412,Aircraft Engine and Engine Parts Manufacturing
N6BAAYHLH8G7,Virginia,"TTM PRINTED CIRCUIT GROUP, INC.",334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing
KNAGZL3AKW44,Virginia,"110 TECHNOLOGY, LLC",423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers
H4K1A9NVAB68,Virginia,CRYSTAL INSTRUMENTS CORPORATION,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals
HMBSX7Z72UK4,Virginia,"WESTLAND TECHNOLOGIES, INC.",326291,Rubber Product Manufacturing for Mechanical Use
DJMMEPKGGNB3,Virginia,"MEASUREMENT SPECIALTIES, INC.",334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
QRS8UUK41BA4,Virginia,METREX VALVE CORP.,332911,Industrial Valve Manufacturing
ZJYJB7MBFE56,Virginia,CRANE PUMPS & SYSTEMS PFT CORP,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
DXM3GSLGH2Z5,Virginia,"FAIRLEAD INTEGRATED, LLC",336611,Ship Building and Repairing
RDM6SEMM2WB4,Virginia,"BARDEN CORPORATION, THE",332991,Ball and Roller Bearing Manufacturing
UR5TFK3LAVL5,Virginia,FEDERAL RESOURCES SUPPLY COMPANY,339999,All Other Miscellaneous Manufacturing
TH91MD9B9RL7,Virginia,SSI MANUFACTURING TECHNOLOGIES CORP.,332710,Machine Shops
CKBGA756V5H9,Virginia,MITCHELL MACHINE INCORPORATED,333998,All Other Miscellaneous General Purpose Machinery Manufacturing
MUD4KL77FK98,Virginia,TURNBULL LLC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
PM3QRNLPA8K5,Virginia,"RILEY POWER GROUP, LLC",336611,Ship Building and Repairing
XEYGFMKSLWW5,Virginia,THE BUTLER WELDMENTS CORPORATION,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
ZM8CV5ND9LG8,Virginia,"JOSEPH T. RYERSON & SON, INC.",423510,Metal Service Centers and Other Metal Merchant Wholesalers
RG3VUTDYFNF8,Virginia,FLUIDYNE CORP,332710,Machine Shops
FQJTKZNF6GY5,Virginia,THE HILLER COMPANIES LLC,561990,All Other Support Services
G45GNP4ARKJ3,Virginia,PROTERIAL CABLE AMERICA INC,332710,Machine Shops
KMP7FYJJV3N3,Virginia,"PRYSMIAN CABLES AND SYSTEMS USA, LLC",331420,"Copper Rolling, Drawing, Extruding, and Alloying"
RLYHS582JDW8,Virginia,"CAMERON TECHNOLOGIES US, INC.",334519,Other Measuring and Controlling Device Manufacturing
Z19UP1U6FMT1,Virginia,INDUSTRIAL TRANSFER AND STORAGE INC.,238290,Other Building Equipment Contractors
U43WP4FHDJY3,Virginia,"MARINE ELECTRIC SYSTEMS, INC.",334516,Analytical Laboratory Instrument Manufacturing
YA7EN5YYJYS8,Virginia,"APOLLO PROFESSIONAL SOLUTIONS, INC.",,n/a (no SAM record)
N28CNQT19JY9,Virginia,"USC CONSULTING GROUP, LLC",541614,"Process, Physical Distribution, and Logistics Consulting Services"
