program,family,piid,work_type,wave_seq,vendor_uei,vendor_name,naics4,capability,wave_vendor_dollars_m,wave_vendor_dollars_positive_m,wave_vendor_share,records,first_date_in_wave,last_date_in_wave,entrant_flag
columbia,Submarines,N0002417C2117,structural,3,E8LNMDLEKM35,D.C. FABRICATORS INC.,3323,Fabricated Structural Metal Manufacturing,0.075,0.075,0.0006,1,2017-05-30,2017-05-30,no
columbia,Submarines,N0002417C2117,structural,3,W67WSNENMZF7,ARCELORMITTAL SA,,,0.028,0.028,0.0002,2,2019-05-02,2019-12-16,yes
columbia,Submarines,N0002417C2117,structural,4,YD1GK53355R5,"PRECISION CUSTOM COMPONENTS, LLC",3323,Plate Work Manufacturing,0.557,0.557,1.0,2,2020-04-20,2020-04-20,no
columbia,Submarines,N0002417C2117,structural,5,KENVPMBVBT39,"RHOADS METAL FABRICATIONS, INC.",,,124.337,124.65,0.2771,56,2022-02-28,2024-12-18,yes
columbia,Submarines,N0002417C2117,structural,5,XQW8RJNNAXX8,"W INTERNATIONAL, LLC",3369,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",55.06,55.185,0.1227,32,2021-08-25,2024-10-04,no
columbia,Submarines,N0002417C2117,structural,5,TZVRTYNM3MN3,PEGASUS STEEL LLC,3323,Plate Work Manufacturing,31.07,45.268,0.0692,23,2020-11-10,2025-01-10,no
columbia,Submarines,N0002417C2117,structural,5,RM4TFABVLPX4,"CP INDUSTRIES HOLDINGS, INC",,,29.834,31.198,0.0665,13,2021-03-31,2024-11-04,yes
columbia,Submarines,N0002417C2117,structural,5,UCWYBGRA11H1,"AUSTAL USA, LLC",,,24.333,24.956,0.0542,16,2022-04-22,2024-08-09,yes
columbia,Submarines,N0002417C2117,structural,5,KTSAL8YX2QQ5,AMERICAN STEEL AND ALUMINUM LLC,,,22.751,22.752,0.0507,12,2022-09-20,2024-11-12,yes
columbia,Submarines,N0002417C2117,structural,5,E8LNMDLEKM35,D.C. FABRICATORS INC.,3323,Fabricated Structural Metal Manufacturing,18.314,18.409,0.0408,10,2022-05-20,2024-10-04,no
columbia,Submarines,N0002417C2117,structural,5,CW48SQ7KJX68,"CRAFT MACHINE WORKS, INC.",3366,Ship Building and Repairing,14.02,14.02,0.0312,35,2022-01-07,2025-01-23,yes
columbia,Submarines,N0002417C2117,structural,5,NGTNPRCG6BE1,GENERAL ATOMICS,3323,Fabricated Structural Metal Manufacturing,13.538,13.538,0.0302,1,2023-02-20,2023-02-20,yes
columbia,Submarines,N0002417C2117,structural,5,CU6NGN3UKFA6,OCEANEERING INTERNATIONAL INC,,,11.539,11.554,0.0257,41,2022-06-15,2024-10-24,yes
columbia,Submarines,N0002417C2117,structural,5,Y6X3BDLEPNJ6,"W INTERNATIONAL SC, LLC",3366,Ship Building and Repairing,10.896,18.686,0.0243,7,2021-05-20,2022-02-09,no
columbia,Submarines,N0002417C2117,structural,5,YD1GK53355R5,"PRECISION CUSTOM COMPONENTS, LLC",3323,Plate Work Manufacturing,9.522,9.917,0.0212,17,2021-06-15,2024-10-04,no
columbia,Submarines,N0002417C2117,structural,5,PUG1H9MFJD63,"AMERICAN TANK & FABRICATING CO, THE",3323,Plate Work Manufacturing,8.485,8.982,0.0189,26,2021-02-12,2024-11-18,no
columbia,Submarines,N0002417C2117,structural,5,DXM3GSLGH2Z5,"FAIRLEAD INTEGRATED, LLC",3366,Ship Building and Repairing,7.03,7.132,0.0157,16,2020-10-14,2024-07-23,no
columbia,Submarines,N0002417C2117,structural,5,PBC2VH3ND3D4,"CP INDUSTRIES HOLDINGS, INC",,,6.855,6.855,0.0153,1,2023-07-24,2023-07-24,yes
columbia,Submarines,N0002417C2117,structural,5,LG88NCWJ3A95,"YOUNG ENGINEERING & MANUFACTURING, INC.",3324,Metal Tank (Heavy Gauge) Manufacturing,6.229,6.268,0.0139,13,2021-05-13,2024-04-15,no
columbia,Submarines,N0002417C2117,structural,5,MF1LU8RPCMB8,RANOR INC.,3323,Plate Work Manufacturing,6.22,6.235,0.0139,15,2021-12-23,2024-08-14,yes
columbia,Submarines,N0002417C2117,structural,5,HLQLWMV97J37,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,3366,Ship Building and Repairing,5.442,5.599,0.0121,8,2023-05-12,2024-11-14,yes
columbia,Submarines,N0002417C2117,structural,5,C8TMP34LW2L6,EVEREST KANTO CYLINDER LIMITED,,,5.251,5.251,0.0117,7,2020-11-03,2022-02-24,no
columbia,Submarines,N0002417C2117,structural,5,LPY6KXBKHMK8,"RHOADS INDUSTRIES, INC.",3366,Ship Building and Repairing,4.164,4.164,0.0093,7,2020-10-06,2021-12-23,yes
columbia,Submarines,N0002417C2117,structural,5,EVP4KM37YU23,CLEVELAND-CLIFFS INC.,,,3.52,3.52,0.0078,4,2021-09-07,2022-02-22,yes
columbia,Submarines,N0002417C2117,structural,5,QNEXJLA47BM4,"JAMESTOWN METAL MARINE SALES, INC.",3366,Ship Building and Repairing,3.357,3.376,0.0075,21,2022-06-23,2024-06-21,no
columbia,Submarines,N0002417C2117,structural,5,EVZMB1757DW5,"STEELFAB, INC.",3323,Fabricated Structural Metal Manufacturing,3.168,3.168,0.0071,4,2022-11-04,2024-09-05,no
columbia,Submarines,N0002417C2117,structural,5,KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC",3366,Ship Building and Repairing,3.074,3.074,0.0069,3,2024-06-27,2024-09-20,yes
columbia,Submarines,N0002417C2117,structural,5,LFJVPJ77LNM7,FLUID HANDLING LLC,3324,Power Boiler and Heat Exchanger Manufacturing,2.689,2.689,0.006,2,2024-11-04,2024-11-04,yes
columbia,Submarines,N0002417C2117,structural,5,RYRLL49HWN65,BAKER SHEET METAL CORPORATION,3323,Sheet Metal Work Manufacturing,2.289,2.289,0.0051,16,2022-03-10,2024-07-12,no
columbia,Submarines,N0002417C2117,structural,5,JSAXGRLNEJ63,"COLONNA'S SHIP YARD, INCORPORATED",3366,Ship Building and Repairing,2.095,2.095,0.0047,3,2024-11-18,2024-11-18,yes
columbia,Submarines,N0002417C2117,structural,5,HPDLRXR4FYX5,BAE SYSTEMS PLC,,,1.912,1.912,0.0043,1,2025-01-21,2025-01-21,yes
columbia,Submarines,N0002417C2117,structural,5,E3YNKWRANZ18,"AQUA-CHEM, INC.",3324,Power Boiler and Heat Exchanger Manufacturing,1.651,1.651,0.0037,2,2021-12-07,2023-06-20,yes
columbia,Submarines,N0002417C2117,structural,5,VUNMXC2JLBY3,CLEVELAND-CLIFFS PLATE LLC,3311,Iron and Steel Mills and Ferroalloy Manufacturing,1.497,1.742,0.0033,25,2022-07-22,2024-10-16,yes
columbia,Submarines,N0002417C2117,structural,5,G8VYMKM2VG59,NORTH AMERICAN CONTROLS INC,3369,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",1.306,1.306,0.0029,2,2021-06-25,2022-12-15,yes
columbia,Submarines,N0002417C2117,structural,5,XBVZKN1HH445,"OCEANEERING INTERNATIONAL, INC.",,,1.29,1.29,0.0029,5,2021-08-24,2022-03-21,no
columbia,Submarines,N0002417C2117,structural,5,LL3PZJHUKZV3,AMERICAN STEEL AND ALUMINUM LLC,,,1.229,1.229,0.0027,10,2021-06-10,2023-08-22,yes
columbia,Submarines,N0002417C2117,structural,5,ZFQBUPK552C3,THE H R HILLERY COMPANY,3323,Fabricated Structural Metal Manufacturing,1.226,1.226,0.0027,20,2021-02-08,2024-11-22,no
columbia,Submarines,N0002417C2117,structural,5,MVJ8B69F5CL6,"RIGGINS COMPANY, L.C.",3324,Power Boiler and Heat Exchanger Manufacturing,1.141,1.141,0.0025,7,2023-06-27,2024-12-18,yes
columbia,Submarines,N0002417C2117,structural,5,G58FFJ6F2CA7,GK MECHANICAL SYSTEMS LLC,3366,Ship Building and Repairing,0.973,0.973,0.0022,4,2023-01-19,2023-06-26,yes
columbia,Submarines,N0002417C2117,structural,5,KZA5CX3J8KE8,"IMIA, LLC",3366,Ship Building and Repairing,0.85,0.85,0.0019,1,2024-06-10,2024-06-10,yes
columbia,Submarines,N0002417C2117,structural,5,GMNNMEA95K18,"NOVARIA HOLDINGS, LLC",3366,Ship Building and Repairing,0.22,0.22,0.0005,2,2022-02-07,2022-02-24,yes
columbia,Submarines,N0002417C2117,structural,5,UMMDFSB4ARJ7,TECHPRECISION CORPORATION,3323,Plate Work Manufacturing,0.158,0.158,0.0004,3,2021-06-24,2021-07-29,no
columbia,Submarines,N0002417C2117,structural,5,U4MMR7DR2DR7,"JAL ENTERPRISES, INC.",3366,Ship Building and Repairing,0.129,0.129,0.0003,3,2021-10-22,2024-07-26,yes
columbia,Submarines,N0002417C2117,structural,5,CR99X5Q2KQS1,"L.B.I., INC.",3366,Ship Building and Repairing,0.094,0.094,0.0002,2,2024-08-23,2024-09-16,yes
columbia,Submarines,N0002417C2117,structural,5,X6N2CNV552X7,"OCEANEERING INTERNATIONAL, INC.",,,0.064,0.064,0.0001,1,2021-12-16,2021-12-16,yes
columbia,Submarines,N0002417C2117,structural,5,LYV8XEV314F6,UNIVERSAL MANUFACTURING CORP.,3323,Ornamental and Architectural Metal Work Manufacturing,0.055,0.055,0.0001,1,2022-05-09,2022-05-09,yes
columbia,Submarines,N0002417C2117,structural,5,X3DBJSMT83N5,CLEVELAND-CLIFFS STEEL LLC,3311,Iron and Steel Mills and Ferroalloy Manufacturing,0.05,0.05,0.0001,2,2023-05-30,2023-08-10,yes
columbia,Submarines,N0002417C2117,structural,5,FP3BYCCPHDN3,"LUMEN TECHNOLOGIES, INC.",3323,Ornamental and Architectural Metal Work Manufacturing,0.017,0.017,0.0,1,2023-05-26,2023-05-26,yes
columbia,Submarines,N0002417C2117,structural,5,MSYWUDGYPKF5,EVEREST KANTO CYLINDER LIMITED,,,-0.224,0.224,0.0,2,2021-10-18,2021-11-16,yes
columbia,Submarines,N0002417C2117,unbucketed,1,PPLZG8J3N9D4,UNITED TECHNOLOGIES CORPORATION,3261,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",0.612,0.612,0.8644,2,2016-04-05,2016-04-05,yes
columbia,Submarines,N0002417C2117,unbucketed,1,YA7EN5YYJYS8,"APOLLO PROFESSIONAL SOLUTIONS, INC.",5613,Temporary Help Services,0.096,0.096,0.1356,2,2016-02-25,2016-02-25,yes
columbia,Submarines,N0002417C2117,unbucketed,2,SHDVJS6DKEX1,LAG INTERNATIONAL S.A.,,,11.917,11.917,0.0649,1,2021-01-20,2021-01-20,yes
columbia,Submarines,N0002417C2117,unbucketed,2,GTP8S87MBPF3,"GREENLAND ENTERPRISES, INC.",,,8.168,8.168,0.0445,6,2018-05-08,2021-08-05,yes
columbia,Submarines,N0002417C2117,unbucketed,2,J3C4WKJZZKN5,"LANDSTAR SYSTEM, INC.",4841,"General Freight Trucking, Long-Distance, Truckload",8.14,8.14,0.0443,4,2021-03-24,2023-03-10,yes
columbia,Submarines,N0002417C2117,unbucketed,2,TCCLSQU7ZMW5,ITT INC.,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing,5.748,6.312,0.0313,6,2019-03-11,2023-09-29,yes
columbia,Submarines,N0002417C2117,unbucketed,2,PM3QRNLPA8K5,"RILEY POWER GROUP, LLC",,,5.0,5.0,0.0272,1,2018-10-02,2018-10-02,yes
columbia,Submarines,N0002417C2117,unbucketed,2,W1LDBNHD4EM7,SCHLUMBERGER N.V.,3345,Other Measuring and Controlling Device Manufacturing,4.996,4.996,0.0272,17,2018-02-01,2024-08-30,yes
columbia,Submarines,N0002417C2117,unbucketed,2,GLU5BML5XQK2,ROMEY PAUL VENTURES LLC,,,4.808,4.808,0.0262,3,2018-05-23,2019-11-21,yes
columbia,Submarines,N0002417C2117,unbucketed,2,MTNSMCNJCNE1,"LJM PACKAGING CO., INC.",,,4.441,4.441,0.0242,9,2018-06-11,2019-04-11,yes
columbia,Submarines,N0002417C2117,unbucketed,2,XLKTN1TLGB75,ELMA ELECTRONIC AG,,,3.838,5.672,0.0209,15,2018-04-04,2023-09-22,yes
columbia,Submarines,N0002417C2117,unbucketed,2,K151N8EJE998,"CLIMAX PORTABLE MACHINE TOOLS, INC.",,,3.771,3.94,0.0205,8,2018-03-22,2019-02-22,yes
columbia,Submarines,N0002417C2117,unbucketed,2,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,3329,Industrial Valve Manufacturing,3.569,3.569,0.0194,28,2018-06-25,2023-09-29,yes
columbia,Submarines,N0002417C2117,unbucketed,2,EYMMLMHBMSL5,"SGL AUTOMATION, LLC",,,3.543,3.543,0.0193,3,2023-06-20,2023-07-06,yes
columbia,Submarines,N0002417C2117,unbucketed,2,FLU4K8MGMZX7,"HITACHI, LTD.",3315,Steel Foundries (except Investment),3.103,3.103,0.0169,5,2018-03-14,2018-10-11,yes
columbia,Submarines,N0002417C2117,unbucketed,2,M1GWN16X9VN3,ADECCO GROUP AG,5613,Temporary Help Services,2.874,2.874,0.0157,16,2019-12-10,2022-02-25,yes
columbia,Submarines,N0002417C2117,unbucketed,2,F2KSX22KK1E4,BLOOMY CONTROLS INC,3345,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,2.727,2.727,0.0148,9,2018-04-06,2023-05-19,yes
columbia,Submarines,N0002417C2117,unbucketed,2,Z19UP1U6FMT1,INDUSTRIAL TRANSFER AND STORAGE INC.,2382,Other Building Equipment Contractors,2.617,2.634,0.0143,23,2021-02-24,2024-10-08,yes
columbia,Submarines,N0002417C2117,unbucketed,2,EBMBBLNWAZS8,"PRECISION RESOURCES, INC.",,,2.61,2.61,0.0142,3,2018-09-14,2018-09-14,yes
columbia,Submarines,N0002417C2117,unbucketed,2,XBHNYVTCDQH8,"UNIFIED2 GLOBAL PACKAGING GROUP, LLC",,,2.558,2.558,0.0139,4,2021-06-01,2023-01-16,yes
columbia,Submarines,N0002417C2117,unbucketed,2,U73RYB2RKTW4,RWH CONSULTING GROUP INC,5613,Temporary Help Services,2.417,2.575,0.0132,13,2021-09-14,2024-06-14,yes
columbia,Submarines,N0002417C2117,unbucketed,2,PNE9R5EJMWK8,"L3 TECHNOLOGIES, INC.",3353,Switchgear and Switchboard Apparatus Manufacturing,2.372,2.372,0.0129,3,2023-07-14,2023-09-29,yes
columbia,Submarines,N0002417C2117,unbucketed,2,PTMFLMD2CUB4,"L3HARRIS TECHNOLOGIES, INC.",,,2.268,2.268,0.0123,2,2021-06-25,2021-09-28,yes
columbia,Submarines,N0002417C2117,unbucketed,2,UAWKMCFNMNT1,"CRAIG TECHNOLOGIES AEROSPACE SOLUTIONS, LLC",,,2.238,2.238,0.0122,7,2018-02-02,2018-09-07,yes
columbia,Submarines,N0002417C2117,unbucketed,2,J8PKNJEX2MS2,"LOCKWOOD BROTHERS, INC.",4831,Coastal and Great Lakes Freight Transportation,2.215,2.215,0.0121,4,2018-06-13,2018-06-13,yes
columbia,Submarines,N0002417C2117,unbucketed,2,MSFLXVQVJMG4,"PEERLESS INSTRUMENT CO., INC.",3345,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,2.067,2.067,0.0113,20,2021-08-30,2024-11-21,yes
columbia,Submarines,N0002417C2117,unbucketed,2,HB74FFGNFK17,THE DYSON CORPORATION,,,2.048,2.048,0.0112,8,2018-06-18,2024-11-18,yes
columbia,Submarines,N0002417C2117,unbucketed,2,LR2HQKYJLDZ7,ESI ACQUISITION CORP.,4238,Industrial Machinery and Equipment Merchant Wholesalers,2.026,2.026,0.011,14,2018-10-18,2024-08-01,yes
columbia,Submarines,N0002417C2117,unbucketed,2,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",3345,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",1.958,1.958,0.0107,12,2019-11-07,2024-07-12,yes
columbia,Submarines,N0002417C2117,unbucketed,2,UNYXWK1ZR391,"MAYCO MANUFACTURING, LLC",3314,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",1.921,1.921,0.0105,2,2023-12-18,2025-01-20,yes
columbia,Submarines,N0002417C2117,unbucketed,2,QYLMXH4B2KX8,"BECHTEL NATIONAL, INC.",,,1.878,1.878,0.0102,3,2023-01-13,2023-04-21,yes
columbia,Submarines,N0002417C2117,unbucketed,2,KKRWXEQ9FVU6,HURLEY CONSTRUCTION,,,1.803,1.803,0.0098,2,2017-10-16,2017-10-16,yes
columbia,Submarines,N0002417C2117,unbucketed,2,WNDYZX3ALFB1,"COMARK, LLC",3341,Electronic Computer Manufacturing,1.735,1.737,0.0094,9,2018-08-14,2022-11-23,yes
columbia,Submarines,N0002417C2117,unbucketed,2,MLNKDLL8KKW6,"HITACHI CONSTRUCTION MACHINERY CO., LTD.",,,1.722,1.722,0.0094,2,2018-03-14,2019-09-04,yes
columbia,Submarines,N0002417C2117,unbucketed,2,VNC1NE44BXJ6,"TOTAL WELDING SUPPLY, INC.",,,1.692,1.692,0.0092,4,2022-06-30,2024-09-26,yes
columbia,Submarines,N0002417C2117,unbucketed,2,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC",3345,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",1.655,1.669,0.009,17,2017-12-15,2024-11-22,yes
columbia,Submarines,N0002417C2117,unbucketed,2,PWK4GDMMEAQ8,AMETEK SCP INC,3344,Electronic Connector Manufacturing,1.489,1.489,0.0081,9,2021-12-20,2024-06-19,yes
columbia,Submarines,N0002417C2117,unbucketed,2,MKRBJA6JXXS7,EMERSON ELECTRIC CO.,3329,Industrial Valve Manufacturing,1.484,1.605,0.0081,13,2017-09-27,2023-01-26,yes
columbia,Submarines,N0002417C2117,unbucketed,2,Q53BLDNWRKA8,"TAD PGS, INC.",5613,Temporary Help Services,1.476,1.989,0.008,16,2021-12-10,2024-02-20,yes
columbia,Submarines,N0002417C2117,unbucketed,2,UU26FKF1MML6,BERKSHIRE HATHAWAY INC.,3364,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,1.414,1.414,0.0077,5,2019-11-14,2024-09-23,yes
columbia,Submarines,N0002417C2117,unbucketed,2,V627Y8NS1JM1,"MILCOTS, LLC",3341,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,1.399,1.405,0.0076,10,2018-08-06,2024-10-24,yes
columbia,Submarines,N0002417C2117,unbucketed,2,KM5NRZNTUDY8,ACTUANT CORPORATION,,,1.392,1.392,0.0076,4,2017-08-16,2021-07-27,yes
columbia,Submarines,N0002417C2117,unbucketed,2,VKBFB8MAZ357,TITANIUM FABRICATION CORPORATION,,,1.368,1.368,0.0075,9,2018-07-10,2024-11-22,yes
columbia,Submarines,N0002417C2117,unbucketed,2,PLYSMJBAYE42,MEGGITT SAFETY SYSTEMS INC,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing,1.354,1.354,0.0074,3,2022-11-23,2024-10-01,yes
columbia,Submarines,N0002417C2117,unbucketed,2,YA7EN5YYJYS8,"APOLLO PROFESSIONAL SOLUTIONS, INC.",5613,Temporary Help Services,1.343,1.412,0.0073,24,2016-12-14,2021-08-12,no
columbia,Submarines,N0002417C2117,unbucketed,2,YVBHN7GKLQ44,"GLENAIR, INC.",3359,Other Communication and Energy Wire Manufacturing,1.285,1.285,0.007,10,2017-11-14,2019-01-21,yes
columbia,Submarines,N0002417C2117,unbucketed,2,CG86N1ZC42B8,AMMCON CORP.,,,1.283,1.283,0.007,19,2023-04-10,2025-01-23,yes
columbia,Submarines,N0002417C2117,unbucketed,2,JBMKQ8ZH6FN9,DOVER CORPORATION,3339,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",1.261,1.261,0.0069,6,2017-07-18,2019-05-01,yes
columbia,Submarines,N0002417C2117,unbucketed,2,T5C6JNLVSC17,HYDRATIGHT OPERATIONS INC,3322,Saw Blade and Handtool Manufacturing,1.206,1.306,0.0066,5,2021-12-01,2025-01-09,yes
columbia,Submarines,N0002417C2117,unbucketed,2,XRCGNXUSUE58,TRIDENT TECHNICAL COLLEGE,9231,Administration of Education Programs,1.189,1.189,0.0065,2,2022-06-14,2022-07-29,yes
columbia,Submarines,N0002417C2117,unbucketed,2,NFCDTTZM5JL3,DUREX INTERNATIONAL CORP.,,,1.165,1.165,0.0063,3,2018-03-08,2019-05-23,yes
columbia,Submarines,N0002417C2117,unbucketed,2,XH9ADBLZRMF1,MELLINGER ENGINEERING GROUP LLC,,,1.113,1.113,0.0061,9,2018-06-11,2019-09-12,yes
columbia,Submarines,N0002417C2117,unbucketed,2,NA1PAN9A9F15,LINCOLN ELECTRIC HOLDINGS INC.,,,1.086,1.086,0.0059,9,2018-01-08,2022-01-27,yes
columbia,Submarines,N0002417C2117,unbucketed,2,NFADFBRR9XM6,"SOURCE CODE MIDCO, LLC",3341,Electronic Computer Manufacturing,1.082,1.082,0.0059,5,2020-05-20,2021-09-21,yes
columbia,Submarines,N0002417C2117,unbucketed,2,C1H7UWEXRVN7,HOTTINGER BRUEL & KJAER INC.,3345,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,1.074,1.074,0.0059,2,2023-06-27,2024-10-18,yes
columbia,Submarines,N0002417C2117,unbucketed,2,CVVANE9FWYN6,WARBURG PINCUS LLC,,,1.054,1.054,0.0057,3,2018-03-28,2018-10-23,yes
columbia,Submarines,N0002417C2117,unbucketed,2,N5KEKMFCWUR1,AMETEK INC.,3344,Other Electronic Component Manufacturing,1.03,1.048,0.0056,6,2017-11-15,2022-04-01,yes
columbia,Submarines,N0002417C2117,unbucketed,2,J7RQVJ723JM3,MADISON COMPANY,3345,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",1.01,1.051,0.0055,8,2018-11-19,2025-01-03,yes
columbia,Submarines,N0002417C2117,unbucketed,2,TJGHTGTTVEA1,"SAFARI MICRO GOVERNMENT SOLUTIONS, LLC",,,1.001,1.001,0.0054,8,2018-07-05,2023-10-26,yes
columbia,Submarines,N0002417C2117,unbucketed,2,QF82VVEDYFC3,"PUROLATOR FACET, INC.",3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing,0.997,0.997,0.0054,1,2022-02-16,2022-02-16,yes
columbia,Submarines,N0002417C2117,unbucketed,2,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",3353,Switchgear and Switchboard Apparatus Manufacturing,0.922,0.922,0.005,5,2018-09-28,2019-03-19,yes
columbia,Submarines,N0002417C2117,unbucketed,2,TNLQJ5ULW665,HYDAC TECHNOLOGY CORP,,,0.86,0.86,0.0047,4,2017-07-31,2022-03-16,yes
columbia,Submarines,N0002417C2117,unbucketed,2,JC42EBJ5NFJ1,RAYTHEON TECHNOLOGIES CORPORATION,,,0.858,0.858,0.0047,2,2021-07-07,2021-12-13,yes
columbia,Submarines,N0002417C2117,unbucketed,2,DNY9WHR3SKK6,CLARK-RELIANCE LLC,3345,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",0.845,0.845,0.0046,7,2022-01-05,2024-11-12,yes
columbia,Submarines,N0002417C2117,unbucketed,2,NRFJMVNYQ6C3,"ZAPATA GROUP, INC.",,,0.843,0.843,0.0046,3,2019-03-18,2021-02-26,yes
columbia,Submarines,N0002417C2117,unbucketed,2,NT2BUC9EN2N1,"HEXAGON MANUFACTURING INTELLIGENCE, INC.",3345,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",0.829,0.829,0.0045,1,2024-07-11,2024-07-11,yes
columbia,Submarines,N0002417C2117,unbucketed,2,WJ1XMJMTSYL9,"PAROSCIENTIFIC, INC.",3345,Other Measuring and Controlling Device Manufacturing,0.819,0.986,0.0045,11,2019-05-16,2024-11-01,yes
columbia,Submarines,N0002417C2117,unbucketed,2,C1NAJQ34VWM5,CAMERON ENERGY SERVICES CORP.,3345,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",0.8,0.8,0.0044,7,2022-11-04,2024-10-30,yes
columbia,Submarines,N0002417C2117,unbucketed,2,LW88Z8MMJHT3,"INSIGHT GLOBAL, LLC",5613,Temporary Help Services,0.795,1.435,0.0043,10,2021-08-24,2024-10-21,yes
columbia,Submarines,N0002417C2117,unbucketed,2,UKXMHUWSFLW7,"G.W. LISK COMPANY, INC.",,,0.786,0.786,0.0043,5,2018-04-19,2022-08-31,yes
columbia,Submarines,N0002417C2117,unbucketed,2,MBJ8ANU347W7,EATON CORPORATION PUBLIC LIMITED COMPANY,,,0.784,0.784,0.0043,4,2017-07-31,2022-06-30,yes
columbia,Submarines,N0002417C2117,unbucketed,2,UNG7G6S4JRA6,"5TH AXIS, LLC",3399,All Other Miscellaneous Manufacturing,0.782,0.837,0.0043,26,2018-08-23,2024-12-04,yes
columbia,Submarines,N0002417C2117,unbucketed,2,QT9LCNSYE637,MATERION CORPORATION,3314,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",0.762,0.762,0.0041,3,2024-06-14,2024-06-14,yes
columbia,Submarines,N0002417C2117,unbucketed,2,JHPXZQA4R1X1,"BLACK ROCK TECHNOLOGY GROUP, LLC",4234,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,0.739,0.739,0.004,11,2018-05-04,2024-09-25,yes
columbia,Submarines,N0002417C2117,unbucketed,2,PUFMZLZJ2BY2,MATTHEW WARREN INC,3326,Spring Manufacturing,0.738,0.738,0.004,4,2023-12-07,2024-11-07,yes
columbia,Submarines,N0002417C2117,unbucketed,2,X97ZECBY6573,LORD CORPORATION,,,0.726,0.726,0.004,5,2017-09-21,2018-10-02,yes
columbia,Submarines,N0002417C2117,unbucketed,2,XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",,,0.725,0.743,0.0039,9,2018-08-01,2024-05-30,yes
columbia,Submarines,N0002417C2117,unbucketed,2,NGMSB6M2QKA4,ASA ENVIRONMENTAL PRODUCTS INC,4238,Industrial Supplies Merchant Wholesalers,0.721,0.739,0.0039,9,2018-05-24,2024-11-20,yes
columbia,Submarines,N0002417C2117,unbucketed,2,MS5YBJZS9Y46,"ON ASSIGNMENT, INC.",,,0.718,0.718,0.0039,1,2019-09-12,2019-09-12,yes
columbia,Submarines,N0002417C2117,unbucketed,2,RDRYVJJX3NA5,"ELECTRO STANDARDS LABORATORY, INC.",,,0.696,0.696,0.0038,7,2018-04-03,2022-03-25,yes
columbia,Submarines,N0002417C2117,unbucketed,2,UR5TFK3LAVL5,"FEDERAL RESOURCES SUPPLY COMPANY, LLC",3399,All Other Miscellaneous Manufacturing,0.673,0.673,0.0037,2,2022-11-17,2024-03-13,yes
columbia,Submarines,N0002417C2117,unbucketed,2,LYHWX7B8JNF5,HEXAGON AB,3345,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",0.672,0.672,0.0037,1,2021-04-01,2021-04-01,yes
columbia,Submarines,N0002417C2117,unbucketed,2,EB3GK67LJFR1,SCHWEITZER ENGINEERING LABORATORIES INC,,,0.67,0.684,0.0037,3,2021-01-19,2023-06-15,yes
