program,family,piid,work_type,wave_seq,vendor_uei,vendor_name,naics4,capability,wave_vendor_dollars_m,wave_vendor_dollars_positive_m,wave_vendor_share,records,first_date_in_wave,last_date_in_wave,entrant_flag
columbia,Submarines,N0002417C2117,machining,2,NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",3327,Machine Shops,0.37,0.37,0.2476,4,2019-07-09,2019-12-02,no
columbia,Submarines,N0002417C2117,machining,2,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",,,0.214,0.214,0.1434,1,2020-01-13,2020-01-13,yes
columbia,Submarines,N0002417C2117,machining,2,ETWEE7EYY9G5,COGITIC CORPORATION,3327,Machine Shops,0.163,0.163,0.1094,1,2019-11-18,2019-11-18,no
columbia,Submarines,N0002417C2117,machining,2,QB7EKDNK2E83,SHELBY SUPPLY CO LLC,3327,Machine Shops,0.078,0.078,0.0525,4,2019-06-05,2020-03-11,no
columbia,Submarines,N0002417C2117,machining,2,K3XPS1HXNBF3,"B & F MACHINE CO., INC.",3327,Machine Shops,0.057,0.057,0.0381,1,2019-08-05,2019-08-05,no
columbia,Submarines,N0002417C2117,machining,2,WAJ6RKYZTYL3,C & C METALS ENGINEERING INC,3327,Machine Shops,0.055,0.055,0.0365,3,2019-10-22,2020-04-13,yes
columbia,Submarines,N0002417C2117,machining,2,E2P8AAJA2LK5,"MICRO PRECISION, LLC",3327,Precision Turned Product Manufacturing,0.026,0.026,0.0173,1,2019-11-18,2019-11-18,no
columbia,Submarines,N0002417C2117,machining,3,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",3327,Machine Shops,4.733,4.733,1.0,1,2020-09-16,2020-09-16,no
columbia,Submarines,N0002417C2117,machining,4,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",3327,Machine Shops,21.091,21.091,0.2766,62,2021-01-28,2025-01-22,no
columbia,Submarines,N0002417C2117,machining,4,K3XPS1HXNBF3,"B & F MACHINE CO., INC.",3327,Machine Shops,13.326,30.613,0.1747,36,2021-06-16,2024-09-24,no
columbia,Submarines,N0002417C2117,machining,4,Z43PV7K61YL4,WAUKESHA BEARINGS CORPORATION,3336,Mechanical Power Transmission Equipment Manufacturing,6.017,7.07,0.0789,3,2022-01-18,2023-10-12,yes
columbia,Submarines,N0002417C2117,machining,4,QZ9GLUKS1MS9,ARTCRAFT FABRICATORS INC,3327,Machine Shops,5.576,5.576,0.0731,2,2024-04-25,2024-06-25,yes
columbia,Submarines,N0002417C2117,machining,4,F76KN7T9YP64,WAUKESHA BEARINGS CORPORATION,3336,Mechanical Power Transmission Equipment Manufacturing,4.618,4.618,0.0606,12,2021-11-02,2024-05-15,yes
columbia,Submarines,N0002417C2117,machining,4,VXHFDAKS2LZ6,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,3336,Turbine and Turbine Generator Set Units Manufacturing,3.041,3.041,0.0399,4,2022-03-22,2023-04-11,yes
columbia,Submarines,N0002417C2117,machining,4,U5K7DSV5D3U7,"BARBER-NICHOLS, LLC",3336,Turbine and Turbine Generator Set Units Manufacturing,2.9,2.9,0.038,1,2023-05-16,2023-05-16,yes
columbia,Submarines,N0002417C2117,machining,4,FWF8QBPCGLG3,GENERAL TOOL COMPANY,3364,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,2.67,2.947,0.035,20,2022-03-21,2024-10-04,yes
columbia,Submarines,N0002417C2117,machining,4,NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",3327,Machine Shops,2.583,2.583,0.0339,35,2021-10-29,2025-01-10,no
columbia,Submarines,N0002417C2117,machining,4,USRQZ9JUAF88,COGITIC CORPORATION,3327,Machine Shops,2.367,2.367,0.031,9,2022-05-20,2024-11-22,yes
columbia,Submarines,N0002417C2117,machining,4,E2P8AAJA2LK5,"MICRO PRECISION, LLC",3327,Precision Turned Product Manufacturing,2.124,2.128,0.0278,10,2022-03-30,2025-01-16,no
columbia,Submarines,N0002417C2117,machining,4,WAJ6RKYZTYL3,C & C METALS ENGINEERING INC,3327,Machine Shops,1.613,1.613,0.0212,18,2022-01-21,2024-10-21,no
columbia,Submarines,N0002417C2117,machining,4,LFFYZFAR2EH2,MAJOR TOOL & MACHINE INC,,,1.155,1.155,0.0151,1,2024-08-12,2024-08-12,yes
columbia,Submarines,N0002417C2117,machining,4,G45GNP4ARKJ3,PROTERIAL CABLE AMERICA INC,3327,Machine Shops,1.123,1.158,0.0147,15,2021-01-19,2025-01-16,yes
columbia,Submarines,N0002417C2117,machining,4,JA3LXNZMCTA9,KK MOLD DESIGN & MACHINING LLC,3327,Machine Shops,0.973,0.973,0.0128,2,2024-11-06,2024-11-06,yes
columbia,Submarines,N0002417C2117,machining,4,HNAKLNNSE339,"HOWELL LABORATORIES, INC.",3327,Machine Shops,0.949,0.949,0.0124,13,2022-01-07,2025-01-24,yes
columbia,Submarines,N0002417C2117,machining,4,QB7EKDNK2E83,SHELBY SUPPLY CO LLC,3327,Machine Shops,0.925,0.925,0.0121,9,2022-10-04,2024-09-11,no
columbia,Submarines,N0002417C2117,machining,4,XMRBFR868NS3,"WURTH REVCAR FASTENERS, INC.",3327,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",0.768,0.769,0.0101,7,2023-12-14,2024-09-23,yes
columbia,Submarines,N0002417C2117,machining,4,F17YKE4BDQS4,"TM INDUSTRIES, LLC",3327,Machine Shops,0.631,0.662,0.0083,11,2022-12-15,2024-09-25,yes
columbia,Submarines,N0002417C2117,machining,4,RC1NNGFRMMM7,"STANLEY BLACK & DECKER, INC.",3327,Precision Turned Product Manufacturing,0.616,0.616,0.0081,6,2022-10-28,2025-01-14,yes
columbia,Submarines,N0002417C2117,machining,4,XBY5FEGMU441,THE TIMKEN COMPANY,3336,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",0.522,0.522,0.0068,1,2024-09-04,2024-09-04,yes
columbia,Submarines,N0002417C2117,machining,4,ETWEE7EYY9G5,COGITIC CORPORATION,3327,Machine Shops,0.368,0.368,0.0048,4,2021-02-23,2022-02-18,no
columbia,Submarines,N0002417C2117,machining,4,SN8JQ8XJ55N9,"LOVEJOY, LLC",3336,Mechanical Power Transmission Equipment Manufacturing,0.125,0.125,0.0016,3,2022-10-18,2022-12-02,yes
columbia,Submarines,N0002417C2117,machining,4,GHVMX1DLDAK6,"WURTH REVCAR FASTENERS, INC.",3327,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",0.081,0.081,0.0011,2,2023-09-27,2023-10-26,yes
columbia,Submarines,N0002417C2117,machining,4,FFXKK2MMEM97,"DYNAMIC PRECISION GROUP, INC.",3327,Machine Shops,0.044,0.044,0.0006,1,2023-07-27,2023-07-27,yes
columbia,Submarines,N0002417C2117,machining,4,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",,,0.03,0.03,0.0004,1,2021-09-23,2021-09-23,no
columbia,Submarines,N0002417C2117,machining,4,MT6DZPQUP663,ADOLF WURTH GMBH & CO KG,3327,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",0.028,0.028,0.0004,1,2022-02-25,2022-02-25,yes
columbia,Submarines,N0002417C2117,piping,1,L4ZMKLM4MPL3,MOOG INC.,3339,Fluid Power Cylinder and Actuator Manufacturing,0.012,0.012,1.0,2,2016-05-19,2016-05-19,yes
columbia,Submarines,N0002417C2117,piping,2,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",,,0.194,0.194,1.0,1,2016-09-06,2016-09-06,yes
columbia,Submarines,N0002417C2117,piping,3,Q35JL9GFCAK3,MAROTTA CONTROLS INC,3329,Fluid Power Valve and Hose Fitting Manufacturing,2.908,2.908,0.5212,3,2017-05-25,2017-06-22,yes
columbia,Submarines,N0002417C2117,piping,3,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,3329,Industrial Valve Manufacturing,1.941,1.941,0.3479,8,2017-02-27,2017-06-05,yes
columbia,Submarines,N0002417C2117,piping,3,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",3329,All Other Miscellaneous Fabricated Metal Product Manufacturing,0.707,0.775,0.1268,6,2017-02-02,2017-02-02,yes
columbia,Submarines,N0002417C2117,piping,3,V1MQFNQB56Z5,RIX INDUSTRIES,3339,Air and Gas Compressor Manufacturing,0.024,0.024,0.0042,1,2017-06-27,2017-06-27,yes
columbia,Submarines,N0002417C2117,piping,4,WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,3339,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",143.312,143.312,0.2275,53,2021-10-04,2024-12-20,yes
columbia,Submarines,N0002417C2117,piping,4,F2LEAK3EK9R3,GRAHAM CORP,3366,Ship Building and Repairing,83.57,85.546,0.1327,26,2021-07-21,2024-10-08,yes
columbia,Submarines,N0002417C2117,piping,4,Q35JL9GFCAK3,MAROTTA CONTROLS INC,3329,Fluid Power Valve and Hose Fitting Manufacturing,41.191,41.191,0.0654,52,2018-04-06,2024-10-04,no
columbia,Submarines,N0002417C2117,piping,4,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,3329,Industrial Valve Manufacturing,30.32,30.344,0.0481,67,2018-02-14,2022-03-30,no
columbia,Submarines,N0002417C2117,piping,4,GU5YDKH7GPF1,CIRCOR NAVAL SOLUTIONS LLC,,,28.617,29.372,0.0454,27,2022-04-01,2024-10-08,yes
columbia,Submarines,N0002417C2117,piping,4,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,3252,Synthetic Rubber Manufacturing,24.402,25.259,0.0387,29,2017-10-24,2025-01-15,yes
columbia,Submarines,N0002417C2117,piping,4,HG5LNJAG4LU8,"HUNT VALVE COMPANY, INC.",,,20.619,20.619,0.0327,41,2021-03-23,2025-01-15,yes
columbia,Submarines,N0002417C2117,piping,4,N79NY6FRL2F3,CUSTOM ALLOY CORPORATION,3329,Fabricated Pipe and Pipe Fitting Manufacturing,18.966,21.441,0.0301,66,2018-02-26,2025-01-24,yes
columbia,Submarines,N0002417C2117,piping,4,LC7UN8MJYCJ7,RBC BEARINGS INCORPORATED,3329,Industrial Valve Manufacturing,15.113,15.113,0.024,17,2017-10-20,2021-02-17,yes
columbia,Submarines,N0002417C2117,piping,4,JEP5GQGFPUL9,PORTLAND VALVE LLC,3329,Industrial Valve Manufacturing,13.997,13.997,0.0222,33,2021-12-21,2024-10-25,yes
columbia,Submarines,N0002417C2117,piping,4,U45EH8WMNF55,"CIRCOR INTERNATIONAL, INC.",3329,Industrial Valve Manufacturing,13.833,13.833,0.022,49,2017-11-07,2022-03-14,yes
columbia,Submarines,N0002417C2117,piping,4,WJ45NXW2TVD7,MOOG INC.,3339,Fluid Power Cylinder and Actuator Manufacturing,12.26,12.666,0.0195,20,2021-01-29,2024-09-05,yes
columbia,Submarines,N0002417C2117,piping,4,L4ZMKLM4MPL3,MOOG INC.,3339,Fluid Power Cylinder and Actuator Manufacturing,11.18,12.087,0.0177,38,2018-01-02,2021-07-16,no
columbia,Submarines,N0002417C2117,piping,4,DK14KTLXA9M5,"KME AMERICA MARINE TUBE & FITTING, LLC",3329,Other Metal Valve and Pipe Fitting Manufacturing,10.902,11.082,0.0173,125,2018-01-31,2025-01-22,yes
columbia,Submarines,N0002417C2117,piping,4,R769GJRQF618,"KOIKE ARONSON, INC.",3339,Welding and Soldering Equipment Manufacturing,10.568,10.568,0.0168,10,2022-12-09,2024-04-15,yes
columbia,Submarines,N0002417C2117,piping,4,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",,,10.512,10.512,0.0167,67,2018-01-15,2023-12-06,no
columbia,Submarines,N0002417C2117,piping,4,KAG7VEFLUZQ4,"SARGENT AEROSPACE & DEFENSE, LLC",3329,Industrial Valve Manufacturing,9.743,9.78,0.0155,22,2021-08-20,2024-11-20,yes
columbia,Submarines,N0002417C2117,piping,4,J9V9SJL4CW97,CURTISS-WRIGHT FLOW CONTROL CORPORATION,,,9.337,9.484,0.0148,27,2022-04-20,2024-12-13,yes
columbia,Submarines,N0002417C2117,piping,4,W138B61KN3Q7,PARKER-HANNIFIN CORPORATION,5511,"Corporate, Subsidiary, and Regional Managing Offices",8.868,8.868,0.0141,12,2018-02-05,2024-06-21,yes
columbia,Submarines,N0002417C2117,piping,4,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",3329,All Other Miscellaneous Fabricated Metal Product Manufacturing,8.309,8.871,0.0132,44,2017-11-09,2024-10-23,no
columbia,Submarines,N0002417C2117,piping,4,WESDY4U81NP8,"TRIDENT MARITIME SYSTEMS - CAC, LLC",3329,Fabricated Pipe and Pipe Fitting Manufacturing,7.34,7.406,0.0117,44,2023-09-27,2024-11-22,yes
columbia,Submarines,N0002417C2117,piping,4,FMC8BKMNMKF2,"FLUID CONDITIONING PRODUCTS, INC.",3399,All Other Miscellaneous Manufacturing,6.878,6.878,0.0109,48,2018-06-19,2024-11-22,yes
columbia,Submarines,N0002417C2117,piping,4,GE4GA2B9JYF9,"MERRILL TECHNOLOGIES GROUP, LLC",3329,All Other Miscellaneous Fabricated Metal Product Manufacturing,6.172,6.172,0.0098,21,2022-04-12,2024-11-21,yes
columbia,Submarines,N0002417C2117,piping,4,MENSE2ENG8J6,ARCLINE INVESTMENT MANAGEMENT LP,3353,Motor and Generator Manufacturing,5.725,5.987,0.0091,33,2021-05-05,2022-02-25,yes
columbia,Submarines,N0002417C2117,piping,4,Y5R2L8HWAUA8,"NAVUS AUTOMATION, INC",3339,All Other Miscellaneous General Purpose Machinery Manufacturing,5.683,5.683,0.009,19,2017-12-18,2024-08-23,yes
columbia,Submarines,N0002417C2117,piping,4,V1MQFNQB56Z5,RIX INDUSTRIES,3339,Air and Gas Compressor Manufacturing,5.253,5.253,0.0083,12,2018-04-30,2023-03-31,no
columbia,Submarines,N0002417C2117,piping,4,HSV2N9ACRTJ6,EMERSON AUTOMATION SOLUTIONS FINAL CONTROL US LP,3329,Industrial Valve Manufacturing,5.226,5.283,0.0083,33,2021-12-09,2024-10-02,yes
columbia,Submarines,N0002417C2117,piping,4,PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",3329,Industrial Valve Manufacturing,4.941,4.987,0.0078,46,2017-12-19,2025-01-17,yes
columbia,Submarines,N0002417C2117,piping,4,G319AMB56SW5,901 D LLC,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing,4.442,4.444,0.0071,23,2022-01-18,2024-08-14,yes
columbia,Submarines,N0002417C2117,piping,4,N9UNRN3F79J1,"LESLIE CONTROLS, INC.",,,4.065,4.065,0.0065,10,2023-11-03,2023-12-22,yes
columbia,Submarines,N0002417C2117,piping,4,XTYYPELG5MQ7,"PENNSYLVANIA MACHINE WORKS, LLC",3329,Fabricated Pipe and Pipe Fitting Manufacturing,2.861,2.861,0.0045,34,2022-03-07,2024-11-18,yes
columbia,Submarines,N0002417C2117,piping,4,CE3HF8PLAFD3,"MILWAUKEE VALVE COMPANY, LLC",3329,Industrial Valve Manufacturing,2.813,2.835,0.0045,19,2022-05-04,2024-11-19,yes
columbia,Submarines,N0002417C2117,piping,4,L8T4R3N7ACL6,COLFAX CORPORATION,3334,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,2.797,2.797,0.0044,2,2019-11-18,2023-10-19,yes
columbia,Submarines,N0002417C2117,piping,4,LD7YXEQNEKZ3,"LINCOLN ELECTRIC AUTOMATION, INC.",3339,Welding and Soldering Equipment Manufacturing,2.728,2.728,0.0043,4,2023-07-19,2024-09-25,yes
columbia,Submarines,N0002417C2117,piping,4,E86EYMJR23D1,"MELLINGER ENGINEERING, INCORPORATED",3329,Industrial Valve Manufacturing,2.618,2.618,0.0042,10,2021-10-29,2024-09-26,yes
columbia,Submarines,N0002417C2117,piping,4,HQ19YHLBS985,GARDNER DENVER NASH LLC,3339,Air and Gas Compressor Manufacturing,2.457,2.457,0.0039,4,2022-04-25,2024-09-26,yes
columbia,Submarines,N0002417C2117,piping,4,MKRBJA6JXXS7,EMERSON ELECTRIC CO.,3329,Industrial Valve Manufacturing,2.102,2.102,0.0033,14,2018-12-13,2022-03-25,yes
columbia,Submarines,N0002417C2117,piping,4,CN4DJZSKM3Y3,"PENNSYLVANIA MACHINE WORKS, INC.",3329,Fabricated Pipe and Pipe Fitting Manufacturing,1.879,1.879,0.003,32,2018-08-10,2023-11-21,yes
columbia,Submarines,N0002417C2117,piping,4,W3KUJLTCRLV1,AMMCON CORP.,3329,Other Metal Valve and Pipe Fitting Manufacturing,1.877,1.892,0.003,32,2018-04-04,2023-01-27,yes
columbia,Submarines,N0002417C2117,piping,4,REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,3329,Other Metal Valve and Pipe Fitting Manufacturing,1.87,1.881,0.003,28,2018-08-14,2025-01-15,yes
columbia,Submarines,N0002417C2117,piping,4,KSZBH4K529U5,"CMI, INC.",4235,Metal Service Centers and Other Metal Merchant Wholesalers,1.822,1.822,0.0029,12,2023-07-24,2023-10-10,yes
columbia,Submarines,N0002417C2117,piping,4,XYCDRJ4BBZ34,"KME AMERICA MARINE TUBE & FITTING, LLC",3329,Other Metal Valve and Pipe Fitting Manufacturing,1.7,1.7,0.0027,15,2022-03-07,2023-11-17,yes
columbia,Submarines,N0002417C2117,piping,4,MC77SUMRLXY5,"MILWAUKEE VALVE COMPANY, INC.",,,1.497,1.497,0.0024,6,2018-09-17,2019-09-20,yes
columbia,Submarines,N0002417C2117,piping,4,P33VWHC39MN5,"ADMIRAL VALVE, LLC",3329,Fluid Power Valve and Hose Fitting Manufacturing,1.493,1.493,0.0024,11,2018-09-10,2024-09-17,yes
columbia,Submarines,N0002417C2117,piping,4,NG7TY7BYU9R7,"W. & O. SUPPLY, INC.",,,1.388,1.388,0.0022,21,2019-04-08,2024-11-20,yes
columbia,Submarines,N0002417C2117,piping,4,HJUAXSF12JR6,"CUSTOM HYDRAULIC & MACHINE, INC.",3329,Fluid Power Valve and Hose Fitting Manufacturing,1.246,1.249,0.002,19,2018-10-19,2025-01-15,yes
columbia,Submarines,N0002417C2117,piping,4,V87VJJNMMFH9,"DEXTER MAGNETIC TECHNOLOGIES, INC.",3329,All Other Miscellaneous Fabricated Metal Product Manufacturing,1.222,1.222,0.0019,7,2024-08-29,2024-11-20,yes
columbia,Submarines,N0002417C2117,piping,4,MXTJBDD1L4T4,"TAYLOR DEVICES, INC.",,,1.186,1.186,0.0019,9,2017-10-27,2023-07-14,yes
columbia,Submarines,N0002417C2117,piping,4,N16ET1YJ6QZ3,"ROMAC INDUSTRIES, INC.",3329,Industrial Valve Manufacturing,1.081,1.081,0.0017,8,2022-12-01,2024-08-14,yes
columbia,Submarines,N0002417C2117,piping,4,RLXQHCXFT513,CUNICO CORPORATION,3329,Fabricated Pipe and Pipe Fitting Manufacturing,1.06,1.06,0.0017,7,2021-12-21,2025-01-22,yes
columbia,Submarines,N0002417C2117,piping,4,SX6BF52K2WB1,VACCO INDUSTRIES,,,0.98,0.98,0.0016,2,2021-12-23,2022-02-02,yes
columbia,Submarines,N0002417C2117,piping,4,FR7WWCCNBQZ6,D K MACHINE INC,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing,0.956,0.957,0.0015,13,2018-10-04,2024-08-19,yes
columbia,Submarines,N0002417C2117,piping,4,GYMLL74UL5Q8,"HYDRASEARCH COMPANY, LLC",3329,Fluid Power Valve and Hose Fitting Manufacturing,0.937,0.937,0.0015,10,2022-11-30,2025-01-03,yes
columbia,Submarines,N0002417C2117,piping,4,WLEATDDTMCT3,"GRAYCLIFF PARTNERS, LP",3329,All Other Miscellaneous Fabricated Metal Product Manufacturing,0.924,0.924,0.0015,11,2018-01-29,2021-07-15,yes
columbia,Submarines,N0002417C2117,piping,4,MEQJENNPRLG9,"MASS CRANE & HOIST SERVICES, INC",3339,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",0.789,0.789,0.0013,2,2022-10-24,2024-10-04,yes
columbia,Submarines,N0002417C2117,piping,4,M35SG6PKLJB3,"ALASKAN COPPER COMPANIES, INC.",3329,Fabricated Pipe and Pipe Fitting Manufacturing,0.749,0.749,0.0012,7,2022-12-02,2024-08-20,yes
columbia,Submarines,N0002417C2117,piping,4,XEYGFMKSLWW5,THE BUTLER WELDMENTS CORPORATION,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing,0.73,0.73,0.0012,5,2023-02-22,2024-09-03,yes
columbia,Submarines,N0002417C2117,piping,4,WH4HRFKKT8U6,"ROMAC INDUSTRIES, INC.",3329,Industrial Valve Manufacturing,0.688,0.688,0.0011,4,2018-09-20,2022-01-14,yes
columbia,Submarines,N0002417C2117,piping,4,KYURG7LRSC89,"CIRCOR INTERNATIONAL, INC.",,,0.588,0.588,0.0009,2,2021-07-29,2021-11-22,yes
columbia,Submarines,N0002417C2117,piping,4,VDSCUPC2H3K7,CITADEL CAPITAL CORPORATION,3329,Fabricated Pipe and Pipe Fitting Manufacturing,0.492,0.492,0.0008,6,2018-10-19,2022-02-23,yes
columbia,Submarines,N0002417C2117,piping,4,ULZEK7HDMS57,"DVCC, LLC",3329,Fluid Power Valve and Hose Fitting Manufacturing,0.483,0.483,0.0008,6,2018-10-29,2022-03-09,yes
columbia,Submarines,N0002417C2117,piping,4,FFL2MLNT4FN1,GARDNER DENVER NASH LLC,3339,Air and Gas Compressor Manufacturing,0.425,0.425,0.0007,1,2023-09-19,2023-09-19,yes
columbia,Submarines,N0002417C2117,piping,4,D1L2HV3GLLY3,TIOGA PIPE INC,4235,Metal Service Centers and Other Metal Merchant Wholesalers,0.387,0.387,0.0006,2,2024-11-22,2024-11-22,yes
columbia,Submarines,N0002417C2117,piping,4,JJMSRWKWWQ87,NIBCO INC.,,,0.247,0.247,0.0004,5,2018-11-28,2022-01-19,yes
columbia,Submarines,N0002417C2117,piping,4,NKNLZEBJBM67,TRANSDIGM INC,3329,Fluid Power Valve and Hose Fitting Manufacturing,0.191,0.191,0.0003,3,2022-05-24,2024-08-29,yes
columbia,Submarines,N0002417C2117,piping,4,V91WXBJ7WKL1,"W. & O. SUPPLY, INC.",,,0.182,0.182,0.0003,2,2023-12-08,2023-12-21,yes
columbia,Submarines,N0002417C2117,piping,4,HUYTR5ZGSSN6,"W. & O. SUPPLY, INC.",4238,Industrial Supplies Merchant Wholesalers,0.166,0.166,0.0003,2,2023-11-02,2023-11-17,yes
columbia,Submarines,N0002417C2117,piping,4,DXGJDCR3TN56,"CURTISS-WRIGHT FLOW CONTROL SERVICE, LLC",,,0.128,0.128,0.0002,1,2025-01-17,2025-01-17,yes
columbia,Submarines,N0002417C2117,piping,4,UAC2KLJM4XY1,TRANSDIGM GROUP INCORPORATED,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing,0.128,0.128,0.0002,1,2022-01-26,2022-01-26,yes
columbia,Submarines,N0002417C2117,piping,4,XJXYXCZL36Z4,THE CARLYLE GROUP L P,3333,Commercial and Service Industry Machinery Manufacturing,0.125,0.125,0.0002,3,2018-11-28,2019-11-15,yes
columbia,Submarines,N0002417C2117,piping,4,GPEHQHPNYZ31,ALCO INVESTMENT COMPANY,3329,Fabricated Pipe and Pipe Fitting Manufacturing,0.117,0.117,0.0002,2,2020-05-08,2020-05-08,yes
columbia,Submarines,N0002417C2117,piping,4,H4KTGQKJ2Y15,"TIOGA PIPE, INC.",,,0.113,0.113,0.0002,1,2019-02-25,2019-02-25,yes
columbia,Submarines,N0002417C2117,piping,4,JRUCKDSNXKD5,THE ENTWISTLE COMPANY LLC,,,0.11,0.11,0.0002,1,2023-01-24,2023-01-24,yes
columbia,Submarines,N0002417C2117,piping,4,UR64LG5YKUE8,LYNN LADDER AND SCAFFOLDING CO INC,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing,0.1,0.1,0.0002,1,2023-05-15,2023-05-15,yes
columbia,Submarines,N0002417C2117,piping,4,NYGUEDY27AM8,CURTISS-WRIGHT CORPORATION,,,0.08,0.08,0.0001,1,2021-12-09,2021-12-09,yes
columbia,Submarines,N0002417C2117,piping,4,KBKCVLC65QL5,"KOIKE ARONSON, INC.",3339,Welding and Soldering Equipment Manufacturing,0.054,0.061,0.0001,3,2023-02-03,2023-08-23,yes
columbia,Submarines,N0002417C2117,piping,4,NPDPXRZGXXL3,"LYN-LAD GROUP, LTD.",3329,All Other Miscellaneous Fabricated Metal Product Manufacturing,0.03,0.03,0.0,1,2019-07-16,2019-07-16,yes
columbia,Submarines,N0002417C2117,structural,1,C8TMP34LW2L6,EVEREST KANTO CYLINDER LIMITED,,,0.416,0.416,1.0,1,2016-04-28,2016-04-28,yes
columbia,Submarines,N0002417C2117,structural,2,E8LNMDLEKM35,D.C. FABRICATORS INC.,3323,Fabricated Structural Metal Manufacturing,0.031,0.031,1.0,2,2017-01-16,2017-01-16,yes
columbia,Submarines,N0002417C2117,structural,3,YD1GK53355R5,"PRECISION CUSTOM COMPONENTS, LLC",3323,Plate Work Manufacturing,80.69,82.609,0.6359,14,2017-08-31,2019-05-08,yes
columbia,Submarines,N0002417C2117,structural,3,Y6X3BDLEPNJ6,"W INTERNATIONAL SC, LLC",3366,Ship Building and Repairing,31.296,31.296,0.2466,7,2019-07-10,2019-11-05,yes
columbia,Submarines,N0002417C2117,structural,3,LG88NCWJ3A95,"YOUNG ENGINEERING & MANUFACTURING, INC.",3324,Metal Tank (Heavy Gauge) Manufacturing,4.511,4.69,0.0355,7,2018-03-22,2019-01-30,yes
columbia,Submarines,N0002417C2117,structural,3,TZVRTYNM3MN3,PEGASUS STEEL LLC,3323,Plate Work Manufacturing,4.16,4.16,0.0328,12,2017-12-21,2019-09-26,yes
columbia,Submarines,N0002417C2117,structural,3,DXM3GSLGH2Z5,"FAIRLEAD INTEGRATED, LLC",3366,Ship Building and Repairing,2.136,2.136,0.0168,1,2019-09-09,2019-09-09,yes
columbia,Submarines,N0002417C2117,structural,3,XQW8RJNNAXX8,"W INTERNATIONAL, LLC",3369,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",1.148,1.182,0.009,18,2018-01-09,2019-04-09,yes
columbia,Submarines,N0002417C2117,structural,3,ZFQBUPK552C3,THE H R HILLERY COMPANY,3323,Fabricated Structural Metal Manufacturing,0.923,0.923,0.0073,9,2017-12-15,2019-09-30,yes
columbia,Submarines,N0002417C2117,structural,3,UMMDFSB4ARJ7,TECHPRECISION CORPORATION,3323,Plate Work Manufacturing,0.748,0.748,0.0059,4,2017-06-05,2019-07-19,yes
columbia,Submarines,N0002417C2117,structural,3,QNEXJLA47BM4,"JAMESTOWN METAL MARINE SALES, INC.",3366,Ship Building and Repairing,0.414,0.452,0.0033,6,2018-03-21,2019-09-09,yes
columbia,Submarines,N0002417C2117,structural,3,PUG1H9MFJD63,"AMERICAN TANK & FABRICATING CO, THE",3323,Plate Work Manufacturing,0.268,0.268,0.0021,1,2018-10-01,2018-10-01,yes
columbia,Submarines,N0002417C2117,structural,3,XBVZKN1HH445,"OCEANEERING INTERNATIONAL, INC.",,,0.172,0.172,0.0014,1,2020-01-13,2020-01-13,yes
columbia,Submarines,N0002417C2117,structural,3,RYRLL49HWN65,BAKER SHEET METAL CORPORATION,3323,Sheet Metal Work Manufacturing,0.161,0.161,0.0013,3,2019-08-06,2019-09-05,yes
columbia,Submarines,N0002417C2117,structural,3,EVZMB1757DW5,"STEELFAB, INC.",3323,Fabricated Structural Metal Manufacturing,0.08,0.08,0.0006,2,2018-06-14,2018-07-11,yes
columbia,Submarines,N0002417C2117,structural,3,C8TMP34LW2L6,EVEREST KANTO CYLINDER LIMITED,,,0.075,0.075,0.0006,1,2019-02-12,2019-02-12,no
