program,vendor_uei,vendor_name,work_type,cut_profile,first_award,last_award,n_records,le_fy12,fy2013,fy2014,fy2015,fy2016,fy2017,fy2018,fy2019,fy2020,fy2021,fy2022,fy2023,fy2024,fy2025,fy2026,total
columbia,LWF3CB1HFZF3,I S C O CORPORATION,unbucketed,both,2017-10-23,2025-01-02,6,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.0,0.0,0.0,0.0,0.095,0.0,0.08,0.0,0.253
columbia,C18KXNHETC95,"KITCO FIBER OPTICS, INC.",unbucketed,both,2021-05-11,2021-07-13,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251,0.0,0.0,0.0,0.0,0.0,0.251
columbia,DKVRL7NKED25,"STEELMASTER BUILDINGS, INC.",unbucketed,Columbia-only,2024-09-05,2024-09-05,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.249,0.0,0.0,0.249
columbia,WP2JLJEJXSN7,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,unbucketed,Columbia-only,2024-11-08,2024-11-08,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.249,0.0,0.249
columbia,JJMSRWKWWQ87,NIBCO INC.,piping,both,2018-11-28,2022-01-19,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.053,0.194,0.0,0.0,0.0,0.0,0.247
columbia,K7WHM32LWU64,"IVEY'S CONSTRUCTION, INC.",unbucketed,Columbia-only,2018-09-24,2018-09-24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244
columbia,W7FFRAVN1DA9,"SECURESTRUX, LLC",unbucketed,Columbia-only,2021-05-13,2021-05-13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.243,0.0,0.0,0.0,0.0,0.0,0.243
columbia,LN8JD2HB57K5,"PATRIOT ELECTRONICS, INC.",unbucketed,both,2018-06-14,2024-08-07,5,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.034,0.0,0.0,0.034,0.0,0.1,0.0,0.0,0.24
columbia,S3NBXGNJ5433,"CORSERVA, INC.",unbucketed,both,2016-02-10,2018-06-19,4,0.0,0.0,0.0,0.0,0.037,0.0,0.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235
columbia,KFF4DTT9LFJ3,"KELLY CONTAINER, INC.",unbucketed,Columbia-only,2018-05-08,2018-09-18,2,0.0,0.0,0.0,0.0,0.0,0.0,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232
columbia,JFSETNYJ81Y4,ELECTRONIC COMPONENTS INC.,unbucketed,both,2017-06-02,2018-07-16,4,0.0,0.0,0.0,0.0,0.0,0.203,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
columbia,RNWJCAQL4ZD7,"EIMC, LLC",unbucketed,Columbia-only,2019-12-03,2020-05-14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.23
columbia,G5W8NZNYN1P6,BRISTOL HARBOR GROUP,unbucketed,Columbia-only,2019-06-04,2021-12-21,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.0,0.12,0.02,0.0,0.0,0.0,0.0,0.229
columbia,MME9X24LUXP1,"ACROMAG, INCORPORATED",unbucketed,both,2017-05-18,2024-04-15,5,0.0,0.0,0.0,0.0,0.0,0.081,0.0,0.0,0.0,0.104,0.0,0.0,0.04,0.0,0.0,0.225
columbia,LP68L55MKK16,"AIRGAS USA, LLC",unbucketed,Columbia-only,2022-08-03,2024-07-25,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.189,0.033,0.0,0.0,0.225
columbia,RTYDEXYNEZS1,ILLINOIS TOOL WORKS INC.,unbucketed,Columbia-only,2024-11-15,2024-11-15,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223,0.0,0.223
columbia,YSGPUVNKVME1,METROLOGIC GROUP,unbucketed,Columbia-only,2016-06-17,2016-06-17,3,0.0,0.0,0.0,0.0,0.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223
columbia,GMNNMEA95K18,"NOVARIA HOLDINGS, LLC",structural,Columbia-only,2022-02-07,2022-02-24,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.22
columbia,RLYHS582JDW8,SCHLUMBERGER TECHNOLOGY CORPORATION,unbucketed,both,2017-04-10,2021-10-21,4,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.093,0.0,0.112,0.0,0.0,0.0,0.0,0.22
columbia,UPMWNA8Y25L1,"GEODETIC SERVICES, INC",unbucketed,both,2016-02-22,2022-10-11,2,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0,0.0,0.0,0.219
columbia,D6GJGD1KMH25,"ANIXTER, INC",unbucketed,both,2024-08-15,2025-01-22,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.129,0.0,0.218
columbia,L1HLXNPQSKM7,PARK CORPORATION,castings,both,2017-09-11,2017-09-11,1,0.0,0.0,0.0,0.0,0.0,0.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218
columbia,C1B6X8AADFB1,"COMSACO, INC.",unbucketed,both,2017-06-28,2025-01-24,10,0.0,0.0,0.0,0.0,0.0,0.031,0.042,0.0,0.0,0.0,0.064,0.0,0.031,0.049,0.0,0.217
columbia,GJDDKRPHXAL5,A. M. CASTLE & CO.,unbucketed,Columbia-only,2016-02-12,2018-03-02,3,0.0,0.0,0.0,0.0,0.135,0.0,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217
columbia,NYPLGL4BKTS7,ESI ACQUISITION CORP,unbucketed,Columbia-only,2022-03-30,2023-07-12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088,0.128,0.0,0.0,0.0,0.216
columbia,U517SU1EZGK9,"CHALMERS & KUBECK, INC.",unbucketed,both,2017-11-20,2019-11-12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.102,0.0,0.113,0.0,0.0,0.0,0.0,0.0,0.0,0.215
columbia,CMPLJR3G8K76,FOLEY INC,unbucketed,Columbia-only,2024-06-03,2024-06-03,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209,0.0,0.0,0.209
columbia,H2X6CQSJHQL4,WESTERN BRONZE INC,unbucketed,Columbia-only,2023-12-19,2024-04-18,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,0.0,0.0,0.208
columbia,Y884HM6MN5F4,"ADA CORE TECHNOLOGIES, INC.",unbucketed,Columbia-only,2024-07-10,2024-07-10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207,0.0,0.0,0.207
columbia,YQXBZHMXEVE5,THE MATHWORKS INC,unbucketed,Columbia-only,2016-03-02,2023-06-30,3,0.0,0.0,0.0,0.0,0.072,0.0,0.0,0.077,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.203
columbia,PX7XVJDX7TZ7,VICOR CORPORATION,unbucketed,Columbia-only,2017-08-29,2022-06-29,2,0.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.0,0.0,0.089,0.0,0.0,0.0,0.0,0.202
columbia,RANZTST3FQU3,SID TOOL CO INC,unbucketed,both,2023-01-25,2023-04-19,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198,0.0,0.0,0.0,0.198
columbia,EDNNTCM7SUS8,"INTERNATIONAL MARINE AND INDUSTRIAL APPLICATORS, LLC",structural,both,2016-09-13,2016-09-13,1,0.0,0.0,0.0,0.0,0.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198
columbia,TH91MD9B9RL7,SSI MANUFACTURING TECHNOLOGIES CORP.,unbucketed,both,2018-06-04,2024-07-15,3,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0.0,0.0,0.0,0.0,0.0,0.079,0.0,0.0,0.195
columbia,F37ARTBC9UU6,SUPERBOLT INC,unbucketed,Columbia-only,2022-11-23,2022-11-23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195,0.0,0.0,0.0,0.195
columbia,M6N3M8GCHLN5,LAL ACQUISITION INC.,unbucketed,Columbia-only,2019-10-24,2019-10-24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.193
columbia,J9PPG7L67SD3,"MAYCO HOLDINGS, LLC",unbucketed,Columbia-only,2018-11-02,2021-01-14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.0,0.074,0.0,0.0,0.0,0.0,0.0,0.192
columbia,MUW4M1JLNY19,DIXIE TANK COMPANY,unbucketed,Columbia-only,2018-08-13,2018-08-13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191
columbia,QPFMBXNMQM85,"AEROTEK AFFILIATED SERVICES, INC.",unbucketed,Columbia-only,2023-04-25,2023-04-25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191,0.0,0.0,0.0,0.191
columbia,WN3KS9Z5JLK9,"PRECISION MACHINE & GEAR, INC.",unbucketed,both,2016-02-22,2019-04-22,7,0.0,0.0,0.0,0.0,0.028,0.027,0.059,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191
columbia,NKNLZEBJBM67,TRANSDIGM INC,piping,both,2022-05-24,2024-08-29,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.0,0.105,0.0,0.0,0.191
columbia,LK9BTBWNLY96,"BEK, INC.",unbucketed,both,2018-04-03,2019-06-12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184
columbia,Z7K8HUMNCZ22,TRIPLE CROWN CONSULTING LLC,unbucketed,Columbia-only,2023-02-09,2023-07-24,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.0,0.0,0.0,0.183
columbia,V91WXBJ7WKL1,"W. & O. SUPPLY, INC.",piping,Columbia-only,2023-12-08,2023-12-21,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.182
columbia,MXDKLLXB3EK7,"B&G MANUFACTURING CO., INC.",unbucketed,both,2023-02-22,2023-05-24,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181,0.0,0.0,0.0,0.181
columbia,U43WP4FHDJY3,"MARINE ELECTRIC SYSTEMS, INC.",unbucketed,both,2022-02-08,2023-12-07,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.035,0.093,0.0,0.0,0.179
columbia,SBJMSMKJ9M93,"FITCHBURG WELDING CO., INC.",unbucketed,both,2017-07-14,2018-09-11,3,0.0,0.0,0.0,0.0,0.0,0.132,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177
columbia,ZWNLUCV7JET5,TACOMA STEEL SUPPLY INCORPORATED,unbucketed,Columbia-only,2016-05-23,2016-11-07,3,0.0,0.0,0.0,0.0,0.114,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175
columbia,K8W2J2DS9FN1,"SYNOPSYS, INC.",unbucketed,Columbia-only,2020-01-14,2023-12-07,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.0,0.048,0.037,0.039,0.0,0.0,0.173
columbia,FA62JCF2JGN7,ENSAFE INC.,unbucketed,Columbia-only,2018-05-21,2018-05-21,3,0.0,0.0,0.0,0.0,0.0,0.0,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173
columbia,HKB9G8NZ5P66,"TEAM INDUSTRIES, INC.",unbucketed,Columbia-only,2020-10-23,2024-06-25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.032,0.0,0.0,0.172
columbia,YNHKC9SDFWB3,"INSIGHT ENTERPRISES, INC.",unbucketed,Columbia-only,2021-07-29,2021-10-13,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.038,0.0,0.0,0.0,0.0,0.171
columbia,DWMEGPGHBGY5,GENERAL DIGITAL CORPORATION,unbucketed,Columbia-only,2020-10-28,2020-10-28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17
columbia,M6CTHGC91RG4,"MARTINEZ AND TUREK, INC.",unbucketed,Columbia-only,2018-05-09,2022-10-21,3,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.17
columbia,GMVJD1H9JQX8,"MICROFLEX, INC.",unbucketed,both,2023-04-24,2023-04-24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.17
columbia,HUYTR5ZGSSN6,"W. & O. SUPPLY, INC.",piping,both,2023-11-02,2023-11-17,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166,0.0,0.0,0.166
columbia,YK46GJRH4W87,"CONCURRENT REAL-TIME, INC.",unbucketed,Columbia-only,2021-12-09,2024-10-11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.0,0.0,0.095,0.0,0.166
columbia,C3B4GMUXK277,BOWMAR LLC,unbucketed,both,2022-06-10,2022-06-10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166,0.0,0.0,0.0,0.0,0.166
columbia,JL9NMM3YALQ5,"TAD PGS, INC.",unbucketed,Columbia-only,2023-02-03,2023-02-03,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.0,0.0,0.0,0.165
columbia,Q4T8FLKDSNQ3,TREK CONNECT INC.,unbucketed,Columbia-only,2017-04-27,2017-05-25,4,0.0,0.0,0.0,0.0,0.0,0.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164
columbia,HW3GLNH2M767,INTEGRATED SECURITY & COMMUNICATIONS OF NEW JERSEY LLC,unbucketed,Columbia-only,2024-04-18,2024-04-18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164,0.0,0.0,0.164
columbia,WF99GAJKQAL5,NTS LABS LLC,unbucketed,both,2021-01-27,2024-10-28,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,-0.18,0.021,0.198,0.12,0.0,0.16
columbia,MQHCDMP17GK7,"DRAKA CABLETEQ USA, INC.",unbucketed,Columbia-only,2018-08-03,2018-08-03,1,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
columbia,KBBCEKMXULK7,MEASUREMENT SYSTEMS INC,unbucketed,Columbia-only,2023-01-16,2024-08-06,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.073,0.0,0.0,0.158
columbia,DDQCLD6FEJJ6,WILLIAMS INDUSTRIAL SERVICES GROUP INC.,machining,both,2019-02-14,2019-02-14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155
columbia,QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",unbucketed,both,2022-04-19,2023-01-18,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.081,0.0,0.0,0.0,0.153
columbia,KAFVDV3C5BN1,"321GANG, LLC",unbucketed,Columbia-only,2019-12-18,2022-11-09,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.034,0.088,0.0,0.0,0.0,0.152
columbia,EZGFXRCDNAZ1,GENERAL STANDARDS CORP,unbucketed,Columbia-only,2024-09-04,2024-09-04,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152,0.0,0.0,0.152
columbia,FACXKY7FULJ4,"PRECISION FABRICATING & CLEANING COMPANY, INC.",unbucketed,Columbia-only,2022-04-27,2022-04-27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15
columbia,F7J2BU8VKSL8,"MCALLISTER TOWING AND TRANSPORTATION COMPANY, INC.",unbucketed,Columbia-only,2021-06-25,2021-06-25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146,0.0,0.0,0.0,0.0,0.0,0.146
columbia,GKPGD2F1LKL5,"ELLWOOD GROUP, INC.",castings,Columbia-only,2018-05-25,2018-05-25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145
columbia,MH4FDVBB4G88,WILLSCOT MOBILE MINI HOLDINGS CORP.,unbucketed,Columbia-only,2021-08-24,2021-08-24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.0,0.0,0.0,0.0,0.0,0.144
columbia,CFLHPEP9NMU4,HUBBS MACHINE & MANUFACTURING,unbucketed,both,2016-03-29,2018-09-12,3,0.0,0.0,0.0,0.0,0.029,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143
columbia,KLH4CY7HF3S5,KONGSBERG GRUPPEN ASA,unbucketed,Columbia-only,2016-02-09,2016-02-09,2,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143
columbia,NSFAYV7YAJB1,BRUEL & KJAER NORTH AMERICA INC.,unbucketed,Columbia-only,2019-12-09,2019-12-09,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.14
columbia,CY77FBY3EQM4,KEEN COMPRESSED GAS CO.,unbucketed,Columbia-only,2024-11-13,2024-11-13,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139,0.0,0.139
columbia,U83NQK7LLLM6,"ONE ROCK CAPITAL PARTNERS, LLC",unbucketed,both,2022-02-03,2022-03-08,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.138
columbia,MUD4KL77FK98,TURNBULL LLC,unbucketed,Columbia-only,2024-11-12,2024-11-12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.0,0.138
columbia,KTK2F491J6A8,"SHAFT CURRENT SOLUTIONS, INC.",unbucketed,Columbia-only,2024-11-22,2024-11-22,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.0,0.137
columbia,TMDVSPNEFR69,IVES EQUIPMENT CORPORATION,unbucketed,both,2022-06-24,2023-11-30,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.0,0.06,0.0,0.0,0.136
columbia,Z2XMD2USH373,APCO TECHNOLOGIES ENGINEERING INC.,unbucketed,both,2022-04-25,2022-11-21,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.439,0.575,0.0,0.0,0.0,0.136
columbia,FH39KDCYBK21,"HTP MEDS, LLC",unbucketed,both,2021-11-30,2022-02-25,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.0,0.0,0.0,0.0,0.136
columbia,CL4ZKLFK5DR3,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,unbucketed,both,2016-02-19,2016-02-19,2,0.0,0.0,0.0,0.0,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134
columbia,QVMBB4UCMEH4,"ELECTRO MECHANICAL SPECIALISTS, LLC",unbucketed,both,2016-07-20,2021-03-02,4,0.0,0.0,0.0,0.0,0.082,0.0,0.0,0.058,0.0,-0.007,0.0,0.0,0.0,0.0,0.0,0.133
columbia,SQRKBV7ET8S9,ALFA LAVAL AB,unbucketed,Columbia-only,2016-01-12,2019-05-30,4,0.0,0.0,0.0,0.0,0.085,-0.055,0.0,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133
columbia,GN84UHWZJMR8,"DAYTON T. BROWN, INC.",unbucketed,both,2016-05-13,2022-03-10,11,0.0,0.0,0.0,0.0,0.072,0.003,0.0,0.0,0.0,0.001,0.057,0.0,0.0,0.0,0.0,0.133
columbia,NBMDBMMXJLR5,"KEYSIGHT TECHNOLOGIES, INC.",unbucketed,Columbia-only,2021-11-17,2021-11-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.0,0.0,0.0,0.0,0.132
columbia,ECVNHKM2CLS9,"PICKERING INTERFACES, INC",unbucketed,Columbia-only,2022-05-05,2023-12-11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.067,0.0,0.0,0.132
columbia,DBQGN324ULK3,"W.W. GRAINGER, INC.",unbucketed,Columbia-only,2023-01-20,2024-08-23,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.078,0.0,0.0,0.131
columbia,UN3TBWQUCQN4,DELTA-ELECTRO POWER INC.,unbucketed,both,2017-11-13,2024-08-23,2,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.129
columbia,RYVANEDADBK3,"METALTEK INTERNATIONAL, INC.",unbucketed,Columbia-only,2023-09-27,2024-08-30,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113,0.016,0.0,0.0,0.129
columbia,Z31MCJ7P45T1,"CORE MANUFACTURING, LLC",unbucketed,both,2023-02-07,2024-06-25,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.082,0.0,0.0,0.129
columbia,U4MMR7DR2DR7,"JAL ENTERPRISES, INC.",structural,both,2021-10-22,2024-07-26,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.101,0.0,0.0,0.129
columbia,DXGJDCR3TN56,"CURTISS-WRIGHT FLOW CONTROL SERVICE, LLC",piping,Columbia-only,2025-01-17,2025-01-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0,0.128
columbia,FNQARYRJJEL5,COSPOLICH INC.,unbucketed,Columbia-only,2023-04-11,2023-04-13,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0,0.0,0.0,0.128
columbia,UAC2KLJM4XY1,TRANSDIGM GROUP INCORPORATED,piping,both,2022-01-26,2022-01-26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0,0.0,0.0,0.0,0.128
columbia,E3NCN9MXJAL5,US JOINER HOLDING COMPANY,unbucketed,both,2018-08-24,2019-11-18,3,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.076,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.128
columbia,JLUZRMMLKQ47,"WODIN, INC.",unbucketed,both,2021-12-08,2021-12-08,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127,0.0,0.0,0.0,0.0,0.127
columbia,TXHLDCPC95J3,"C. V. TOOL COMPANY, INC.",unbucketed,both,2019-11-01,2024-10-04,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.005,0.035,0.024,0.096,-0.04,0.0,0.126
columbia,SN8JQ8XJ55N9,"LOVEJOY, LLC",machining,both,2022-10-18,2022-12-02,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125
columbia,TLBNBFUXEMK5,"TSS, INC.",unbucketed,Columbia-only,2019-05-09,2019-05-09,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
columbia,MG7DTFNAUC53,UNITED ELECTRIC CONTROLS COMPANY,unbucketed,Columbia-only,2018-02-27,2018-02-27,2,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
columbia,XJXYXCZL36Z4,THE CARLYLE GROUP L P,piping,Columbia-only,2018-11-28,2019-11-15,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.125
columbia,TJCDPVN6RNP7,DELL TECHNOLOGIES INC.,unbucketed,both,2021-07-20,2021-10-27,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.059,0.0,0.0,0.0,0.0,0.123
columbia,SCEEGJW7XZE5,KAMAN CORPORATION,unbucketed,both,2018-05-14,2022-11-18,3,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.042,0.0,0.078,0.0,0.0,0.0,0.122
columbia,YLQMY5SGNE55,3M COMPANY,unbucketed,both,2018-04-02,2022-02-01,3,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.0,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.12
columbia,Z3KHMUV8E999,"JAN ELECTRONIC SUPPLIES, INC.",unbucketed,both,2017-08-10,2018-06-28,3,0.0,0.0,0.0,0.0,0.0,0.116,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119
columbia,LR8MS4H7N2U5,AUTOMATED PRECISION INC.,unbucketed,Columbia-only,2021-12-22,2021-12-22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0,0.0,0.0,0.0,0.119
columbia,PQNBC8KG93R3,AMPHENOL CORPORATION,electrical,both,2020-01-28,2020-01-28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.119
columbia,R7JLC1Y2PLJ1,SCHROEDER INDUSTRIES LLC,unbucketed,Columbia-only,2022-12-16,2022-12-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0,0.0,0.0,0.119
columbia,GPEHQHPNYZ31,ALCO INVESTMENT COMPANY,piping,both,2020-05-08,2020-05-08,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.117
