program,vendor_uei,vendor_name,work_type,cut_profile,first_award,last_award,n_records,le_fy12,fy2013,fy2014,fy2015,fy2016,fy2017,fy2018,fy2019,fy2020,fy2021,fy2022,fy2023,fy2024,fy2025,fy2026,total
columbia,WYN3NM142HF3,"LEE COMPANY, THE",unbucketed,both,2024-08-09,2024-08-09,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.117
columbia,EH4ZYJ5CMLP9,MAINE TECHNICAL SOURCE,unbucketed,Columbia-only,2022-03-11,2022-03-11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115,0.0,0.0,0.0,0.0,0.115
columbia,SCWYXXK1EM13,ULTRA ELECTRONICS HOLDINGS PLC,unbucketed,both,2020-06-17,2021-10-12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.097,0.0,0.0,0.0,0.0,0.114
columbia,H4KTGQKJ2Y15,"TIOGA PIPE, INC.",piping,Columbia-only,2019-02-25,2019-02-25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113
columbia,JN9QTLH7KL47,PENN STATE TOOL & DIE CORPORATION,unbucketed,Columbia-only,2019-06-28,2019-06-28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112
columbia,MN5LYLMWBGK8,"SIMULATION AND CONTROL TECHNOLOGIES, INC.",unbucketed,Columbia-only,2021-04-07,2021-04-07,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.0,0.0,0.0,0.0,0.0,0.112
columbia,PDBCMAYNN1V8,"CUSTOM QUALITY SCAFFOLDING, INC.",unbucketed,both,2023-06-22,2024-05-29,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.07,0.0,0.0,0.11
columbia,E6H2BBJ1LD19,FORD & ULRICH INC,unbucketed,Columbia-only,2022-12-09,2022-12-09,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11
columbia,E6KQEMMCJ9B6,"ATRENNE COMPUTING SOLUTIONS, LLC",unbucketed,Columbia-only,2023-05-24,2023-05-24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11
columbia,JRUCKDSNXKD5,THE ENTWISTLE COMPANY LLC,piping,both,2023-01-24,2023-01-24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11
columbia,K9M4XM134HW6,PENTAIR PUBLIC LIMITED COMPANY,piping,both,2016-03-10,2016-09-28,2,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
columbia,CSGCTF11C2V9,INSTRUMENTS INCORPORATED,unbucketed,Columbia-only,2018-03-22,2018-03-22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108
columbia,NNNPMB5KA1V6,DENNEY PLASTICS MACHINING LLC,unbucketed,both,2023-02-09,2024-09-27,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.05,0.0,0.0,0.108
columbia,VE8ASCGN1188,"S & S FOREST PRODUCTS, LLC",unbucketed,both,2023-11-03,2024-10-24,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.036,0.0,0.107
columbia,JMFNDVNJ67A3,CM-MATRIX CORPORATION,unbucketed,both,2016-10-06,2017-10-10,2,0.0,0.0,0.0,0.0,0.0,0.052,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106
columbia,NFDVRDBAFR87,"B.W. ELLIOTT MANUFACTURING CO., LLC",unbucketed,both,2022-05-17,2024-06-18,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.056,0.0,0.0,0.104
columbia,FCYFZ4P8ZGV6,"K M L ARCHITECTS, LLC",unbucketed,Columbia-only,2023-12-13,2023-12-13,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.0,0.0,0.103
columbia,G9PZGNJ37323,LINEAR MOTION LLC,unbucketed,both,2023-01-23,2023-01-23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.0,0.0,0.0,0.103
columbia,L6V2CGVQP844,RDF CORPORATION,unbucketed,both,2024-04-19,2024-04-19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.0,0.0,0.101
columbia,V6FJCB53JDK7,"RURAL ROUTE 2, LLC",unbucketed,both,2024-04-22,2024-04-22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.0,0.0,0.101
columbia,NPM2J7MSCF61,"PENNSYLVANIA STATE UNIVERSITY, THE",unbucketed,Columbia-only,2016-03-18,2016-03-18,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
columbia,H1WGM2HUFNB3,NDI ENGINEERING COMPANY,unbucketed,Columbia-only,2020-08-27,2021-01-29,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.1
columbia,UR64LG5YKUE8,LYNN LADDER AND SCAFFOLDING CO INC,piping,both,2023-05-15,2023-05-15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
columbia,MXALQCAPGHJ8,"AMET, INC.",unbucketed,Columbia-only,2023-06-30,2023-06-30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
columbia,EG67WFES7DT3,OMEGA ENGINEERING INC,unbucketed,both,2023-07-14,2023-12-19,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.066,0.0,0.0,0.098
columbia,YHJESY2TDP23,MAJOR TOOL AND MACHINE INC,machining,Columbia-only,2019-01-31,2019-01-31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097
columbia,EHQGGH9CG9U7,"FAIRLEAD INTEGRATED POWER & CONTROLS, LLC",unbucketed,Columbia-only,2018-01-08,2018-01-08,1,0.0,0.0,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096
columbia,F3XKPA82MHQ5,"NAG, LLC",unbucketed,Columbia-only,2019-03-26,2021-01-22,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141,0.0,-0.046,0.0,0.0,0.0,0.0,0.0,0.095
columbia,CR99X5Q2KQS1,"L.B.I., INC.",structural,both,2024-08-23,2024-09-16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.0,0.0,0.094
columbia,ZPZMCRH2JSA3,"EZEFLOW USA, INC.",unbucketed,both,2024-09-12,2024-10-17,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.063,0.0,0.094
columbia,KDP5XKKJCWT6,YOKOGAWA CORP OF AMERICA,unbucketed,Columbia-only,2024-09-13,2024-09-13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.0,0.0,0.094
columbia,NSDCX6VCWGN5,"PEERLESS TOOL & MACHINE COMPANY, INC.",unbucketed,Columbia-only,2016-10-12,2016-10-12,1,0.0,0.0,0.0,0.0,0.0,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092
columbia,N5RJW5NX32Y1,W R SYSTEMS LTD.,unbucketed,Columbia-only,2024-03-27,2024-10-04,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.034,0.0,0.092
columbia,JKPCAKFW8X93,AMERICAST TECHNOLOGIES INC,unbucketed,Columbia-only,2019-06-24,2019-06-24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091
columbia,JK5BGM73XQ58,FEOLE TECHNOLOGIES INC,unbucketed,Columbia-only,2021-12-09,2022-02-24,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.091
columbia,LJNPJQVBN8R9,"SCIENS BUILDING SOLUTIONS, LLC",unbucketed,Columbia-only,2019-04-09,2019-04-12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091
columbia,H4ZMPGLLZ8D9,ARTCRAFT FABRICATORS INC,unbucketed,both,2019-04-04,2019-04-22,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
columbia,DR3FAZLZ8624,OLYMPIC PENINSULA PERSONNEL INC,unbucketed,Columbia-only,2016-06-03,2017-04-19,4,0.0,0.0,0.0,0.0,0.2,-0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089
columbia,WLHBRDWEW7T4,"ABACO SYSTEMS, INC.",unbucketed,both,2016-09-15,2016-11-09,2,0.0,0.0,0.0,0.0,0.048,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087
columbia,XDBJX5QWAM86,"SAI SYSTEMS INTERNATIONAL, INC.",unbucketed,both,2016-12-20,2020-05-11,3,0.0,0.0,0.0,0.0,0.0,0.036,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.086
columbia,GVWENMHJ4Y87,"ALLEGIS GROUP, INC.",unbucketed,both,2017-02-14,2017-02-14,2,0.0,0.0,0.0,0.0,0.0,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086
columbia,J1PMKPB4HNN5,LEARN,unbucketed,Columbia-only,2024-04-16,2024-04-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.085
columbia,H6DDCK12JBM7,"SIRIUS COMPUTER SOLUTIONS, INC.",unbucketed,both,2019-07-15,2019-07-15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085
columbia,GWJVH3CYE2F1,MID STATE FIRE EQUIPMENT INC,unbucketed,Columbia-only,2019-10-09,2019-10-09,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.084
columbia,HJ7KCZ68G3N3,HAMPTON RUBBER COMPANY,unbucketed,Columbia-only,2024-09-20,2024-09-20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.0,0.0,0.084
columbia,Q9MRTNQZ3K94,DLT MERGERCO LLC,unbucketed,both,2018-11-15,2019-10-21,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.083
columbia,F4JJL7645T67,LEXINGTON SOFT LLC,unbucketed,Columbia-only,2018-05-31,2021-06-25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.083
columbia,J632BG3ZB8L9,"TTM TECHNOLOGIES, INC.",unbucketed,both,2023-05-15,2023-05-15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082,0.0,0.0,0.0,0.082
columbia,LFN2ND9H69T1,PARASOFT CORPORATION,unbucketed,Columbia-only,2017-12-06,2017-12-06,2,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081
columbia,GHVMX1DLDAK6,"WURTH REVCAR FASTENERS, INC.",machining,Columbia-only,2023-09-27,2023-10-26,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.033,0.0,0.0,0.081
columbia,HHXEGAZL8618,SKOVIRA MACHINE COMPANY,unbucketed,Columbia-only,2021-03-31,2021-03-31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08
columbia,NAA7LGTT6WA4,"TRANSCAT, INC.",unbucketed,Columbia-only,2024-09-27,2024-09-27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.08
columbia,NYGUEDY27AM8,CURTISS-WRIGHT CORPORATION,piping,both,2021-12-09,2021-12-09,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.08
columbia,C15UT9FDSUL1,ADACORE,unbucketed,both,2021-06-10,2021-06-10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.0,0.079
columbia,QQ1JKV251EL9,ACCUREX MEASUREMENT INC.,unbucketed,Columbia-only,2016-02-03,2016-02-03,1,0.0,0.0,0.0,0.0,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078
columbia,KXFDQ6DUKHK9,NEW ENGLAND INSTITUTE OF TECHNOLOGY,unbucketed,Columbia-only,2025-01-16,2025-01-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.075
columbia,DQLZFV6PFCB9,"TATE ANDALE, LLC",unbucketed,both,2024-09-12,2024-09-12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.075
columbia,M4ANYAZ8Q6H8,"SETRA SYSTEMS, INC.",unbucketed,Columbia-only,2024-11-08,2024-11-08,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.071
columbia,GRTDYGFYWBS8,FARO TECHNOLOGIES INC,unbucketed,both,2024-09-24,2024-09-24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.069
columbia,GMHRX5DU4LS5,"AEROGO, INC",unbucketed,Columbia-only,2023-01-06,2023-01-06,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.069
columbia,DJH3J8S4C481,NTS HOLDING CORPORATION INC,unbucketed,both,2017-05-10,2019-09-03,6,0.0,0.0,0.0,0.0,0.0,-0.019,0.023,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068
columbia,LW4AM44TTKU4,TDR CAPITAL LLP,unbucketed,Columbia-only,2018-07-31,2018-07-31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068
columbia,DTCND1MN7J15,ASPEQ HEATING GROUP LLC,unbucketed,both,2018-09-17,2018-09-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068
columbia,FECPDA1S8WJ1,D. W. BOYD CORPORATION,unbucketed,Columbia-only,2025-01-17,2025-01-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.068
columbia,E57FS3E4CQ19,ENGINEERED COIL COMPANY,electrical,both,2023-06-30,2023-06-30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.065
columbia,X6N2CNV552X7,"OCEANEERING INTERNATIONAL, INC.",structural,both,2021-12-16,2021-12-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.064
columbia,LG8PRS9MR697,SFC VALVE CORPORATION,unbucketed,both,2019-02-04,2019-02-14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063
columbia,CPNJM695NH15,"CDP FASTENER GROUP, INC.",unbucketed,Columbia-only,2022-05-24,2022-05-24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.062
columbia,LTJZX6G2X7Z1,ASPEQ HEATING GROUP LLC,unbucketed,both,2024-04-12,2024-04-12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.062
columbia,K5WVCD4GUK41,JONATHAN ENGINEERED SOLUTIONS CORP.,unbucketed,both,2016-08-01,2018-09-11,3,0.0,0.0,0.0,0.0,0.067,0.0,-0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062
columbia,T18FUPT9Y124,BRUNSON INSTRUMENT COMPANY INC,unbucketed,Columbia-only,2016-02-09,2016-02-09,1,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062
columbia,G8HNS2EJYJU6,"BUFFALO MACHINES, INC.",unbucketed,both,2023-01-10,2023-01-10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.0,0.0,0.0,0.061
columbia,CP8AJC3EDE93,"ALP INDUSTRIES, INC.",unbucketed,both,2018-03-26,2018-04-13,2,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061
columbia,EAZVTUEVK9J9,AIRLINE HYDRAULICS CORPORATION,unbucketed,both,2022-04-29,2022-04-29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.06
columbia,NPDPXRZGXXL3,"LYN-LAD GROUP, LTD.",piping,both,2019-07-16,2019-07-16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059
columbia,EK4EVQQNEFC6,HEXAGON METROLOGY AB,unbucketed,Columbia-only,2022-01-18,2022-01-18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.059
columbia,LKXHMX1K3AC5,NATIONAL INSTRUMENTS CORPORATION,unbucketed,both,2018-02-23,2021-09-02,2,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.059
columbia,LKVHTENM62A5,SUPREME CORP,unbucketed,Columbia-only,2021-02-19,2022-11-16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.034,0.0,0.0,0.0,0.059
columbia,JTNDE6EBHL41,TRIDENT TECHNICAL COLLEGE,unbucketed,Columbia-only,2023-05-31,2023-05-31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.058
columbia,VN4ABZNLWJ59,ABB LTD,unbucketed,Columbia-only,2018-01-16,2018-01-16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058
columbia,H4K1A9NVAB68,CRYSTAL INSTRUMENTS CORPORATION,unbucketed,both,2018-03-27,2018-03-27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056
columbia,WCE1F3V37MM9,SPIRAX SARCO INC,unbucketed,both,2024-04-25,2024-04-25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.055
columbia,SJHFCDGKJJC5,LUNA INNOVATIONS INCORPORATED,unbucketed,both,2021-06-22,2021-06-22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.055
columbia,V3GKQC7LZE37,FRED L HAWKINS CO INC,unbucketed,Columbia-only,2023-05-09,2023-08-16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.055
columbia,R5RBSCTJTWZ6,PICKERING GROUP LIMITED,unbucketed,Columbia-only,2021-03-18,2021-08-06,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.055
columbia,WX7ED2HWHJ17,"E7 SOLUTIONS, LLC",unbucketed,Columbia-only,2024-11-19,2024-11-19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.0,0.054
columbia,E2UWVCT7GDJ4,"IRVING PLACE CAPITAL, LLC",unbucketed,Columbia-only,2016-11-15,2016-11-15,1,0.0,0.0,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054
columbia,JUUJFULRELM5,HALL ASSOCIATES INC,unbucketed,Columbia-only,2017-09-14,2017-09-14,1,0.0,0.0,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054
columbia,KBKCVLC65QL5,"KOIKE ARONSON, INC.",piping,Columbia-only,2023-02-03,2023-08-23,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.054
columbia,QCDDKNMK52W8,ELECTRONIC SALES OF NEW ENGLAND,unbucketed,Columbia-only,2017-02-16,2017-02-16,1,0.0,0.0,0.0,0.0,0.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052
columbia,PXB2X38X4V11,CONVERGINT TECHNOLOGIES LLC,unbucketed,Columbia-only,2023-06-22,2023-06-22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0,0.0,0.0,0.051
columbia,H4NUSZNWG4K6,"SOUND MECHANICAL, INC.",unbucketed,Columbia-only,2020-04-15,2020-04-15,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05
columbia,X3DBJSMT83N5,CLEVELAND-CLIFFS STEEL LLC,structural,both,2023-05-30,2023-08-10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05
columbia,KDNEW5AC1X41,AGI UK ACQUISITION LIMITED,electrical,both,2021-08-25,2021-08-25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.049
columbia,LRYRHNM7EHJ8,"GAYLORD INDUSTRIES, INC.",unbucketed,Columbia-only,2023-09-27,2023-09-27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.048
columbia,RG3VUTDYFNF8,FLUIDYNE CORP,unbucketed,both,2022-04-29,2022-04-29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.045
columbia,Z6HMQ992QKJ7,"SOUTHERN FASTENERS & SUPPLY, INC.",unbucketed,both,2018-04-04,2018-04-04,1,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045
columbia,C2HBVLFX4AH7,"ARLAND TOOL & MFG, INC.",unbucketed,both,2022-03-18,2022-03-18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.044
columbia,EA52ZMBH4YG7,BEK INC,unbucketed,both,2022-05-12,2022-05-12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.044
columbia,XRU8MN24H8C5,PINNACLE TECHNOLOGIES CORPORATION,unbucketed,Columbia-only,2021-07-27,2021-07-27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.044
columbia,JKZNKGGWYZ87,CURTISS-WRIGHT CORPORATION,electrical,Columbia-only,2021-10-15,2021-10-15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.044
columbia,GGKLKCCKVZ16,STEELCASE INC.,unbucketed,Columbia-only,2023-02-13,2024-03-26,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.005,0.0,0.0,0.044
columbia,YSLPMSZFE3M5,"INSCO INTERMEDIATE HOLDINGS, INC",unbucketed,both,2018-09-17,2018-09-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043
columbia,WA6MBG28BUQ5,"PPG INDUSTRIES, INC.",unbucketed,both,2023-02-14,2023-02-14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.043
columbia,T4MGJ9BU63J6,"MUNICIPAL EMERGENCY SERVICES, INC.",unbucketed,Columbia-only,2024-07-24,2024-07-24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.042
columbia,NZNKGYLA9NT3,DRAFTCO INCORPORATED,unbucketed,Columbia-only,2024-05-29,2024-05-29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.042
columbia,DNDLL934GK55,CDW CORPORATION,unbucketed,both,2019-06-25,2019-06-25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041
columbia,HC6YKKPYB658,"AGGREKO, LLC",unbucketed,both,2023-07-28,2024-05-22,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.002,0.0,0.0,0.041
columbia,KU2EMBAAACG9,"APPLIED DYNAMICS INTERNATIONAL, INC.",unbucketed,Columbia-only,2016-03-03,2016-03-03,1,0.0,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041
columbia,ZFN1PBJXNUA3,"CONX INNOVATIONS, LLC",unbucketed,Columbia-only,2023-10-20,2024-03-27,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0.0,0.041
columbia,W8RMNY6A3NT1,"FLUID DYNAMICS, LLC",unbucketed,both,2019-02-18,2019-02-18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
