program,family,piid,work_type,vendor_uei,vendor_name,award_date,fy,dollar_m,report_id,naics4,capability
columbia,Submarines,N0002413C2128,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,2016-10-31,2017,0.112,20699648,3321,Iron and Steel Forging
columbia,Submarines,N0002413C2128,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,2016-12-12,2017,0.033,20699645,3321,Iron and Steel Forging
columbia,Submarines,N0002413C2128,castings,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",2017-01-23,2017,0.037,20699505,3315,Other Nonferrous Metal Foundries (except Die-Casting)
columbia,Submarines,N0002413C2128,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,2017-02-21,2017,0.052,20699646,3321,Iron and Steel Forging
columbia,Submarines,N0002413C2128,castings,HTR5K76FMH84,"FEDERAL BRONZE CASTING INDUSTRIES, INC.",2017-08-03,2017,0.055,20699345,3315,Other Nonferrous Metal Foundries (except Die-Casting)
columbia,Submarines,N0002413C2128,castings,HTR5K76FMH84,"FEDERAL BRONZE CASTING INDUSTRIES, INC.",2017-08-03,2017,0.055,20699344,3315,Other Nonferrous Metal Foundries (except Die-Casting)
columbia,Submarines,N0002413C2128,castings,HTR5K76FMH84,"FEDERAL BRONZE CASTING INDUSTRIES, INC.",2017-08-03,2017,0.055,20699343,3315,Other Nonferrous Metal Foundries (except Die-Casting)
columbia,Submarines,N0002413C2128,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,2017-08-16,2017,0.27,20699649,3321,Iron and Steel Forging
columbia,Submarines,N0002413C2128,castings,HTR5K76FMH84,"FEDERAL BRONZE CASTING INDUSTRIES, INC.",2017-09-28,2017,0.049,20699342,3315,Other Nonferrous Metal Foundries (except Die-Casting)
columbia,Submarines,N0002413C2128,castings,HTR5K76FMH84,"FEDERAL BRONZE CASTING INDUSTRIES, INC.",2017-09-28,2017,0.028,20699338,3315,Other Nonferrous Metal Foundries (except Die-Casting)
columbia,Submarines,N0002413C2128,castings,HTR5K76FMH84,"FEDERAL BRONZE CASTING INDUSTRIES, INC.",2017-09-28,2017,0.01,20699337,3315,Other Nonferrous Metal Foundries (except Die-Casting)
columbia,Submarines,N0002413C2128,castings,HTR5K76FMH84,"FEDERAL BRONZE CASTING INDUSTRIES, INC.",2018-04-03,2018,0.068,20699335,3315,Other Nonferrous Metal Foundries (except Die-Casting)
columbia,Submarines,N0002413C2128,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,2019-11-26,2020,0.026,20699643,3321,Iron and Steel Forging
columbia,Submarines,N0002413C2128,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,2019-12-03,2020,0.028,20699644,3321,Iron and Steel Forging
columbia,Submarines,N0002413C2128,coatings,FLDEFFBLR5P3,"GLOBE COMPOSITE SOLUTIONS, LLC",2016-05-16,2016,0.046,20699369,3252,Synthetic Rubber Manufacturing
columbia,Submarines,N0002413C2128,coatings,WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",2016-05-23,2016,0.571,20699656,3259,Custom Compounding of Purchased Resins
columbia,Submarines,N0002413C2128,coatings,WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",2016-05-23,2016,2.0,20699654,3259,Custom Compounding of Purchased Resins
columbia,Submarines,N0002413C2128,coatings,WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",2016-07-14,2016,0.095,20699651,3259,Custom Compounding of Purchased Resins
columbia,Submarines,N0002413C2128,coatings,XFMBL7A963X9,"OIL STATES INTERNATIONAL, INC.",2016-08-22,2016,0.442,20699554,3262,Rubber Product Manufacturing for Mechanical Use
columbia,Submarines,N0002413C2128,coatings,XFMBL7A963X9,"OIL STATES INTERNATIONAL, INC.",2016-08-22,2016,0.018,20699547,3262,Rubber Product Manufacturing for Mechanical Use
columbia,Submarines,N0002413C2128,coatings,XFMBL7A963X9,"OIL STATES INTERNATIONAL, INC.",2016-08-22,2016,0.004,20699546,3262,Rubber Product Manufacturing for Mechanical Use
columbia,Submarines,N0002413C2128,coatings,XFMBL7A963X9,"OIL STATES INTERNATIONAL, INC.",2016-09-01,2016,0.112,20699552,3262,Rubber Product Manufacturing for Mechanical Use
columbia,Submarines,N0002413C2128,coatings,WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",2016-09-15,2016,0.32,20699652,3259,Custom Compounding of Purchased Resins
columbia,Submarines,N0002413C2128,coatings,PPLZG8J3N9D4,UNITED TECHNOLOGIES CORPORATION,2016-09-16,2016,0.147,20699372,3261,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing"
columbia,Submarines,N0002413C2128,coatings,PPLZG8J3N9D4,UNITED TECHNOLOGIES CORPORATION,2016-09-16,2016,0.147,20699371,3261,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing"
columbia,Submarines,N0002413C2128,coatings,PPLZG8J3N9D4,UNITED TECHNOLOGIES CORPORATION,2016-09-16,2016,0.141,20699370,3261,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing"
columbia,Submarines,N0002413C2128,coatings,XFMBL7A963X9,"OIL STATES INTERNATIONAL, INC.",2016-09-20,2016,0.084,20699550,3262,Rubber Product Manufacturing for Mechanical Use
columbia,Submarines,N0002413C2128,coatings,WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",2016-09-29,2016,0.5,20699653,3259,Custom Compounding of Purchased Resins
columbia,Submarines,N0002413C2128,coatings,XFMBL7A963X9,"OIL STATES INTERNATIONAL, INC.",2017-03-29,2017,0.067,20699549,3262,Rubber Product Manufacturing for Mechanical Use
columbia,Submarines,N0002413C2128,coatings,XFMBL7A963X9,"OIL STATES INTERNATIONAL, INC.",2017-04-04,2017,0.119,20699553,3262,Rubber Product Manufacturing for Mechanical Use
columbia,Submarines,N0002413C2128,coatings,XFMBL7A963X9,"OIL STATES INTERNATIONAL, INC.",2017-06-07,2017,0.52,20699555,3262,Rubber Product Manufacturing for Mechanical Use
columbia,Submarines,N0002413C2128,coatings,XFMBL7A963X9,"OIL STATES INTERNATIONAL, INC.",2017-07-07,2017,0.1,20699551,3262,Rubber Product Manufacturing for Mechanical Use
columbia,Submarines,N0002413C2128,coatings,XFMBL7A963X9,"OIL STATES INTERNATIONAL, INC.",2017-07-28,2017,0.039,20699548,3262,Rubber Product Manufacturing for Mechanical Use
columbia,Submarines,N0002413C2128,coatings,WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",2017-08-03,2017,0.5,20699655,3259,Custom Compounding of Purchased Resins
columbia,Submarines,N0002413C2128,coatings,VJFKVNQBYVL5,GREENE RUBBER CO INC,2019-03-05,2019,0.117,20699377,3262,Rubber Product Manufacturing for Mechanical Use
columbia,Submarines,N0002413C2128,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2016-04-26,2016,0.935,20699542,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
columbia,Submarines,N0002413C2128,electrical,N9K8Y7U3RGA9,CATERPILLAR INC.,2016-07-22,2016,0.1,20699228,3331,Construction Machinery Manufacturing
columbia,Submarines,N0002413C2128,electrical,N9K8Y7U3RGA9,CATERPILLAR INC.,2016-08-08,2016,0.203,20699230,3331,Construction Machinery Manufacturing
columbia,Submarines,N0002413C2128,electrical,N9K8Y7U3RGA9,CATERPILLAR INC.,2016-08-08,2016,0.105,20699229,3331,Construction Machinery Manufacturing
columbia,Submarines,N0002413C2128,electrical,N9K8Y7U3RGA9,CATERPILLAR INC.,2016-08-23,2016,0.037,20699227,3331,Construction Machinery Manufacturing
columbia,Submarines,N0002413C2128,electrical,N9K8Y7U3RGA9,CATERPILLAR INC.,2016-10-04,2017,0.506,20699231,3331,Construction Machinery Manufacturing
columbia,Submarines,N0002413C2128,electrical,MPCXJJQJAL83,TE CONNECTIVITY LTD.,2017-02-03,2017,0.046,20699204,3344,Electronic Connector Manufacturing
columbia,Submarines,N0002413C2128,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2017-03-29,2017,0.76,20699541,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
columbia,Submarines,N0002413C2128,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2017-03-29,2017,0.52,20699540,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
columbia,Submarines,N0002413C2128,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2017-03-29,2017,-0.137,20699538,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
columbia,Submarines,N0002413C2128,electrical,W8PTMRME1496,LEONARDO SPA,2017-04-07,2017,0.045,20699296,3364,Aircraft Manufacturing
columbia,Submarines,N0002413C2128,electrical,W8PTMRME1496,LEONARDO SPA,2017-04-07,2017,0.003,20699295,3364,Aircraft Manufacturing
columbia,Submarines,N0002413C2128,electrical,SKKACASET588,DYNALEC CORPORATION,2017-04-18,2017,0.695,20699308,3342,Other Communications Equipment Manufacturing
columbia,Submarines,N0002413C2128,electrical,N9K8Y7U3RGA9,CATERPILLAR INC.,2017-07-17,2017,1.429,20699232,3331,Construction Machinery Manufacturing
columbia,Submarines,N0002413C2128,electrical,MPCXJJQJAL83,TE CONNECTIVITY LTD.,2017-08-08,2017,0.049,20699205,3344,Electronic Connector Manufacturing
columbia,Submarines,N0002413C2128,electrical,MPCXJJQJAL83,TE CONNECTIVITY LTD.,2017-08-15,2017,0.023,20699202,3344,Electronic Connector Manufacturing
columbia,Submarines,N0002413C2128,electrical,MPCXJJQJAL83,TE CONNECTIVITY LTD.,2017-09-29,2017,0.031,20699203,3344,Electronic Connector Manufacturing
columbia,Submarines,N0002413C2128,electrical,PVMFSLG6GFF7,MTS SYSTEMS CORPORATION,2017-10-25,2018,0.036,20699570,3344,Other Electronic Component Manufacturing
columbia,Submarines,N0002413C2128,electrical,MPCXJJQJAL83,TE CONNECTIVITY LTD.,2017-11-07,2018,0.056,20699206,3344,Electronic Connector Manufacturing
columbia,Submarines,N0002413C2128,electrical,PVMFSLG6GFF7,MTS SYSTEMS CORPORATION,2018-03-21,2018,0.27,20699571,3344,Other Electronic Component Manufacturing
columbia,Submarines,N0002413C2128,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,2021-01-25,2021,0.007,20699539,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing
columbia,Submarines,N0002413C2128,electrical,LCV2N9FVV739,NORTHROP GRUMMAN CORPORATION,2021-09-24,2021,1.281,20699543,,
columbia,Submarines,N0002413C2128,hvac,LJRBXLTGXN57,"CEPEDA ASSOCIATES, INC.",2016-02-29,2016,0.131,20699234,3334,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
columbia,Submarines,N0002413C2128,hvac,W8PTMRME1496,LEONARDO SPA,2016-05-23,2016,1.549,20699332,3364,Aircraft Manufacturing
columbia,Submarines,N0002413C2128,hvac,L8T4R3N7ACL6,COLFAX CORPORATION,2016-07-05,2016,2.015,20699448,3334,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
columbia,Submarines,N0002413C2128,hvac,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,2016-07-11,2016,0.046,20699706,,
columbia,Submarines,N0002413C2128,hvac,L8T4R3N7ACL6,COLFAX CORPORATION,2016-07-22,2016,0.106,20699447,3334,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
columbia,Submarines,N0002413C2128,hvac,W8PTMRME1496,LEONARDO SPA,2016-08-22,2016,0.08,20699330,3364,Aircraft Manufacturing
columbia,Submarines,N0002413C2128,hvac,UHXFGP3DCRK7,HANSOME ENERGY SYSTEMS INC,2017-05-04,2017,0.371,20699395,,
columbia,Submarines,N0002413C2128,hvac,W8PTMRME1496,LEONARDO SPA,2017-06-05,2017,0.19,20699331,3364,Aircraft Manufacturing
columbia,Submarines,N0002413C2128,hvac,W8PTMRME1496,LEONARDO SPA,2017-06-05,2017,0.004,20699329,3364,Aircraft Manufacturing
columbia,Submarines,N0002413C2128,hvac,LJRBXLTGXN57,"CEPEDA ASSOCIATES, INC.",2017-10-11,2018,0.102,20699233,3334,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
columbia,Submarines,N0002413C2128,hvac,SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",2021-07-09,2021,0.2,20699459,3334,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
columbia,Submarines,N0002413C2128,machining,NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",2016-01-21,2016,0.047,20699382,3327,Machine Shops
columbia,Submarines,N0002413C2128,machining,E2P8AAJA2LK5,"MICRO PRECISION, LLC",2016-09-06,2016,0.033,20699506,3327,Precision Turned Product Manufacturing
columbia,Submarines,N0002413C2128,machining,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",2017-01-24,2017,0.695,20699694,,
columbia,Submarines,N0002413C2128,machining,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",2017-01-24,2017,0.494,20699693,,
columbia,Submarines,N0002413C2128,machining,FWF8QBPCGLG3,GENERAL TOOL COMPANY,2017-02-13,2017,0.04,20699362,3364,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing
columbia,Submarines,N0002413C2128,machining,FWF8QBPCGLG3,GENERAL TOOL COMPANY,2017-02-13,2017,0.015,20699361,3364,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing
columbia,Submarines,N0002413C2128,machining,FWF8QBPCGLG3,GENERAL TOOL COMPANY,2017-05-15,2017,0.177,20699363,3364,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing
columbia,Submarines,N0002413C2128,machining,NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",2017-06-01,2017,0.074,20699383,3327,Machine Shops
columbia,Submarines,N0002413C2128,machining,NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",2017-09-19,2017,0.031,20699380,3327,Machine Shops
columbia,Submarines,N0002413C2128,machining,NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",2017-09-19,2017,0.031,20699379,3327,Machine Shops
columbia,Submarines,N0002413C2128,machining,E2P8AAJA2LK5,"MICRO PRECISION, LLC",2018-01-25,2018,0.056,20699507,3327,Precision Turned Product Manufacturing
columbia,Submarines,N0002413C2128,machining,K3XPS1HXNBF3,"B & F MACHINE CO., INC.",2018-01-25,2018,0.1,20699176,3327,Machine Shops
columbia,Submarines,N0002413C2128,machining,K3XPS1HXNBF3,"B & F MACHINE CO., INC.",2018-01-25,2018,0.04,20699175,3327,Machine Shops
columbia,Submarines,N0002413C2128,machining,NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",2018-04-03,2018,0.044,20699381,3327,Machine Shops
columbia,Submarines,N0002413C2128,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",2021-02-12,2021,0.086,20699130,3327,Machine Shops
columbia,Submarines,N0002413C2128,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",2021-02-12,2021,0.086,20699129,3327,Machine Shops
columbia,Submarines,N0002413C2128,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",2021-02-12,2021,0.086,20699128,3327,Machine Shops
columbia,Submarines,N0002413C2128,piping,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,2016-01-06,2016,1.0,20699685,5511,"Corporate, Subsidiary, and Regional Managing Offices"
columbia,Submarines,N0002413C2128,piping,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",2016-01-15,2016,0.877,20699259,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing
columbia,Submarines,N0002413C2128,piping,W3KUJLTCRLV1,AMMCON CORP.,2016-01-21,2016,0.148,20699146,3329,Other Metal Valve and Pipe Fitting Manufacturing
columbia,Submarines,N0002413C2128,piping,L8T4R3N7ACL6,COLFAX CORPORATION,2016-01-25,2016,0.029,20699598,3329,Industrial Valve Manufacturing
columbia,Submarines,N0002413C2128,piping,FFL2MLNT4FN1,GARDNER DENVER NASH LLC,2016-01-29,2016,0.286,20699360,3339,Air and Gas Compressor Manufacturing
columbia,Submarines,N0002413C2128,piping,VL3KQ5GEU6K1,"PALISADES HOLDINGS, INC.",2016-02-03,2016,0.029,20699239,4235,Metal Service Centers and Other Metal Merchant Wholesalers
columbia,Submarines,N0002413C2128,piping,V1MQFNQB56Z5,RIX INDUSTRIES,2016-02-05,2016,0.067,20699627,3339,Air and Gas Compressor Manufacturing
columbia,Submarines,N0002413C2128,piping,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",2016-02-05,2016,0.047,20699418,,
columbia,Submarines,N0002413C2128,piping,L8T4R3N7ACL6,COLFAX CORPORATION,2016-02-08,2016,0.065,20699603,3329,Industrial Valve Manufacturing
columbia,Submarines,N0002413C2128,piping,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2016-02-09,2016,0.033,20699271,3329,Industrial Valve Manufacturing
columbia,Submarines,N0002413C2128,piping,L8T4R3N7ACL6,COLFAX CORPORATION,2016-02-12,2016,0.085,20699604,3329,Industrial Valve Manufacturing
columbia,Submarines,N0002413C2128,piping,Q35JL9GFCAK3,MAROTTA CONTROLS INC,2016-02-23,2016,0.295,20699502,3329,Fluid Power Valve and Hose Fitting Manufacturing
columbia,Submarines,N0002413C2128,piping,K9M4XM134HW6,PENTAIR PUBLIC LIMITED COMPANY,2016-03-10,2016,0.049,20699594,3329,Industrial Valve Manufacturing
columbia,Submarines,N0002413C2128,piping,REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,2016-03-22,2016,0.033,20699290,3329,Other Metal Valve and Pipe Fitting Manufacturing
columbia,Submarines,N0002413C2128,piping,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2016-04-27,2016,0.043,20699268,3339,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
columbia,Submarines,N0002413C2128,piping,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",2016-05-03,2016,0.064,20699426,,
columbia,Submarines,N0002413C2128,piping,Y5R2L8HWAUA8,"NAVUS AUTOMATION, INC",2016-05-05,2016,0.097,20699536,3339,All Other Miscellaneous General Purpose Machinery Manufacturing
columbia,Submarines,N0002413C2128,piping,L4ZMKLM4MPL3,MOOG INC.,2016-05-19,2016,0.319,20699524,3339,Fluid Power Cylinder and Actuator Manufacturing
columbia,Submarines,N0002413C2128,piping,L8T4R3N7ACL6,COLFAX CORPORATION,2016-07-01,2016,0.027,20699597,3329,Industrial Valve Manufacturing
columbia,Submarines,N0002413C2128,piping,PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",2016-07-11,2016,0.057,20699180,3329,Industrial Valve Manufacturing
columbia,Submarines,N0002413C2128,piping,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",2016-07-18,2016,0.177,20699432,,
columbia,Submarines,N0002413C2128,piping,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",2016-07-18,2016,0.027,20699415,,
columbia,Submarines,N0002413C2128,piping,L4ZMKLM4MPL3,MOOG INC.,2016-07-29,2016,0.14,20699519,3339,Fluid Power Cylinder and Actuator Manufacturing
columbia,Submarines,N0002413C2128,piping,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",2016-08-01,2016,0.348,20699256,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing
columbia,Submarines,N0002413C2128,piping,L8T4R3N7ACL6,COLFAX CORPORATION,2016-08-04,2016,0.112,20699605,3329,Industrial Valve Manufacturing
columbia,Submarines,N0002413C2128,piping,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",2016-08-09,2016,0.039,20699416,,
columbia,Submarines,N0002413C2128,piping,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",2016-08-10,2016,0.027,20699414,,
columbia,Submarines,N0002413C2128,piping,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",2016-08-11,2016,0.053,20699423,,
columbia,Submarines,N0002413C2128,piping,FMC8BKMNMKF2,"FLUID CONDITIONING PRODUCTS, INC.",2016-08-15,2016,0.061,20699354,3399,All Other Miscellaneous Manufacturing
columbia,Submarines,N0002413C2128,piping,L8T4R3N7ACL6,COLFAX CORPORATION,2016-08-23,2016,0.046,20699602,3329,Industrial Valve Manufacturing
columbia,Submarines,N0002413C2128,piping,PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",2016-08-24,2016,0.026,20699177,3329,Industrial Valve Manufacturing
columbia,Submarines,N0002413C2128,piping,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",2016-09-06,2016,0.179,20699433,,
columbia,Submarines,N0002413C2128,piping,WH4HRFKKT8U6,"ROMAC INDUSTRIES, INC.",2016-09-23,2016,0.149,20699635,3329,Industrial Valve Manufacturing
columbia,Submarines,N0002413C2128,piping,VL3KQ5GEU6K1,"PALISADES HOLDINGS, INC.",2016-09-26,2016,0.143,20699243,4235,Metal Service Centers and Other Metal Merchant Wholesalers
columbia,Submarines,N0002413C2128,piping,K9M4XM134HW6,PENTAIR PUBLIC LIMITED COMPANY,2016-09-28,2016,0.061,20699595,3329,Industrial Valve Manufacturing
columbia,Submarines,N0002413C2128,piping,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2016-09-28,2016,0.794,20699269,3339,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
columbia,Submarines,N0002413C2128,piping,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,2016-09-28,2016,-0.801,20699267,3339,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
columbia,Submarines,N0002413C2128,piping,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,2016-09-29,2016,4.986,20699686,5511,"Corporate, Subsidiary, and Regional Managing Offices"
columbia,Submarines,N0002413C2128,piping,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",2016-10-07,2017,0.109,20699252,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing
columbia,Submarines,N0002413C2128,piping,W138B61KN3Q7,PARKER-HANNIFIN CORPORATION,2016-10-18,2017,0.095,20699566,5511,"Corporate, Subsidiary, and Regional Managing Offices"
columbia,Submarines,N0002413C2128,piping,W138B61KN3Q7,PARKER-HANNIFIN CORPORATION,2016-10-18,2017,0.095,20699565,5511,"Corporate, Subsidiary, and Regional Managing Offices"
columbia,Submarines,N0002413C2128,piping,W138B61KN3Q7,PARKER-HANNIFIN CORPORATION,2016-10-18,2017,0.095,20699564,5511,"Corporate, Subsidiary, and Regional Managing Offices"
columbia,Submarines,N0002413C2128,piping,W138B61KN3Q7,PARKER-HANNIFIN CORPORATION,2016-10-18,2017,-0.064,20699563,5511,"Corporate, Subsidiary, and Regional Managing Offices"
columbia,Submarines,N0002413C2128,piping,VL3KQ5GEU6K1,"PALISADES HOLDINGS, INC.",2016-10-19,2017,0.082,20699241,4235,Metal Service Centers and Other Metal Merchant Wholesalers
columbia,Submarines,N0002413C2128,piping,VL3KQ5GEU6K1,"PALISADES HOLDINGS, INC.",2016-10-19,2017,0.074,20699240,4235,Metal Service Centers and Other Metal Merchant Wholesalers
columbia,Submarines,N0002413C2128,piping,L4ZMKLM4MPL3,MOOG INC.,2016-10-25,2017,0.064,20699517,3339,Fluid Power Cylinder and Actuator Manufacturing
columbia,Submarines,N0002413C2128,piping,L4ZMKLM4MPL3,MOOG INC.,2016-10-25,2017,0.064,20699516,3339,Fluid Power Cylinder and Actuator Manufacturing
columbia,Submarines,N0002413C2128,piping,L8T4R3N7ACL6,COLFAX CORPORATION,2016-10-26,2017,0.045,20699601,3329,Industrial Valve Manufacturing
columbia,Submarines,N0002413C2128,piping,VL3KQ5GEU6K1,"PALISADES HOLDINGS, INC.",2016-10-31,2017,0.094,20699242,4235,Metal Service Centers and Other Metal Merchant Wholesalers
columbia,Submarines,N0002413C2128,piping,LC7UN8MJYCJ7,RBC BEARINGS INCORPORATED,2016-11-04,2017,2.789,20699641,3329,Industrial Valve Manufacturing
columbia,Submarines,N0002413C2128,piping,LC7UN8MJYCJ7,RBC BEARINGS INCORPORATED,2016-11-04,2017,0.337,20699639,3329,Industrial Valve Manufacturing
columbia,Submarines,N0002413C2128,piping,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",2016-11-04,2017,0.165,20699431,,
columbia,Submarines,N0002413C2128,piping,L8T4R3N7ACL6,COLFAX CORPORATION,2016-11-14,2017,0.037,20699600,3329,Industrial Valve Manufacturing
columbia,Submarines,N0002413C2128,piping,Y5R2L8HWAUA8,"NAVUS AUTOMATION, INC",2016-11-14,2017,0.5,20699537,3339,All Other Miscellaneous General Purpose Machinery Manufacturing
columbia,Submarines,N0002413C2128,piping,Y5R2L8HWAUA8,"NAVUS AUTOMATION, INC",2016-11-14,2017,0.411,20699531,3339,All Other Miscellaneous General Purpose Machinery Manufacturing
columbia,Submarines,N0002413C2128,piping,L4ZMKLM4MPL3,MOOG INC.,2016-12-08,2017,0.065,20699518,3339,Fluid Power Cylinder and Actuator Manufacturing
columbia,Submarines,N0002413C2128,piping,L4ZMKLM4MPL3,MOOG INC.,2016-12-08,2017,0.003,20699514,3339,Fluid Power Cylinder and Actuator Manufacturing
columbia,Submarines,N0002413C2128,piping,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",2016-12-15,2017,0.191,20699254,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing
columbia,Submarines,N0002413C2128,piping,L8T4R3N7ACL6,COLFAX CORPORATION,2016-12-19,2017,0.221,20699608,3329,Industrial Valve Manufacturing
columbia,Submarines,N0002413C2128,piping,L8T4R3N7ACL6,COLFAX CORPORATION,2016-12-19,2017,0.03,20699599,3329,Industrial Valve Manufacturing
columbia,Submarines,N0002413C2128,piping,L4ZMKLM4MPL3,MOOG INC.,2016-12-20,2017,0.218,20699523,3339,Fluid Power Cylinder and Actuator Manufacturing
columbia,Submarines,N0002413C2128,piping,L4ZMKLM4MPL3,MOOG INC.,2016-12-20,2017,0.162,20699520,3339,Fluid Power Cylinder and Actuator Manufacturing
columbia,Submarines,N0002413C2128,piping,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,2017-01-13,2017,0.211,20699684,5511,"Corporate, Subsidiary, and Regional Managing Offices"
columbia,Submarines,N0002413C2128,piping,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,2017-01-13,2017,0.045,20699683,5511,"Corporate, Subsidiary, and Regional Managing Offices"
columbia,Submarines,N0002413C2128,piping,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,2017-01-13,2017,0.012,20699682,5511,"Corporate, Subsidiary, and Regional Managing Offices"
columbia,Submarines,N0002413C2128,piping,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",2017-02-02,2017,0.5,20699258,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing
columbia,Submarines,N0002413C2128,piping,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",2017-02-02,2017,0.5,20699257,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing
columbia,Submarines,N0002413C2128,piping,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",2017-02-02,2017,0.1,20699251,3329,All Other Miscellaneous Fabricated Metal Product Manufacturing
columbia,Submarines,N0002413C2128,piping,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",2017-02-14,2017,0.047,20699421,,
columbia,Submarines,N0002413C2128,piping,CN4DJZSKM3Y3,"PENNSYLVANIA MACHINE WORKS, INC.",2017-02-23,2017,0.079,20699591,3329,Fabricated Pipe and Pipe Fitting Manufacturing
