program,work_type,vendor_uei,vendor_name,basis,n_awards_fy22_25,dollars_fy22_25_$M,n_awards_all,dollars_all_$M,first_award_date,first_award_fy,last_award_date,is_new_entrant_fy22_25,also_active_other_program,median_interaward_days,max_gap_days,exited_flag,n_piids,piids
ddg,unbucketed,FMKADN1KAXH6,"HOSE-MCCANN TELEPHONE CO., INC.",residual,0,0.0,4,0.109,2016-11-21,2017,2018-03-14,False,True,239.0,317,False,1,N0002413C2307
ddg,unbucketed,RU3QHCAJP492,"HOFFER FLOW CONTROLS, INC.",residual,0,0.0,2,0.055,2015-08-04,2015,2016-06-01,False,False,302,302,False,1,N0002413C2307
ddg,unbucketed,K7L6DELLDU47,"GULF SALES AND SUPPLY, INCORPORATED",residual,0,0.0,2,0.067,2018-06-15,2018,2018-06-15,False,False,,,False,1,N0002413C2307
ddg,unbucketed,K3URF4HUNQS5,"GLOBAL, INCORPORATED",residual,0,0.0,25,2.831,2013-07-17,2013,2021-04-13,False,False,106,538,False,2,N0002413C2307;N0002418C2307
ddg,unbucketed,WUDSRNBSYC17,"ERIE FORGE AND STEEL, INC.",residual,0,0.0,9,35.598,2013-07-11,2013,2019-12-17,False,False,76.0,1652,False,1,N0002413C2307
ddg,unbucketed,DZ8RD2EBBMK5,GENUINE PARTS COMPANY,residual,0,0.0,1,0.047,2019-08-15,2019,2019-08-15,False,True,,,False,1,N0002413C2307
ddg,unbucketed,PGNTKH2XZAN5,"DEFENSE TECHNOLOGIES, INC.",residual,0,0.0,3,0.2,2015-06-08,2015,2016-07-05,False,False,196.5,200,False,1,N0002413C2307
ddg,unbucketed,CW48SQ7KJX68,"CRAFT MACHINE WORKS, INC.",residual,0,0.0,1,0.501,2013-09-25,2013,2013-09-25,False,True,,,False,1,N0002413C2307
ddg,unbucketed,P4NMA2SHLR53,"CORNET TECHNOLOGY, INC.",residual,0,0.0,1,0.039,2021-02-17,2021,2021-02-17,False,False,,,False,1,N0002413C2307
ddg,unbucketed,ZVCNH5GL1Z83,CORE ACTIVE FIXED INCOME,residual,0,0.0,4,0.268,2014-06-24,2014,2016-08-17,False,False,251,369,False,1,N0002413C2307
ddg,unbucketed,Q4LMAMECTR44,"CONNECTOR SPECIALISTS, INC.",residual,0,0.0,3,0.135,2017-06-16,2017,2018-05-14,False,False,166.0,329,False,1,N0002413C2307
ddg,unbucketed,GNFJGT9MKJW5,"CONNECTICUT VALLEY INDUSTRIES, LLC",residual,0,0.0,4,0.45,2013-07-26,2013,2015-04-18,False,False,315.5,617,False,1,N0002413C2307
ddg,unbucketed,KAJ2U4MCB329,"CHELSEA CLOCK, LLC, THE",residual,0,0.0,3,0.084,2016-07-18,2016,2018-02-06,False,False,284.0,319,False,1,N0002413C2307
ddg,unbucketed,LCTCMUR9KYB6,"CAJUN PROCESS SOLUTIONS, LLC",residual,0,0.0,2,0.073,2016-09-14,2016,2017-04-07,False,False,205,205,False,1,N0002413C2307
ddg,unbucketed,KFP8JR5HL191,ARA SERVICES LLC.,residual,0,0.0,2,0.084,2021-06-10,2021,2021-06-28,False,False,18,18,False,1,N0002413C2307
ddg,unbucketed,K1M4HECUHKR4,AEA EUROPE FUND L.P.,residual,0,0.0,6,0.509,2013-12-11,2014,2019-07-12,False,True,250,862,False,2,N0002413C2307;N0002418C2307
ddg,unbucketed,K783PK4DZEE3,"ADVANTEC MANUFACTURING USA, INC.",residual,0,0.0,2,0.124,2013-10-11,2014,2013-10-14,False,False,3,3,False,1,N0002413C2307
ddg,unbucketed,KH92FV2FJC26,"THRUSTMASTER OF TEXAS, INC.",residual,0,0.0,1,1.64,2016-05-26,2016,2016-05-26,False,False,,,False,1,N0002414C4313
ddg,unbucketed,CPSRQJC6C379,"SECURE COMPONENTS, LLC",residual,0,0.0,1,0.463,2019-05-24,2019,2019-05-24,False,False,,,False,1,N0002414C4313
ddg,unbucketed,QN84GSHNM1M7,"BACHARACH, INC.",residual,0,0.0,3,0.198,2019-04-15,2019,2021-01-12,False,False,319.0,354,False,2,N0002414C4313;N0002418C2307
ddg,unbucketed,LKXHMX1K3AC5,NATIONAL INSTRUMENTS CORPORATION,residual,0,0.0,1,0.201,2018-06-01,2018,2018-06-01,False,True,,,False,1,N0002414C4313
ddg,unbucketed,YK4TPH3YV3S3,MARITIME APPLIED PHYSICS CORP,residual,0,0.0,1,0.08,2018-06-14,2018,2018-06-14,False,False,,,False,1,N0002414C4313
ddg,unbucketed,F1UZPBD1VBH9,"LYME COMPUTER SYSTEMS, INC.",residual,0,0.0,1,0.553,2019-05-13,2019,2019-05-13,False,False,,,False,1,N0002414C4313
ddg,unbucketed,UK5FSMFVWEH3,LGS INNOVATIONS LLC,residual,0,0.0,1,0.057,2017-08-16,2017,2017-08-16,False,False,,,False,1,N0002414C4313
ddg,unbucketed,FNDNN65LLG73,"INFINITE ELECTRONICS, INC.",residual,0,0.0,1,0.038,2018-06-11,2018,2018-06-11,False,False,,,False,1,N0002414C4313
ddg,unbucketed,LUEGYMGV9N31,"INGRAM TECHNOLOGIES, LLC",residual,0,0.0,1,0.15,2017-04-28,2017,2017-04-28,False,False,,,False,1,N0002414C4313
ddg,unbucketed,NLXHHB71VMK5,REPUBBLICA ITALIANA,residual,0,0.0,3,1.026,2016-08-31,2016,2018-12-07,False,False,414.0,689,False,1,N0002414C4313
ddg,unbucketed,VVWBUNAVPF34,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,residual,0,0.0,1,0.065,2019-04-17,2019,2019-04-17,False,False,,,False,1,N0002414C4313
ddg,unbucketed,MLZGT2BJ4J13,"ENPRO INDUSTRIES, INC.",residual,0,0.0,1,0.142,2018-12-14,2019,2018-12-14,False,True,,,False,1,N0002414C4313
ddg,unbucketed,KB43RQK7PAH3,CUBIC CORPORATION,residual,0,0.0,1,1.39,2018-05-08,2018,2018-05-08,False,False,,,False,1,N0002414C4313
ddg,unbucketed,NFTFCKNL7Z57,"COASTAL MARINE EQUIPMENT, INC.",residual,0,0.0,1,0.047,2018-05-30,2018,2018-05-30,False,False,,,False,1,N0002414C4313
ddg,unbucketed,EKBRGQ6L48L8,"BRIARTEK, INC.",residual,0,0.0,1,0.032,2019-04-29,2019,2019-04-29,False,False,,,False,1,N0002414C4313
ddg,unbucketed,FVGUCFG6HLK7,BLACKMER,residual,0,0.0,1,0.103,2017-10-31,2018,2017-10-31,False,False,,,False,1,N0002414C4313
ddg,unbucketed,GJU6WW45U4F4,ARROWHEAD GLOBAL LLC,residual,0,0.0,2,0.335,2019-07-25,2019,2019-09-03,False,False,40,40,False,1,N0002414C4313
ddg,unbucketed,KLLANFLBFBA3,HACKFORTH HOLDING GMBH & CO. KG,residual,0,0.0,1,0.334,2019-07-03,2019,2019-07-03,False,False,,,False,1,N0002414C4313
ddg,unbucketed,LXC1G6NGF1W5,ELECTROCOMPONENTS PUBLIC LIMITED COMPANY,residual,0,0.0,1,0.034,2018-06-19,2018,2018-06-19,False,True,,,False,1,N0002414C4313
ddg,unbucketed,QM7GAR7U8NK3,AIRBUS SE,residual,0,0.0,1,6.528,2017-07-14,2017,2017-07-14,False,False,,,False,1,N0002414C4313
ddg,unbucketed,Y9LLF354DH36,"BIRD-JOHNSON PROPELLER COMPANY, LLC",residual,0,0.0,1,3.698,2001-10-22,2002,2001-10-22,False,False,,,False,1,N0002418C2305
ddg,unbucketed,NUMJXMNFTW19,SECHAN ELECTRONICS INC,residual,0,0.0,1,0.064,2026-01-08,2026,2026-01-08,False,False,,,False,1,N0002418C2307
ddg,unbucketed,PWYQJP152BE5,"APPLIED INDUSTRIAL TECHNOLOGIES, INC.",residual,0,0.0,1,0.055,2025-12-03,2026,2025-12-03,False,False,,,False,1,N0002418C2307
ddg,unbucketed,WMKNZ361LYM4,"EVOQUA WATER TECHNOLOGIES, LLC",residual,0,0.0,2,0.454,2025-11-18,2026,2025-11-20,False,False,2,2,False,1,N0002418C2307
ddg,unbucketed,MAKYNVTMNZX1,"TRAC REGULATOR CO., INC.",residual,0,0.0,4,0.397,2025-11-20,2026,2025-11-20,False,True,,,False,2,N0002418C2307;N0002423C2307
ddg,unbucketed,CXZ9PUEZ5SQ7,BLACK & DECKER (U.S.) INC.,residual,0,0.0,1,0.361,2025-10-01,2026,2025-10-01,False,False,,,False,1,N0002418C2307
ddg,unbucketed,UXLBKCMVY819,FLOWORKS INTERNATIONAL LLC,residual,0,0.0,2,0.064,2019-05-27,2019,2019-11-27,False,False,184,184,False,1,N0002418C2307
ddg,unbucketed,WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",residual,0,0.0,2,0.073,2021-06-08,2021,2021-06-08,False,True,,,False,1,N0002418C2307
ddg,unbucketed,JU7ZGUDEJA79,RAILWAY SPECIALTIES CORPORATION,residual,0,0.0,4,0.565,2019-11-20,2020,2021-05-20,False,False,273.5,545,False,1,N0002418C2307
ddg,unbucketed,L14LNGXH8M26,CURTIS WRIGHT BUILDERS LLC,residual,0,0.0,2,0.347,2021-01-11,2021,2021-01-11,False,False,,,False,1,N0002419C2322
ddg,unbucketed,PNQKKYEK31E3,BAE SYSTEMS HOLDINGS INC.,residual,0,0.0,1,0.195,2021-03-23,2021,2021-03-23,False,False,,,False,1,N0002419C2322
ddg,unbucketed,PTVDFVF3JNX6,SILICO SYSTEMS LLC,residual,1,-0.052,2,-0.012,2025-04-10,2025,2026-05-22,True,False,407,407,False,1,N0002413C2307
submarines,castings,N1PJDANWUJ61,SCOT FORGE COMPANY,registry,300,146.185,740,353.006,2016-02-05,2016,2025-08-21,False,True,5,164,False,6,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117;N0002424C2110
submarines,castings,CDVZLNCU7Z44,LEHIGH HEAVY FORGE CORP,naics4,15,13.513,15,13.513,2022-05-27,2022,2025-01-02,True,False,62,200,False,3,N0002417C2100;N0002417C2117;N0002424C2110
submarines,castings,MKDGDE6K34N5,"D. W. CLARK, INC",naics4,48,11.195,58,11.54,2018-09-04,2018,2025-07-30,False,False,21,743,False,3,N0002417C2100;N0002417C2117;N0002424C2110
submarines,castings,CXK2Y51KDBW1,PRL INDUSTRIES INC,naics4,10,9.816,10,9.816,2022-03-22,2022,2025-03-19,True,False,64,484,False,2,N0002417C2117;N0002424C2110
submarines,castings,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",naics4,31,7.402,56,15.694,2016-02-01,2016,2025-02-18,False,True,24.0,377,False,4,N0002412C2115;N0002413C2128;N0002417C2100;N0002417C2117
submarines,castings,GR2CKSBB4MB5,LENAPE FORGED PRODUCTS CORP,naics4,22,5.658,59,9.988,2017-01-09,2017,2025-08-21,False,False,42,364,False,4,N0002412C2115;N0002417C2100;N0002417C2117;N0002424C2110
submarines,castings,HTR5K76FMH84,"FEDERAL BRONZE CASTING INDUSTRIES, INC.",naics4,15,2.813,45,6.522,2016-08-17,2016,2025-08-08,False,False,60.0,473,False,4,N0002413C2128;N0002417C2100;N0002417C2117;N0002424C2110
submarines,castings,S9FENR91JGV9,THE CARONDELET FOUNDRY CORPORATION,naics4,4,0.868,4,0.868,2022-12-16,2023,2025-01-14,True,False,253,475,False,1,N0002417C2117
submarines,castings,SVXNHLLWX953,ELLWOOD NATIONAL FORGE COMPANY,registry,1,0.08,1,0.08,2024-06-27,2024,2024-06-27,True,True,,,False,1,N0002424C2110
submarines,castings,L1HLXNPQSKM7,PARK CORPORATION,naics4,0,0.0,6,0.861,2017-09-11,2017,2018-05-30,False,False,130.5,231,False,2,N0002417C2100;N0002417C2117
submarines,castings,XD2KRCD9W4A5,P R L INC,naics4,0,0.0,2,-3.123,2021-06-28,2021,2021-08-23,False,False,56,56,False,1,N0002417C2117
submarines,castings,GKPGD2F1LKL5,"ELLWOOD GROUP, INC.",registry,0,0.0,1,0.145,2018-05-25,2018,2018-05-25,False,True,,,False,1,N0002417C2117
submarines,coatings,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,registry,67,96.798,149,217.47,2016-01-06,2016,2025-02-11,False,True,26,216,False,8,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117;N0002419C2114;N0002419C2115;N0002424C2110
submarines,coatings,EGAVSJTA2D81,GOODRICH CORP,registry,28,61.622,29,64.945,2021-07-30,2021,2024-08-06,False,True,25,238,False,2,N0002417C2100;N0002417C2117
submarines,coatings,FLDEFFBLR5P3,"GLOBE COMPOSITE SOLUTIONS, LLC",registry,15,54.277,49,108.988,2016-05-16,2016,2023-11-07,False,False,33.0,861,True,4,N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117
submarines,coatings,G9HKMXL5L973,"OIL STATES INDUSTRIES, INC.",registry,62,29.982,64,28.928,2021-01-14,2021,2025-08-20,False,False,21,182,False,3,N0002417C2100;N0002417C2117;N0002424C2110
submarines,coatings,XFMBL7A963X9,"OIL STATES INTERNATIONAL, INC.",registry,18,11.851,53,74.47,2016-02-03,2016,2023-11-21,False,False,21.5,515,True,4,N0002412C2115;N0002413C2128;N0002417C2100;N0002417C2117
submarines,coatings,ZVFUENFF77T1,"HUTCHINSON AEROSPACE & INDUSTRY, INC.",registry,10,7.797,10,7.797,2022-11-17,2023,2025-01-22,True,True,70,195,False,2,N0002417C2100;N0002417C2117
submarines,coatings,E86GJS762JJ5,TOTAL SA,registry,4,6.871,4,6.871,2022-02-16,2022,2023-11-21,True,True,117,484,True,2,N0002417C2100;N0002417C2117
submarines,coatings,WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",naics4,16,6.761,34,15.351,2016-05-23,2016,2025-06-23,False,True,78.0,322,False,4,N0002413C2128;N0002417C2100;N0002417C2117;N0002424C2110
submarines,coatings,KZGEJ29ND6K3,EVONIK CORPORATION,naics4,11,2.228,11,2.228,2021-10-13,2022,2025-01-06,True,False,144.0,313,False,2,N0002416C2111;N0002417C2100
submarines,coatings,VD1NLZGAJ2L4,"DURAMAX MARINE, LLC",naics4,2,1.145,3,1.411,2019-07-29,2019,2023-09-27,False,False,760.5,996,True,1,N0002417C2117
submarines,coatings,VJFKVNQBYVL5,GREENE RUBBER CO INC,naics4,15,0.722,22,1.007,2018-04-30,2018,2025-06-06,False,True,95.5,780,False,4,N0002413C2128;N0002417C2100;N0002417C2117;N0002424C2110
submarines,coatings,PPLZG8J3N9D4,UNITED TECHNOLOGIES CORPORATION,residual,3,0.489,59,10.531,2016-02-02,2016,2022-02-08,False,True,35,352,True,5,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117
submarines,coatings,VLY1XBVNLJK8,RAG-STIFTUNG,naics4,0,0.0,29,6.607,2017-02-17,2017,2021-09-28,False,False,60.5,312,False,3,N0002412C2115;N0002416C2111;N0002417C2100
submarines,electrical,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,registry,40,1150.972,117,2003.169,2016-04-26,2016,2024-12-02,False,False,17.5,449,False,7,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117;N0002419C2114;N0002424C2110
submarines,electrical,W8PTMRME1496,LEONARDO SPA,registry,83,434.071,159,508.718,2016-05-23,2016,2025-04-10,False,True,15.0,407,False,8,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117;N0002419C2114;N0002419C2115;N0002424C2110
submarines,electrical,D77VA4G9VJG8,CATERPILLAR INC,registry,12,19.516,12,19.516,2022-03-15,2022,2024-07-16,True,False,45,252,False,1,N0002417C2117
submarines,electrical,WVW5FMYALEL6,"PLAINVILLE ELECTRICAL PRODUCTS COMPANY, THE",registry,7,17.881,17,21.36,2017-09-28,2017,2024-10-04,False,True,104,647,False,2,N0002416C2111;N0002417C2117
submarines,electrical,Z89SS59265U9,ESPEY MFG AND ELECTRONICS CORP,registry,31,16.261,56,17.508,2017-03-31,2017,2025-06-30,False,True,32,542,False,5,N0002412C2115;N0002416C2111;N0002417C2100;N0002417C2117;N0002424C2110
submarines,electrical,XDF1FRDG8KK4,"FOSTER-MILLER, INC.",registry,9,9.165,9,9.165,2022-09-20,2022,2025-06-19,True,False,48.5,631,False,4,N0002416C2111;N0002417C2100;N0002417C2117;N0002424C2110
submarines,electrical,CT5WNUADNZ44,AMPHENOL CORPORATION,registry,5,8.27,5,8.27,2022-04-26,2022,2023-06-21,True,False,93.0,215,True,2,N0002417C2100;N0002417C2117
submarines,electrical,RXA2JHPN9JD3,"BRANTNER AND ASSOCIATES, INC.",registry,27,8.102,27,8.102,2022-03-09,2022,2025-01-22,True,False,21.5,240,False,2,N0002417C2100;N0002417C2117
submarines,electrical,MKXMUFJJYLY5,WARD LEONARD CT LLC,registry,15,7.729,17,7.931,2021-02-18,2021,2024-11-13,False,True,75,462,False,2,N0002417C2100;N0002417C2117
submarines,electrical,NTREK31GP8N3,KSARIA CORPORATION,registry,20,7.508,38,11.281,2016-04-21,2016,2024-10-15,False,True,56,463,False,3,N0002412C2115;N0002417C2100;N0002417C2117
submarines,electrical,E9DKKLZNCQS9,TRIDENT MARITIME SYSTEMS UK LIMITED,registry,9,5.787,9,5.787,2022-06-23,2022,2025-04-08,True,False,151,291,False,4,N0002416C2111;N0002417C2100;N0002417C2117;N0002424C2110
submarines,electrical,H8CSTCGGDD87,STRYTEN ENERGY LLC,naics4,1,4.365,1,4.365,2025-01-24,2025,2025-01-24,True,False,,,False,1,N0002417C2117
submarines,electrical,CDP4EDVLFNX9,NORTECH SYSTEMS INC,naics4,2,3.51,2,3.51,2022-06-22,2022,2022-11-18,True,False,149,149,True,1,N0002417C2100
submarines,electrical,ZW3UMG9YVNA9,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",registry,26,3.326,26,3.326,2021-12-01,2022,2025-01-22,True,True,42.0,334,False,2,N0002417C2100;N0002417C2117
submarines,electrical,LL4CVJVLBGN1,QINETIQ GROUP PLC,registry,1,2.664,13,5.856,2019-04-24,2019,2023-05-04,False,False,300,658,True,3,N0002416C2111;N0002417C2100;N0002417C2117
submarines,electrical,TUJCSP9NJ6V5,"BRANTNER AND ASSOCIATES, INC.",registry,6,2.285,6,2.285,2023-03-10,2023,2023-10-27,True,False,36,130,True,2,N0002417C2100;N0002417C2117
submarines,electrical,WREEAHYMRQ45,AMPHENOL CORPORATION,registry,1,2.082,3,2.177,2017-11-20,2018,2021-12-22,False,False,746.5,1423,True,3,N0002412C2115;N0002416C2111;N0002417C2117
submarines,electrical,SKKACASET588,DYNALEC CORPORATION,registry,4,1.655,12,3.509,2017-04-18,2017,2024-06-03,False,True,240.0,909,False,3,N0002413C2128;N0002417C2100;N0002417C2117
submarines,electrical,DDT1W4957HW7,AISH TECHNOLOGIES LIMITED,registry,1,1.647,1,1.647,2023-07-14,2023,2023-07-14,True,False,,,False,1,N0002417C2117
submarines,electrical,T2PGFX9RZJH9,SCHNEIDER ELECTRIC HOLDING ASIE PACIFIQUE,naics4,4,1.286,4,1.286,2022-10-13,2023,2025-06-11,True,True,419,451,False,3,N0002417C2100;N0002417C2117;N0002424C2110
submarines,electrical,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,naics4,7,0.885,27,3.174,2016-02-03,2016,2024-11-21,False,False,129.5,439,False,5,N0002412C2115;N0002416C2111;N0002417C2100;N0002417C2117;N0002424C2110
submarines,electrical,N9K8Y7U3RGA9,CATERPILLAR INC.,registry,1,0.08,16,4.126,2016-07-22,2016,2022-02-21,False,False,77,774,True,5,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117
submarines,electrical,JKZNKGGWYZ87,CURTISS-WRIGHT CORPORATION,registry,1,0.044,1,0.044,2021-10-15,2022,2021-10-15,True,False,,,False,1,N0002417C2117
submarines,electrical,PG7AZJQMRL27,"ASCO POWER TECHNOLOGIES, L.P.",naics4,1,0.038,1,0.038,2023-04-18,2023,2023-04-18,True,True,,,False,1,N0002417C2117
submarines,electrical,KMDLJAJQ4UM1,TE CONNECTIVITY LTD.,registry,1,0.033,1,0.033,2021-12-14,2022,2021-12-14,True,False,,,False,1,N0002417C2117
submarines,electrical,MDH6KH9D4SG7,SCHNEIDER ELECTRIC SE,naics4,1,0.031,1,0.031,2021-12-14,2022,2021-12-14,True,False,,,False,1,N0002417C2117
submarines,electrical,LCV2N9FVV739,NORTHROP GRUMMAN CORPORATION,registry,1,0.012,2,1.293,2021-09-24,2021,2021-12-17,False,False,84,84,True,2,N0002413C2128;N0002417C2117
submarines,electrical,PQNBC8KG93R3,AMPHENOL CORPORATION,registry,1,0.003,3,2.732,2020-01-28,2020,2021-11-19,False,False,330.5,620,True,2,N0002417C2100;N0002417C2117
submarines,electrical,CMANNFGEFNP6,WARD LEONARD HOLDINGS LLC,registry,0,0.0,17,1.634,2017-03-03,2017,2019-11-14,False,True,39.0,304,False,2,N0002412C2115;N0002417C2100
submarines,electrical,PVMFSLG6GFF7,MTS SYSTEMS CORPORATION,registry,0,0.0,19,44.257,2016-08-30,2016,2020-01-28,False,False,78.5,230,False,5,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117
submarines,electrical,UCNMVD1EMHN4,NORTECH SYSTEMS INCORPORATED,naics4,0,0.0,1,0.114,2018-01-31,2018,2018-01-31,False,False,,,False,1,N0002412C2115
submarines,electrical,KDNEW5AC1X41,AGI UK ACQUISITION LIMITED,registry,0,0.0,11,15.02,2017-07-27,2017,2021-09-07,False,False,117,689,False,4,N0002412C2115;N0002416C2111;N0002417C2100;N0002417C2117
submarines,electrical,C7QHHMJEALN1,"MONROE CABLE COMPANY, INC., THE",registry,0,0.0,1,0.136,2018-06-25,2018,2018-06-25,False,True,,,False,1,N0002416C2111
submarines,electrical,MS4MJ49T13Q8,QINETIQ HOLDINGS LIMITED,registry,0,0.0,1,1.4,2017-07-07,2017,2017-07-07,False,False,,,False,1,N0002416C2111
submarines,electrical,E57FS3E4CQ19,DRS NAVAL POWER SYSTEMS INC,registry,5,-0.097,5,-0.097,2022-07-26,2022,2023-10-03,True,True,217.0,339,True,2,N0002416C2111;N0002417C2117
submarines,electrical,YYVHWZMPP3F8,DRS NAVAL POWER SYSTEMS INC,registry,2,-1.121,2,-1.121,2021-12-17,2022,2022-03-02,True,True,75,75,True,2,N0002416C2111;N0002417C2100
submarines,hvac,SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",registry,18,49.447,26,58.72,2018-10-16,2019,2024-07-12,False,True,42.5,841,False,3,N0002413C2128;N0002417C2100;N0002417C2117
submarines,hvac,UHXFGP3DCRK7,HANSOME ENERGY SYSTEMS INC,registry,13,28.308,16,31.481,2017-05-04,2017,2024-08-22,False,False,115,979,False,4,N0002413C2128;N0002417C2100;N0002417C2117;N0002424C2110
submarines,hvac,LJRBXLTGXN57,"CEPEDA ASSOCIATES, INC.",registry,17,21.326,60,34.018,2016-02-29,2016,2025-07-25,False,False,28,472,False,6,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117;N0002424C2110
submarines,hvac,QLUGMNNMV4L8,"DONALDSON COMPANY, INC.",naics4,6,1.246,6,1.246,2022-10-14,2023,2022-12-22,True,False,14,42,True,2,N0002417C2100;N0002417C2117
submarines,hvac,RJGEKQDTZKT8,ELECTRIC HEATER CO,naics4,6,0.923,6,0.923,2022-04-25,2022,2023-12-19,True,True,93,218,True,2,N0002417C2100;N0002417C2117
submarines,hvac,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,registry,0,0.0,24,60.528,2016-02-19,2016,2021-07-12,False,True,83,537,False,5,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117
submarines,hvac,DD7KGPMP93C1,HEH HOLDINGS LLC,naics4,0,0.0,7,1.002,2017-02-20,2017,2019-08-09,False,True,119.5,361,False,3,N0002412C2115;N0002417C2100;N0002417C2117
submarines,machining,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",registry,147,30.222,309,64.501,2016-02-01,2016,2025-08-14,False,False,8,204,False,6,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117;N0002424C2110
submarines,machining,F76KN7T9YP64,WAUKESHA BEARINGS CORPORATION,registry,16,22.255,16,22.255,2021-11-02,2022,2024-10-09,True,False,17,276,False,3,N0002417C2100;N0002417C2117;N0002424C2110
submarines,machining,K3XPS1HXNBF3,"B & F MACHINE CO., INC.",registry,124,17.259,264,39.618,2016-02-19,2016,2025-08-22,False,False,8,169,False,6,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117;N0002424C2110
submarines,machining,FWF8QBPCGLG3,GENERAL TOOL COMPANY,registry,39,8.619,48,9.564,2016-11-16,2017,2025-08-07,False,True,33,826,False,5,N0002412C2115;N0002413C2128;N0002417C2100;N0002417C2117;N0002424C2110
submarines,machining,VXHFDAKS2LZ6,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,naics4,6,8.326,6,8.326,2022-03-22,2022,2025-01-09,True,False,330,639,False,2,N0002417C2100;N0002417C2117
submarines,machining,Z43PV7K61YL4,WAUKESHA BEARINGS CORPORATION,registry,3,6.017,3,6.017,2022-01-18,2022,2023-10-12,True,False,316.0,513,True,1,N0002417C2117
submarines,machining,QZ9GLUKS1MS9,ARTCRAFT FABRICATORS INC,naics4,2,5.576,2,5.576,2024-04-25,2024,2024-06-25,True,False,61,61,False,1,N0002417C2117
submarines,machining,NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",naics4,79,5.532,177,11.698,2016-01-21,2016,2025-08-15,False,False,15.5,179,False,5,N0002412C2115;N0002413C2128;N0002417C2100;N0002417C2117;N0002424C2110
submarines,machining,WAJ6RKYZTYL3,C & C METALS ENGINEERING INC,naics4,73,5.124,117,6.914,2019-03-05,2019,2025-08-06,False,False,17.0,158,False,4,N0002416C2111;N0002417C2100;N0002417C2117;N0002424C2110
submarines,machining,QB7EKDNK2E83,SHELBY SUPPLY CO LLC,naics4,43,4.588,59,5.316,2016-02-16,2016,2024-11-08,False,True,19.5,559,False,3,N0002412C2115;N0002417C2100;N0002417C2117
submarines,machining,E2P8AAJA2LK5,"MICRO PRECISION, LLC",naics4,34,4.018,123,8.927,2016-04-13,2016,2025-06-25,False,False,21,403,False,6,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117;N0002424C2110
submarines,machining,USRQZ9JUAF88,COGITIC CORPORATION,naics4,17,3.738,17,3.738,2022-03-23,2022,2024-11-22,True,False,31,247,False,2,N0002417C2100;N0002417C2117
submarines,machining,U5K7DSV5D3U7,"BARBER-NICHOLS, LLC",naics4,1,2.9,1,2.9,2023-05-16,2023,2023-05-16,True,False,,,False,1,N0002417C2117
submarines,machining,F17YKE4BDQS4,"TM INDUSTRIES, LLC",naics4,30,2.647,30,2.647,2022-04-05,2022,2024-11-13,True,False,19.0,235,False,3,N0002417C2100;N0002417C2117;N0002424C2110
submarines,machining,G45GNP4ARKJ3,PROTERIAL CABLE AMERICA INC,naics4,36,2.061,37,2.13,2021-01-19,2021,2025-01-16,False,False,26.5,468,False,2,N0002417C2100;N0002417C2117
submarines,machining,RC1NNGFRMMM7,"STANLEY BLACK & DECKER, INC.",naics4,21,1.92,21,1.92,2021-10-18,2022,2025-01-14,True,True,41,180,False,2,N0002417C2100;N0002417C2117
submarines,machining,LFFYZFAR2EH2,MAJOR TOOL & MACHINE INC,registry,1,1.155,1,1.155,2024-08-12,2024,2024-08-12,True,False,,,False,1,N0002417C2117
submarines,machining,XBY5FEGMU441,THE TIMKEN COMPANY,naics4,4,1.06,4,1.06,2023-04-26,2023,2024-09-12,True,False,142,355,False,3,N0002417C2100;N0002417C2117;N0002424C2110
