program,work_type,vendor_uei,vendor_name,basis,n_awards_fy22_25,dollars_fy22_25_$M,n_awards_all,dollars_all_$M,first_award_date,first_award_fy,last_award_date,is_new_entrant_fy22_25,also_active_other_program,median_interaward_days,max_gap_days,exited_flag,n_piids,piids
ddg,unbucketed,E6ACL8BWKN47,"ENERGY FOCUS, INC.",residual,1,0.07,1,0.07,2022-12-09,2023,2022-12-09,True,False,,,False,1,N0002413C2307
ddg,unbucketed,VJFKVNQBYVL5,GREENE RUBBER CO INC,residual,1,0.07,1,0.07,2023-09-01,2023,2023-09-01,True,True,,,False,1,N0002419C2322
ddg,unbucketed,SPJDDHTQBSY9,"HUNTER DEFENSE TECHNOLOGIES, INC.",residual,1,0.068,3,0.2,2019-02-07,2019,2023-06-13,False,False,793.5,810,True,1,N0002418C2307
ddg,unbucketed,DJ4XUHDKTH71,FORENTA LP,residual,2,0.067,2,0.067,2023-03-27,2023,2023-11-13,True,False,231,231,True,1,N0002418C2307
ddg,unbucketed,GMVJD1H9JQX8,"MICROFLEX, INC.",residual,2,0.063,2,0.063,2025-08-01,2025,2025-08-01,True,True,,,False,2,N0002418C2307;N0002423C2307
ddg,unbucketed,K8T6RF8WAKC3,"WING INFLATABLES, INC.",residual,1,0.062,1,0.062,2022-02-18,2022,2022-02-18,True,False,,,False,1,N0002419C2322
ddg,unbucketed,G9XVDY2MZMX5,INSINGER MACHINE CO,residual,1,0.062,1,0.062,2023-08-10,2023,2023-08-10,True,False,,,False,1,N0002419C4452
ddg,unbucketed,CR99X5Q2KQS1,LBI INC,residual,2,0.06,2,0.06,2022-11-17,2023,2023-08-14,True,True,270,270,True,2,N0002413C2305;N0002418C2305
ddg,unbucketed,S6F5JLBSADM7,MIL-SPEC WIRE & CABLE CO,residual,1,0.059,1,0.059,2022-10-20,2023,2022-10-20,True,False,,,False,1,N0002419C4452
ddg,unbucketed,ZVFUENFF77T1,TOTALENERGIES SE,residual,1,0.055,2,0.111,2024-09-13,2024,2025-12-09,True,True,452,452,False,1,N0002418C2307
ddg,unbucketed,JL4THZCMNKR7,JACKSON PLATING CO.,residual,1,0.054,6,0.334,2015-04-07,2015,2025-02-06,False,False,299,2368,False,4,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307
ddg,unbucketed,JUN5EFMB2NZ7,THOMPSON SUPPLY CO INC,residual,2,0.054,2,0.054,2023-04-03,2023,2023-09-25,True,False,175,175,True,1,N0002418C2307
ddg,unbucketed,GC3AEESM5MT3,"IDEAL SUPPLY, INC.",residual,1,0.054,1,0.054,2023-08-25,2023,2023-08-25,True,False,,,False,1,N0002419C2322
ddg,unbucketed,JDDMPNDNQ3L5,USBID INCORPORATED,residual,1,0.053,3,0.11,2019-02-20,2019,2022-07-22,False,False,624.0,1040,True,2,N0002413C2307;N0002418C2307
ddg,unbucketed,M6ZTA4NZGLQ5,"ANDERSON METAL INDUSTRIES, INC.",residual,1,0.052,13,0.505,2013-07-26,2013,2025-10-28,False,False,335,1098,False,4,N0002411C2309;N0002413C2307;N0002418C2307;N0002423C2307
ddg,unbucketed,LZQFW2PSQ4C3,HARDWARE SPECIALTY CO,residual,1,0.052,1,0.052,2022-11-14,2023,2022-11-14,True,False,,,False,1,N0002419C4452
ddg,unbucketed,LSGYNGHKB863,DEBAN ENTERPRISES INC,residual,1,0.051,10,0.451,2015-01-14,2015,2024-05-17,False,False,171.0,1193,True,4,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307
ddg,unbucketed,DA2CMNNJWSZ4,CAPTAIN FREDS SEA TRIAL SUPPORT LLC,residual,1,0.051,1,0.051,2025-03-03,2025,2025-03-03,True,False,,,False,1,N0002418C2307
ddg,unbucketed,QB7EKDNK2E83,TIM BRIERE,residual,1,0.05,1,0.05,2022-03-16,2022,2022-03-16,True,True,,,False,1,N0002413C2305
ddg,unbucketed,RYRLL49HWN65,BAKER SHEET METAL CORPORATION,residual,1,0.048,6,0.527,2013-06-19,2013,2022-01-04,False,True,312,2008,True,3,N0002411C2307;N0002411C2309;N0002418C2307
ddg,unbucketed,FNQARYRJJEL5,"COSPOLICH, INC.",residual,1,0.047,6,0.202,2013-07-26,2013,2023-06-12,False,True,656,1210,True,4,N0002411C2307;N0002413C2307;N0002418C2307;N0002419C4452
ddg,unbucketed,YGFEZY19YQR9,NORTHROP GRUMMAN SYSTEMS CORP,residual,1,0.046,1,0.046,2022-03-01,2022,2022-03-01,True,False,,,False,1,N0002419C4452
ddg,unbucketed,FVC6G8L6UZ95,H & C TOOL SUPPLY CORP.,residual,1,0.044,1,0.044,2022-08-22,2022,2022-08-22,True,False,,,False,1,N0002419C2322
ddg,unbucketed,HJUAXSF12JR6,"CUSTOM HYDRAULIC & MACHINE, INC.",residual,1,0.043,1,0.043,2023-08-09,2023,2023-08-09,True,True,,,False,1,N0002419C2322
ddg,unbucketed,RDFUGEUNVCN9,ASC ENGINEERED SOLUTIONS LLC,residual,1,0.042,1,0.042,2025-02-07,2025,2025-02-07,True,False,,,False,1,N0002418C2307
ddg,unbucketed,YET2PMM1L7J4,AUTOMATED PRECISION INC.,residual,1,0.04,1,0.04,2022-06-27,2022,2022-06-27,True,False,,,False,1,N0002413C2307
ddg,unbucketed,DBQGN324ULK3,"W.W. GRAINGER, INC.",residual,1,0.04,1,0.04,2025-07-31,2025,2025-07-31,True,True,,,False,1,N0002418C2307
ddg,unbucketed,YLE5AAYNVPK6,"NOBLE SUPPLY & LOGISTICS, LLC",residual,1,0.039,1,0.039,2024-12-04,2025,2024-12-04,True,False,,,False,1,N0002413C2305
ddg,unbucketed,FC3YWXFNT7U6,SERCO GROUP PLC,residual,1,0.039,8,0.813,2019-10-02,2020,2022-03-04,False,False,43,378,True,2,N0002413C2307;N0002419C2322
ddg,unbucketed,QLMUV48L7HP4,KADANT INC.,residual,1,0.036,1,0.036,2023-06-02,2023,2023-06-02,True,True,,,False,1,N0002418C2307
ddg,unbucketed,XWTZJC873626,UIP INTERNATIONAL LLC,residual,1,0.035,2,0.12,2025-08-22,2025,2025-10-14,True,True,53,53,False,1,N0002418C2307
ddg,unbucketed,F99CKJDLYZR3,"WESCO DISTRIBUTION, INC.",residual,1,0.035,1,0.035,2024-08-19,2024,2024-08-19,True,False,,,False,1,N0002418C2307
ddg,unbucketed,DHGJVCVAFYE3,"CALIFORNIA MARINE CLEANING, INC.",residual,1,0.035,1,0.035,2021-12-15,2022,2021-12-15,True,False,,,False,1,N0002419C2322
ddg,unbucketed,NK1RB5VKXES9,"DETROIT SWITCH, INC.",residual,1,0.034,8,0.241,2014-08-15,2014,2022-01-07,False,True,278,813,True,2,N0002413C2307;N0002418C2307
ddg,unbucketed,QF3MD1MU1651,"J.G.B. ENTERPRISES, INC.",residual,1,0.033,4,0.169,2016-05-13,2016,2023-05-23,False,False,534,1559,True,2,N0002413C2307;N0002418C2307
ddg,unbucketed,UU26FKF1MML6,BERKSHIRE HATHAWAY INC.,residual,1,0.033,1,0.033,2024-07-25,2024,2024-07-25,True,True,,,False,1,N0002418C2307
ddg,unbucketed,DZTKCR7BXVJ5,"LABORDE PRODUCTS, INC.",residual,1,0.032,1,0.032,2022-02-21,2022,2022-02-21,True,False,,,False,1,N0002413C2307
ddg,unbucketed,GU9WXNREUPZ1,FORENTA L.P.,residual,1,0.032,7,0.189,2014-10-28,2015,2022-08-23,False,False,411.0,1135,True,2,N0002413C2307;N0002418C2307
ddg,unbucketed,EAH2UTWCT3G6,"C.P.I. INTERNATIONAL, INC.",residual,1,0.032,1,0.032,2022-01-10,2022,2022-01-10,True,False,,,False,1,N0002413C2307
ddg,unbucketed,G15JF2TNVBL6,SIGNET MARITIME CORPORATION,residual,1,0.031,13,1.568,2015-03-26,2015,2021-12-14,False,False,205.0,418,True,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,K8KAE356N7N5,"BAT CONSERVATION AND MANAGEMENT, INC.",residual,1,0.031,1,0.031,2022-01-07,2022,2022-01-07,True,False,,,False,1,N0002413C2305
ddg,unbucketed,HZVFYESM3PZ3,"PRECISION HOSE, INC.",residual,1,0.031,1,0.031,2022-11-29,2023,2022-11-29,True,False,,,False,1,N0002419C4452
ddg,unbucketed,FG19HT8C3MM4,"AMERICAN TRADE GROUP, INC., THE",residual,1,0.03,1,0.03,2022-06-17,2022,2022-06-17,True,False,,,False,1,N0002413C2305
ddg,unbucketed,KF3NGNBNQ271,"DELPHINUS ENGINEERING, INC.",residual,1,0.03,1,0.03,2025-07-11,2025,2025-07-11,True,False,,,False,1,N0002418C2307
ddg,unbucketed,LCKATM42Y1M1,"ARGON ST, INC.",residual,1,0.029,1,0.029,2023-10-11,2024,2023-10-11,True,False,,,False,1,N0002413C2307
ddg,unbucketed,FP3BYCCPHDN3,"LUMEN TECHNOLOGIES, INC.",residual,1,0.026,1,0.026,2023-01-31,2023,2023-01-31,True,True,,,False,1,N0002413C2305
ddg,unbucketed,J6MHT1L54CG4,"DEZURIK, INC.",residual,1,0.026,1,0.026,2023-08-01,2023,2023-08-01,True,False,,,False,1,N0002418C2307
ddg,unbucketed,QXH3CKUV5KP8,"ASC ENGINEERED SOLUTIONS, LLC",residual,1,0.026,1,0.026,2021-12-08,2022,2021-12-08,True,False,,,False,1,N0002418C2307
ddg,unbucketed,J683M8AF97Q5,ELLISON BRONZE INC,residual,1,0.025,1,0.025,2023-11-20,2024,2023-11-20,True,False,,,False,1,N0002418C2307
ddg,unbucketed,E383LRP25MY6,YOUNG ENGINEERING COMPANY INC.,residual,0,0.0,6,0.266,2013-05-27,2013,2021-06-07,False,False,525,983,False,4,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307
ddg,unbucketed,JB4NTVR9XMN4,XEROX CORPORATION,residual,0,0.0,3,0.082,2013-04-19,2013,2016-06-10,False,False,574.0,927,False,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,JQTLH33SXNQ7,SECURITAS AB,naics4,0,0.0,3,0.574,2017-11-15,2018,2018-04-05,False,False,70.5,107,False,1,N0002411C2307
ddg,unbucketed,NGE4ALP2M661,"WEAVER SUPPLY COMPANY, LLC",residual,0,0.0,14,0.529,2013-07-03,2013,2021-05-31,False,False,141,589,False,4,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307
ddg,unbucketed,YVDFW51N3N61,"WALDO BROTHERS, INC.",residual,0,0.0,3,0.098,2013-05-06,2013,2016-04-19,False,False,1079,1079,False,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,VD5WUGZUCJ44,"TRIPLE SON WHOLESALE TIMBER, INC.",residual,0,0.0,6,0.575,2013-10-21,2014,2021-07-26,False,False,666,1032,False,4,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307
ddg,unbucketed,JFEWJZWTH4W4,THE TOOL HOUSE INC,residual,0,0.0,5,0.572,2014-03-24,2014,2015-12-17,False,False,316.5,630,False,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,XGUEGCF761T9,THE LOUISIANA ASSOCIATION FOR THE BLIND,residual,0,0.0,7,0.486,2016-02-23,2016,2021-06-08,False,False,229.0,748,False,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,HUKGWGAFW4C7,SOUNDOWN CORPORATION,residual,0,0.0,2,0.152,2013-05-10,2013,2014-04-14,False,False,339,339,False,2,N0002411C2307;N0002413C2307
ddg,unbucketed,RDB2AM2GGHH8,SIEMENS AKTIENGESELLSCHAFT,residual,0,0.0,2,0.208,2013-07-31,2013,2014-08-13,False,True,378,378,False,2,N0002411C2307;N0002413C2307
ddg,unbucketed,GJEXETZX4N96,SHIELD TECHNOLOGIES CORPORATION,residual,0,0.0,4,0.173,2015-10-13,2016,2018-04-24,False,False,252,456,False,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,WH4HRFKKT8U6,"ROMAC INDUSTRIES, INC.",residual,0,0.0,4,0.147,2013-04-23,2013,2017-04-12,False,True,252,1151,False,2,N0002411C2307;N0002413C2307
ddg,unbucketed,K1K5EKJ2KK29,RHINESTAHL CORPORATION,residual,0,0.0,4,0.286,2016-12-12,2017,2017-09-26,False,False,94,159,False,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,E5J1EAQ21JR9,SURVITEC GROUP (CAYMAN ISLANDS) LIMITED,residual,0,0.0,5,0.864,2014-01-24,2014,2021-08-19,False,False,1382.0,2569,False,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,DYJZZ9DANLM3,RALPH & DOROTHY MOORE,residual,0,0.0,5,0.204,2013-08-27,2013,2015-07-26,False,False,151.5,291,False,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,NBM4G4SAFQM3,"QUALITY PERFORMANCE, INC.",residual,0,0.0,14,1.359,2013-08-07,2013,2019-07-12,False,False,112.0,617,False,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,FVFNV3NERP36,"POWERSTAR, INC.",residual,0,0.0,5,0.324,2013-04-17,2013,2017-04-27,False,False,336.0,596,False,2,N0002411C2307;N0002413C2307
ddg,unbucketed,NPKVXNRA1XT3,PARASENSE LIMITED,residual,0,0.0,8,0.332,2014-10-28,2015,2017-02-03,False,False,149,399,False,2,N0002411C2307;N0002413C2307
ddg,unbucketed,K8E4CQYCRJ25,ADVANCED STRUCTURES CORPORATION,residual,0,0.0,21,3.004,2013-04-18,2013,2018-02-08,False,False,77,364,False,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,T99DCLB5NRH7,"OCENCO, INCORPORATED",residual,0,0.0,3,0.736,2016-12-22,2017,2018-05-15,False,False,254.5,287,False,2,N0002411C2307;N0002413C2307
ddg,unbucketed,XECCFU26TTP9,"MONITEQ, INC.",residual,0,0.0,5,0.207,2013-07-24,2013,2018-10-12,False,False,475.0,834,False,2,N0002411C2307;N0002413C2307
ddg,unbucketed,V72KJGHK3JF2,MGR EQUIPMENT CORP,residual,0,0.0,2,0.08,2014-02-13,2014,2014-02-13,False,False,,,False,2,N0002411C2307;N0002411C2309
ddg,unbucketed,G871GBTQ94M7,LONA SLADE,residual,0,0.0,2,0.153,2016-10-03,2017,2017-03-10,False,False,158,158,False,2,N0002411C2307;N0002411C2309
ddg,unbucketed,HEUNPCKQLMN5,KLUMB LUMBER COMPANY,residual,0,0.0,2,0.097,2017-04-11,2017,2020-06-11,False,False,1157,1157,False,2,N0002411C2307;N0002413C2307
ddg,unbucketed,CVMQHCRDBVT7,"KEVIN GROS CONSULTING & MARINE SERVICES, INC.",residual,0,0.0,2,0.05,2016-07-21,2016,2017-01-30,False,False,193,193,False,2,N0002411C2307;N0002411C2309
ddg,unbucketed,R1M8JJH7J5W5,"JOHNSON BRASS & MACHINE FOUNDRY, INC.",residual,0,0.0,8,0.384,2013-04-05,2013,2018-11-08,False,False,366.0,512,False,4,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307
ddg,unbucketed,JNC1BUEVV3B9,"JGILS, LLC",residual,0,0.0,33,2.831,2015-12-14,2016,2021-01-14,False,False,24,256,False,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,UZKRMH51VMJ5,"PAR SYSTEMS, INC.",residual,0,0.0,29,17.654,2013-07-23,2013,2017-10-10,False,False,31,387,False,4,N0002411C2307;N0002411C2309;N0002413C2307;N0002414C4313
ddg,unbucketed,JGLLLKELFB57,ITT CORPORATION,residual,0,0.0,2,0.092,2016-07-12,2016,2018-07-12,False,False,730,730,False,2,N0002411C2307;N0002413C2307
ddg,unbucketed,MSSQQ551LG41,"IMPRES TECHNOLOGY SOLUTIONS, INC.",residual,0,0.0,3,0.223,2016-10-17,2017,2017-10-09,False,False,357,357,False,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,KB8ALFD8K1X8,HIGGINS MARINE SERVICES INC,residual,0,0.0,4,0.135,2015-04-15,2015,2017-09-12,False,False,309,405,False,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,CP8AJC3EDE93,"ALP INDUSTRIES, INC.",residual,0,0.0,3,0.12,2015-07-22,2015,2016-08-08,False,True,191.5,213,False,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,RTYDEXYNEZS1,ILLINOIS TOOL WORKS INC.,residual,0,0.0,6,0.478,2014-03-24,2014,2017-05-23,False,True,217,309,False,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,YPQMZDVKS1K8,FLOWSERVE CORPORATION,residual,0,0.0,5,0.328,2013-06-05,2013,2025-12-03,False,True,574.0,3400,False,4,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307
ddg,unbucketed,W1NCJ8ATWDN7,EVOQUA WATER TECHNOLOGIES CORP.,residual,0,0.0,13,1.664,2014-06-19,2014,2020-10-01,False,False,300,584,False,3,N0002411C2307;N0002413C2307;N0002418C2307
ddg,unbucketed,D28HQ4AA2ZL8,"EFFORT FOUNDRY, INC.",residual,0,0.0,5,0.216,2013-04-24,2013,2015-11-23,False,False,247.0,323,False,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,MHR1KKAZ1NH5,"EDRO CORPORATION, THE",residual,0,0.0,16,0.893,2013-04-18,2013,2021-01-26,False,True,143.5,799,False,4,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307
ddg,unbucketed,UES5F4AAZJK5,"DONALDSON COMPANY, INC.",residual,0,0.0,10,0.334,2014-03-06,2014,2025-11-18,False,True,428,1636,False,4,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307
ddg,unbucketed,PJM1KBVHTYL6,"DISTRIBUTION INTERNATIONAL, INC.",residual,0,0.0,1,0.032,2013-11-01,2014,2013-11-01,False,False,,,False,1,N0002411C2307
ddg,unbucketed,W2GBUE64GMZ6,"DERBYSHIRE MARINE PRODUCTS, LLC",residual,0,0.0,16,0.793,2013-08-12,2013,2017-05-17,False,False,70,296,False,2,N0002411C2307;N0002413C2307
ddg,unbucketed,REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,residual,0,0.0,9,0.702,2013-09-10,2013,2019-07-03,False,True,326,524,False,4,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307
ddg,unbucketed,FECPDA1S8WJ1,D. W. BOYD CORPORATION,residual,0,0.0,3,0.166,2013-09-23,2013,2016-10-04,False,True,553.5,720,False,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,NKESS3J37J77,COLUMBUS MCKINNON CORPORATION,residual,0,0.0,2,0.053,2015-07-23,2015,2016-01-04,False,False,165,165,False,2,N0002411C2307;N0002413C2307
ddg,unbucketed,RC1NNGFRMMM7,"STANLEY BLACK & DECKER, INC.",residual,0,0.0,7,1.383,2013-09-17,2013,2016-08-02,False,True,100.5,508,False,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,VHCPBNRMLK33,"ASSOCIATED FOOD EQUIPMENT AND SUPPLIES, INC.",residual,0,0.0,2,0.053,2014-02-13,2014,2014-02-13,False,False,,,False,2,N0002411C2307;N0002411C2309
ddg,unbucketed,F98TZC6J5XV1,"ARC TECHNOLOGIES, INC.",residual,0,0.0,5,0.498,2015-07-01,2015,2018-05-25,False,False,191.5,675,False,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,W2H3SYSJNLK5,ARASTAFF,residual,0,0.0,10,0.846,2015-08-06,2015,2017-08-18,False,False,28,266,False,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,HT2SC8NC87E1,ANIXTER INTERNATIONAL INC.,residual,0,0.0,6,0.371,2013-05-14,2013,2019-05-27,False,True,352,930,False,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,XGKMK9LBC344,PREMIER FARNELL LIMITED,residual,0,0.0,6,0.299,2015-05-05,2015,2018-03-27,False,False,224.5,492,False,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,J3DRM4537TG4,SOCIETE DE NEGOCE ET DE PARTICIPATION,residual,0,0.0,2,0.101,2016-08-12,2016,2016-09-28,False,False,47,47,False,2,N0002411C2309;N0002413C2307
ddg,unbucketed,UUK2QMVKDKN1,"MANSFIELD INDUSTRIAL, INC.",residual,0,0.0,1,0.066,2014-10-09,2015,2014-10-09,False,False,,,False,1,N0002411C2309
ddg,unbucketed,EEE8FHKK1YR9,"LAFAYETTE RESTAURANT SUPPLY, INC.",residual,0,0.0,1,0.048,2014-12-17,2015,2014-12-17,False,False,,,False,1,N0002411C2309
ddg,unbucketed,XJMEFDTH72U5,"HDT GLOBAL, INC.",residual,0,0.0,6,0.353,2013-08-07,2013,2017-05-19,False,False,165,718,False,2,N0002411C2309;N0002413C2307
ddg,unbucketed,LPN2BLLPK366,"EGGELHOF, INC.",residual,0,0.0,1,0.03,2015-06-22,2015,2015-06-22,False,False,,,False,1,N0002411C2309
ddg,unbucketed,XMLNYKT139G8,CRESTWOOD TECHNOLOGY GROUP CORP.,residual,0,0.0,2,0.093,2017-03-16,2017,2017-11-08,False,False,237,237,False,2,N0002411C2309;N0002413C2307
ddg,unbucketed,JN16VPC2PXN4,"BAY CITY MARINE, INC.",residual,0,0.0,3,0.15,2017-05-09,2017,2018-05-01,False,False,178.5,331,False,1,N0002411C2309
ddg,unbucketed,E5K9VR2A1MW9,BAE SYSTEMS PLC,residual,0,0.0,13,1.994,2018-01-16,2018,2019-02-18,False,False,14,190,False,1,N0002411C2309
ddg,unbucketed,K6CEGCM3YCX3,"WESCO GAS & WELDING SUPPLY, INC.",residual,0,0.0,1,0.062,2015-05-15,2015,2015-05-15,False,False,,,False,1,N0002412C2312
ddg,unbucketed,FX3GHG9B79N5,"TC/AMERICAN MONORAIL, INC.",residual,0,0.0,1,0.449,2015-04-30,2015,2015-04-30,False,False,,,False,1,N0002412C2312
ddg,unbucketed,C6KWNDH3EEB5,"CARDINAL ENGINEERING, LLC",residual,0,0.0,2,1.059,2016-06-02,2016,2016-08-17,False,False,76,76,False,1,N0002412C2312
ddg,unbucketed,TT9AGM31ZHM5,"BURK-KLEINPETER, INC.",residual,0,0.0,3,0.836,2013-09-13,2013,2014-07-31,False,False,160.5,190,False,1,N0002412C2312
ddg,unbucketed,KQDAHF4VF266,"BEN M. RADCLIFF CONTRACTOR, INC.",residual,0,0.0,1,4.028,2014-08-07,2014,2014-08-07,False,False,,,False,1,N0002412C2312
ddg,unbucketed,GGERZB4A1FB3,WBPARTS INC,residual,2,0.0,2,0.0,2024-02-15,2024,2025-06-03,True,False,474,474,False,1,N0002413C2307
ddg,unbucketed,NB2HLRTJJJQ7,WATTS WATER TECHNOLOGIES INC,residual,0,0.0,8,0.239,2014-12-10,2015,2025-11-07,False,False,314,1620,False,2,N0002413C2307;N0002418C2307
ddg,unbucketed,N5RJW5NX32Y1,W R SYSTEMS LTD.,residual,0,0.0,5,0.54,2013-07-22,2013,2015-04-24,False,True,306,312,False,1,N0002413C2307
ddg,unbucketed,DZ4JXAPAU222,"UNITED RENTALS, INC.",residual,0,0.0,2,0.074,2018-02-15,2018,2019-04-17,False,True,426,426,False,1,N0002413C2307
ddg,unbucketed,CQUHU3PC44L3,"AMERICAN MARITIME HOLDINGS, INC.",residual,0,0.0,1,0.039,2016-04-25,2016,2016-04-25,False,False,,,False,1,N0002413C2307
ddg,unbucketed,LYDUF2SMFNA3,"TEAM, INC.",residual,0,0.0,1,0.038,2017-12-08,2018,2017-12-08,False,False,,,False,1,N0002413C2307
ddg,unbucketed,DTXMJMGMQ655,SPARTON CORPORATION,residual,0,0.0,4,0.202,2016-06-22,2016,2018-01-31,False,False,294.0,321,False,1,N0002413C2307
ddg,unbucketed,HHFGANSDJXN8,"SOUTHERN RUBBER & SPECIALTIES, , INC.",residual,0,0.0,1,0.026,2017-11-02,2018,2017-11-02,False,False,,,False,1,N0002413C2307
ddg,unbucketed,GCUTMML7MHH3,SOUTH FLORIDA VAN LINES INC,residual,0,0.0,9,5.229,2013-06-26,2013,2014-06-05,False,False,29,259,False,1,N0002413C2307
ddg,unbucketed,N7B7PME54JZ9,SURVITEC GROUP LIMITED,residual,0,0.0,1,0.186,2019-06-14,2019,2019-06-14,False,False,,,False,1,N0002413C2307
ddg,unbucketed,QUC7T822JG79,"CLEAN TOP CO., LTD.",residual,0,0.0,1,0.032,2019-11-22,2020,2019-11-22,False,False,,,False,1,N0002413C2307
ddg,unbucketed,PDZUR2FMYD89,"RANGER ENVIRONMENTAL SERVICES, LLC",residual,0,0.0,9,0.728,2018-05-10,2018,2026-01-19,False,False,67,2388,False,2,N0002413C2307;N0002418C2307
ddg,unbucketed,NE3DARLAMEN6,"PROCESS ENGINEERING COMPANY, INC.",residual,0,0.0,1,0.049,2018-04-25,2018,2018-04-25,False,False,,,False,1,N0002413C2307
ddg,unbucketed,H12BMH6V6495,"PIMA VALVE, INC.",residual,0,0.0,5,0.14,2013-10-04,2014,2017-04-28,False,True,334.5,351,False,1,N0002413C2307
ddg,unbucketed,S987C2WHMF29,PNC EQUITY PARTNERS LP,residual,0,0.0,1,0.077,2018-05-04,2018,2018-05-04,False,True,,,False,1,N0002413C2307
ddg,unbucketed,JAM1MGE5VDJ7,"PACIFIC WESTERN LUMBER, INC.",residual,0,0.0,1,0.093,2015-03-23,2015,2015-03-23,False,False,,,False,1,N0002413C2307
ddg,unbucketed,DXR3SWEY1895,OLDENBURG GROUP INCORPORATED,residual,0,0.0,23,4.757,2013-07-08,2013,2017-06-09,False,False,63.0,417,False,1,N0002413C2307
ddg,unbucketed,J7JGTBNSM619,MEGATOR CORPORATION,residual,0,0.0,10,0.337,2013-06-28,2013,2020-06-16,False,False,338.5,658,False,2,N0002413C2307;N0002418C2307
ddg,unbucketed,J5AJWFZ9H8Q6,"MCNALLY INDUSTRIES, LLC",residual,0,0.0,1,0.043,2020-04-28,2020,2020-04-28,False,False,,,False,1,N0002413C2307
ddg,unbucketed,CJM6LNL2FP27,"M2 GLOBAL, INC",residual,0,0.0,1,0.035,2016-12-01,2017,2016-12-01,False,False,,,False,1,N0002413C2307
ddg,unbucketed,NX47A388J7L3,LOEFFLER CORPORATION,residual,0,0.0,1,0.03,2015-12-04,2016,2015-12-04,False,False,,,False,1,N0002413C2307
ddg,unbucketed,V16LFA3JDR14,LIMITORQUE CORPORATION,residual,0,0.0,8,0.639,2015-02-03,2015,2021-08-09,False,False,353.0,868,False,2,N0002413C2307;N0002418C2307
ddg,unbucketed,C1FEMK612CT4,HILL & SMITH HOLDINGS PLC,residual,0,0.0,1,0.054,2017-09-27,2017,2017-09-27,False,False,,,False,1,N0002413C2307
ddg,unbucketed,KC78MF1CL9B8,KINNAMAN ELECTRIC INC,residual,0,0.0,1,0.031,2020-12-02,2021,2020-12-02,False,False,,,False,1,N0002413C2307
ddg,unbucketed,KKRXVDJZQ5V5,KEYSTONE FIRE PROTECTION CO.,residual,0,0.0,7,0.372,2017-07-07,2017,2020-05-27,False,False,115.0,818,False,1,N0002413C2307
ddg,unbucketed,H3R3VV5YN8G4,KENWAY CORP,residual,0,0.0,1,0.053,2016-06-24,2016,2016-06-24,False,False,,,False,1,N0002413C2307
ddg,unbucketed,ZZG5TB4JCKE1,"KAHN AND COMPANY, INCORPORATED",residual,0,0.0,3,0.078,2016-05-20,2016,2019-12-11,False,False,650.0,1014,False,2,N0002413C2307;N0002418C2307
ddg,unbucketed,P3ZZEMCBYSK7,"KESTREL AIRCRAFT COMPANY, INC.",residual,0,0.0,3,0.158,2013-08-12,2013,2015-04-15,False,False,305.5,353,False,1,N0002413C2307
ddg,unbucketed,NSFAYV7YAJB1,SPECTRIS PLC,residual,0,0.0,1,0.091,2019-10-11,2020,2019-10-11,False,True,,,False,1,N0002413C2307
