program,vendor_uei,vendor_name,work_type,biw_dollars_fy22_25_$M,biw_n_awards_fy22_25,biw_first_award,ingalls_dollars_fy22_25_$M,ingalls_n_awards_fy22_25,ingalls_first_award,virginia_dollars_fy22_25_$M,virginia_n_awards_fy22_25,virginia_first_award,columbia_dollars_fy22_25_$M,columbia_n_awards_fy22_25,columbia_first_award,cut_profile
submarines,LKUNMC2NEY97,"HELIX ACQUISITION HOLDINGS, INC.",unbucketed,,,,,,,-0.003,1,2021-10-07,0.0,0,,Virginia-only
submarines,N9BESJAKTWK7,MARINE EQUIPMENT SUPPLY LLC,unbucketed,,,,,,,-0.044,2,2024-05-16,0.0,0,,Virginia-only
submarines,E57FS3E4CQ19,DRS NAVAL POWER SYSTEMS INC,electrical,,,,,,,-0.161,4,2022-07-26,0.065,1,2023-06-30,both
submarines,QLXAK6ZTDED8,"E2 ENGINEERS, LLC",unbucketed,,,,,,,0.0,0,,-0.099,2,2023-08-17,Columbia-only
submarines,MSYWUDGYPKF5,EVEREST KANTO CYLINDER LIMITED,structural,,,,,,,0.0,0,,-0.224,2,2021-10-18,Columbia-only
submarines,YYVHWZMPP3F8,DRS NAVAL POWER SYSTEMS INC,electrical,,,,,,,-1.121,2,2021-12-17,0.0,0,,Virginia-only
submarines,Z2XMD2USH373,APCO TECHNOLOGIES ENGINEERING INC.,unbucketed,,,,,,,-1.619,1,2022-09-06,0.136,3,2022-04-25,both
submarines,Y6X3BDLEPNJ6,"W INTERNATIONAL SC, LLC",structural,,,,,,,-0.215,2,2019-10-08,-3.257,3,2019-07-10,both
submarines,SCCVYEEKLHL3,NATIONAL INSPECTION & CONSULTANTS INC,unbucketed,,,,,,,0.0,0,,-3.876,2,2022-09-08,Columbia-only
submarines,FYUJEKH32UF5,"L.M. GILL WELDING & MANUFACTURING, L.L.C.",unbucketed,,,,,,,2.317,35,2016-02-03,-25.756,31,2016-09-29,both
