program,vendor_uei,vendor_name,work_type,biw_dollars_fy22_25_$M,biw_n_awards_fy22_25,biw_first_award,ingalls_dollars_fy22_25_$M,ingalls_n_awards_fy22_25,ingalls_first_award,virginia_dollars_fy22_25_$M,virginia_n_awards_fy22_25,virginia_first_award,columbia_dollars_fy22_25_$M,columbia_n_awards_fy22_25,columbia_first_award,cut_profile
submarines,LR2HQKYJLDZ7,ESI ACQUISITION CORP.,unbucketed,,,,,,,0.3,3,2019-06-17,1.371,10,2017-08-14,both
submarines,SKKACASET588,DYNALEC CORPORATION,electrical,,,,,,,0.0,0,2020-10-28,1.655,4,2017-04-18,Columbia-only
submarines,CABCB9XBJHK5,"APOLLO PROFESSIONAL SOLUTIONS, INC.",unbucketed,,,,,,,1.095,5,2018-06-22,0.555,7,2022-01-14,both
submarines,F2KSX22KK1E4,BLOOMY CONTROLS INC,unbucketed,,,,,,,0.0,0,,1.649,3,2018-04-06,Columbia-only
submarines,DDT1W4957HW7,AISH TECHNOLOGIES LIMITED,electrical,,,,,,,0.0,0,,1.647,1,2023-07-14,Columbia-only
submarines,C3B4GMUXK277,BOWMAR LLC,unbucketed,,,,,,,1.462,4,2016-12-12,0.166,1,2022-06-10,both
submarines,EDJPMQN1HSJ1,"MSA SAFETY SALES, LLC",unbucketed,,,,,,,1.132,4,2023-02-21,0.473,3,2022-03-21,both
submarines,XEYGFMKSLWW5,THE BUTLER WELDMENTS CORPORATION,piping,,,,,,,0.859,12,2020-04-02,0.73,5,2023-02-22,both
submarines,NGMSB6M2QKA4,ASA ENVIRONMENTAL PRODUCTS INC,unbucketed,,,,,,,1.053,18,2016-08-02,0.521,8,2018-05-24,both
submarines,WA6MBG28BUQ5,"PPG INDUSTRIES, INC.",unbucketed,,,,,,,1.509,16,2016-02-22,0.043,1,2023-02-14,both
submarines,PUFMZLZJ2BY2,MATTHEW WARREN INC,unbucketed,,,,,,,0.77,8,2021-11-24,0.738,4,2023-12-07,both
submarines,Y9KMLM1AFU63,ROTRON INCORPORATED,unbucketed,,,,,,,1.499,2,2023-07-28,0.0,0,,Virginia-only
submarines,ZXNYWJ1KLDL9,"SYMETRICS INDUSTRIES, LLC",unbucketed,,,,,,,1.485,1,2018-03-16,0.0,0,,Virginia-only
submarines,Q53BLDNWRKA8,"TAD PGS, INC.",unbucketed,,,,,,,0.0,0,,1.476,16,2021-12-10,Columbia-only
submarines,CR99X5Q2KQS1,"L.B.I., INC.",structural,,,,,,,1.362,7,2017-03-13,0.094,2,2024-08-23,both
submarines,J8EPCEKBCWN6,LANXESS CORPORATION,unbucketed,,,,,,,1.454,5,2022-05-04,0.0,0,,Virginia-only
submarines,JU5GNH1H5FV6,DY4 INC,unbucketed,,,,,,,0.849,5,2022-03-18,0.559,2,2024-04-15,both
submarines,M1GWN16X9VN3,ADECCO GROUP AG,unbucketed,,,,,,,0.0,0,,1.378,7,2019-12-10,Columbia-only
submarines,PLYSMJBAYE42,PUROLATOR FACET INC.,unbucketed,,,,,,,0.0,0,,1.354,3,2022-11-23,Columbia-only
submarines,N5KEKMFCWUR1,AMETEK INC.,unbucketed,,,,,,,1.118,4,2017-02-22,0.228,3,2017-11-15,both
submarines,HC6YKKPYB658,"AGGREKO, LLC",unbucketed,,,,,,,1.292,16,2021-06-04,0.041,2,2023-07-28,both
submarines,J7RQVJ723JM3,MADISON COMPANY,unbucketed,,,,,,,0.373,2,2018-05-22,0.93,5,2017-03-13,both
submarines,FFXKK2MMEM97,"DYNAMIC PRECISION GROUP, INC.",unbucketed,,,,,,,1.246,10,2016-07-18,0.044,1,2016-10-07,both
submarines,T2PGFX9RZJH9,SCHNEIDER ELECTRIC HOLDING ASIE PACIFIQUE,electrical,,,,,,,0.958,2,2023-01-23,0.328,2,2022-10-13,both
submarines,DNY9WHR3SKK6,CLARK-RELIANCE LLC,unbucketed,,,,,,,0.423,6,2021-09-02,0.845,7,2022-01-05,both
submarines,G9PZGNJ37323,LINEAR MOTION LLC,unbucketed,,,,,,,1.165,7,2022-05-23,0.103,1,2023-01-23,both
submarines,QLUGMNNMV4L8,"DONALDSON COMPANY, INC.",hvac,,,,,,,0.219,2,2022-10-14,1.028,4,2022-10-28,both
submarines,V87VJJNMMFH9,"DEXTER MAGNETIC TECHNOLOGIES, INC.",piping,,,,,,,0.0,0,,1.222,7,2024-08-29,Columbia-only
submarines,XRCGNXUSUE58,TRIDENT TECHNICAL COLLEGE,unbucketed,,,,,,,0.0,0,,1.189,2,2022-06-14,Columbia-only
submarines,UR64LG5YKUE8,LYNN LADDER AND SCAFFOLDING CO INC,piping,,,,,,,1.074,3,2023-01-26,0.1,1,2023-05-15,both
submarines,G58FFJ6F2CA7,GK MECHANICAL SYSTEMS LLC,structural,,,,,,,0.186,2,2016-05-24,0.973,4,2023-01-19,both
submarines,LFFYZFAR2EH2,MAJOR TOOL & MACHINE INC,machining,,,,,,,0.0,0,,1.155,1,2024-08-12,Columbia-only
submarines,VD1NLZGAJ2L4,"DURAMAX MARINE, LLC",coatings,,,,,,,0.0,0,,1.145,2,2019-07-29,Columbia-only
submarines,MKRBJA6JXXS7,EMERSON ELECTRIC CO.,piping,,,,,,,0.102,20,2018-06-19,1.038,6,2017-02-21,both
submarines,C1H7UWEXRVN7,HOTTINGER BRUEL & KJAER INC.,unbucketed,,,,,,,0.0,0,,1.074,2,2023-06-27,Columbia-only
submarines,HYE2RPK5SHM4,OAKWOOD INDUSTRIES INC,unbucketed,,,,,,,1.073,1,2025-03-11,0.0,0,,Virginia-only
submarines,XBY5FEGMU441,THE TIMKEN COMPANY,machining,,,,,,,0.537,3,2023-04-26,0.522,1,2024-09-04,both
submarines,HNAKLNNSE339,"HOWELL LABORATORIES, INC.",machining,,,,,,,0.099,1,2023-01-25,0.949,13,2022-01-07,both
submarines,Y5R2L8HWAUA8,"NAVUS AUTOMATION, INC",piping,,,,,,,0.0,0,,1.047,7,2016-05-05,Columbia-only
submarines,NKNLZEBJBM67,TRANSDIGM INC,piping,,,,,,,0.844,7,2022-02-07,0.191,3,2022-05-24,both
submarines,JGSNSER23GR6,DELL FEDERAL SYSTEMS L.P,unbucketed,,,,,,,0.539,2,2023-03-28,0.465,5,2023-05-23,both
submarines,QF82VVEDYFC3,"PUROLATOR FACET, INC.",unbucketed,,,,,,,0.0,0,2020-04-27,0.997,1,2022-02-16,Columbia-only
submarines,XMRBFR868NS3,"WURTH REVCAR FASTENERS, INC.",machining,,,,,,,0.226,2,2024-11-15,0.768,7,2023-12-14,both
submarines,UNG7G6S4JRA6,"5TH AXIS, LLC",unbucketed,,,,,,,0.612,7,2017-03-16,0.369,18,2018-08-23,both
submarines,SX6BF52K2WB1,VACCO INDUSTRIES,piping,,,,,,,0.0,0,2021-08-20,0.98,2,2021-12-23,Columbia-only
submarines,JA3LXNZMCTA9,KK MOLD DESIGN & MACHINING LLC,machining,,,,,,,0.0,0,,0.973,2,2024-11-06,Columbia-only
submarines,FQJTKZNF6GY5,THE HILLER COMPANIES LLC,piping,,,,,,,0.969,3,2023-02-17,0.0,0,,Virginia-only
submarines,LNGAZMTYJPL3,THE ENTWISTLE TRUST,piping,,,,,,,0.957,1,2016-02-16,0.0,0,,Virginia-only
submarines,UU26FKF1MML6,BERKSHIRE HATHAWAY INC.,unbucketed,,,,,,,0.225,4,2018-01-30,0.727,4,2016-10-06,both
submarines,JHPXZQA4R1X1,"BLACK ROCK TECHNOLOGY GROUP, LLC",unbucketed,,,,,,,0.406,5,2017-07-17,0.533,7,2017-09-19,both
submarines,RJGEKQDTZKT8,ELECTRIC HEATER CO,hvac,,,,,,,0.099,1,2022-10-31,0.823,5,2022-04-25,both
submarines,LW88Z8MMJHT3,"INSIGHT GLOBAL, LLC",unbucketed,,,,,,,0.0,0,,0.915,9,2021-08-24,Columbia-only
submarines,KZA5CX3J8KE8,"IMIA, LLC",structural,,,,,,,0.056,1,2024-09-06,0.85,1,2024-06-10,both
submarines,UR5TFK3LAVL5,"FEDERAL RESOURCES SUPPLY COMPANY, LLC",unbucketed,,,,,,,0.213,3,2016-04-21,0.673,2,2022-11-17,both
submarines,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,electrical,,,,,,,0.885,7,2016-02-03,0.0,0,2017-10-04,Virginia-only
submarines,QLTXH525A671,"RAPID PREP, LLC",unbucketed,,,,,,,0.573,11,2016-11-28,0.3,5,2018-08-10,both
submarines,V627Y8NS1JM1,"MILCOTS, LLC",unbucketed,,,,,,,0.665,1,2017-04-21,0.204,4,2018-08-06,both
submarines,S9FENR91JGV9,THE CARONDELET FOUNDRY CORPORATION,castings,,,,,,,0.0,0,,0.868,4,2022-12-16,Columbia-only
submarines,NT2BUC9EN2N1,"HEXAGON MANUFACTURING INTELLIGENCE, INC.",unbucketed,,,,,,,0.0,0,,0.829,1,2024-07-11,Columbia-only
submarines,M35SG6PKLJB3,"ALASKAN COPPER COMPANIES, INC.",piping,,,,,,,0.074,1,2022-10-17,0.749,7,2022-12-02,both
submarines,VUA5GYK66K98,CHAPCO INC,unbucketed,,,,,,,0.811,7,2023-02-16,0.0,0,,Virginia-only
submarines,TJCDPVN6RNP7,DELL TECHNOLOGIES INC.,unbucketed,,,,,,,0.745,2,2022-01-20,0.059,1,2021-07-20,both
submarines,SN8JQ8XJ55N9,"LOVEJOY, LLC",machining,,,,,,,0.676,6,2023-04-26,0.125,3,2022-10-18,both
submarines,P33VWHC39MN5,"ADMIRAL VALVE, LLC",piping,,,,,,,0.0,0,,0.791,6,2017-08-01,Columbia-only
submarines,MEQJENNPRLG9,"MASS CRANE & HOIST SERVICES, INC",piping,,,,,,,0.0,0,,0.789,2,2022-10-24,Columbia-only
submarines,VERVZNQLJQM6,ABRASIVE FINISHING INDUSTRIES LLC,unbucketed,,,,,,,0.78,9,2023-04-28,0.0,0,,Virginia-only
submarines,KSFXGBDLNG74,SCHNEIDER ELECTRIC SE,unbucketed,,,,,,,0.349,1,2017-04-10,0.425,1,2018-08-08,both
submarines,G8VYMKM2VG59,NORTH AMERICAN CONTROLS INC,structural,,,,,,,0.0,0,,0.774,1,2021-06-25,Columbia-only
submarines,CE4UBZFNCKU9,MOHAWK NORTHEAST INC,unbucketed,,,,,,,0.753,5,2019-06-19,0.0,0,,Virginia-only
submarines,VJFKVNQBYVL5,GREENE RUBBER CO INC,coatings,,,,,,,0.247,6,2021-04-23,0.476,9,2018-04-30,both
submarines,J632BG3ZB8L9,"TTM TECHNOLOGIES, INC.",unbucketed,,,,,,,0.622,2,2022-10-06,0.082,1,2023-05-15,both
submarines,EKY1E33VMH27,"UNITED RENTALS (NORTH AMERICA), INC.",unbucketed,,,,,,,0.334,3,2023-09-29,0.369,1,2023-04-28,both
submarines,TH91MD9B9RL7,SSI MANUFACTURING TECHNOLOGIES CORP.,unbucketed,,,,,,,0.617,12,2018-10-16,0.079,1,2018-06-04,both
submarines,ZJYJB7MBFE56,CRANE PUMPS & SYSTEMS PFT CORP,unbucketed,,,,,,,0.667,2,2023-05-23,0.028,1,2021-11-24,both
submarines,LZUPA35L1689,"INSIGHT GLOBAL, LLC",unbucketed,,,,,,,0.0,0,,0.65,3,2021-01-14,Columbia-only
submarines,EUY1C3NM2WN3,MASON ELECTRIC CO.,unbucketed,,,,,,,0.632,4,2022-03-18,0.0,0,,Virginia-only
submarines,TNLQJ5ULW665,HYDAC TECHNOLOGY CORP,unbucketed,,,,,,,0.0,0,,0.627,1,2017-07-31,Columbia-only
submarines,NPDPXRZGXXL3,"LYN-LAD GROUP, LTD.",piping,,,,,,,0.625,1,2016-12-21,0.0,0,2019-07-16,Virginia-only
submarines,XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",unbucketed,,,,,,,0.052,1,2017-07-26,0.572,4,2018-08-01,both
submarines,EUB6UJ91Y997,"SENESCO MARINE, LLC",unbucketed,,,,,,,0.612,4,2023-02-17,0.0,0,,Virginia-only
submarines,QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",unbucketed,,,,,,,0.441,4,2017-02-08,0.153,4,2022-04-19,both
submarines,FR7WWCCNBQZ6,D K MACHINE INC,piping,,,,,,,0.0,0,2018-06-05,0.583,9,2017-09-20,Columbia-only
submarines,XBHNYVTCDQH8,"UNIFIED2 GLOBAL PACKAGING GROUP, LLC",unbucketed,,,,,,,0.031,1,2024-10-24,0.55,2,2021-06-01,both
submarines,QVMBB4UCMEH4,"ELECTRO MECHANICAL SPECIALISTS, LLC",unbucketed,,,,,,,0.58,6,2016-05-03,0.0,0,2016-07-20,Virginia-only
submarines,NFDVRDBAFR87,"B.W. ELLIOTT MANUFACTURING CO., LLC",unbucketed,,,,,,,0.47,8,2022-10-11,0.104,2,2022-05-17,both
submarines,L4QQJ4BH2726,SOUTHWIRE COMPANY,unbucketed,,,,,,,0.556,1,2016-10-18,0.0,0,,Virginia-only
submarines,W547TUQXJ8Y4,CARVER PUMP COMPANY,unbucketed,,,,,,,0.0,0,,0.552,1,2024-09-19,Columbia-only
submarines,EJT5ERY72NJ3,WELLS PROFESSIONAL CONSULTING SERVICES LLC,unbucketed,,,,,,,0.0,0,,0.549,4,2024-07-05,Columbia-only
submarines,E83TNKA9JCY6,AIR SYSTEMS COMPONENTS INC,unbucketed,,,,,,,0.0,0,,0.542,2,2023-02-22,Columbia-only
submarines,V6FJCB53JDK7,"RURAL ROUTE 2, LLC",unbucketed,,,,,,,0.439,6,2022-05-27,0.101,1,2024-04-22,both
submarines,U43WP4FHDJY3,"MARINE ELECTRIC SYSTEMS, INC.",unbucketed,,,,,,,0.349,6,2016-10-05,0.179,5,2022-02-08,both
submarines,TJGHTGTTVEA1,"SAFARI MICRO GOVERNMENT SOLUTIONS, LLC",unbucketed,,,,,,,0.067,2,2018-01-26,0.453,4,2018-07-05,both
submarines,GNH1FJWKY3G3,"WEST PHILA. BRONZE CO., INC",unbucketed,,,,,,,0.092,5,2021-09-28,0.427,9,2016-08-24,both
submarines,HB74FFGNFK17,THE DYSON CORPORATION,unbucketed,,,,,,,0.163,2,2016-02-03,0.353,6,2018-06-18,both
submarines,XBVZKN1HH445,"OCEANEERING INTERNATIONAL, INC.",structural,,,,,,,0.377,2,2017-08-09,0.135,3,2017-01-09,both
submarines,FJAVFFKN2LE3,"WATTEREDGE, LLC",unbucketed,,,,,,,0.504,5,2023-06-21,0.0,0,,Virginia-only
submarines,WLEATDDTMCT3,"GRAYCLIFF PARTNERS, LP",piping,,,,,,,0.5,1,2016-09-20,0.0,0,2017-06-02,Virginia-only
submarines,VE8ASCGN1188,"S & S FOREST PRODUCTS, LLC",unbucketed,,,,,,,0.389,7,2021-02-10,0.107,2,2023-11-03,both
submarines,EFVKMVKJ7WA4,FIBA TECHNOLOGIES INC,unbucketed,,,,,,,0.0,0,,0.492,1,2024-10-08,Columbia-only
submarines,PPLZG8J3N9D4,UNITED TECHNOLOGIES CORPORATION,coatings,,,,,,,0.0,0,2016-02-02,0.489,3,2016-04-05,Columbia-only
submarines,PGWNKJF89FV5,ELMA ELECTRONIC INCORPORATED,unbucketed,,,,,,,0.578,6,2022-05-02,-0.089,7,2021-10-28,both
submarines,GMVJD1H9JQX8,"MICROFLEX, INC.",unbucketed,,,,,,,0.311,3,2021-10-25,0.17,1,2023-04-24,both
submarines,M618ETNNYA77,DROITCOUR CO,unbucketed,,,,,,,0.0,0,,0.467,7,2019-10-11,Columbia-only
submarines,MC9KZKMUD8F8,"AGGREKO, LLC",unbucketed,,,,,,,0.428,4,2021-12-17,0.039,1,2023-07-28,both
submarines,T3DYDNW4KVC7,"KAUFMAN COMPANY, INC.",unbucketed,,,,,,,0.0,0,,0.462,4,2023-01-27,Columbia-only
submarines,EU8ESM53JNE7,LANXESS CORPORATION,unbucketed,,,,,,,0.459,1,2023-09-27,0.0,0,,Virginia-only
submarines,JVPJXP6A4DF8,"ATRENNE COMPUTING SOLUTIONS, LLC",unbucketed,,,,,,,0.0,0,2019-08-19,0.451,1,2023-06-20,Columbia-only
submarines,JFSETNYJ81Y4,ELECTRONIC COMPONENTS INC.,unbucketed,,,,,,,0.449,2,2017-01-13,0.0,0,2017-06-02,Virginia-only
submarines,LWF3CB1HFZF3,I S C O CORPORATION,unbucketed,,,,,,,0.27,7,2021-11-29,0.175,4,2017-10-23,both
submarines,VKBFB8MAZ357,TITANIUM FABRICATION CORPORATION,unbucketed,,,,,,,0.112,1,2016-05-03,0.325,7,2016-10-11,both
submarines,P14GLCQZZYN3,"TDS AUTOMATION, INC.",unbucketed,,,,,,,0.0,0,,0.43,1,2024-10-08,Columbia-only
submarines,FFL2MLNT4FN1,GARDNER DENVER NASH LLC,piping,,,,,,,0.0,0,2021-02-12,0.425,1,2016-01-29,Columbia-only
submarines,MXDKLLXB3EK7,"B&G MANUFACTURING CO., INC.",unbucketed,,,,,,,0.228,1,2023-09-27,0.181,3,2023-02-22,both
submarines,C1B6X8AADFB1,"COMSACO, INC.",unbucketed,,,,,,,0.261,3,2018-05-29,0.144,6,2017-06-28,both
submarines,WCE1F3V37MM9,SPIRAX SARCO INC,unbucketed,,,,,,,0.338,1,2022-03-17,0.055,1,2024-04-25,both
submarines,U517SU1EZGK9,"CHALMERS & KUBECK, INC.",unbucketed,,,,,,,0.377,9,2018-02-06,0.0,0,2017-11-20,Virginia-only
submarines,EB3GK67LJFR1,SCHWEITZER ENGINEERING LABORATORIES INC,unbucketed,,,,,,,0.0,0,,0.371,2,2021-01-19,Columbia-only
submarines,LN8JD2HB57K5,"PATRIOT ELECTRONICS, INC.",unbucketed,,,,,,,0.227,5,2017-01-11,0.134,2,2018-06-14,both
submarines,XNFVD42NAB73,TRIAS CONSTRUCTION LLC,unbucketed,,,,,,,0.0,0,,0.358,2,2023-06-21,Columbia-only
submarines,K572F32CSLG5,MANPOWER INC.,unbucketed,,,,,,,0.0,0,,0.355,2,2023-05-15,Columbia-only
submarines,ZBZVJGNBJ677,AMERICAN HYDRO LLC,unbucketed,,,,,,,0.351,2,2023-04-28,0.0,0,,Virginia-only
submarines,KYURG7LRSC89,"CIRCOR INTERNATIONAL, INC.",piping,,,,,,,0.0,0,,0.351,1,2021-07-29,Columbia-only
submarines,E5XTWRMQAZN1,APPLIED PRODUCTS INC,unbucketed,,,,,,,0.35,1,2023-08-04,0.0,0,,Virginia-only
submarines,ETWEE7EYY9G5,COGITIC CORPORATION,machining,,,,,,,0.0,0,2016-10-25,0.35,3,2017-11-03,Columbia-only
submarines,CP1HCZ82DJL7,NC PRECISION LLC,unbucketed,,,,,,,0.317,7,2024-06-28,0.033,1,2023-09-29,both
submarines,XLKTN1TLGB75,ELMA ELECTRONIC AG,unbucketed,,,,,,,0.246,3,2017-03-07,0.101,3,2016-10-14,both
submarines,MPCXJJQJAL83,TE CONNECTIVITY LTD.,unbucketed,,,,,,,0.346,2,2016-02-22,0.0,0,2017-02-03,Virginia-only
submarines,ENB9DTFH6MP8,ALTA EQUIPMENT GROUP INC.,unbucketed,,,,,,,0.0,0,,0.334,1,2021-07-20,Columbia-only
submarines,ZA7HPV7XXUE3,"MERRILL TECHNOLOGIES GROUP, INC.",unbucketed,,,,,,,0.0,0,2019-06-07,0.333,1,2021-11-18,Columbia-only
submarines,SK3YCN3CHJD7,"PLASTIC DISTRIBUTORS & FABRICATORS, INC.",unbucketed,,,,,,,0.329,3,2016-08-24,0.0,0,2018-08-22,Virginia-only
submarines,ULZEK7HDMS57,"DVCC, LLC",piping,,,,,,,0.039,1,2019-05-24,0.284,4,2017-07-20,both
submarines,YLQMY5SGNE55,3M COMPANY,unbucketed,,,,,,,0.284,3,2017-11-01,0.036,1,2018-04-02,both
submarines,ZPZMCRH2JSA3,"EZEFLOW USA, INC.",unbucketed,,,,,,,0.226,7,2017-06-23,0.094,2,2024-09-12,both
submarines,GHH5AMJ8C896,PULSAFEEDER INC,unbucketed,,,,,,,0.276,2,2022-05-20,0.04,1,2022-10-27,both
submarines,CERUMMHMPXZ9,"CONAM INSPECTION AND ENGINEERING SERVICES, INC.",unbucketed,,,,,,,0.0,0,,0.312,1,2016-02-22,Columbia-only
submarines,N8DAXK7KXKM8,"MISTRAS GROUP, INC.",unbucketed,,,,,,,0.0,0,,0.312,1,2023-07-18,Columbia-only
submarines,JM2GNDJLDWL5,ADVEX CORPORATION,unbucketed,,,,,,,0.0,0,,0.31,2,2024-04-26,Columbia-only
submarines,U83NQK7LLLM6,"ONE ROCK CAPITAL PARTNERS, LLC",unbucketed,,,,,,,0.17,2,2021-05-14,0.138,2,2022-02-03,both
submarines,HFL7UADKYZ52,"BARNHART NORTHEAST, INC.",unbucketed,,,,,,,0.308,3,2022-06-09,0.0,0,,Virginia-only
submarines,HK1VJ4NJ6QN7,LOVEJOY CURTIS LLC,unbucketed,,,,,,,0.076,2,2018-05-01,0.229,2,2021-08-12,both
submarines,CZKYJKB7H9J7,"VEGAS FASTENER MANUFACTURING, LLC",unbucketed,,,,,,,0.026,1,2021-12-06,0.276,5,2021-11-22,both
submarines,LKXHMX1K3AC5,NATIONAL INSTRUMENTS CORPORATION,unbucketed,,,,,,,0.3,1,2021-11-08,0.0,0,2018-02-23,Virginia-only
submarines,KHN9PQ6VZ756,MIDSTATE INDUSTRIAL SUPPLY INC,unbucketed,,,,,,,0.292,4,2022-05-03,0.0,0,,Virginia-only
submarines,YFAKM74HKAT9,"RZ DESIGN ASSOCIATES, INC",unbucketed,,,,,,,0.0,0,,0.289,2,2023-06-21,Columbia-only
submarines,S9HRDMLBL795,"PULSCO, INC.",unbucketed,,,,,,,0.284,1,2024-08-28,0.0,0,,Virginia-only
submarines,DN8HGRSV3LA6,OUTLAND TECHNOLOGY INC.,unbucketed,,,,,,,0.28,3,2017-05-12,0.0,0,,Virginia-only
submarines,SCEEGJW7XZE5,KAMAN CORPORATION,unbucketed,,,,,,,0.202,4,2016-09-12,0.078,1,2018-05-14,both
submarines,NNNPMB5KA1V6,DENNEY PLASTICS MACHINING LLC,unbucketed,,,,,,,0.17,5,2018-07-16,0.108,2,2023-02-09,both
submarines,EG67WFES7DT3,OMEGA ENGINEERING INC,unbucketed,,,,,,,0.179,3,2022-04-14,0.098,2,2023-07-14,both
submarines,RG3VUTDYFNF8,FLUIDYNE CORP,unbucketed,,,,,,,0.231,4,2018-03-09,0.045,1,2022-04-29,both
submarines,L4ZMKLM4MPL3,MOOG INC.,piping,,,,,,,0.274,2,2016-01-05,0.0,0,2016-05-19,Virginia-only
submarines,YWX1QLBKSQD7,"PRC DESOTO INTERNATIONAL, INC.",unbucketed,,,,,,,0.274,1,2021-08-27,0.0,0,,Virginia-only
submarines,DKLBZLX4D674,"L&C PROTEC, INC.",unbucketed,,,,,,,0.273,1,2023-02-07,0.0,0,,Virginia-only
submarines,TXHLDCPC95J3,"C. V. TOOL COMPANY, INC.",unbucketed,,,,,,,0.158,11,2019-02-20,0.115,10,2019-11-01,both
submarines,DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",piping,,,,,,,0.273,2,2025-05-22,0.0,0,,Virginia-only
submarines,HY9JJE3F4R25,"WOLLASTON ALLOYS, INC.",unbucketed,,,,,,,0.0,0,,0.271,2,2023-01-05,Columbia-only
submarines,EWDVBA6GPR39,PAVION CORP.,unbucketed,,,,,,,0.0,0,,0.27,1,2024-10-16,Columbia-only
submarines,H4K1A9NVAB68,CRYSTAL INSTRUMENTS CORPORATION,unbucketed,,,,,,,0.267,1,2017-11-27,0.0,0,2018-03-27,Virginia-only
submarines,WYN3NM142HF3,"LEE COMPANY, THE",unbucketed,,,,,,,0.147,3,2019-05-24,0.117,1,2024-08-09,both
submarines,WH4HRFKKT8U6,"ROMAC INDUSTRIES, INC.",piping,,,,,,,0.054,1,2020-05-05,0.206,1,2016-09-23,both
submarines,U5DDDFM4LJS3,"PRIME TECHNOLOGY, LLC",unbucketed,,,,,,,0.255,4,2016-07-26,0.0,0,,Virginia-only
submarines,SE6NBH1ZRQN5,VETERANS' GROUP LLC,unbucketed,,,,,,,0.253,1,2018-05-24,0.0,0,,Virginia-only
submarines,K2JGXQQ8HLE5,COMPONENTS CORPORATION OF AMERICA,unbucketed,,,,,,,0.252,2,2016-10-26,0.0,0,,Virginia-only
submarines,WVERJSJEZ4U8,LABORATORY TESTING INC,unbucketed,,,,,,,0.0,0,,0.251,1,2016-07-25,Columbia-only
submarines,DKVRL7NKED25,"STEELMASTER BUILDINGS, INC.",unbucketed,,,,,,,0.0,0,,0.249,1,2024-09-05,Columbia-only
submarines,WP2JLJEJXSN7,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,unbucketed,,,,,,,0.0,0,,0.249,2,2024-11-08,Columbia-only
submarines,HUYTR5ZGSSN6,"W. & O. SUPPLY, INC.",piping,,,,,,,0.082,2,2023-10-24,0.166,2,2023-11-02,both
submarines,LZP6L339NKZ9,MARINE POLYMERS INC,unbucketed,,,,,,,0.246,1,2016-07-25,0.0,0,,Virginia-only
submarines,XA3VAXMUA9A8,"EAGLE INDUSTRIES, INC.",unbucketed,,,,,,,0.245,1,2017-04-04,0.0,0,,Virginia-only
submarines,NA1PAN9A9F15,LINCOLN ELECTRIC HOLDINGS INC.,unbucketed,,,,,,,0.0,0,,0.244,3,2016-11-07,Columbia-only
submarines,RANZTST3FQU3,SID TOOL CO INC,unbucketed,,,,,,,0.031,1,2023-06-05,0.198,2,2023-01-25,both
submarines,NKUARJG8E2E8,ROSCID TECHNOLOGIES,unbucketed,,,,,,,0.0,0,,0.229,1,2017-03-06,Columbia-only
submarines,LP68L55MKK16,"AIRGAS USA, LLC",unbucketed,,,,,,,0.0,0,,0.225,4,2022-08-03,Columbia-only
submarines,Z7NHE6ADMH29,NIANTIC SEAL INC,unbucketed,,,,,,,0.189,3,2022-10-28,0.036,1,2024-10-10,both
submarines,FCK2D4PSV1L2,DOVER PUMPS & PROCESS SOLUTIONS SEGMENT INC,piping,,,,,,,0.224,3,2022-12-14,0.0,0,,Virginia-only
submarines,RTYDEXYNEZS1,ILLINOIS TOOL WORKS INC.,unbucketed,,,,,,,0.0,0,,0.223,2,2024-11-15,Columbia-only
submarines,KQP8TDGEJBK3,"NEST PARENT, INC.",unbucketed,,,,,,,0.0,0,,0.222,1,2017-11-15,Columbia-only
submarines,GMNNMEA95K18,"NOVARIA HOLDINGS, LLC",structural,,,,,,,0.0,0,,0.22,2,2022-02-07,Columbia-only
submarines,UE9ZP9KJKQ67,AMERICAN TOOL COMPANY,unbucketed,,,,,,,0.218,1,2025-02-07,0.0,0,,Virginia-only
submarines,MK6AGEN4XM53,"POWERSTATION, LLC",unbucketed,,,,,,,0.217,2,2018-11-05,0.0,0,,Virginia-only
submarines,NYPLGL4BKTS7,ESI ACQUISITION CORP,unbucketed,,,,,,,0.0,0,,0.216,2,2022-03-30,Columbia-only
submarines,Z7AEB4WP45P3,ITT INC,unbucketed,,,,,,,0.214,3,2022-04-26,0.0,0,,Virginia-only
submarines,CMPLJR3G8K76,FOLEY INC,unbucketed,,,,,,,0.0,0,,0.209,1,2024-06-03,Columbia-only
submarines,H2X6CQSJHQL4,WESTERN BRONZE INC,unbucketed,,,,,,,0.0,0,,0.208,2,2023-12-19,Columbia-only
submarines,Y884HM6MN5F4,"ADA CORE TECHNOLOGIES, INC.",unbucketed,,,,,,,0.0,0,,0.207,1,2024-07-10,Columbia-only
submarines,TMDVSPNEFR69,IVES EQUIPMENT CORPORATION,unbucketed,,,,,,,0.065,1,2017-03-24,0.136,2,2022-06-24,both
submarines,UGQ9ZMC59WA6,"CABLEWORKS, INC.",unbucketed,,,,,,,0.039,1,2022-06-10,0.162,2,2017-08-18,both
submarines,UAC2KLJM4XY1,TRANSDIGM GROUP INCORPORATED,unbucketed,,,,,,,0.071,2,2016-02-12,0.128,1,2022-01-26,both
