program,piid,work_type,vendor_uei,vendor_name,n_records,dollars
submarines,N0002417C2117,piping,DK14KTLXA9M5,"KME AMERICA MARINE TUBE & FITTING, LLC",125,10.902
submarines,N0002417C2117,piping,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,75,32.261
submarines,N0002417C2117,piping,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",68,10.706
submarines,N0002417C2117,piping,N79NY6FRL2F3,CUSTOM ALLOY CORPORATION,66,18.966
submarines,N0002417C2117,piping,Q35JL9GFCAK3,MAROTTA CONTROLS INC,55,44.099
submarines,N0002417C2117,piping,WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,53,143.312
submarines,N0002417C2117,piping,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",50,9.016
submarines,N0002417C2117,piping,U45EH8WMNF55,"CIRCOR INTERNATIONAL, INC.",49,13.833
submarines,N0002417C2117,piping,FMC8BKMNMKF2,"FLUID CONDITIONING PRODUCTS, INC.",48,6.878
submarines,N0002417C2117,piping,PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",46,4.941
submarines,N0002417C2117,piping,WESDY4U81NP8,"TRIDENT MARITIME SYSTEMS - CAC, LLC",44,7.34
submarines,N0002417C2117,piping,HG5LNJAG4LU8,"HUNT VALVE COMPANY, INC.",41,20.619
submarines,N0002417C2117,piping,L4ZMKLM4MPL3,MOOG INC.,40,11.191
submarines,N0002417C2117,piping,XTYYPELG5MQ7,"PENNSYLVANIA MACHINE WORKS, LLC",34,2.861
submarines,N0002417C2117,piping,HSV2N9ACRTJ6,EMERSON AUTOMATION SOLUTIONS FINAL CONTROL US LP,33,5.226
submarines,N0002417C2117,piping,JEP5GQGFPUL9,PORTLAND VALVE LLC,33,13.997
submarines,N0002417C2117,piping,MENSE2ENG8J6,ARCLINE INVESTMENT MANAGEMENT LP,33,5.725
submarines,N0002417C2117,piping,CN4DJZSKM3Y3,"PENNSYLVANIA MACHINE WORKS, INC.",32,1.879
submarines,N0002417C2117,piping,W3KUJLTCRLV1,AMMCON CORP.,32,1.877
submarines,N0002417C2117,piping,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,29,24.402
submarines,N0002417C2117,piping,REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,28,1.87
submarines,N0002417C2117,piping,GU5YDKH7GPF1,CIRCOR NAVAL SOLUTIONS LLC,27,28.617
submarines,N0002417C2117,piping,J9V9SJL4CW97,CURTISS-WRIGHT FLOW CONTROL CORPORATION,27,9.337
submarines,N0002417C2117,piping,F2LEAK3EK9R3,GRAHAM CORP,26,83.57
submarines,N0002417C2117,piping,G319AMB56SW5,901 D LLC,23,4.442
submarines,N0002417C2117,piping,KAG7VEFLUZQ4,"SARGENT AEROSPACE & DEFENSE, LLC",22,9.743
submarines,N0002417C2117,piping,GE4GA2B9JYF9,"MERRILL TECHNOLOGIES GROUP, LLC",21,6.172
submarines,N0002417C2117,piping,NG7TY7BYU9R7,"W. & O. SUPPLY, INC.",21,1.388
submarines,N0002417C2117,piping,WJ45NXW2TVD7,MOOG INC.,20,12.26
submarines,N0002417C2117,piping,CE3HF8PLAFD3,"MILWAUKEE VALVE COMPANY, LLC",19,2.813
submarines,N0002417C2117,piping,HJUAXSF12JR6,"CUSTOM HYDRAULIC & MACHINE, INC.",19,1.246
submarines,N0002417C2117,piping,Y5R2L8HWAUA8,"NAVUS AUTOMATION, INC",19,5.683
submarines,N0002417C2117,piping,LC7UN8MJYCJ7,RBC BEARINGS INCORPORATED,17,15.113
submarines,N0002417C2117,piping,XYCDRJ4BBZ34,"KME AMERICA MARINE TUBE & FITTING, LLC",15,1.7
submarines,N0002417C2117,piping,MKRBJA6JXXS7,EMERSON ELECTRIC CO.,14,2.102
submarines,N0002417C2117,piping,FR7WWCCNBQZ6,D K MACHINE INC,13,0.956
submarines,N0002417C2117,piping,V1MQFNQB56Z5,RIX INDUSTRIES,13,5.276
submarines,N0002417C2117,piping,KSZBH4K529U5,"CMI, INC.",12,1.822
submarines,N0002417C2117,piping,W138B61KN3Q7,PARKER-HANNIFIN CORPORATION,12,8.868
submarines,N0002417C2117,piping,P33VWHC39MN5,"ADMIRAL VALVE, LLC",11,1.493
submarines,N0002417C2117,piping,WLEATDDTMCT3,"GRAYCLIFF PARTNERS, LP",11,0.924
submarines,N0002417C2117,piping,E86EYMJR23D1,"MELLINGER ENGINEERING, INCORPORATED",10,2.618
submarines,N0002417C2117,piping,GYMLL74UL5Q8,"HYDRASEARCH COMPANY, LLC",10,0.937
submarines,N0002417C2117,piping,N9UNRN3F79J1,"LESLIE CONTROLS, INC.",10,4.065
submarines,N0002417C2117,piping,R769GJRQF618,"KOIKE ARONSON, INC.",10,10.568
submarines,N0002417C2117,piping,MXTJBDD1L4T4,"TAYLOR DEVICES, INC.",9,1.186
submarines,N0002417C2117,piping,N16ET1YJ6QZ3,"ROMAC INDUSTRIES, INC.",8,1.081
submarines,N0002417C2117,piping,M35SG6PKLJB3,"ALASKAN COPPER COMPANIES, INC.",7,0.749
submarines,N0002417C2117,piping,RLXQHCXFT513,CUNICO CORPORATION,7,1.06
submarines,N0002417C2117,piping,V87VJJNMMFH9,"DEXTER MAGNETIC TECHNOLOGIES, INC.",7,1.222
submarines,N0002417C2117,piping,MC77SUMRLXY5,"MILWAUKEE VALVE COMPANY, INC.",6,1.497
submarines,N0002417C2117,piping,ULZEK7HDMS57,"DVCC, LLC",6,0.483
submarines,N0002417C2117,piping,VDSCUPC2H3K7,CITADEL CAPITAL CORPORATION,6,0.492
submarines,N0002417C2117,piping,JJMSRWKWWQ87,NIBCO INC.,5,0.247
submarines,N0002417C2117,piping,XEYGFMKSLWW5,THE BUTLER WELDMENTS CORPORATION,5,0.73
submarines,N0002417C2117,piping,HQ19YHLBS985,GARDNER DENVER NASH LLC,4,2.457
submarines,N0002417C2117,piping,LD7YXEQNEKZ3,"LINCOLN ELECTRIC AUTOMATION, INC.",4,2.728
submarines,N0002417C2117,piping,WH4HRFKKT8U6,"ROMAC INDUSTRIES, INC.",4,0.688
submarines,N0002417C2117,piping,KBKCVLC65QL5,"KOIKE ARONSON, INC.",3,0.054
submarines,N0002417C2117,piping,NKNLZEBJBM67,TRANSDIGM INC,3,0.191
submarines,N0002417C2117,piping,XJXYXCZL36Z4,THE CARLYLE GROUP L P,3,0.125
submarines,N0002417C2117,piping,D1L2HV3GLLY3,TIOGA PIPE INC,2,0.387
submarines,N0002417C2117,piping,GPEHQHPNYZ31,ALCO INVESTMENT COMPANY,2,0.117
submarines,N0002417C2117,piping,HUYTR5ZGSSN6,"W. & O. SUPPLY, INC.",2,0.166
submarines,N0002417C2117,piping,KYURG7LRSC89,"CIRCOR INTERNATIONAL, INC.",2,0.588
submarines,N0002417C2117,piping,L8T4R3N7ACL6,COLFAX CORPORATION,2,2.797
submarines,N0002417C2117,piping,MEQJENNPRLG9,"MASS CRANE & HOIST SERVICES, INC",2,0.789
submarines,N0002417C2117,piping,SX6BF52K2WB1,VACCO INDUSTRIES,2,0.98
submarines,N0002417C2117,piping,V91WXBJ7WKL1,"W. & O. SUPPLY, INC.",2,0.182
submarines,N0002417C2117,piping,DXGJDCR3TN56,"CURTISS-WRIGHT FLOW CONTROL SERVICE, LLC",1,0.128
submarines,N0002417C2117,piping,FFL2MLNT4FN1,GARDNER DENVER NASH LLC,1,0.425
submarines,N0002417C2117,piping,H4KTGQKJ2Y15,"TIOGA PIPE, INC.",1,0.113
submarines,N0002417C2117,piping,JRUCKDSNXKD5,THE ENTWISTLE COMPANY LLC,1,0.11
submarines,N0002417C2117,piping,NPDPXRZGXXL3,"LYN-LAD GROUP, LTD.",1,0.03
submarines,N0002417C2117,piping,NYGUEDY27AM8,CURTISS-WRIGHT CORPORATION,1,0.08
submarines,N0002417C2117,piping,UAC2KLJM4XY1,TRANSDIGM GROUP INCORPORATED,1,0.128
submarines,N0002417C2117,piping,UR64LG5YKUE8,LYNN LADDER AND SCAFFOLDING CO INC,1,0.1
submarines,N0002417C2117,unbucketed,FYUJEKH32UF5,"L.M. GILL WELDING & MANUFACTURING, L.L.C.",43,-15.252
submarines,N0002417C2117,unbucketed,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,28,3.569
submarines,N0002417C2117,unbucketed,UNG7G6S4JRA6,"5TH AXIS, LLC",26,0.782
submarines,N0002417C2117,unbucketed,YA7EN5YYJYS8,"APOLLO PROFESSIONAL SOLUTIONS, INC.",26,1.439
submarines,N0002417C2117,unbucketed,Z19UP1U6FMT1,INDUSTRIAL TRANSFER AND STORAGE INC.,23,2.617
submarines,N0002417C2117,unbucketed,MSFLXVQVJMG4,"PEERLESS INSTRUMENT CO., INC.",20,2.067
submarines,N0002417C2117,unbucketed,CG86N1ZC42B8,AMMCON CORP.,19,1.283
submarines,N0002417C2117,unbucketed,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC",17,1.655
submarines,N0002417C2117,unbucketed,W1LDBNHD4EM7,SCHLUMBERGER N.V.,17,4.996
submarines,N0002417C2117,unbucketed,M1GWN16X9VN3,ADECCO GROUP AG,16,2.874
submarines,N0002417C2117,unbucketed,Q53BLDNWRKA8,"TAD PGS, INC.",16,1.476
submarines,N0002417C2117,unbucketed,XLKTN1TLGB75,ELMA ELECTRONIC AG,15,3.838
submarines,N0002417C2117,unbucketed,LR2HQKYJLDZ7,ESI ACQUISITION CORP.,14,2.026
submarines,N0002417C2117,unbucketed,MKRBJA6JXXS7,EMERSON ELECTRIC CO.,13,1.484
submarines,N0002417C2117,unbucketed,U73RYB2RKTW4,RWH CONSULTING GROUP INC,13,2.417
submarines,N0002417C2117,unbucketed,C3L9A8H3TWG5,"AERO NAV LABORATORIES, INC.",12,0.609
submarines,N0002417C2117,unbucketed,GNH1FJWKY3G3,"WEST PHILA. BRONZE CO., INC",12,0.547
submarines,N0002417C2117,unbucketed,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",12,1.958
submarines,N0002417C2117,unbucketed,TXHLDCPC95J3,"C. V. TOOL COMPANY, INC.",12,0.126
submarines,N0002417C2117,unbucketed,WF99GAJKQAL5,NTS LABS LLC,12,0.16
submarines,N0002417C2117,unbucketed,JHPXZQA4R1X1,"BLACK ROCK TECHNOLOGY GROUP, LLC",11,0.739
submarines,N0002417C2117,unbucketed,WJ1XMJMTSYL9,"PAROSCIENTIFIC, INC.",11,0.819
submarines,N0002417C2117,unbucketed,LW88Z8MMJHT3,"INSIGHT GLOBAL, LLC",10,0.795
submarines,N0002417C2117,unbucketed,LZUPA35L1689,"INSIGHT GLOBAL, LLC",10,-3.492
submarines,N0002417C2117,unbucketed,V627Y8NS1JM1,"MILCOTS, LLC",10,1.399
submarines,N0002417C2117,unbucketed,YVBHN7GKLQ44,"GLENAIR, INC.",10,1.285
submarines,N0002417C2117,unbucketed,C1B6X8AADFB1,"COMSACO, INC.",9,0.186
submarines,N0002417C2117,unbucketed,F2KSX22KK1E4,BLOOMY CONTROLS INC,9,2.727
submarines,N0002417C2117,unbucketed,MTNSMCNJCNE1,"LJM PACKAGING CO., INC.",9,4.441
submarines,N0002417C2117,unbucketed,NA1PAN9A9F15,LINCOLN ELECTRIC HOLDINGS INC.,9,1.086
submarines,N0002417C2117,unbucketed,NGMSB6M2QKA4,ASA ENVIRONMENTAL PRODUCTS INC,9,0.721
submarines,N0002417C2117,unbucketed,PWK4GDMMEAQ8,AMETEK SCP INC,9,1.489
submarines,N0002417C2117,unbucketed,VKBFB8MAZ357,TITANIUM FABRICATION CORPORATION,9,1.368
submarines,N0002417C2117,unbucketed,WNDYZX3ALFB1,"COMARK, LLC",9,1.735
submarines,N0002417C2117,unbucketed,XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",9,0.725
submarines,N0002417C2117,unbucketed,XH9ADBLZRMF1,MELLINGER ENGINEERING GROUP LLC,9,1.113
submarines,N0002417C2117,unbucketed,GE3JLF1PZBM8,RETLIF INCORPORATED,8,0.546
submarines,N0002417C2117,unbucketed,HB74FFGNFK17,THE DYSON CORPORATION,8,2.048
submarines,N0002417C2117,unbucketed,J7RQVJ723JM3,MADISON COMPANY,8,1.01
submarines,N0002417C2117,unbucketed,K151N8EJE998,"CLIMAX PORTABLE MACHINE TOOLS, INC.",8,3.771
submarines,N0002417C2117,unbucketed,M618ETNNYA77,DROITCOUR CO,8,0.57
submarines,N0002417C2117,unbucketed,PPLZG8J3N9D4,UNITED TECHNOLOGIES CORPORATION,8,0.551
submarines,N0002417C2117,unbucketed,TJGHTGTTVEA1,"SAFARI MICRO GOVERNMENT SOLUTIONS, LLC",8,1.001
submarines,N0002417C2117,unbucketed,C1NAJQ34VWM5,CAMERON ENERGY SERVICES CORP.,7,0.8
submarines,N0002417C2117,unbucketed,CABCB9XBJHK5,"APOLLO PROFESSIONAL SOLUTIONS, INC.",7,0.555
submarines,N0002417C2117,unbucketed,DNY9WHR3SKK6,CLARK-RELIANCE LLC,7,0.845
submarines,N0002417C2117,unbucketed,PGWNKJF89FV5,ELMA ELECTRONIC INCORPORATED,7,-0.089
submarines,N0002417C2117,unbucketed,PVLTABUDXLR4,HARTFORD ELECTRIC SUPPLY COMPANY THE,7,0.311
submarines,N0002417C2117,unbucketed,RDRYVJJX3NA5,"ELECTRO STANDARDS LABORATORY, INC.",7,0.696
submarines,N0002417C2117,unbucketed,UAWKMCFNMNT1,"CRAIG TECHNOLOGIES AEROSPACE SOLUTIONS, LLC",7,2.238
submarines,N0002417C2117,unbucketed,DJH3J8S4C481,NTS HOLDING CORPORATION INC,6,0.069
submarines,N0002417C2117,unbucketed,GTP8S87MBPF3,"GREENLAND ENTERPRISES, INC.",6,8.168
submarines,N0002417C2117,unbucketed,JBMKQ8ZH6FN9,DOVER CORPORATION,6,1.261
submarines,N0002417C2117,unbucketed,N5KEKMFCWUR1,AMETEK INC.,6,1.03
submarines,N0002417C2117,unbucketed,QLTXH525A671,"RAPID PREP, LLC",6,0.341
submarines,N0002417C2117,unbucketed,TCCLSQU7ZMW5,ITT INC.,6,5.748
submarines,N0002417C2117,unbucketed,CQLFMKPGRUQ3,"TEVET, LLC",5,0.254
submarines,N0002417C2117,unbucketed,CZKYJKB7H9J7,"VEGAS FASTENER MANUFACTURING, LLC",5,0.276
submarines,N0002417C2117,unbucketed,F3XKPA82MHQ5,"NAG, LLC",5,0.095
submarines,N0002417C2117,unbucketed,FLU4K8MGMZX7,"HITACHI, LTD.",5,3.103
submarines,N0002417C2117,unbucketed,GN84UHWZJMR8,"DAYTON T. BROWN, INC.",5,0.061
submarines,N0002417C2117,unbucketed,JGSNSER23GR6,DELL FEDERAL SYSTEMS L.P,5,0.465
submarines,N0002417C2117,unbucketed,LN8JD2HB57K5,"PATRIOT ELECTRONICS, INC.",5,0.24
submarines,N0002417C2117,unbucketed,LWF3CB1HFZF3,I S C O CORPORATION,5,0.215
submarines,N0002417C2117,unbucketed,NFADFBRR9XM6,"SOURCE CODE MIDCO, LLC",5,1.082
submarines,N0002417C2117,unbucketed,T5C6JNLVSC17,HYDRATIGHT OPERATIONS INC,5,1.206
submarines,N0002417C2117,unbucketed,U43WP4FHDJY3,"MARINE ELECTRIC SYSTEMS, INC.",5,0.179
submarines,N0002417C2117,unbucketed,UKXMHUWSFLW7,"G.W. LISK COMPANY, INC.",5,0.786
submarines,N0002417C2117,unbucketed,UU26FKF1MML6,BERKSHIRE HATHAWAY INC.,5,1.414
submarines,N0002417C2117,unbucketed,W3KUJLTCRLV1,AMMCON CORP.,5,0.312
submarines,N0002417C2117,unbucketed,X97ZECBY6573,LORD CORPORATION,5,0.726
submarines,N0002417C2117,unbucketed,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",5,0.922
submarines,N0002417C2117,unbucketed,Z86FMF9P1KD6,"G. S. E. DYNAMICS, INC.",5,0.27
submarines,N0002417C2117,unbucketed,DBQGN324ULK3,"W.W. GRAINGER, INC.",4,0.131
submarines,N0002417C2117,unbucketed,DR25DM16Y9G8,APPLICATIONS 3D LLC,4,0.035
submarines,N0002417C2117,unbucketed,EJT5ERY72NJ3,WELLS PROFESSIONAL CONSULTING SERVICES LLC,4,0.549
submarines,N0002417C2117,unbucketed,FH39KDCYBK21,"HTP MEDS, LLC",4,0.136
submarines,N0002417C2117,unbucketed,G5W8NZNYN1P6,BRISTOL HARBOR GROUP,4,0.229
submarines,N0002417C2117,unbucketed,J3C4WKJZZKN5,"LANDSTAR SYSTEM, INC.",4,8.14
submarines,N0002417C2117,unbucketed,J8PKNJEX2MS2,"LOCKWOOD BROTHERS, INC.",4,2.215
submarines,N0002417C2117,unbucketed,K8W2J2DS9FN1,"SYNOPSYS, INC.",4,0.174
submarines,N0002417C2117,unbucketed,KAFVDV3C5BN1,"321GANG, LLC",4,0.152
submarines,N0002417C2117,unbucketed,KM5NRZNTUDY8,ACTUANT CORPORATION,4,1.392
submarines,N0002417C2117,unbucketed,LP68L55MKK16,"AIRGAS USA, LLC",4,0.225
submarines,N0002417C2117,unbucketed,MBJ8ANU347W7,EATON CORPORATION PUBLIC LIMITED COMPANY,4,0.784
submarines,N0002417C2117,unbucketed,P3S2F1HKFDM4,VECTOR STIFTUNG,4,0.414
submarines,N0002417C2117,unbucketed,PDBCMAYNN1V8,"CUSTOM QUALITY SCAFFOLDING, INC.",4,0.11
submarines,N0002417C2117,unbucketed,PUFMZLZJ2BY2,MATTHEW WARREN INC,4,0.738
submarines,N0002417C2117,unbucketed,QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",4,0.153
submarines,N0002417C2117,unbucketed,R5RBSCTJTWZ6,PICKERING GROUP LIMITED,4,0.055
submarines,N0002417C2117,unbucketed,RLYHS582JDW8,SCHLUMBERGER TECHNOLOGY CORPORATION,4,0.22
submarines,N0002417C2117,unbucketed,RYVANEDADBK3,"METALTEK INTERNATIONAL, INC.",4,0.129
submarines,N0002417C2117,unbucketed,T3DYDNW4KVC7,"KAUFMAN COMPANY, INC.",4,0.462
submarines,N0002417C2117,unbucketed,TNLQJ5ULW665,HYDAC TECHNOLOGY CORP,4,0.86
submarines,N0002417C2117,unbucketed,VNC1NE44BXJ6,"TOTAL WELDING SUPPLY, INC.",4,1.692
submarines,N0002417C2117,unbucketed,WEK3JBN7G6L7,ADMIRAL FILTER COMPANY LLC,4,0.41
submarines,N0002417C2117,unbucketed,WN3KS9Z5JLK9,"PRECISION MACHINE & GEAR, INC.",4,0.077
submarines,N0002417C2117,unbucketed,XBHNYVTCDQH8,"UNIFIED2 GLOBAL PACKAGING GROUP, LLC",4,2.558
submarines,N0002417C2117,unbucketed,CVVANE9FWYN6,WARBURG PINCUS LLC,3,1.054
submarines,N0002417C2117,unbucketed,E3NCN9MXJAL5,US JOINER HOLDING COMPANY,3,0.128
submarines,N0002417C2117,unbucketed,EB3GK67LJFR1,SCHWEITZER ENGINEERING LABORATORIES INC,3,0.67
submarines,N0002417C2117,unbucketed,EBMBBLNWAZS8,"PRECISION RESOURCES, INC.",3,2.61
submarines,N0002417C2117,unbucketed,EDJPMQN1HSJ1,"MSA SAFETY SALES, LLC",3,0.473
submarines,N0002417C2117,unbucketed,EYMMLMHBMSL5,"SGL AUTOMATION, LLC",3,3.543
submarines,N0002417C2117,unbucketed,EYSFY8B947C6,COMNET COMMINCATIONS LLC,3,0.007
submarines,N0002417C2117,unbucketed,FA62JCF2JGN7,ENSAFE INC.,3,0.173
submarines,N0002417C2117,unbucketed,GGKLKCCKVZ16,STEELCASE INC.,3,0.044
submarines,N0002417C2117,unbucketed,GLU5BML5XQK2,ROMEY PAUL VENTURES LLC,3,4.808
submarines,N0002417C2117,unbucketed,HK1VJ4NJ6QN7,LOVEJOY CURTIS LLC,3,0.268
submarines,N0002417C2117,unbucketed,KQP8TDGEJBK3,"NEST PARENT, INC.",3,0.314
submarines,N0002417C2117,unbucketed,LKVHTENM62A5,SUPREME CORP,3,0.059
submarines,N0002417C2117,unbucketed,M6CTHGC91RG4,"MARTINEZ AND TUREK, INC.",3,0.17
submarines,N0002417C2117,unbucketed,MME9X24LUXP1,"ACROMAG, INCORPORATED",3,0.144
submarines,N0002417C2117,unbucketed,MUW4M1JLNY19,DIXIE TANK COMPANY,3,0.191
submarines,N0002417C2117,unbucketed,MXDKLLXB3EK7,"B&G MANUFACTURING CO., INC.",3,0.181
submarines,N0002417C2117,unbucketed,NFCDTTZM5JL3,DUREX INTERNATIONAL CORP.,3,1.165
submarines,N0002417C2117,unbucketed,NKUARJG8E2E8,ROSCID TECHNOLOGIES,3,0.638
submarines,N0002417C2117,unbucketed,NRFJMVNYQ6C3,"ZAPATA GROUP, INC.",3,0.843
submarines,N0002417C2117,unbucketed,PLYSMJBAYE42,PUROLATOR FACET INC.,3,1.354
submarines,N0002417C2117,unbucketed,PNE9R5EJMWK8,"L3 TECHNOLOGIES, INC.",3,2.372
submarines,N0002417C2117,unbucketed,QT9LCNSYE637,MATERION CORPORATION,3,0.762
submarines,N0002417C2117,unbucketed,QVMBB4UCMEH4,"ELECTRO MECHANICAL SPECIALISTS, LLC",3,0.052
submarines,N0002417C2117,unbucketed,QYLMXH4B2KX8,"BECHTEL NATIONAL, INC.",3,1.878
submarines,N0002417C2117,unbucketed,RKLZWNHGDHP7,"EBDG, INC.",3,0.028
submarines,N0002417C2117,unbucketed,S3NBXGNJ5433,"CORSERVA, INC.",3,0.199
submarines,N0002417C2117,unbucketed,SCEEGJW7XZE5,KAMAN CORPORATION,3,0.122
submarines,N0002417C2117,unbucketed,SK3YCN3CHJD7,"PLASTIC DISTRIBUTORS & FABRICATORS, INC.",3,0.028
submarines,N0002417C2117,unbucketed,TH91MD9B9RL7,SSI MANUFACTURING TECHNOLOGIES CORP.,3,0.195
submarines,N0002417C2117,unbucketed,U517SU1EZGK9,"CHALMERS & KUBECK, INC.",3,0.215
submarines,N0002417C2117,unbucketed,VN4ABZNLWJ59,ABB LTD,3,0.058
submarines,N0002417C2117,unbucketed,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,3,0.092
submarines,N0002417C2117,unbucketed,YK46GJRH4W87,"CONCURRENT REAL-TIME, INC.",3,0.166
submarines,N0002417C2117,unbucketed,YLQMY5SGNE55,3M COMPANY,3,0.12
submarines,N0002417C2117,unbucketed,Z2XMD2USH373,APCO TECHNOLOGIES ENGINEERING INC.,3,0.136
submarines,N0002417C2117,unbucketed,Z31MCJ7P45T1,"CORE MANUFACTURING, LLC",3,0.129
submarines,N0002417C2117,unbucketed,C18KXNHETC95,"KITCO FIBER OPTICS, INC.",2,0.251
submarines,N0002417C2117,unbucketed,C1H7UWEXRVN7,HOTTINGER BRUEL & KJAER INC.,2,1.074
submarines,N0002417C2117,unbucketed,C42JQSEUNF23,SOPHEON PLC,2,0.328
submarines,N0002417C2117,unbucketed,CERUMMHMPXZ9,"CONAM INSPECTION AND ENGINEERING SERVICES, INC.",2,0.462
submarines,N0002417C2117,unbucketed,CFLHPEP9NMU4,HUBBS MACHINE & MANUFACTURING,2,0.114
submarines,N0002417C2117,unbucketed,CP8AJC3EDE93,"ALP INDUSTRIES, INC.",2,0.061
submarines,N0002417C2117,unbucketed,CY77FBY3EQM4,KEEN COMPRESSED GAS CO.,2,0.139
submarines,N0002417C2117,unbucketed,D6GJGD1KMH25,"ANIXTER, INC",2,0.218
submarines,N0002417C2117,unbucketed,DKWCJWBNHCL3,NCP COATINGS INC,2,0.033
submarines,N0002417C2117,unbucketed,E83TNKA9JCY6,AIR SYSTEMS COMPONENTS INC,2,0.542
submarines,N0002417C2117,unbucketed,EBJCZNYDQDH8,PRYSMIAN SPA,2,-0.007
submarines,N0002417C2117,unbucketed,ECVNHKM2CLS9,"PICKERING INTERFACES, INC",2,0.132
submarines,N0002417C2117,unbucketed,EG67WFES7DT3,OMEGA ENGINEERING INC,2,0.098
submarines,N0002417C2117,unbucketed,ENB9DTFH6MP8,ALTA EQUIPMENT GROUP INC.,2,0.416
submarines,N0002417C2117,unbucketed,F161APAUMLD7,"KOCH INDUSTRIES, INC.",2,0.254
submarines,N0002417C2117,unbucketed,F4JJL7645T67,LEXINGTON SOFT LLC,2,0.083
submarines,N0002417C2117,unbucketed,FCYFZ4P8ZGV6,"K M L ARCHITECTS, LLC",2,0.103
submarines,N0002417C2117,unbucketed,FH7ML8E9EWJ7,"DYNETICS, INC.",2,0.255
submarines,N0002417C2117,unbucketed,FNQARYRJJEL5,COSPOLICH INC.,2,0.128
submarines,N0002417C2117,unbucketed,G3MFPVJHC8R1,"FRS HOLDINGS, INC.",2,0.332
submarines,N0002417C2117,unbucketed,GAJ1F3WQCWY5,THE SHERWIN-WILLIAMS COMPANY,2,0.001
submarines,N0002417C2117,unbucketed,H1WGM2HUFNB3,NDI ENGINEERING COMPANY,2,0.1
submarines,N0002417C2117,unbucketed,H2X6CQSJHQL4,WESTERN BRONZE INC,2,0.208
submarines,N0002417C2117,unbucketed,H4NUSZNWG4K6,"SOUND MECHANICAL, INC.",2,0.05
submarines,N0002417C2117,unbucketed,H4ZMPGLLZ8D9,"ARTCRAFT FABRICATORS, INC.",2,0.09
submarines,N0002417C2117,unbucketed,H5YBZ3M7LKG3,"HAYES PUMP, INC.",2,0.514
submarines,N0002417C2117,unbucketed,HC6YKKPYB658,"AGGREKO, LLC",2,0.041
submarines,N0002417C2117,unbucketed,HJG5ZSLCMTJ9,MSA SAFETY INCORPORATED,2,0.26
submarines,N0002417C2117,unbucketed,HKB9G8NZ5P66,"TEAM INDUSTRIES, INC.",2,0.172
submarines,N0002417C2117,unbucketed,HY9JJE3F4R25,"WOLLASTON ALLOYS, INC.",2,0.271
submarines,N0002417C2117,unbucketed,J9PPG7L67SD3,"MAYCO HOLDINGS, LLC",2,0.192
submarines,N0002417C2117,unbucketed,JC42EBJ5NFJ1,RAYTHEON TECHNOLOGIES CORPORATION,2,0.858
submarines,N0002417C2117,unbucketed,JK5BGM73XQ58,FEOLE TECHNOLOGIES INC,2,0.091
submarines,N0002417C2117,unbucketed,JM2GNDJLDWL5,ADVEX CORPORATION,2,0.31
submarines,N0002417C2117,unbucketed,JU5GNH1H5FV6,DY4 INC,2,0.559
submarines,N0002417C2117,unbucketed,K572F32CSLG5,MANPOWER INC.,2,0.355
submarines,N0002417C2117,unbucketed,KBBCEKMXULK7,MEASUREMENT SYSTEMS INC,2,0.158
submarines,N0002417C2117,unbucketed,KFF4DTT9LFJ3,"KELLY CONTAINER, INC.",2,0.232
submarines,N0002417C2117,unbucketed,KKRWXEQ9FVU6,HURLEY CONSTRUCTION,2,1.803
submarines,N0002417C2117,unbucketed,KQJTYTVTATY8,"NORTH ATLANTIC INDUSTRIES, INC.",2,0.297
submarines,N0002417C2117,unbucketed,KTK2F491J6A8,"SHAFT CURRENT SOLUTIONS, INC.",2,0.137
submarines,N0002417C2117,unbucketed,L7DWM5VV9T97,NTS TECHNICAL SYSTEMS,2,0.015
submarines,N0002417C2117,unbucketed,LFN2ND9H69T1,PARASOFT CORPORATION,2,0.081
submarines,N0002417C2117,unbucketed,LG8PRS9MR697,SFC VALVE CORPORATION,2,0.063
submarines,N0002417C2117,unbucketed,LJNPJQVBN8R9,"SCIENS BUILDING SOLUTIONS, LLC",2,0.091
submarines,N0002417C2117,unbucketed,LK9BTBWNLY96,"BEK, INC.",2,0.184
submarines,N0002417C2117,unbucketed,LKXHMX1K3AC5,NATIONAL INSTRUMENTS CORPORATION,2,0.059
submarines,N0002417C2117,unbucketed,LTJZX6G2X7Z1,ASPEQ HEATING GROUP LLC,2,0.062
submarines,N0002417C2117,unbucketed,M1DFCE4G2PM8,"DEXTER APACHE HOLDINGS, INC.",2,0.418
