uei,name,dollars,records,programs,foreign,sam_match,reg_status,org_structure_desc,primary_naics_6,primary_naics_4,naics_count,all_naics_6,psc_count,psc_list,immediate_owner,highest_owner,cage,exclusion,business_types
DQLZFV6PFCB9,"TATE ANDALE, LLC",1641713.75,24,ddg,,Active,Active,Manufacturer of Goods,332911,3329,2,332911;336611,0,,,,09032,N,For Profit Organization;Business or Organization;Manufacturer of Goods
KH92FV2FJC26,"THRUSTMASTER OF TEXAS, INC.",1640000.0,1,ddg,,Active,Active,Subchapter S Corporation,333120,3331,5,333120;333613;333618;333996;336999,7,2040;C216;H120;H220;H320;H920;N020,,,65848,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
WYFZJPX5J537,"SONALYSTS, INC.",1637362.0,12,ddg,,Active,Active,Manufacturer of Goods,541715,5417,40,325920;332994;334290;334310;334412;334418;334419;334511;334515;334519;335999;336412;336413;336414;336415;336419;336611;336612;336992;336999;512110;512191;512240;541330;541490;541511;541512;541519;541611;541613;541618;541690;541713;541714;541715;541890;541990;561410;611430;611699,0,,,,1L297,N,For Profit Organization;Business or Organization;Manufacturer of Goods
V212U2BEGU37,"SAFARI MICRO, INC.",1629741.0,10,ddg,,Active,Active,,541519,5415,1,541519,0,,,,1KEN9,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization
MUD4KL77FK98,TURNBULL LLC,1618379.34,12,ddg,,Active,Active,Manufacturer of Goods,332999,3329,3,332999;333613;337127,0,,"TRIDENT MARITIME SYSTEMS, LLC",,5BWU1,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
PUFMZLZJ2BY2,MATTHEW WARREN INC,1611637.58,14,ddg,,Active,Active,Manufacturer of Goods,332613,3326,1,332613,0,,"MATTHEW WARREN, INC.",,00RF9,N,For Profit Organization;Business or Organization;Manufacturer of Goods
CAKCE9S4WL78,"AZTEC GLOBAL SOLUTIONS, INC.",1611322.76,28,ddg,,Active,Active,,423690,4236,16,334111;334112;334413;334417;334419;334511;334515;334519;335311;335999;339920;339991;423430;423690;423720;424720,0,,,,1FQH5,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization
P33VWHC39MN5,"ADMIRAL VALVE, LLC",1607506.0,15,ddg,,Active,Active,Manufacturer of Goods,332912,3329,3,332911;332912;332919,0,,ADMIRAL TECHNOLOGY LLC,THE GHERMEZIAN DYNASTY TRUST,99565,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
PFRSFST9SSL1,RANTEC POWER SYSTEMS INC.,1576067.0,6,ddg,,Active,Active,Subchapter S Corporation,335999,3359,1,335999,8,5840;5841;5845;5963;5975;5998;6110;6130,RPS HOLDINGS INC,,60132,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
G15JF2TNVBL6,SIGNET MARITIME CORPORATION,1567993.33,13,ddg,,Active,Active,Subchapter S Corporation,336611,3366,9,332312;336611;336612;483111;483113;483211;488310;488330;532411,0,,,,1R0X5,N,For Profit Organization;Veteran-Owned Business;Business or Organization;Subchapter S Corporation
MC9KZKMUD8F8,"AGGREKO, LLC",1564820.63,14,ddg,,Active,Active,Limited Liability Company,532490,5324,1,532490,0,,,,1L0G4,N,For Profit Organization;Business or Organization;Limited Liability Company
P4XPJNTCHB68,SCHOELLHORN - ALBRECHT MACHINE CO INC,1549230.0,19,ddg,,Active,Active,Manufacturer of Goods,331513,3315,11,331513;332312;332510;332710;333120;333923;336611;423510;423830;423840;423860,5,2010;2020;2030;2040;2090,,,0MKF7,N,For Profit Organization;Veteran-Owned Business;Business or Organization;Manufacturer of Goods
KW9XSYBX2D65,MIRION TECHNOLOGIES (IST) CORPORATION,1543028.0,3,ddg,,Active,Active,Manufacturer of Goods,334519,3345,1,334519,0,,"MIRION TECHNOLOGIES (US), INC","MIRION TECHNOLOGIES, INC.",0C0H9,N,For Profit Organization;Business or Organization;Manufacturer of Goods
YD6LTFVUZNG1,RAYTHEON COMPANY,1518593.7,4,ddg,,Active,Active,Manufacturer of Goods,541512,5415,9,334290;334412;334413;334511;336413;336414;336419;541330;541512,0,,RAYTHEON COMPANY,RTX CORPORATION,7Y193,N,For Profit Organization;Business or Organization;Manufacturer of Goods
M35SG6PKLJB3,"ALASKAN COPPER COMPANIES, INC.",1509965.7,15,ddg,,Active,Active,Manufacturer of Goods,332996,3329,2,332996;332999,0,,,,5M429,N,For Profit Organization;Business or Organization;Manufacturer of Goods
T2KBXDMYBLX5,LIGHTHOUSE ELECTRIC INC.,1502185.0,8,ddg,,?,,,,,0,,0,,,,,,
XDBJX5QWAM86,"SAI SYSTEMS INTERNATIONAL, INC.",1500897.0,21,ddg,,Inactive,Inactive,,541511,5415,4,423430;541511;541512;541519,0,,,,0HJB3,N,Minority-Owned Business;Self Certified Small Disadvantaged Business;For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Asian-Pacific American Owned
TCM3R4JPRKY4,INSTITUTE FOR ADVANCED LEARNING AND RESEARCH,1500000.0,1,ddg,,Active,Active,,541990,5419,1,541990,0,,,,3PKU2,N,U.S. Local Government;Inter-municipal
KB45YQR3KSL5,"MISSISSIPPI SECURITY POLICE, INC.",1476686.01,4,ddg,,Active,Active,,561612,5616,3,485999;561210;561612,3,R430;S201;S206,,,3QNV4,N,Minority-Owned Business;Self Certified Small Disadvantaged Business;For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Native American Owned
JG73AVR7NUN4,"HYDRATIGHT OPERATIONS, INC.",1471613.04,5,ddg,,Inactive,Inactive,Manufacturer of Goods,333517,3335,1,333517,2,3419;3450,ACTUANT CORPORATION,,7NA67,N,For Profit Organization;Business or Organization;Manufacturer of Goods
VT5KKT7WLRE7,"G P 50 NEW YORK, LTD.",1469309.0,10,ddg,,Active,Active,Subchapter S Corporation,334513,3345,2,334513;334519,1,6685,,,0N8Y7,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
C1CCV2BRQJ26,MARINE EQUIPMENT AND ENGINEERING SOLUTIONS LLC,1466488.0,8,ddg,,Inactive,Inactive,Limited Liability Company,423830,4238,5,333995;335931;423830;488390;811310,0,,,,7TKG3,N,For Profit Organization;Business or Organization;Limited Liability Company
DSBBDM96K6H6,RACER MACHINERY INTERNATIONAL INC,1460912.12,7,ddg,Y,Inactive,Inactive,Manufacturer of Goods,333517,3335,5,333514;333515;333517;333519;811310,10,3405;3408;3411;3413;3416;3417;3418;3419;J034;K034,,,3AA35,N,For Profit Organization;Business or Organization;Manufacturer of Goods
YA7EN5YYJYS8,"APOLLO PROFESSIONAL SOLUTIONS, INC.",1457093.14,23,ddg,,NO_RECORD,,,,,0,,0,,,,,,
UZMKDFWHKTC9,"Maro Display, Inc.",1453400.76,11,ddg,,Inactive,Inactive,Subchapter S Corporation,326113,3261,1,326113,0,,,,7US80,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
VD1NLZGAJ2L4,"DURAMAX MARINE, LLC",1444639.0,4,ddg,,Active,Active,Manufacturer of Goods,326291,3262,2,326291;339991,3,2010;3110;3120,DURAMAX GLOBAL CORP,,1PNP7,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
G9N1X873CYJ6,THE TIMKEN COMPANY,1422964.64,8,ddg,,Active,Active,Manufacturer of Goods,332991,3329,1,332991,0,,,,4F549,N,For Profit Organization;Business or Organization;Manufacturer of Goods
KHK8QYLFGLU1,Rolls-Royce Corporation,1422351.85,4,ddg,,Active,Active,Manufacturer of Goods,541330,5413,3,488190;541330;541715,1,2840,ROLLS-ROYCE NORTH AMERICA HOLDINGS INC.,ROLLS-ROYCE HOLDINGS PLC,63005,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
LYDRWR6ML2U7,ITT CANNON LLC,1421244.1,2,ddg,,Active,Active,Manufacturer of Goods,334417,3344,2,334417;335314,2,5935;5960,,,71468,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
GTDWX1272LQ4,LINEAR MOTION LLC,1393162.44,10,ddg,,Active,Active,Manufacturer of Goods,336413,3364,1,336413,0,,UMBRAGROUP S.P.A.,,0A335,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
N7NUHPAKNME8,"CUBIC DEFENSE APPLICATIONS, INC.",1390000.0,1,ddg,,Active,Active,Manufacturer of Goods,334511,3345,13,332994;334220;334511;334519;335999;541330;541511;541512;541513;541519;541713;541715;561210,0,,CUBIC CORPORATION,"VERITAS CAPITAL PARTNERS V, LLC",94987,N,For Profit Organization;Business or Organization;Manufacturer of Goods
V87VJJNMMFH9,"DEXTER MAGNETIC TECHNOLOGIES, INC.",1382850.48,8,ddg,,Active,Active,Manufacturer of Goods,332999,3329,6,332999;334419;336413;336414;336419;541330,0,,"TSL ENGINEERED PRODUCTS, LLC",TINICUM L.P.,28923,N,For Profit Organization;Business or Organization;Manufacturer of Goods
KP54PU9M3GY5,TE CONNECTIVITY SEACON PHOENIX INC.,1377018.66,15,ddg,,NO_RECORD,,,,,0,,0,,,,,,
TXHLDCPC95J3,"C. V. TOOL COMPANY, INC.",1360736.2,38,ddg,,Active,Active,Manufacturer of Goods,332710,3327,5,332710;332721;333514;333611;336413,0,,,,0GPC1,N,For Profit Organization;Business or Organization;Manufacturer of Goods
YKMMCNDT9KF8,"YANKEE REMODELER OF NEW LONDON, INC.",1354925.45,23,ddg,,Active,Active,Subchapter S Corporation,238350,2383,12,236118;236210;236220;238130;238150;238170;238310;238320;238350;238390;238910;238990,0,,,,0SV46,N,For Profit Organization;Business or Organization;Subchapter S Corporation
DNY9WHR3SKK6,Clark-Reliance LLC,1337562.0,14,ddg,,Active,Active,Limited Liability Company,334513,3345,8,327999;332510;332911;332919;333132;333996;334513;334519,0,,,,007F8,N,For Profit Organization;Business or Organization;Limited Liability Company
JLJVFN4MAQ98,DYNAPOWER COMPANY LLC,1312933.0,2,ddg,,Active,Active,Manufacturer of Goods,335999,3359,9,221121;221122;237130;333613;334413;334416;335311;335312;335999,0,,"SENSATA TECHNOLOGIES, INC",,24970,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
WWMME88ERQG5,BESTWELD INC,1310222.11,21,ddg,,Active,Active,Subchapter S Corporation,332996,3329,2,332313;332996,2,4510;4730,,,1FE46,N,For Profit Organization;Veteran-Owned Business;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
PS39EKC82UU5,DIT-MCO INTERNATIONAL LLC,1308292.0,5,ddg,,Active,Active,Manufacturer of Goods,334515,3345,4,334515;334516;334519;541990,0,,"CFB VENTURE FUND, L.P.",,19362,N,For Profit Organization;Business or Organization;Manufacturer of Goods
G8VYMKM2VG59,"NORTH AMERICAN CONTROLS, INC.",1305906.0,2,ddg,,Active,Active,Subchapter S Corporation,336992,3369,4,332912;333995;333996;336992,0,,,,0VUL5,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
MN5LYLMWBGK8,"SIMULATION AND CONTROL TECHNOLOGIES, INC.",1300000.0,11,ddg,,Active,Active,Subchapter S Corporation,541330,5413,1,541330,1,R425,,,1BLB8,N,Self Certified Small Disadvantaged Business;For Profit Organization;Veteran-Owned Business;Business or Organization;Subchapter S Corporation
L85DJJ1BJSQ6,"PRECISION DEFENSE SERVICES, INC.",1299052.0,1,ddg,,Active,Active,Manufacturer of Goods,332710,3327,27,332313;332410;332510;332710;332721;332722;332811;332911;332919;332994;332999;333514;333613;333923;333996;333998;334111;334419;334511;336412;336413;336414;336415;336419;423510;541380;541715,40,1140;1195;1315;1336;1337;1410;1420;1425;1430;1440;1450;1560;1650;1710;1720;2540;3040;3411;3413;3416;3417;3419;3424;3438;3439;3990;4730;4810;4820;5305;5306;5307;5310;5330;6330;9390;9999;R425;R499;R799,,,0JWD1,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Manufacturer of Goods
FUNJJEK23XN5,"TCH DISTRIBUTORS, LLC",1294092.65,21,ddg,,Active,Active,Limited Liability Company,423840,4238,43,115115;213112;236210;237120;238120;238190;238220;322230;325510;325998;326199;331110;331221;331491;332216;332312;332313;332420;332722;332813;332991;332996;333514;333515;333613;333991;333992;336310;336350;339940;423310;423320;423390;423450;423610;423710;423840;424130;424950;424990;444110;532412;561320,0,,,,6P2S4,N,Minority-Owned Business;Self Certified Small Disadvantaged Business;For Profit Organization;Veteran-Owned Business;Business or Organization;Limited Liability Company;Native American Owned;American Indian Owned;Indian Tribe (Federally Recognized)
KK9HWTR6SM49,"Duer /Carolina Coil, Incorporated",1277773.52,16,ddg,,NO_RECORD,,,,,0,,0,,,,,,
GYDNLMKBK274,"ALLREDI, LLC",1271141.58,20,ddg,,Active,Active,Manufacturer of Goods,423840,4238,6,327910;332912;423390;423830;423840;532490,0,,,,0MMG7,N,For Profit Organization;Business or Organization;Manufacturer of Goods
TH91MD9B9RL7,SSI MANUFACTURING TECHNOLOGIES CORP.,1267954.29,31,ddg,,Active,Active,Manufacturer of Goods,332710,3327,1,332710,0,,,,4P024,N,For Profit Organization;Women-Owned Business;Business or Organization;Manufacturer of Goods
G8LCAVK5AVW7,"NORSEMAN, INC.",1253930.02,10,ddg,,Active,Active,,541519,5415,54,221121;221122;238210;331318;332510;332722;333248;334111;334112;334118;334210;334220;334290;334310;334413;334416;334418;334419;334513;334515;334516;335311;335313;335921;335929;335999;339940;339999;423420;423430;423610;423690;423730;493190;513210;517121;518210;541330;541511;541512;541513;541519;541690;541715;541990;561210;561311;561320;561421;561621;561790;561990;611420;811210,0,,,,0WNZ6,N,For Profit Organization;Business or Organization
YHJESY2TDP23,MAJOR TOOL & MACHINE INC,1252234.0,2,ddg,,Active,Active,Manufacturer of Goods,332710,3327,16,331221;332313;332420;332439;332710;332721;332993;332999;333514;333611;333618;336412;336413;336415;336611;336992,0,,MAINE MACHINE PRODUCTS COMPANY,CCP V CAYMAN GP LTD.,01263,N,For Profit Organization;Business or Organization;Manufacturer of Goods
N6BAAYHLH8G7,"TTM PRINTED CIRCUIT GROUP, INC.",1252141.5,13,ddg,,Active,Active,Manufacturer of Goods,334418,3344,1,334418,0,,"TTM TECHNOLOGIES, INC.",,1KAN6,N,For Profit Organization;Business or Organization;Manufacturer of Goods
JTNDE6EBHL41,TRIDENT TECHNICAL COLLEGE,1246740.27,3,ddg,,Active,Active,,923110,9231,3,611310;611692;923110,0,,,,8L500,N,U.S. State Government;Educational Institution;State Controlled Institution of Higher Learning
JX92LMWRTRJ9,"DONALDSON COMPANY, INC.",1246449.32,6,ddg,,Active,Active,Manufacturer of Goods,333413,3334,13,332912;332999;333413;333618;333995;336390;336412;336413;336611;336612;336992;336999;339999,0,,"DONALDSON COMPANY, INC.",,13520,N,For Profit Organization;Business or Organization;Manufacturer of Goods
QDWGXNU1NLY9,"REXNORD INDUSTRIES, LLC",1246440.41,3,ddg,,NO_RECORD,,,,,0,,0,,,,,,
LG8PRS9MR697,SFC VALVE CORPORATION,1242245.63,12,ddg,,Active,Active,Manufacturer of Goods,332912,3329,2,332911;332912,0,,GLOBAL INCORPORATED,,1GZ83,N,For Profit Organization;Business or Organization;Manufacturer of Goods
LG3KT6KZ9K42,"SPEEDWAY CONSTRUCTORS, INC.",1236551.0,14,ddg,,Active,Active,,236220,2362,5,236210;236220;237110;237990;238220,0,,,,5TTQ9,N,Minority-Owned Business;Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;DOT Certified DBE;Small Business Joint Venture;Hispanic American Owned
CA3SCBN6PYP5,CONNECTRONICS CORP.,1235462.0,3,ddg,,Active,Active,Manufacturer of Goods,334417,3344,1,334417,0,,HEICO ELECTRONIC TECHNOLOGIES CORP,,0LE36,N,For Profit Organization;Business or Organization;Manufacturer of Goods
GFSJF2WNK1E1,"SCHNEIDER ELECTRIC SYSTEMS USA, INC.",1227123.94,8,ddg,,Inactive,Inactive,Manufacturer of Goods,334513,3345,1,334513,0,,INVENSYS SYSTEMS INC,SCHNEIDER ELECTRIC SE,1MHW8,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
H4K1A9NVAB68,CRYSTAL INSTRUMENTS CORPORATION,1215433.92,6,ddg,,Active,Active,Manufacturer of Goods,334515,3345,1,334515,0,,,,577M0,N,For Profit Organization;Business or Organization;Manufacturer of Goods
KNAGZL3AKW44,"110 TECHNOLOGY, LLC",1171594.38,4,ddg,,Inactive,Inactive,Limited Liability Company,423430,4234,6,334111;423430;541512;541519;541614;811212,0,,,,31YV3,N,Minority-Owned Business;Self Certified Small Disadvantaged Business;For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;DOT Certified DBE;Limited Liability Company;Hispanic American Owned
PW9GWUTL4KV5,"Us, Inc.",1170232.59,19,ddg,,Inactive,Inactive,Subchapter S Corporation,336611,3366,3,336611;561720;562910,2,Z1ED;Z2QA,,,1T3B6,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;DOT Certified DBE;Subchapter S Corporation
NFCDTTZM5JL3,DUREX INTERNATIONAL CORP.,1165478.64,3,ddg,,Active,Active,Manufacturer of Goods,333414,3334,2,333414;334513,0,,SPIRAX SARCO LTD,,06CR3,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
F98TZC6J5XV1,ARC TECHNOLOGIES LLC,1164465.31,10,ddg,,Active,Active,Manufacturer of Goods,334515,3345,10,326150;326291;332999;334412;334413;334419;334514;334515;335999;541715,0,,HEXCEL CORPORATION,,0HM39,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
QRS8UUK41BA4,METREX VALVE CORP.,1146465.88,7,ddg,,Active,Active,Manufacturer of Goods,332911,3329,1,332911,0,,,,21013,N,For Profit Organization;Business or Organization;Manufacturer of Goods
U43WP4FHDJY3,"MARINE ELECTRIC SYSTEMS, INC.",1133541.51,17,ddg,,Active,Active,Manufacturer of Goods,334516,3345,15,332216;332994;334310;334418;334419;334513;334514;334516;335312;335313;335314;335999;423450;541330;811210,0,,,,00062,N,For Profit Organization;Business or Organization;Manufacturer of Goods
MME9X24LUXP1,"ACROMAG, INCORPORATED",1103333.35,21,ddg,,Active,Active,Subchapter S Corporation,334111,3341,4,334111;334118;334513;334519,0,,,,05918,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
U3MMZ4SBMJJ3,"FINCANTIERI MARINE SYSTEMS NORTH AMERICA, INC.",1090982.92,4,ddg,,Active,Active,Foreign Owned,811310,8113,4,333618;336611;423830;811310,0,,FINCANTIERI S.P.A.,CASSA DEPOSITI E PRESTITI S.P.A.,0VP52,N,Foreign Owned;For Profit Organization;Business or Organization
RDM6SEMM2WB4,"BARDEN CORPORATION, THE",1089257.0,5,ddg,,Active,Active,Manufacturer of Goods,332991,3329,1,332991,0,,SCHAEFFLER GROUP USA INC,SCHAEFFLER AG,70854,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
LRYRHNM7EHJ8,ITW FOOD EQUIPMENT GROUP LLC,1081476.13,11,ddg,,Active,Active,Manufacturer of Goods,332322,3323,1,332322,0,,ITW FOOD EQUIPMENT GROUP LLC,,09051,N,For Profit Organization;Business or Organization;Manufacturer of Goods
VJFKVNQBYVL5,"GREENE RUBBER COMPANY, INC.",1077245.52,23,ddg,,Active,Active,Subchapter S Corporation,326291,3262,1,326291,0,,,,73801,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
UKXMHUWSFLW7,"G.W. LISK COMPANY, INC.",1076839.86,8,ddg,,Active,Active,Manufacturer of Goods,336412,3364,6,332911;333618;335314;336390;336412;336413,0,,,,81983,N,For Profit Organization;Business or Organization;Manufacturer of Goods
C1H7UWEXRVN7,HOTTINGER BRUEL & KJAER INC.,1074496.62,2,ddg,,Active,Active,,334515,3345,14,334290;334310;334513;334515;334516;334519;513210;532490;541330;541380;541690;541990;611430;811210,0,,SPECTRIS INC,KKR GROUP CO. INC.,1TS68,N,For Profit Organization;Business or Organization
ZNWJAN6CY115,"Q4 SERVICES, INC.",1060557.5,5,ddg,,Active,Active,Subchapter S Corporation,541330,5413,7,332710;332999;333310;334511;336413;541330;541990,2,6910;6930,,,4FSQ9,N,For Profit Organization;Veteran-Owned Business;Business or Organization;Small Business Joint Venture;Manufacturer of Goods;Subchapter S Corporation
TQ6PLXME5XE1,ADHESIVE SYSTEMS TECHNOLOGY CORPORATION,1060185.48,6,ddg,,Inactive,Inactive,Subchapter S Corporation,325520,3255,2,325520;333249,0,,,,89SW7,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
C6KWNDH3EEB5,"CARDINAL ENGINEERING, LLC",1059066.43,2,ddg,,Active,Active,Limited Liability Company,541330,5413,4,334511;541330;541690;541715,5,AC34;AG21;AG34;AG44;AJ14,,,5YS97,N,For Profit Organization;Business or Organization;Limited Liability Company
RG3VUTDYFNF8,FLUIDYNE CORPORATION,1058432.0,15,ddg,,Active,Active,Manufacturer of Goods,332710,3327,1,332710,0,,,,9Y957,N,For Profit Organization;Business or Organization;Manufacturer of Goods
HNAKLNNSE339,ODAT MACHINE INC,1048156.0,14,ddg,,Active,Active,Subchapter S Corporation,332710,3327,17,332313;332322;332710;332721;332911;332993;332994;332999;333618;333993;333998;334290;336390;336412;336413;336419;336992,0,,HOWELL LABORATORIES INC,,39UG2,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
CKBGA756V5H9,MITCHELL MACHINE INCORPORATED,1044464.36,8,ddg,,Active,Active,Subchapter S Corporation,333998,3339,12,333241;333242;333248;333310;333511;333514;333515;333517;333618;333993;333998;334413,9,2995;3408;3411;3413;3415;3416;3417;3419;9630,,,3G9Y4,N,Self Certified Small Disadvantaged Business;For Profit Organization;Veteran-Owned Business;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
TMDVSPNEFR69,IVES EQUIPMENT CORPORATION,1038986.98,13,ddg,,Active,Active,Limited Liability Company,423840,4238,1,423840,0,,MOTION & CONTROL ENTERPRISES LLC,,1H855,N,For Profit Organization;Business or Organization;Limited Liability Company
NNRGV1N3Y1G5,"WOLF ROBOTICS, LLC",1038984.89,10,ddg,,NO_RECORD,,,,,0,,0,,,,,,
MHR1KKAZ1NH5,"EDRO CORPORATION, THE",1031725.7,19,ddg,,Active,Active,Manufacturer of Goods,333310,3333,1,333310,3,3590;3625;3695,,,01551,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Manufacturer of Goods
J7JJKMJGC7K1,"NAC GROUP, INC.",1020441.38,15,ddg,,Active,Active,Subchapter S Corporation,423690,4236,17,322299;326220;332710;332999;334418;334419;335931;335999;336413;339991;423430;423610;423690;423710;423860;541512;541519,0,,,,1FVU0,N,For Profit Organization;Business or Organization;Subchapter S Corporation
ZM8CV5ND9LG8,"JOSEPH T. RYERSON & SON, INC.",1015584.6,4,ddg,,Active,Active,,423510,4235,1,423510,0,,RYERSON HOLDING CORPORATION,,52660,N,For Profit Organization;Business or Organization
CSB6FUPJ5TC1,"TDS AUTOMATION, INC.",1014815.65,7,ddg,,Active,Active,Subchapter S Corporation,332999,3329,5,332710;332999;333514;336999;541330,0,,DOERFER CORP,,5A9G8,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
FQJTKZNF6GY5,"HILLER COMPANIES, INC., THE",1011687.63,4,ddg,,Active,Active,,561990,5619,8,238220;332919;334290;336611;336992;339999;424690;561990,0,,"THE HILLER COMPANIES, LLC",,1DA54,N,For Profit Organization;Business or Organization
R7JLC1Y2PLJ1,SCHROEDER INDUSTRIES LLC,1009599.2,7,ddg,,Active,Active,Manufacturer of Goods,339999,3399,3,333995;333996;339999,0,,HYDAC TECHNOLOGY CORP,INTHOL BETEILIGUNGS- UND VERWALTUNGSGESELLSCHAFT MBH,08832,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
ZFN2JJXBLZT3,LOCKHEED MARTIN CORPORATION,1001141.0,8,ddg,,Active,Active,Manufacturer of Goods,336411,3364,11,336411;336414;336611;488190;541330;541511;541512;541690;921190;927110;928110,0,,,,02GJ5,N,For Profit Organization;Business or Organization;Manufacturer of Goods
CKV2L9GZKJK3,DELOITTE CONSULTING LLP,999000.0,1,ddg,,Active,Active,,541611,5416,62,325412;332993;334118;334511;334512;423850;488190;493110;512110;513210;517810;518210;519290;522310;523150;524114;524128;531210;541211;541219;541330;541420;541511;541512;541513;541519;541611;541612;541613;541614;541618;541620;541690;541714;541715;541720;541810;541820;541850;541910;541990;561110;561210;561311;561312;561422;561499;561611;561990;611310;611420;611430;611699;611710;621111;621999;622110;624190;624310;813319;921190;928110,0,,DELOITTE LLP,,1TTG5,N,For Profit Organization;Business or Organization
RGC3LKCE74R6,ENERPAC CORPORATION,991142.0,2,ddg,,?,,,,,0,,0,,,,,,
KMP7FYJJV3N3,PRYSMIAN GROUP SPECIALTY CABLES LLC,989068.28,5,ddg,,Active,Active,Manufacturer of Goods,331420,3314,13,237130;331222;331318;331420;331491;332618;334417;334419;335311;335921;335929;335999;336419,0,,,,71102,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
WW6HFEMKWPC5,FRIES SPINNING & STAMPINGS INC,985747.0,23,ddg,,Active,Active,Manufacturer of Goods,332119,3321,3,332119;332312;332322,0,,,,7Y781,N,For Profit Organization;Business or Organization;Manufacturer of Goods
N5RJW5NX32Y1,"W R SYSTEMS, LTD.",983272.72,14,ddg,,Active,Active,Subchapter S Corporation,541330,5413,28,332510;334111;334118;334290;334412;334419;334511;334515;334519;335311;335314;335931;335999;336320;336413;336611;517111;517112;541330;541511;541512;541513;541519;541611;541715;541990;561110;561210,0,,,,01CJ4,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
JA3LXNZMCTA9,KK MOLD DESIGN & MACHINING LLC,972596.5,2,ddg,,Active,Active,Subchapter S Corporation,332710,3327,5,332710;332721;333511;333514;541330,4,1680;1990;2090;2590,,,6YQY6,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
D9T3VK42BLV7,"MILWAUKEE COMPOSITES, INC.",967903.84,5,ddg,,Active,Active,Manufacturer of Goods,326130,3261,2,326130;326199,1,9330,,,7T2B6,N,For Profit Organization;Business or Organization;Manufacturer of Goods
LN8JD2HB57K5,"PATRIOT ELECTRONICS, INC.",962596.9,20,ddg,,Inactive,Inactive,,423690,4236,1,423690,1,5999,,,6N069,N,Self Certified Small Disadvantaged Business;For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization
S3NBXGNJ5433,"PCNET, INC.",957847.48,14,ddg,,Active,Active,Subchapter S Corporation,423430,4234,4,423430;541512;541513;541519,17,7A20;7A21;7B20;7B21;7B22;7C20;7C21;7D20;7E20;7E21;7F20;7G20;7G21;7G22;7H20;7J20;7K20,,,0ZXJ7,N,Minority-Owned Business;Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;DOT Certified DBE;Hispanic American Owned;Subchapter S Corporation
MXEKHYEZZJZ6,"HOLMES MECHANICAL, INC.",952318.09,9,ddg,,Active,Active,Subchapter S Corporation,238220,2382,7,236210;236220;237110;237990;238220;238290;238990,0,,,,08JX4,N,For Profit Organization;Veteran-Owned Business;Business or Organization;Service-Disabled Veteran-Owned Business;Subchapter S Corporation
