rank,uei,vendor,foreign,amount_M_lifetime,records,fy_count,fys,piid_count,piids
1122,DENBPPDE8YD5,GTC MACHINING LLC,,0.1143,2,1,2022,1,N0002422C5500
1123,YJKHH5R1J9P5,"MODULAR COMPONENTS NATIONAL, INC.",,0.1134,1,1,2019,1,N0002415C5228
1124,QJNQRG8FVSC5,"PLASCORE, INC.",,0.1133,1,1,2021,1,N0002420C4468
1125,MLRGP28FEQ41,"IRWIN AUTOMATION, INC.",,0.1133,3,2,"2021,2022",1,N0002420C5310
1126,DCEMQDTD7XM9,"TOZOUR ENERGY SYSTEMS, INC.",,0.1126,3,2,"2019,2020",2,"N0002414C5106,N0002414C5114"
1127,JLQEV9MULTF3,SAGINAW PRODUCTS CORPORATION,,0.1121,2,2,"2019,2026",2,"N0002413C5314,N0002424C5324"
1128,ZAS1Y8LV2653,"APPLIED AVIONICS, INC.",,0.1118,2,1,2020,1,N0002415C5228
1129,FLD2KLJ6DLA3,"MFM SERVICES, LLC",,0.1112,2,1,2021,1,N0002420C4468
1130,UR5TFK3LAVL5,"FEDERAL RESOURCES SUPPLY COMPANY, LLC",,0.1109,2,1,2024,1,N0002419C4452
1131,LR8MS4H7N2U5,AUTOMATED PRECISION INC.,,0.1104,3,2,"2020,2021",1,N0002420C4400
1132,JDDMPNDNQ3L5,USBID INCORPORATED,,0.1104,3,2,"2019,2022",2,"N0002413C2307,N0002418C2307"
1133,HNATH53DNMM8,ISOVOLTA INC.,,0.1103,2,1,2022,1,N0002422C4485
1134,UDMKPLHU8N48,US TOOL GRINDING INC,,0.1102,1,1,2024,1,N0002418C2307
1135,K73HH1JM4245,INDUSTRIAL FILTER MANUFACTURERS INC,,0.1102,1,1,2022,1,N0002422C5500
1136,X97ZECBY6573,LORD CORPORATION,,0.1098,1,1,2016,1,N0002413C5325
1137,D497LKJGKS84,MESTEK INC,,0.1091,1,1,2023,1,N0002419C2322
1138,XGKMK9LBC344,PREMIER FARNELL LIMITED,,0.1091,2,1,2018,1,N0002413C2307
1139,EVJJETY9ZF95,BETA SHIM CO.,,0.1087,4,2,"2020,2022",1,N0002420C5310
1140,DQYSCPNPTTY4,ANDREW TOOL & MACHINING COMPANY,,0.1085,2,2,"2016,2022",2,"N0017415C0009,N0017419C0004"
1141,W7HUVY8QK6C3,"CIRRIS, INC.",,0.1076,1,1,2022,1,N0002421C5393
1142,XNNDHGMZ4C19,THYSSENKRUPP AG,,0.1076,2,2,"2020,2022",1,N0017419C0004
1143,PMEEVBBB7418,DUCWORKS INC,,0.1075,1,1,2026,1,N0002421C5393
1144,N7GBGFJV66J6,WEMS INC.,,0.1073,1,1,2018,1,N0002417C4109
1145,U36PKJPTFTD8,"KRATOS SYSTEMS AND SOLUTIONS, INC.",,0.1063,1,1,2024,1,N0002420C5519
1146,FAHMKDSUM9H9,DIGI-KEY CORP,,0.1052,1,1,2026,1,N0002422C5500
1147,Z59EYJJGPW94,"C & D ELECTRONICS, INC.",,0.1051,2,1,2022,1,N0002422C5500
1148,X51YWDJN2ED6,HORIZONS INCORPORATED,,0.1050,3,2,"2023,2024",2,"N0002413C2307,N0002418C2307"
1149,J2FBDMUBXE61,SOLUTE,,0.1048,3,1,2023,1,N0002413C5116
1150,SDD9PKYQAXZ7,TORK SYSTEMS INC,,0.1043,2,1,2024,1,N0002413C2307
1151,MEMSWT1LFU18,JERED LLC,,0.1036,2,2,"2023,2024",1,N0002413C2305
1152,ZRBPR96JCE93,"PACIFIC MARITIME FREIGHT, INC.",,0.1032,11,5,"2017,2018,2021,2023,2024",3,"N0002411C4408,N0002420C4400,N0002422C4485"
1153,FVGUCFG6HLK7,BLACKMER,,0.1029,1,1,2018,1,N0002414C4313
1154,K7SAUMHPLDJ9,SIVYER STEEL CASTINGS LLC,,0.1021,1,1,2023,1,N0002418C2307
1155,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,,0.1017,1,1,2018,1,N0002413C5132
1156,XHAJDVH3BMU5,"HARDIE-TYNES CO., INC.",,0.1012,2,1,2013,1,N0002412C5311
1157,VKJKBMHPVNL1,"CLAREMONT SALES CORPORATION, THE",,0.1000,2,2,"2014,2016",1,N0002413C5325
1158,JN16VPC2PXN4,"BAY CITY MARINE, INC.",,0.1000,2,1,2018,1,N0002411C2309
1159,MJFQFA5HK449,ADEPT FASTENERS INC,,0.1000,1,1,2024,1,N0002420C5380
1160,DFABV8XL1NT8,COMPONENTS EXPRESS INC,,0.0998,1,1,2024,1,N0025324F0016
1161,W3ZKNSBKXKB6,"CCM FABRICATION, INC.",,0.0995,1,1,2024,1,N0002415C5151
1162,E2UDYM8FM8S5,HA LU MACHINE SHOP INC.,,0.0989,2,1,2016,1,N0017415C0009
1163,MQSPAE7NQQR8,"VITA MOTIVATOR CO., INC.",,0.0980,2,1,2023,1,N0002418C2307
1164,WP8LRX9KNTC4,"GRAYBAR ELECTRIC COMPANY, INC.",,0.0976,2,2,"2017,2018",1,N0002413C5132
1165,MPZJLJD1AJ63,"COMPOSIFLEX, INC.",,0.0972,2,2,"2020,2022",1,N0017419C0004
1166,JMKUMJXFL4P7,"GOULD TECHNOLOGY, LLC",,0.0969,1,1,2018,1,N0002415C5332
1167,TLJ7NJDTLD19,FABRICATED COMPONENTS CORPORATION,,0.0965,1,1,2026,1,N0002417C4109
1168,G9L3E5CJSKS7,"ELMO MOTION CONTROL, INC",,0.0964,1,1,2024,1,N0002422C5500
1169,HGV6K3W41RX3,"ACCUTECH PACKAGING, INC.",,0.0959,2,1,2023,1,N0002422C5500
1170,EWEJVUJC8N46,PROTECTIVE PACKAGING CORPORATION INC,,0.0952,1,1,2015,1,N0002413C5325
1171,YCNVY6KAMVD6,"DVL GROUP, INC.",,0.0947,1,1,2018,1,N0002413C5132
1172,LCNCK3DFQW57,"MID-STATE AEROSPACE, INC.",,0.0945,2,2,"2019,2020",1,N0002415C5228
1173,M9GTF4HYWL87,GOODRICH CORP,,0.0938,1,1,2025,1,N0001918C1061
1174,Y3G3HDW395J5,INDUSTRIAL MOBILE HYDRAULICS INC,,0.0938,2,2,"2022,2023",1,N0002420C4468
1175,S355Q1T9MKK8,"EMERGENT, LLC",,0.0935,2,2,"2024,2025",1,N0002413C5116
1176,SQKNZVLF27Q4,"KENNETH INDUSTRIAL PRODUCTS, INC.",,0.0929,2,1,2019,2,"N0002414C5106,N0002414C5114"
1177,F148YKKX86P5,NOVARIA GROUP LLC,,0.0927,1,1,2025,1,N0001923C0013
1178,HQEUSUQSKVK7,"ADMARTEC, INC.",,0.0927,3,2,"2022,2023",2,"N0002413C2305,N0002418C2307"
1179,EQ6FZK8R7A75,COILCRAFT INC,,0.0927,1,1,2022,1,N0002422C5500
1180,UH34AHJ81HT1,NORTH CENTRAL STAMPINGS & MFG. INC.,,0.0927,2,2,"2015,2016",2,"N0002412C5311,N0017415C0009"
1181,JXJALN2U76G4,"MARINE CHEMIST GROUP, LLC",,0.0924,2,2,"2021,2023",1,N0002420C4468
1182,MJ1MDNUENC97,"FALCON ELECTRONICS, INC",,0.0921,1,1,2018,1,N0002414C5114
1183,CDUXGQBTPJS9,VFI FABRICATION LLC,,0.0919,1,1,2024,1,N0025324F0016
1184,HKWNLFCBMJZ2,MCCLENDON'S PORTABLE TOILET INC,,0.0919,2,1,2021,1,N0002420C4468
1185,K1M4HECUHKR4,AEA EUROPE FUND L.P.,,0.0916,1,1,2019,1,N0002418C2307
1186,E83TNKA9JCY6,AIR SYSTEMS COMPONENTS INC,,0.0914,3,1,2023,2,"N0002418C2305,N0002418C2307"
1187,U19DHL1FSLJ5,KONGSBERG GEOSPATIAL LTD.,Yes,0.0914,1,1,2024,1,N0002413C5116
1188,ZWLCEJLQ4YS5,"BELCAN ENGINEERING GROUP, LLC",,0.0912,1,1,2025,1,N0001918C1007
1189,HJG5ZSLCMTJ9,"MSA SAFETY SALES, LLC",,0.0903,1,1,2022,1,N0002418C2307
1190,GLAZWR3PE9S4,"DYNATECT MANUFACTURING, INC.",,0.0901,1,1,2024,1,N0025324F0016
1191,SMZQB2YVYM66,ROTRON INCORPORATED,,0.0901,2,1,2024,1,N0002420C5105
1192,KBNWTC65LYM5,"CLEAN HARBORS, INC",,0.0900,2,2,"2021,2023",2,"N0002420C4400,N0002422C4485"
1193,PJM1KBVHTYL6,"DISTRIBUTION INTERNATIONAL, INC.",,0.0897,2,2,"2020,2021",1,N0002420C4400
1194,RDQDMFHFM8K3,R P M SUPPLY CORPORATION,,0.0896,1,1,2023,1,N0002413C2305
1195,TKE2CB4A5YW4,HONEYWELL INTERNATIONAL INC.,,0.0895,2,1,2023,1,N0002418C2307
1196,E5R2FX3ZC7L4,"PEI/GENESIS, INC.",,0.0892,4,1,2023,1,N0002420C5310
1197,WBRQJF16QA55,"CORE MECHANICAL, INC.",,0.0891,1,1,2021,1,N0002420C4400
1198,KA9ETLWPKTN4,TRICOMM SERVICES CORPORATION,,0.0888,2,2,"2022,2023",1,N0002413C5116
1199,WRC2MRKCGJJ1,AAR GOVERNMENT SERVICES INC.,,0.0888,1,1,2024,1,N0025324F0016
1200,NUNVJJM2UYY1,"EMERGENT, LLC",,0.0887,2,1,2024,1,N0002413C5116
1201,J632BG3ZB8L9,"TTM TECHNOLOGIES, INC.",,0.0886,1,1,2023,1,N0002414C5114
1202,HJUAXSF12JR6,"CUSTOM HYDRAULIC & MACHINE, INC.",,0.0885,2,2,"2022,2023",2,"N0002419C2322,N0017419C0004"
1203,GU9WXNREUPZ1,FORENTA L.P.,,0.0872,3,3,"2019,2021,2022",2,"N0002413C2307,N0002418C2307"
1204,R4ANB8KTSYW4,"DUCOMMUN LABARGE TECHNOLOGIES, INC",,0.0865,2,1,2025,1,N0002420C5105
1205,MNZGEAM8WG31,"MAZZELLA LIFTING TECHNOLOGIES, INC.",,0.0856,2,1,2025,1,N0002418C2307
1206,EELNFQLNS977,"PHOENIX LOGISTICS, INC.",,0.0855,2,2,"2019,2020",1,N0002415C5228
1207,K574V7KEQUC8,"CIRCOR AEROSPACE, INC.",,0.0852,2,1,2024,1,N0002423C5325
1208,Q4LMAMECTR44,"CONNECTOR SPECIALISTS, INC.",,0.0852,2,1,2018,1,N0002413C2307
1209,DQAYCKTDLND5,"EAGLE INDUSTRIES OF LOUISIANA, L.L.C.",,0.0848,1,1,2023,1,N0002413C2305
1210,YPQMZDVKS1K8,FLOWSERVE CORPORATION,,0.0846,1,1,2026,1,N0002418C2307
1211,WN9TCWBUZKM5,"JET INDUSTRIES, INC.",,0.0846,1,1,2023,1,N0001918C1061
1212,JK5EDBJR5U15,"STERLING SUPPLY, INC.",,0.0843,2,2,"2019,2020",1,N0002415C4103
1213,KFP8JR5HL191,ARA SERVICES LLC.,,0.0842,2,1,2021,1,N0002413C2307
1214,KAKSX3NT9AN7,"NORTHEASTERN ELECTRONICS CO, INC",,0.0831,1,1,2020,1,N0002420C5605
1215,H6BAML157J64,"ARNOLD'S SAFE & LOCK CO., INC.",,0.0829,1,1,2018,1,N0002413C5132
1216,FMKADN1KAXH6,"HOSE-MCCANN TELEPHONE CO., INC.",,0.0827,3,1,2018,1,N0002413C2307
1217,JTRRJM76JAG8,"DIVERSIFIED ENVIRONMENTAL LABORATORIES, INC.",,0.0823,3,2,"2021,2023",1,N0002420C4468
1218,XXADYWMX8FE7,RYERSON HOLDING CORPORATION,,0.0822,1,1,2022,1,N0002420C4468
1219,MMW6ZK3412A7,SEA SHIELD MARINE PRODUCTS,,0.0821,1,1,2022,1,N0002422C4485
1220,CN4QBMBLPMJ3,TOTAL VIDEO PRODUCTS (INC),,0.0810,1,1,2018,1,N0002414C5114
1221,JN9ZDAFJ93C8,"WIRELESS TELECOM GROUP, INC.",,0.0809,2,1,2019,1,N0002414C5114
1222,QF3MD1MU1651,"J.G.B. ENTERPRISES, INC.",,0.0806,2,2,"2019,2023",1,N0002418C2307
1223,YK4TPH3YV3S3,MARITIME APPLIED PHYSICS CORP,,0.0803,1,1,2018,1,N0002414C4313
1224,TMDHK7X17JN6,"MOTION TECH AUTOMATION, LLC",,0.0799,1,1,2013,1,N0002412C5311
1225,NDCKP527ZCK8,ELLSWORTH CORPORATION,,0.0797,1,1,2016,1,N0002413C5325
1226,VFTES738SMW1,RALOID CORPORATION,,0.0793,2,1,2025,1,N0002422C5500
1227,ZX7MG7QA6LX4,"W. & O. SUPPLY, INC.",,0.0789,2,1,2023,1,N0002420C5105
1228,V6JSJB6E6J24,UNITED RENTALS NORTH AMERICA INC,,0.0781,6,1,2023,1,N0002422C4485
1229,N5HGL94UC1D6,PIERCE ALUMINUM CO INC,,0.0779,1,1,2023,1,N0002413C2305
1230,YA86NYHUA353,BRENNTAG LUBRICANTS,,0.0776,2,1,2023,1,N0002413C2305
1231,HJSXML6UV9U5,"MACHADO-PATANO, PLLC",,0.0773,2,2,"2021,2022",1,N0002415C5151
1232,EBPNMMDTMVS3,"CONTINENTAL RESOURCES, INC.",,0.0772,2,1,2018,1,N0002413C5132
1233,S987C2WHMF29,PNC EQUITY PARTNERS LP,,0.0769,1,1,2018,1,N0002413C2307
1234,FC25MJYWJQJ3,GENERAL DEVICES CO INC,,0.0758,2,1,2024,1,N0025324F0016
1235,H724CJLDD5W3,"E-Z FASTENING SOLUTIONS, INC",,0.0755,2,1,2022,1,N0002420C5310
1236,FW6HSJUX1JK9,"DIVERSIFIED MACHINING, INC.",,0.0754,2,2,"2023,2024",2,"N0002420C5310,N0002423C5325"
1237,EMGDREJHJ9B1,SYNNEX CORPORATION,,0.0751,2,2,"2018,2022",2,"N0002413C5116,N0002413C5132"
1238,LH54NFMEJW46,"FLOTECH, LLC",,0.0750,2,2,"2021,2023",1,N0002420C4468
1239,N5GGEFGLXQK1,"COMSONICS, INC.",,0.0746,1,1,2020,1,N0002420C5605
1240,JWTCFYHTG6S4,"INTERNATIONAL MANUFACTURING SERVICES, INC",,0.0734,2,2,"2025,2026",1,N0002422C5500
1241,G15SWMLGAX81,"JOHNSON CONTROLS BUILDING AUTOMATION SYSTEMS, LLC",,0.0733,2,2,"2021,2024",2,"N0002420C4400,N0002422C4485"
1242,WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",,0.0733,2,1,2021,1,N0002418C2307
1243,Q2RRYDHKZ8Z7,"CERBERUS CAPITAL MANAGEMENT, L.P",,0.0729,1,1,2025,1,N0002420C5605
1244,KCDDKU78L9P7,CHASE CORPORATION,,0.0728,1,1,2022,1,N0002419C4452
1245,F7AQMN9MMQZ4,"NTS TECHNICAL SYSTEMS, LLC",,0.0724,1,1,2025,1,N0002422C5500
1246,UYBGQS9939M9,INTERNATIONAL COMPUTER APPLIANCES CORPORATION,,0.0723,1,1,2020,1,N0002420C5605
1247,MZLDUN9QFJ28,EPOS USA INC,,0.0718,1,1,2024,1,N0025324F0016
1248,GDK9ANY21DY6,"TEAM HOUSING SOLUTIONS, INC.",,0.0718,1,1,2023,1,N0002419C2322
1249,SLDZYNGCS6L1,EPOCH CONCEPTS LLC,,0.0712,1,1,2023,1,N0002413C5116
1250,JCN9B9UKBF63,AIRCRAFT PRECISION PRODUCTS INC,,0.0709,1,1,2023,1,N0001918C1007
1251,E6ACL8BWKN47,"ENERGY FOCUS, INC.",,0.0705,1,1,2023,1,N0002413C2307
1252,JBW7MMLVKDX7,DEGREE CONTROLS INC.,,0.0702,1,1,2018,1,N0002414C5106
1253,V31HLGR2A9C4,"PACKAGE DESIGN & SUPPLY CO., INC.",,0.0701,1,1,2026,1,N0002417C4109
1254,NLXHHB71VMK5,REPUBBLICA ITALIANA,,0.0696,1,1,2019,1,N0002414C4313
1255,MFGMH9R7GMG3,SIRIUS FEDERAL LLC,,0.0692,1,1,2021,1,N0002422C5500
1256,J1J8AU1SDJ27,LOC PERFORMANCE PRODUCTS LLC,,0.0689,1,1,2024,1,N0002420C5380
1257,WNN1YXZE5NX3,"ONE WORLD TOUCH, LLC",,0.0688,1,1,2021,1,N0002419C5102
1258,DY2JXQ22MA14,KSARIA SERVICE CORPORATION,,0.0683,1,1,2024,1,N0002418C2307
1259,F36XJTSHKRT4,HANNA ACQUISITION CORPORATION,,0.0682,1,1,2026,1,N0002424C5324
1260,HB98NVXSQ5J9,HARY MANUFACTURING INC,,0.0681,1,1,2018,1,N0002414C5114
1261,RH2YGUKRHD49,GRACO SUPPLY COMPANY,,0.0679,1,1,2023,1,N0001918C1061
1262,KBE7KDEZNML9,"SDM AND ASSOCIATES, INC.",,0.0678,3,3,"2018,2022,2023",2,"N0002414C5114,N0002420C5105"
1263,KK62PWHW5ZR8,"CRITICAL IO, LLC",,0.0676,2,1,2019,1,N0002414C5106
1264,QF82VVEDYFC3,"PUROLATOR FACET, INC.",,0.0672,1,1,2022,1,N0017419C0004
1265,DJ4XUHDKTH71,FORENTA LP,,0.0672,2,2,"2023,2024",1,N0002418C2307
1266,ELA3HTZ25FJ3,"PACIFIC MOBILE STRUCTURES, INC.",,0.0671,3,2,"2022,2023",1,N0002415C5151
1267,VBFXNRMUYSK6,"NTS TECHNICAL SYSTEMS, LLC.",,0.0669,1,1,2024,1,N0002420C5605
1268,LMF4ZD993JU5,"MARINE OIL SERVICE, INC.",,0.0669,1,1,2022,1,N0002420C4468
1269,K7L6DELLDU47,"GULF SALES AND SUPPLY, INCORPORATED",,0.0668,2,1,2018,1,N0002413C2307
1270,LBN9NJ1BSL28,"GREMADA INDUSTRIES, INC.",,0.0666,1,1,2013,1,N0002412C5311
1271,CPRTJPTEJ2K4,AKZO NOBEL N.V.,,0.0665,1,1,2021,1,N0002420C4468
1272,WRLFLEEM5MY1,JUDGE TECHNICAL SERVICES INC,,0.0662,3,1,2023,1,N0002413C5116
1273,MH4FDVBB4G88,WILLSCOT MOBILE MINI HOLDINGS CORP.,,0.0662,1,1,2021,1,N0002420C4468
1274,LFJVPJ77LNM7,XYLEM INC,,0.0661,1,1,2025,1,N0002422C5500
1275,WQAEHCFQFZF3,RAKON LIMITED,Yes,0.0656,1,1,2018,1,N0002414C5106
1276,V98MJA1ETKV1,DRY ICE BLASTING OF WESTCHESTER LLC,,0.0652,2,1,2018,1,N0002414C5114
1277,XMLNYKT139G8,CRESTWOOD TECHNOLOGY GROUP CORP.,,0.0648,1,1,2018,1,N0002411C2309
1278,VVWBUNAVPF34,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,,0.0648,1,1,2019,1,N0002414C4313
1279,ZMKRN8E743G3,RADITEK INC.,,0.0647,3,1,2023,1,N0002420C5105
1280,KLTLVDT8DM96,AMPHENOL CORP,,0.0647,1,1,2026,1,N0002424C5324
1281,UXLBKCMVY819,FLOWORKS INTERNATIONAL LLC,,0.0637,2,2,"2019,2020",1,N0002418C2307
1282,NUMJXMNFTW19,SECHAN ELECTRONICS INC,,0.0635,1,1,2026,1,N0002418C2307
1283,MYJHF1S2HGV5,"EPSILON SYSTEMS SOLUTIONS, INC.",,0.0633,2,2,"2018,2022",2,"N0002411C4408,N0002413C2307"
1284,FJ3CJ5QSECH6,"TECHNICAL RESEARCH AND MANUFACTURING, INC.",,0.0633,2,1,2024,1,N0002420C5105
1285,GMVJD1H9JQX8,"MICROFLEX, INC.",,0.0630,2,1,2025,2,"N0002418C2307,N0002423C2307"
1286,L55JWJ2TMDD5,AIRBORN INC,,0.0626,1,1,2024,1,N0002422C5500
1287,SECQTG6D4N28,REGIN TOOL AND MACHINE LLC,,0.0626,1,1,2025,1,N0002420C5105
1288,W3PRV24LGEA1,TTI,,0.0622,1,1,2023,1,N0002414C5114
1289,K8T6RF8WAKC3,"WING INFLATABLES, INC.",,0.0621,1,1,2022,1,N0002419C2322
1290,G9XVDY2MZMX5,INSINGER MACHINE CO,,0.0621,1,1,2023,1,N0002419C4452
1291,S38HJVG8LL41,"LM PRODUCTS, INC.",,0.0620,1,1,2026,1,N0002424C5324
1292,NSD2F5HGDPY5,"MOBRO MARINE, INC.",,0.0618,3,2,"2021,2023",1,N0002420C4468
1293,UEKBTGBTHRN1,"ACE AND COMPANY, INC",,0.0616,1,1,2024,1,N0002422C5500
1294,JRDKPJ562MV2,PRECISION RINGS INCORPORATED,,0.0615,1,1,2023,1,N0001918C1061
1295,ZQ9YPL8K2EB8,"FLOW CONTROLS, INC.",,0.0614,2,2,"2018,2020",2,"N0002414C5106,N0002414C5114"
1296,R5RBSCTJTWZ6,"PICKERING INTERFACES, INC.",,0.0609,1,1,2022,1,N0002421C5393
1297,TD18GL931EE7,"ARLINGTON INTERNATIONAL AVIATION PRODUCTS, LLC",,0.0607,1,1,2024,1,N0002420C5310
1298,M34WLGRECSG3,ACRO-FAB LTD,,0.0603,2,1,2020,1,N0002414C5114
1299,DLX7BSSCCPA7,HEVIQUIP LLC,,0.0603,1,1,2023,1,N0002422C4485
1300,CR99X5Q2KQS1,LBI INC,,0.0602,2,1,2023,2,"N0002413C2305,N0002418C2305"
1301,E5PDQFYJJD43,ESSAR GLOBAL LIMITED,,0.0602,1,1,2019,1,N0002415C5228
1302,GAGNAGWFNY83,"NTS TECHNICAL SYSTEMS, LLC",,0.0597,1,1,2024,1,N0002415C5151
1303,ET4NW7BJ5VW1,"VANTAGE AEROSPACE, INC.",,0.0592,1,1,2021,1,N0002413C5325
1304,V5LASN1TFDA1,NOISEWAVE CORPORATION,,0.0592,2,2,"2022,2023",1,N0002420C5105
1305,S6F5JLBSADM7,MIL-SPEC WIRE & CABLE CO,,0.0591,1,1,2023,1,N0002419C4452
1306,VE2PJNN8QNM9,"NEFF EXPANSION PA, LLC",,0.0589,1,1,2020,1,N0002420C5605
1307,LH2MK7PTDY65,HARDWARE SPECIALTY CO INC,,0.0589,1,1,2025,1,N0002420C5605
1308,NSDHS6ECR633,TESTEQUITY LLC,,0.0588,1,1,2018,1,N0002414C5114
1309,S2QBMQHDD299,"MILDEF, INC.",,0.0587,1,1,2021,1,N0002420C5310
1310,TM6SS5G67XB4,CTI ELECTRONICS CORPORATION,,0.0584,1,1,2018,1,N0002414C5114
1311,LLK2PL5TT2C3,BORING MACHINE CORPORATION,,0.0582,2,2,"2013,2016",2,"N0002412C5311,N0017415C0009"
1312,YEARMS9NL8Q8,"COMPONENTS DISTRIBUTORS, INC.",,0.0582,1,1,2019,1,N0002415C5228
1313,CYJTQSJ2N1L9,"R.H. LABORATORIES, INC.",,0.0582,1,1,2021,1,N0002415C5228
1314,JZGCFD3BK8G5,GENSTAR CAPITAL LLC,,0.0578,1,1,2020,1,N0002420C5605
1315,LJYEYPK55JX7,"DVIGEAR, INC",,0.0575,1,1,2024,1,N0025324F0016
1316,CUCLG1P4MCK3,"SALIGA MACHINE CO., INC.",,0.0574,1,1,2026,1,N0002422C5500
1317,Q3MHK5TKXN59,S & S TOOL AND MACHINE CO.,,0.0572,1,1,2013,1,N0002412C5311
1318,HB1JG442A567,"INTERWORLD HIGHWAY, LLC",,0.0572,1,1,2022,1,N0002415C5151
1319,UMMJGGDGGPM9,"KEPCO, INC.",,0.0569,1,1,2024,1,N0025324F0016
1320,J319DALQR234,"GDCA, INC.",,0.0567,4,2,"2021,2022",1,N0002413C5116
1321,KZKPVGNK4KL5,ASTRODYNE CORPORATION,,0.0565,1,1,2017,1,N0002412C5311
1322,XD7QHEVE3NL6,WYMAN-GORDON COMPANY,,0.0563,1,1,2025,1,N0001923C0013
1323,F4M9NB1HD785,COLOSSAL CONTRACTING LLC,,0.0562,1,1,2024,1,N0002420C5105
1324,WYKRN53HLZD8,STAVER HYDRAULICS CO INC,,0.0558,1,1,2026,1,N0002424C5324
1325,L5MZV21K5DR2,"QUALITY THERMISTOR, INC.",,0.0556,1,1,2018,1,N0002414C5114
1326,VMEGZKRSD687,STAR CASES LLC,,0.0556,1,1,2024,1,N0002421C5393
1327,UHRMZ7CSN7S6,COTA AVIATION LTD,Yes,0.0554,1,1,2025,1,N0002423C5325
1328,GJEXETZX4N96,SHIELD TECHNOLOGIES CORPORATION,,0.0551,2,2,"2017,2018",1,N0002413C2307
1329,QGCSLD1BM2M3,BLAIR SALES INC.,,0.0550,1,1,2022,1,N0002420C5380
1330,WPWATHQ6VMW3,"ROTARY SYSTEMS, INC.",,0.0549,1,1,2015,1,N0002412C5311
1331,C1FEMK612CT4,HILL & SMITH HOLDINGS PLC,,0.0543,1,1,2017,1,N0002413C2307
1332,JUN5EFMB2NZ7,THOMPSON SUPPLY CO INC,,0.0542,2,1,2023,1,N0002418C2307
1333,KMEEBKSC8Z83,HIGH AVAILABILITY SOLUTIONS LLC,,0.0540,6,3,"2022,2023,2024",1,N0002413C5116
1334,ND4YRE2B35N5,"CITRIX SYSTEMS, INC.",,0.0540,1,1,2018,1,N0002413C5132
1335,RWTDJN9DJ243,FLIP ELECTRONICS LLC,,0.0535,1,1,2023,1,N0002422C5500
1336,GC3AEESM5MT3,"IDEAL SUPPLY, INC.",,0.0535,1,1,2023,1,N0002419C2322
1337,PAH8M4BJACA5,TELEDYNE INSTRUMENTS INC,,0.0532,1,1,2023,1,N0002419C2322
1338,MSSQQ551LG41,"IMPRES TECHNOLOGY SOLUTIONS, INC.",,0.0526,1,1,2018,1,N0002413C2307
1339,Q815GFUE6VD9,"EMC TECHNOLOGIES, INC.",,0.0526,1,1,2025,1,N0002422C5500
1340,TULEMP7M3W19,"CHANNEL COMP, LLC",,0.0524,1,1,2024,1,N0025324F0016
1341,E6UBH1UE4UJ5,GOODRICH CORPORATION,,0.0523,1,1,2025,1,N0017419C0004
1342,UJL7ULNK2K94,"HI-REL PRODUCTS, LLC",,0.0522,1,1,2018,1,N0002414C5114
1343,N5KMLMXEPFM5,PARKER HANNIFIN CORPORATION,,0.0519,1,1,2026,1,N0002418C2307
1344,FQDYM8GWH4K5,MILLER ELECTRIC COMPANY,,0.0516,1,1,2020,1,N0002420C4468
1345,LZQFW2PSQ4C3,HARDWARE SPECIALTY CO,,0.0516,1,1,2023,1,N0002419C4452
1346,PQMMUN86GNM5,ACCURATE PRESCISION FASTENER CORP.,,0.0510,1,1,2022,1,N0002420C5310
1347,S8N6NHVDNNB5,"MAZZELLA HOLDING COMPANY, INC.",,0.0510,1,1,2021,1,N0002420C4468
1348,XECCFU26TTP9,"MONITEQ, INC.",,0.0507,1,1,2019,1,N0002413C2307
1349,DA2CMNNJWSZ4,CAPTAIN FREDS SEA TRIAL SUPPORT LLC,,0.0506,1,1,2025,1,N0002418C2307
1350,JGLLLKELFB57,ITT CORPORATION,,0.0503,1,1,2018,1,N0002413C2307
1351,Q3ANNJUPM776,GANAHL LUMBER COMPANY,,0.0502,1,1,2020,1,N0002420C4400
1352,XP2SK8VR5H53,"CORE POWER, INC.",,0.0500,1,1,2018,1,N0002413C5132
1353,MWDKPMHDB4U3,CHICAGO PRECISION INC,,0.0500,1,1,2025,1,N0001923C0013
1354,NLF6QY4T5N44,"ASAP SEMICONDUCTOR, LLC",,0.0499,1,1,2024,1,N0025324F0016
1355,D18QDN8CMMR5,"KING TECHNOLOGIES, INC.",,0.0497,1,1,2021,1,N0002420C4400
1356,QB7EKDNK2E83,TIM BRIERE,,0.0497,1,1,2022,1,N0002413C2305
1357,HNCSH9NF4DR1,"BRADLEY-SCIOCCHETTI, INC",,0.0496,1,1,2021,1,N0002420C5105
1358,GMLHMNMB79G9,"ONTIC ENGINEERING AND MANUFACTURING, INC.",,0.0495,1,1,2021,1,N0002414C5114
1359,NE3DARLAMEN6,"PROCESS ENGINEERING COMPANY, INC.",,0.0494,1,1,2018,1,N0002413C2307
1360,HU83NUKPJ1G4,"ENJET AERO BLOOMFIELD, LLC",,0.0493,1,1,2024,1,N0001918C1061
1361,E9JAJHW6ZNB3,"110 METALWORKS, INC.",,0.0493,1,1,2024,1,N0002420C5380
1362,CASZKA1CMGH3,MASTER INTERNATIONAL CORPORATION,,0.0488,1,1,2020,1,N0002417C4109
