uei,name,sub_parent_uei,dollars,records,programs,foreign
F8PEZKXES8B1,BLUEFORGE ALLIANCE,,4173270883.11,8,ddg,
LCV2N9FVV739,NORTHROP GRUMMAN SYSTEMS CORPORATION,NKVZLJL93QT6,2046023086.41,128,ddg,
GXPHJRVG9MR7,"DRS POWER & CONTROL TECHNOLOGIES, INC.",W8PTMRME1496,520882112.22,278,ddg,
HLVBPCA2LH41,Rolls-Royce Marine North America Inc.,F32RBQ3CHAG9,459522480.61,132,ddg,
WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,PF8PJNVEPTJ1,378344585.14,216,ddg,
N1PJDANWUJ61,SCOT FORGE COMPANY,N1PJDANWUJ61,355371463.51,758,ddg,
YNJNTZWVC3H6,BAE SYSTEMS LAND & ARMAMENTS L.P.,E5K9VR2A1MW9,333523184.93,30,ddg,
J1T1FEN3PWX6,GENERAL ELECTRIC COMPANY,J1T1FEN3PWX6,333092746.60,28,ddg,
SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",XEQ3L57D2J24,299690166.01,97,ddg,
WJYVCPD5HKK7,"BWXT NUCLEAR OPERATIONS GROUP, INC.",CMT4S6G76QB5,289874121.85,15,ddg,
E8LNMDLEKM35,D.C. FABRICATORS INC.,,255017223.64,66,ddg,
DK2SLQURMJF3,BABCOCK MARINE (ROSYTH) LIMITED,TJLYWEFN1YR8,240485509.84,20,ddg,Y
FLDEFFBLR5P3,"GLOBE COMPOSITE SOLUTIONS, LTD., LIMITED PARTNERSHIP",SFBKRA9THBA3,218319422.91,114,ddg,
YD1GK53355R5,"PRECISION CUSTOM COMPONENTS, LLC",,211351009.86,85,ddg,
J3AFGKXWYK73,YORK INTERNATIONAL CORPORATION,XEQ3L57D2J24,192134506.59,60,ddg,
FZPYZ11SFNA6,TIMKEN GEARS & SERVICES INC.,H4FZBFXLJ636,169173617.00,8,ddg,
HNAECT5M9TM4,"SOCAIL, LDA",,151352010.33,10,ddg,Y
KENVPMBVBT39,"RHOADS METAL FABRICATIONS, INC.",KENVPMBVBT39,141905342.68,73,ddg,
JEP5GQGFPUL9,PORTLAND VALVE LLC,L8T4R3N7ACL6,139709774.35,233,ddg,
NYGUEDY27AM8,CURTISS-WRIGHT FLOW CONTROL CORPORATION,PF8PJNVEPTJ1,131642290.14,198,ddg,
JKZNKGGWYZ87,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,J9V9SJL4CW97,129323586.92,40,ddg,
PQGNEEY9W5M3,Northrop Grumman Systems Corporation,NKVZLJL93QT6,123942075.03,80,ddg,
SX6BF52K2WB1,VACCO INDUSTRIES,SFBKRA9THBA3,109425983.04,92,ddg,
ZW3UMG9YVNA9,L-3 COMMUNICATIONS WESTWOOD CORPORATION,SJULQDJ8NZU7,109142145.67,137,ddg,
PAH8M4BJACA5,"TELEDYNE INSTRUMENTS, INC.",SQ2DSCE69F15,105454106.86,252,ddg,
F42BKS7EHCL8,EMS DEVELOPMENT CORPORATION,SCWYXXK1EM13,104399732.92,87,ddg,
WMXDDH6HJNA5,HUNTINGTON INGALLS INCORPORATED,F9SDJAZFTLG6,104053627.00,16,ddg,
G9HKMXL5L973,"OIL STATES INDUSTRIES, INC",XFMBL7A963X9,103397591.36,117,ddg,
FK17Z7DJWLL1,Apco Technologies SA,FK17Z7DJWLL1,102859091.00,72,ddg,Y
F2LEAK3EK9R3,THE GRAHAM CORPORATION,F2LEAK3EK9R3,89120347.06,28,ddg,
QGB4RDYJNJT9,ELLWOOD NATIONAL FORGE COMPANY,SVXNHLLWX953,88144963.51,18,ddg,
RG6LJJM6JBS3,"AUSTAL USA, LLC",UCWYBGRA11H1,87555353.98,24,ddg,
XQW8RJNNAXX8,"W INTERNATIONAL, LLC",XQW8RJNNAXX8,85672809.54,106,ddg,
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",FBJ9NCJE2J56,85406601.09,298,ddg,
LSMBJZFLN8L9,ROSYTH ROYAL DOCKYARD LIMITED,,83981942.83,5,ddg,Y
CFXRGJSB9UB6,"SPD ELECTRICAL SYSTEMS, INC",SJULQDJ8NZU7,82395953.59,39,ddg,
QLJZVM6XKR71,"TRAINING MODERNIZATION GROUP, INC.",,77032116.00,7,ddg,
KYURG7LRSC89,CIRCOR NAVAL SOLUTIONS LLC,L8T4R3N7ACL6,75653517.99,78,ddg,
Y6X3BDLEPNJ6,"W INTERNATIONAL SC, LLC",,75424259.46,37,ddg,
VJMTKNLENX24,ENGINEERED COIL COMPANY,W8PTMRME1496,73741013.67,147,ddg,
Q35JL9GFCAK3,"MAROTTA CONTROLS, INC.",Q35JL9GFCAK3,73146296.55,222,ddg,
Z89SS59265U9,ESPEY MFG. & ELECTRONICS CORP.,Z89SS59265U9,71588027.01,133,ddg,
CBMZJ3Z5SC89,GOODRICH CORPORATION,PPLZG8J3N9D4,66936184.88,69,ddg,
WJ45NXW2TVD7,MOOG INC.,L4ZMKLM4MPL3,66611497.67,120,ddg,
MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",MMCKJNNMSG23,65064895.08,321,ddg,
EDNNTCM7SUS8,"INTERNATIONAL MARINE AND INDUSTRIAL APPLICATORS, LLC",EDNNTCM7SUS8,64397666.39,83,ddg,
CPHLNLBGWFN5,DRS NAVAL POWER SYSTEMS INC,W8PTMRME1496,59793884.52,18,ddg,
MSYWUDGYPKF5,"CP INDUSTRIES HOLDINGS, INC.",MJJNGNB5E3Q4,57863848.27,53,ddg,
WREEAHYMRQ45,"PCB PIEZOTRONICS, INC.",PVMFSLG6GFF7,57493899.40,31,ddg,
TZVRTYNM3MN3,PEGASUS STEEL LLC,,57341761.41,112,ddg,
V1MQFNQB56Z5,RIX INDUSTRIES,V1MQFNQB56Z5,54538109.41,69,ddg,
DK14KTLXA9M5,"KME AMERICA MARINE TUBE & FITTING, LLC",DK14KTLXA9M5,54465330.28,331,ddg,
CMT4S6G76QB5,"BWX TECHNOLOGIES, INC.",CMT4S6G76QB5,52661800.00,6,ddg,
NN7PCHZFNZP8,GOODWIN STEEL CASTINGS LIMITED,GL28JS5V3DL3,51474259.43,29,ddg,Y
N5KMLMXEPFM5,PARKER-HANNIFIN CORPORATION,W138B61KN3Q7,48860571.81,50,ddg,
HLVNZXU8EAM1,POWER PARAGON INC,DTZJAQF8NZA1,48618683.71,62,ddg,
QNEXJLA47BM4,"JAMESTOWN METAL MARINE SALES, INC.",QNEXJLA47BM4,45017331.68,114,ddg,
K3XPS1HXNBF3,"B & F MACHINE COMPANY, INC.",K3XPS1HXNBF3,40891145.48,275,ddg,
NEGFNA8YS723,"ALLARD NAZARIAN GROUP, INC.",NEGFNA8YS723,40471452.41,32,ddg,
PTMFLMD2CUB4,"L3 TECHNOLOGIES, INC.",XXP4PLFFFGK9,39585015.48,65,ddg,
YELYMYLF82L9,"LAKE SHORE SYSTEMS, INC.",YELYMYLF82L9,39369116.12,99,ddg,
JA2KCX21NL48,"WARTSILA DEFENSE, INC.",GCWKULHML2S3,39280708.03,84,ddg,
LJRBXLTGXN57,"CEPEDA ASSOCIATES, INC.",,37860406.36,68,ddg,
N79NY6FRL2F3,CUSTOM ALLOY CORPORATION,N79NY6FRL2F3,37560243.67,150,ddg,
JRUCKDSNXKD5,THE ENTWISTLE COMPANY LLC,LNGAZMTYJPL3,37486158.23,98,ddg,
SSD8KRDXKG46,"THE HILLER COMPANIES, LLC",MX63C2VRKCJ6,36673685.61,59,ddg,
MSFLXVQVJMG4,"PEERLESS INSTRUMENT CO., INC.",PF8PJNVEPTJ1,36671594.40,49,ddg,
VL18ZH6YLPY5,"DRS NAVAL POWER SYSTEMS, INC.",W8PTMRME1496,36064690.83,4,ddg,
GZ57A195G7K6,WAUKESHA BEARINGS CORPORATION,JBMKQ8ZH6FN9,35675634.00,17,ddg,
WUDSRNBSYC17,"ERIE FORGE AND STEEL, INC.",,35598422.98,9,ddg,
PUG1H9MFJD63,"AMERICAN TANK & FABRICATING CO, THE",PUG1H9MFJD63,35259795.00,75,ddg,
UHXFGP3DCRK7,"HANSOME ENERGY SYSTEMS, INC.",UHXFGP3DCRK7,35228703.00,22,ddg,
MU3CM1145E44,PROGENY SYSTEMS CORPORATION,MU3CM1145E44,34894132.46,38,ddg,
WN1PJNXJJ831,"TAYLOR FORGE ENGINEERED SYSTEMS, INC.",WN1PJNXJJ831,33359468.00,4,ddg,
RLXQHCXFT513,CUNICO CORPORATION,VDSCUPC2H3K7,32953574.20,79,ddg,
MC77SUMRLXY5,"MILWAUKEE VALVE COMPANY, INC.",MC77SUMRLXY5,32094185.53,189,ddg,
F8M5LJA6LJL4,"SARGENT AEROSPACE & DEFENSE, LLC",LC7UN8MJYCJ7,31618565.27,50,ddg,
QKJUKKE5WPA8,GULF COPPER & MANUFACTURING CORPORATION,,31589257.01,17,ddg,
LM35HWEVUPH3,ADI TECHNOLOGIES INC.,KN4DLHTLNCS8,31566711.75,28,ddg,
HLE1E2KALJA5,"POWER PARAGON, INC.",SJULQDJ8NZU7,31354153.48,43,ddg,
M4ELQDG7JLM5,"BUFFALO PUMPS, INC.",XE6GMDJNHQT7,31039020.04,39,ddg,
KCYPSYNH1M94,US JOINER LLC,KN4DLHTLNCS8,30924048.75,92,ddg,
XYNDM1Y7XGG7,AMERICAN METAL BEARING COMPANY,PM2FDF7CCNC2,30716659.98,44,ddg,
TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",TY25RCEB5FF3,30276761.49,150,ddg,
JG6AMW7E23Z6,C. H. POWELL COMPANY,JG6AMW7E23Z6,30220891.32,6,ddg,
J645RTMFWMW1,"MAXIM EVAPORATORS OF AMERICA, LLC",,29906676.48,22,ddg,
MAENKG4UJLK8,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,29314650.00,7,ddg,
K294P4QJHFU9,"MW JONES & COMPANY, INC.",,28458832.80,10,ddg,
F76KN7T9YP64,WAUKESHA BEARINGS CORPORATION,Z43PV7K61YL4,28271585.72,19,ddg,
GJNEBDUDNTA1,"EURO MACHINERY SPECIALISTS, INC",GJNEBDUDNTA1,28124701.00,7,ddg,
X6N2CNV552X7,"OCEANEERING INTERNATIONAL, INC.",XBVZKN1HH445,27906272.10,109,ddg,
WSK3WRSGKAU1,ALFA LAVAL INC.,SQRKBV7ET8S9,27393928.43,25,ddg,
MKXMUFJJYLY5,WARD LEONARD CT LLC,CMANNFGEFNP6,26650988.96,50,ddg,
FCK2D4PSV1L2,DOVER PUMPS & PROCESS SOLUTIONS SEGMENT INC,FCK2D4PSV1L2,26625903.56,75,ddg,
LL3PZJHUKZV3,AMERICAN STEEL AND ALUMINUM LLC,KTSAL8YX2QQ5,26261318.19,63,ddg,
HUK5MJK4MH39,"LESLIE CONTROLS, INC.",GU5YDKH7GPF1,25435611.96,94,ddg,
JW6PXX1WALN4,HOWDEN NORTH AMERICA INC,FPCZK4D8LXU5,25425882.63,45,ddg,
LR2HQKYJLDZ7,ESI ACQUISITION CORP.,LR2HQKYJLDZ7,24815363.35,120,ddg,
KNEFNMWXBK39,JO-KELL INC.,KNEFNMWXBK39,24733320.83,187,ddg,
C9C6HPQLL4A8,CATERPILLAR INC.,N9K8Y7U3RGA9,23641905.35,28,ddg,
U23DM4ULNLS3,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,HPDLRXR4FYX5,23483999.41,5,ddg,
FGNQE3RF1FK5,"MORPAC INDUSTRIES, INC",FGNQE3RF1FK5,23333483.67,34,ddg,
E9DKKLZNCQS9,Trident Maritime Systems UK Limited,E9DKKLZNCQS9,22453880.24,21,ddg,Y
E84NNWLU6RK3,HAMILL MANUFACTURING COMPANY,,22285090.00,7,ddg,
LB1XJ5UY5961,IMO INDUSTRIES INC.,L8T4R3N7ACL6,22255855.47,26,ddg,
QNF5KM7YJSN7,"Southcoast Welding & Manufacturing, LLC.",,21995779.77,82,ddg,
WVW5FMYALEL6,"PLAINVILLE ELECTRICAL PRODUCTS COMPANY, THE",,21905910.40,24,ddg,
SKKACASET588,DYNALEC CORPORATION,SKKACASET588,21678093.86,233,ddg,
DA1PDLWQ7BH4,BEAST CODE LLC,X6JCC78FMY25,21364123.40,33,ddg,
GLU5BML5XQK2,Romey Paul Ventures LLC,,20920427.00,10,ddg,
QCFDU4MA1444,A/Z CORPORATION,QCFDU4MA1444,20446792.63,98,ddg,
CW48SQ7KJX68,"CRAFT MACHINE WORKS, INC.",CW48SQ7KJX68,19982080.24,58,ddg,
GUD4TJE3FN31,CIRCOR PUMPS NORTH AMERICA LLC,GU5YDKH7GPF1,19331832.14,13,ddg,
NTREK31GP8N3,KSARIA CORPORATION,NTREK31GP8N3,18930288.93,57,ddg,
G319AMB56SW5,"901 D, LLC",WLEATDDTMCT3,18825190.01,113,ddg,
G78MQ69BN636,AIRCRAFT APPLIANCES AND EQUIPMENT LIMITED,KN4DLHTLNCS8,18771227.87,84,ddg,Y
C256E427Q518,"DELTAK MANUFACTURING, INC.",,18679933.72,6,ddg,
MF1LU8RPCMB8,"RANOR, INC.",UMMDFSB4ARJ7,18418171.59,106,ddg,
FMC8BKMNMKF2,"FLUID CONDITIONING PRODUCTS, INC.",FMC8BKMNMKF2,18342363.90,108,ddg,
MEMSWT1LFU18,JERED LLC,C6CLJKP7D441,18071181.61,38,ddg,
JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",JK4WJKLD44G9,17340090.52,74,ddg,
JKPCAKFW8X93,AMERICAST TECHNOLOGIES INC,FLU4K8MGMZX7,17000719.11,28,ddg,
HLFDNJU7KXJ1,BOGUE SYSTEMS INC,JCBMC726D155,16949604.55,54,ddg,
F1UZPBD1VBH9,"LYME COMPUTER SYSTEMS, INC.",F1UZPBD1VBH9,16841430.72,127,ddg,
H11HD5VHGHN3,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,16619921.30,21,ddg,
XDF1FRDG8KK4,"FOSTER-MILLER, INC.",LL4CVJVLBGN1,16420820.41,23,ddg,
HYGLK2BNFKB3,MTU AMERICA INC.,VE65QFAKCLG7,15817611.47,9,ddg,
LCZDJ6YPNYG6,"MARTIN ENERGY SERVICES, LLC",CNNMP74968J4,15590348.84,27,ddg,
WXRTZLL25AE5,"SEEMANN COMPOSITES, INC.",WXRTZLL25AE5,15424126.70,36,ddg,
LPWJLN5JQPW4,SHEFFIELD FORGEMASTERS ENGINEERING LIMITED,H6VQAAGPA1J1,15209127.99,5,ddg,Y
N5BYYW3MMFP7,"HUTCHINSON AEROSPACE & INDUSTRY, INC.",ZVFUENFF77T1,15120356.00,19,ddg,
ELC5EVMWFVM8,"LAKE SHORE SYSTEMS, INC.",YELYMYLF82L9,14997666.94,69,ddg,
ZFQBUPK552C3,"H. R. HILLERY COMPANY, THE",,14811021.74,104,ddg,
W3KUJLTCRLV1,AMMCON CORP.,W3KUJLTCRLV1,14578730.71,213,ddg,
PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",,14539872.36,131,ddg,
GE4GA2B9JYF9,"MERRILL TECHNOLOGIES GROUP, INC.",,14403454.98,55,ddg,
D7HNEN3DAN36,LEHIGH HEAVY FORGE CORP,CDVZLNCU7Z44,14373603.34,21,ddg,
WESDY4U81NP8,"TRIDENT MARITIME SYSTEMS - CAC, LLC",WESDY4U81NP8,13602645.07,75,ddg,
HW4GNCTLLAM4,GENERAL ATOMICS,NGTNPRCG6BE1,13538118.00,1,ddg,
V8HGGNTGDH59,PEERLESS MFG CO,VBRHLB2HLEM4,13496231.98,17,ddg,
LGL1LNBH8KM5,"GRISWOLD INDUSTRIES, CO.",LGL1LNBH8KM5,13374879.95,102,ddg,
QVJEVJHK3G31,"AGGREKO, LLC",HC6YKKPYB658,13325035.69,92,ddg,
DWUHNL9BC3U7,"HOWELL LABORATORIES, INC.",DWUHNL9BC3U7,13050144.27,38,ddg,
KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,KLDTZDR12ZB7,12825208.29,70,ddg,
EVZMB1757DW5,"STEELFAB, INC.",EVZMB1757DW5,12715202.05,8,ddg,
TZLXM3NCC7D1,EXIDE TECHNOLOGIES,M7B8XCG21XV3,12673252.44,3,ddg,
WPP2ABN6UCF5,"L3 TECHNOLOGIES, INC.",SJULQDJ8NZU7,12640416.67,58,ddg,
LG88NCWJ3A95,"YOUNG ENGINEERING & MANUFACTURING, INC.",LG88NCWJ3A95,12629103.32,29,ddg,
H4ZMPGLLZ8D9,"ARTCRAFT FABRICATORS, INC.",H4ZMPGLLZ8D9,12210901.57,14,ddg,
R9EYKGK8NKA5,"NUFLO, INC.",,11952116.35,15,ddg,
ZFNUGJEGR2Q9,INGERSOLL MACHINE TOOLS INC,SHDVJS6DKEX1,11916944.00,1,ddg,
NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",,11767797.47,179,ddg,
RYRLL49HWN65,BAKER SHEET METAL CORPORATION,RYRLL49HWN65,11743097.00,60,ddg,
MKDGDE6K34N5,"D. W. CLARK, INC",MKDGDE6K34N5,11539718.34,58,ddg,
Y7N4SPXNK115,ARCELORMITTAL USA LLC,W67WSNENMZF7,11510998.86,31,ddg,
ENNXJDZUYCK3,MARMON AEROSPACE & DEFENSE LLC,UU26FKF1MML6,11504541.00,1,ddg,
FLMQAKFEMG64,INDEECO LLC,DTCND1MN7J15,11174277.26,61,ddg,
FWF8QBPCGLG3,GENERAL TOOL COMPANY,FWF8QBPCGLG3,11051466.23,61,ddg,
N6P1AGPMV456,EVAC NORTH AMERICA INC.,XJXYXCZL36Z4,10902477.17,32,ddg,
JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC",,10846596.00,110,ddg,
DXM3GSLGH2Z5,"FAIRLEAD INTEGRATED, LLC",DXM3GSLGH2Z5,10799488.12,21,ddg,
DQ35GXAUTW61,INDUSTRIAL CORROSION CONTROL INC,DQ35GXAUTW61,10790594.79,41,ddg,
E3YNKWRANZ18,"AQUA-CHEM, INC.",E3YNKWRANZ18,10773465.92,21,ddg,
ZA1KMNAJMVT3,Surface Technologies Corporation,ZA1KMNAJMVT3,10670004.75,43,ddg,
UMQ8KHJJUBN6,"KOIKE ARONSON, INC.",R769GJRQF618,10622193.00,13,ddg,
TSCZLHCGNQ53,FACET (OKLAHOMA) LLC,SFBKKM3ZYN48,10453793.35,32,ddg,
GL8XT6HAWLK1,BHI ENERGY I POWER SERVICES LLC,GL8XT6HAWLK1,10408689.27,12,ddg,
C1B6X8AADFB1,"COMSACO, INC.",,10135576.00,41,ddg,
CN4DJZSKM3Y3,"PENNSYLVANIA MACHINE WORKS, INC.",CN4DJZSKM3Y3,10109957.21,208,ddg,
HSV2N9ACRTJ6,PENTAIR VALVES & CONTROLS US LP,K9M4XM134HW6,10047560.00,121,ddg,
QYKAR7MJJXL7,MEGGITT SAFETY SYSTEMS INC,PLYSMJBAYE42,10002726.33,16,ddg,
GR2CKSBB4MB5,LENAPE FORGED PRODUCTS CORP,,9987951.00,59,ddg,
EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",EV4ZGUNNKMJ6,9916983.38,56,ddg,
JAXJSTJJSP74,"RTX BBN TECHNOLOGIES, INC.",EGAVSJTA2D81,9882942.98,10,ddg,
RMLGMBGNPCC8,KINGSBURY INC.,RMLGMBGNPCC8,9869286.18,20,ddg,
J8PKNJEX2MS2,"LOCKWOOD BROTHERS, INC.",,9812476.39,17,ddg,
Z19UP1U6FMT1,INDUSTRIAL TRANSFER AND STORAGE INC.,Z19UP1U6FMT1,9687294.31,34,ddg,
M4ANYAZ8Q6H8,"SETRA SYSTEMS, INC.",QATEDMDR46E4,9644623.56,59,ddg,
HLQLWMV97J37,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,HLQLWMV97J37,9570402.15,20,ddg,
PGWNKJF89FV5,ELMA ELECTRONIC INC.,XLKTN1TLGB75,9279663.16,55,ddg,
HUDHMPV9B6M9,NORTHROP GRUMMAN SYSTEMS CORPORATION,NKVZLJL93QT6,9258711.04,9,ddg,
NSWQJBEZZD83,SOPHEON CORPORATION,NSWQJBEZZD83,9125003.00,10,ddg,
GLRVV6FC6DB3,GP STRATEGIES CORPORATION,GLRVV6FC6DB3,9102507.91,28,ddg,
HQYTCMF5RGE4,SHERBURN ELECTRONICS INC.,HQYTCMF5RGE4,9058412.74,125,ddg,
MDH6KH9D4SG7,"ASCO POWER TECHNOLOGIES, L..P.",T2PGFX9RZJH9,9047596.11,28,ddg,
KZGEJ29ND6K3,EVONIK CORPORATION,VLY1XBVNLJK8,8990125.44,42,ddg,
E2P8AAJA2LK5,"MICRO PRECISION, LLC",,8927339.86,123,ddg,
QPFMBXNMQM85,"AEROTEK, INC.",GVWENMHJ4Y87,8883344.21,30,ddg,
JSAXGRLNEJ63,"COLONNA'S SHIP YARD, INCORPORATED",JSAXGRLNEJ63,8824083.52,8,ddg,
U4MMR7DR2DR7,"JAL ENTERPRISES, INC.",,8808700.95,31,ddg,
NRCCMBKQ6FD7,LEIDOS INNOVATIONS CORPORATION,ZL41ERXMPAR3,8763129.32,27,ddg,
REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,REXPSJ7NAHU8,8754912.00,89,ddg,
VXHFDAKS2LZ6,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,,8690883.48,13,ddg,
GTP8S87MBPF3,"GREENLAND ENTERPRISES, INC.",GTP8S87MBPF3,8629479.95,7,ddg,
HWLGUR28KMS6,APPLETON MARINE INC,HWLGUR28KMS6,8623162.05,13,ddg,
EPSYXPS5MK39,NORTHROP GRUMMAN SYSTEMS CORPORATION,NKVZLJL93QT6,8515755.91,30,ddg,
CE3HF8PLAFD3,"MILWAUKEE VALVE COMPANY, LLC",,8485974.47,36,ddg,
C7QHHMJEALN1,"MONROE CABLE COMPANY, INC., THE",,8264141.85,3,ddg,
MK9SR2K87JN5,"LANDSTAR INWAY, INC.",J3C4WKJZZKN5,8140155.55,4,ddg,
WNDYZX3ALFB1,"COMARK, LLC",WNDYZX3ALFB1,8044792.54,44,ddg,
VKBFB8MAZ357,TITANIUM FABRICATION CORPORATION,VKBFB8MAZ357,7868538.00,28,ddg,
EJT5ERY72NJ3,"WELLS PROFESSIONAL CONSULTING SERVICES, LLC",,7777742.23,98,ddg,
LPY6KXBKHMK8,"RHOADS INDUSTRIES, INC.",LPY6KXBKHMK8,7753370.18,13,ddg,
ETWEE7EYY9G5,COGITIC CORPORATION,USRQZ9JUAF88,7662938.95,39,ddg,
RLYHS582JDW8,"CAMERON TECHNOLOGIES US, INC.",W1LDBNHD4EM7,7594247.95,31,ddg,
H1PAVTLJBJ88,TYCO FIRE PRODUCTS LP,XEQ3L57D2J24,7590677.86,24,ddg,
D2J1SSHB5EB7,THE HELLAN STRAINER CO,X99SLLWX4NV1,7488797.57,37,ddg,
LFVJABJDQVZ9,"W. & O. SUPPLY, INC.",MX63C2VRKCJ6,7371544.96,31,ddg,
FLQJXSFMNQP6,LISTER CHAIN & FORGE INC,FLQJXSFMNQP6,7358850.37,16,ddg,
JFHLZNJLWAN5,"TM INDUSTRIES, LLC",F17YKE4BDQS4,7324616.54,58,ddg,
FR7WWCCNBQZ6,D K MACHINE INC,,7212594.68,32,ddg,
MMDRDDVELDX8,DANTE VALVE COMPANY,UNBUG7BAWZL3,7073622.27,73,ddg,
WAJ6RKYZTYL3,C & C METALS ENGINEERING INC,WAJ6RKYZTYL3,7051370.67,119,ddg,
NRFJMVNYQ6C3,"ZAPATA GROUP, INC",NRFJMVNYQ6C3,7032692.34,11,ddg,
CXK2Y51KDBW1,PRL INDUSTRIES INC,XD2KRCD9W4A5,6806486.02,14,ddg,
C6C8KS7Y1K76,MIDE TECHNOLOGY CORPORATION,C6C8KS7Y1K76,6797264.79,29,ddg,
ZLM5NQE8LSR8,"IMECO, INC.",KN4DLHTLNCS8,6774547.38,13,ddg,
Y5R2L8HWAUA8,"NAVUS AUTOMATION, INC.",Y5R2L8HWAUA8,6643102.65,29,ddg,
D44RA79E3K57,PRECISION PRODUCTS INC,,6573693.26,52,ddg,
KDFTJG6RK5A8,"AIRBUS DEFENSE AND SPACE, INC.",QM7GAR7U8NK3,6527644.00,1,ddg,
HTR5K76FMH84,"Federal Bronze Casting Industries, Inc.",HTR5K76FMH84,6522292.00,45,ddg,
T2VFE1NGR3G5,"DRS TRAINING & CONTROL SYSTEMS, LLC",W8PTMRME1496,6388362.61,25,ddg,
MRGNDX62YHQ3,Conrex Steel Ltd,X8TCJXY34WL3,6272508.74,9,ddg,Y
HA3UFSU8FN75,"L3 TECHNOLOGIES, INC.",SJULQDJ8NZU7,6068509.65,17,ddg,
JU5GNH1H5FV6,DY4 INC.,PF8PJNVEPTJ1,6009987.27,44,ddg,
XNFVD42NAB73,TRIAS CONSTRUCTION LLC,,5941068.68,24,ddg,
HMBSX7Z72UK4,"WESTLAND TECHNOLOGIES, INC.",SFBKRA9THBA3,5879853.83,53,ddg,
S1LJCH88WHT5,W.R. DAVIS ENGINEERING LIMITED,S1LJCH88WHT5,5860753.16,14,ddg,Y
CVKGYGVN9229,ARTCRAFT FABRICATORS INC,QZ9GLUKS1MS9,5822191.12,3,ddg,
M98JCJ2U7RD8,"CARLTON NATIONAL RESOURCES, INC.",,5722851.46,37,ddg,
RJGEKQDTZKT8,ELECTRIC HEATER CO,DD7KGPMP93C1,5710674.97,32,ddg,
MVJ8B69F5CL6,"RIGGINS COMPANY, L.C.",MVJ8B69F5CL6,5682395.59,20,ddg,
MWAKL633WET8,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,PF8PJNVEPTJ1,5659932.32,1,ddg,
PWK4GDMMEAQ8,AMETEK SCP INC,N5KEKMFCWUR1,5651617.15,32,ddg,
XJTAAHL58NB6,"EASTERN SHIPBUILDING GROUP, INC.",XJTAAHL58NB6,5649604.67,3,ddg,
U864F3HRME53,GE ENERGY POWER CONVERSION USA INC.,JRZ1WHXAKBM3,5573437.22,15,ddg,
YVBHN7GKLQ44,"GLENAIR, INC.",YVBHN7GKLQ44,5516200.52,50,ddg,
HYNSUU4GPWA9,GLOBAL EXECUTIVE SOLUTIONS LLC,,5475350.66,11,ddg,
MXTJBDD1L4T4,"TAYLOR DEVICES, INC.",MXTJBDD1L4T4,5464313.98,16,ddg,
RDG4F8MZVDU1,"POWER PARAGON, INC.",SJULQDJ8NZU7,5428340.85,6,ddg,
VJHFDLA3NLG8,"BRADKEN, INC.",FLU4K8MGMZX7,5409565.75,21,ddg,
QB7EKDNK2E83,TIM BRIERE,,5365922.85,60,ddg,
PNLJW4UFU1A8,"MARK C. POPE ASSOCIATES, INC.",PNLJW4UFU1A8,5346139.14,12,ddg,
JRHJJRY6DWK3,"CORNELL-CARR CO., INC.",,5332148.03,32,ddg,
XH9ADBLZRMF1,MELLINGER ENGINEERING GROUP LLC,,5231025.10,19,ddg,
GCUTMML7MHH3,South Florida Van Lines Inc,,5228932.11,9,ddg,
GFCUEMH2CGN1,RIVERHEAD BUILDING SUPPLY CORP.,GFCUEMH2CGN1,5228384.98,39,ddg,
YA5MLUTX7W19,ITT CORPORATION,TCCLSQU7ZMW5,5184754.86,5,ddg,
GN2LGJWUVKJ7,"THE NAKOA COMPANIES, INC",GN2LGJWUVKJ7,5180408.40,4,ddg,
L2EDH4DX27J5,WILLIAM E WILLIAMS VALVE CORP,L2EDH4DX27J5,5069860.00,41,ddg,
K151N8EJE998,"CLIMAX PORTABLE MACHINE TOOLS, INC.",K151N8EJE998,5034813.08,22,ddg,
ZXNYWJ1KLDL9,"SYMETRICS INDUSTRIES, LLC",UAC2KLJM4XY1,5011966.00,5,ddg,
