vintage,pb_year,li,p1_section,row_label,fy_label,value
FY22,2022,1045,base,Procurement Quantity (Units in Each),Prior Years,-
FY22,2022,1045,base,Procurement Quantity (Units in Each),FY 2020,-
FY22,2022,1045,base,Procurement Quantity (Units in Each),FY 2021,1
FY22,2022,1045,base,Procurement Quantity (Units in Each),FY 2022 Base,-
FY22,2022,1045,base,Procurement Quantity (Units in Each),FY 2022 OOC,-
FY22,2022,1045,base,Procurement Quantity (Units in Each),FY 2022 Total,-
FY22,2022,1045,base,Procurement Quantity (Units in Each),FY 2023,-
FY22,2022,1045,base,Procurement Quantity (Units in Each),FY 2024,-
FY22,2022,1045,base,Procurement Quantity (Units in Each),FY 2025,-
FY22,2022,1045,base,Procurement Quantity (Units in Each),FY 2026,-
FY22,2022,1045,base,Procurement Quantity (Units in Each),To Complete,-
FY22,2022,1045,base,Procurement Quantity (Units in Each),Total,-
FY22,2022,1045,base,Gross/Weapon System Cost ($ in Millions),Prior Years,0.000
FY22,2022,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2020,0.000
FY22,2022,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2021,"15,030.533"
FY22,2022,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2022 Base,0.000
FY22,2022,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2022 OOC,0.000
FY22,2022,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2022 Total,0.000
FY22,2022,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2023,-
FY22,2022,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2024,-
FY22,2022,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2025,-
FY22,2022,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2026,-
FY22,2022,1045,base,Gross/Weapon System Cost ($ in Millions),To Complete,-
FY22,2022,1045,base,Gross/Weapon System Cost ($ in Millions),Total,-
FY22,2022,1045,base,Less PY Advance Procurement ($ in Millions),Prior Years,-
FY22,2022,1045,base,Less PY Advance Procurement ($ in Millions),FY 2020,0.000
FY22,2022,1045,base,Less PY Advance Procurement ($ in Millions),FY 2021,-
FY22,2022,1045,base,Less PY Advance Procurement ($ in Millions),FY 2022 Base,-
FY22,2022,1045,base,Less PY Advance Procurement ($ in Millions),FY 2022 OOC,-
FY22,2022,1045,base,Less PY Advance Procurement ($ in Millions),FY 2022 Total,-
FY22,2022,1045,base,Less PY Advance Procurement ($ in Millions),FY 2023,-
FY22,2022,1045,base,Less PY Advance Procurement ($ in Millions),FY 2024,-
FY22,2022,1045,base,Less PY Advance Procurement ($ in Millions),FY 2025,-
FY22,2022,1045,base,Less PY Advance Procurement ($ in Millions),FY 2026,-
FY22,2022,1045,base,Less PY Advance Procurement ($ in Millions),To Complete,-
FY22,2022,1045,base,Less PY Advance Procurement ($ in Millions),Total,-
FY22,2022,1045,base,Less AP Transfer to NSBDF ($ in Millions),Prior Years,-
FY22,2022,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2020,-
FY22,2022,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2021,"6,227.811"
FY22,2022,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2022 Base,-
FY22,2022,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2022 OOC,-
FY22,2022,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2022 Total,-
FY22,2022,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2023,-
FY22,2022,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2024,-
FY22,2022,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2025,-
FY22,2022,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2026,-
FY22,2022,1045,base,Less AP Transfer to NSBDF ($ in Millions),To Complete,-
FY22,2022,1045,base,Less AP Transfer to NSBDF ($ in Millions),Total,-
FY22,2022,1045,base,Net Procurement (P-1) ($ in Millions),Prior Years,0.000
FY22,2022,1045,base,Net Procurement (P-1) ($ in Millions),FY 2020,0.000
FY22,2022,1045,base,Net Procurement (P-1) ($ in Millions),FY 2021,"2,869.024"
FY22,2022,1045,base,Net Procurement (P-1) ($ in Millions),FY 2022 Base,0.000
FY22,2022,1045,base,Net Procurement (P-1) ($ in Millions),FY 2022 OOC,0.000
FY22,2022,1045,base,Net Procurement (P-1) ($ in Millions),FY 2022 Total,0.000
FY22,2022,1045,base,Net Procurement (P-1) ($ in Millions),FY 2023,-
FY22,2022,1045,base,Net Procurement (P-1) ($ in Millions),FY 2024,-
FY22,2022,1045,base,Net Procurement (P-1) ($ in Millions),FY 2025,-
FY22,2022,1045,base,Net Procurement (P-1) ($ in Millions),FY 2026,-
FY22,2022,1045,base,Net Procurement (P-1) ($ in Millions),To Complete,-
FY22,2022,1045,base,Net Procurement (P-1) ($ in Millions),Total,-
FY22,2022,1045,base,Full Funding TOA ($ in Millions),Prior Years,-
FY22,2022,1045,base,Full Funding TOA ($ in Millions),FY 2020,-
FY22,2022,1045,base,Full Funding TOA ($ in Millions),FY 2021,"2,869.024"
FY22,2022,1045,base,Full Funding TOA ($ in Millions),FY 2022 Base,"3,003.000"
FY22,2022,1045,base,Full Funding TOA ($ in Millions),FY 2022 OOC,-
FY22,2022,1045,base,Full Funding TOA ($ in Millions),FY 2022 Total,"3,003.000"
FY22,2022,1045,base,Full Funding TOA ($ in Millions),FY 2023,-
FY22,2022,1045,base,Full Funding TOA ($ in Millions),FY 2024,-
FY22,2022,1045,base,Full Funding TOA ($ in Millions),FY 2025,-
FY22,2022,1045,base,Full Funding TOA ($ in Millions),FY 2026,-
FY22,2022,1045,base,Full Funding TOA ($ in Millions),To Complete,-
FY22,2022,1045,base,Full Funding TOA ($ in Millions),Total,-
FY22,2022,1045,base,Plus CY Advance Procurement ($ in Millions),Prior Years,-
FY22,2022,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2020,-
FY22,2022,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2021,"1,253.175"
FY22,2022,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2022 Base,"1,643.980"
FY22,2022,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2022 OOC,-
FY22,2022,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2022 Total,"1,643.980"
FY22,2022,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2023,-
FY22,2022,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2024,-
FY22,2022,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2025,-
FY22,2022,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2026,-
FY22,2022,1045,base,Plus CY Advance Procurement ($ in Millions),To Complete,-
FY22,2022,1045,base,Plus CY Advance Procurement ($ in Millions),Total,-
FY22,2022,1045,base,Plus AP Transfer to NSBDF ($ in Millions),Prior Years,"4,808.363"
FY22,2022,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2020,"1,820.927"
FY22,2022,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2021,-
FY22,2022,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2022 Base,-
FY22,2022,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2022 OOC,-
FY22,2022,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2022 Total,-
FY22,2022,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2023,-
FY22,2022,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2024,-
FY22,2022,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2025,-
FY22,2022,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2026,-
FY22,2022,1045,base,Plus AP Transfer to NSBDF ($ in Millions),To Complete,-
FY22,2022,1045,base,Plus AP Transfer to NSBDF ($ in Millions),Total,-
FY22,2022,1045,base,Total Obligation Authority ($ in Millions),Prior Years,"4,808.363"
FY22,2022,1045,base,Total Obligation Authority ($ in Millions),FY 2020,"1,820.927"
FY22,2022,1045,base,Total Obligation Authority ($ in Millions),FY 2021,"4,122.199"
FY22,2022,1045,base,Total Obligation Authority ($ in Millions),FY 2022 Base,"4,646.980"
FY22,2022,1045,base,Total Obligation Authority ($ in Millions),FY 2022 OOC,0.000
FY22,2022,1045,base,Total Obligation Authority ($ in Millions),FY 2022 Total,"4,646.980"
FY22,2022,1045,base,Total Obligation Authority ($ in Millions),FY 2023,-
FY22,2022,1045,base,Total Obligation Authority ($ in Millions),FY 2024,-
FY22,2022,1045,base,Total Obligation Authority ($ in Millions),FY 2025,-
FY22,2022,1045,base,Total Obligation Authority ($ in Millions),FY 2026,-
FY22,2022,1045,base,Total Obligation Authority ($ in Millions),To Complete,-
FY22,2022,1045,base,Total Obligation Authority ($ in Millions),Total,-
FY22,2022,1045,base,Plus Outfitting and Post Delivery ($ in Millions),Prior Years,-
FY22,2022,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2020,0.000
FY22,2022,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2021,-
FY22,2022,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2022 Base,-
FY22,2022,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2022 OOC,-
FY22,2022,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2022 Total,-
FY22,2022,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2023,-
FY22,2022,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2024,-
FY22,2022,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2025,-
FY22,2022,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2026,-
FY22,2022,1045,base,Plus Outfitting and Post Delivery ($ in Millions),To Complete,-
FY22,2022,1045,base,Plus Outfitting and Post Delivery ($ in Millions),Total,-
FY22,2022,1045,base,Total ($ in Millions),Prior Years,"4,808.363"
FY22,2022,1045,base,Total ($ in Millions),FY 2020,"1,820.927"
FY22,2022,1045,base,Total ($ in Millions),FY 2021,"4,122.199"
FY22,2022,1045,base,Total ($ in Millions),FY 2022 Base,"4,646.980"
FY22,2022,1045,base,Total ($ in Millions),FY 2022 OOC,-
FY22,2022,1045,base,Total ($ in Millions),FY 2022 Total,"4,646.980"
FY22,2022,1045,base,Total ($ in Millions),FY 2023,-
FY22,2022,1045,base,Total ($ in Millions),FY 2024,-
FY22,2022,1045,base,Total ($ in Millions),FY 2025,-
FY22,2022,1045,base,Total ($ in Millions),FY 2026,-
FY22,2022,1045,base,Total ($ in Millions),To Complete,-
FY22,2022,1045,base,Total ($ in Millions),Total,-
FY22,2022,1045,base,Gross/Weapon System Unit Cost ($ in Millions),Prior Years,-
FY22,2022,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2020,-
FY22,2022,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2021,"15,030.533"
FY22,2022,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2022 Base,-
FY22,2022,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2022 OOC,-
FY22,2022,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2022 Total,-
FY22,2022,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2023,-
FY22,2022,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2024,-
FY22,2022,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2025,-
FY22,2022,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2026,-
FY22,2022,1045,base,Gross/Weapon System Unit Cost ($ in Millions),To Complete,-
FY22,2022,1045,base,Gross/Weapon System Unit Cost ($ in Millions),Total,-
FY22,2022,2013,base,Procurement Quantity (Units in Each),Prior Years,30
FY22,2022,2013,base,Procurement Quantity (Units in Each),FY 2020,2
FY22,2022,2013,base,Procurement Quantity (Units in Each),FY 2021,2
FY22,2022,2013,base,Procurement Quantity (Units in Each),FY 2022 Base,2
FY22,2022,2013,base,Procurement Quantity (Units in Each),FY 2022 OOC,-
FY22,2022,2013,base,Procurement Quantity (Units in Each),FY 2022 Total,2
FY22,2022,2013,base,Procurement Quantity (Units in Each),FY 2023,-
FY22,2022,2013,base,Procurement Quantity (Units in Each),FY 2024,-
FY22,2022,2013,base,Procurement Quantity (Units in Each),FY 2025,-
FY22,2022,2013,base,Procurement Quantity (Units in Each),FY 2026,-
FY22,2022,2013,base,Procurement Quantity (Units in Each),To Complete,-
FY22,2022,2013,base,Procurement Quantity (Units in Each),Total,-
FY22,2022,2013,base,Gross/Weapon System Cost ($ in Millions),Prior Years,"79,782.762"
FY22,2022,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2020,"7,483.677"
FY22,2022,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2021,"7,215.253"
FY22,2022,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2022 Base,"6,915.757"
FY22,2022,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2022 OOC,0.000
FY22,2022,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2022 Total,"6,915.757"
FY22,2022,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2023,-
FY22,2022,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2024,-
FY22,2022,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2025,-
FY22,2022,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2026,-
FY22,2022,2013,base,Gross/Weapon System Cost ($ in Millions),To Complete,-
FY22,2022,2013,base,Gross/Weapon System Cost ($ in Millions),Total,-
FY22,2022,2013,base,Less PY Advance Procurement ($ in Millions),Prior Years,"22,914.124"
FY22,2022,2013,base,Less PY Advance Procurement ($ in Millions),FY 2020,"1,756.902"
FY22,2022,2013,base,Less PY Advance Procurement ($ in Millions),FY 2021,"1,840.679"
FY22,2022,2013,base,Less PY Advance Procurement ($ in Millions),FY 2022 Base,"1,888.328"
FY22,2022,2013,base,Less PY Advance Procurement ($ in Millions),FY 2022 OOC,-
FY22,2022,2013,base,Less PY Advance Procurement ($ in Millions),FY 2022 Total,"1,888.328"
FY22,2022,2013,base,Less PY Advance Procurement ($ in Millions),FY 2023,-
FY22,2022,2013,base,Less PY Advance Procurement ($ in Millions),FY 2024,-
FY22,2022,2013,base,Less PY Advance Procurement ($ in Millions),FY 2025,-
FY22,2022,2013,base,Less PY Advance Procurement ($ in Millions),FY 2026,-
FY22,2022,2013,base,Less PY Advance Procurement ($ in Millions),To Complete,-
FY22,2022,2013,base,Less PY Advance Procurement ($ in Millions),Total,-
FY22,2022,2013,base,Less Cost To Complete ($ in Millions),Prior Years,"1,844.685"
FY22,2022,2013,base,Less Cost To Complete ($ in Millions),FY 2020,-
FY22,2022,2013,base,Less Cost To Complete ($ in Millions),FY 2021,200.000
FY22,2022,2013,base,Less Cost To Complete ($ in Millions),FY 2022 Base,-
FY22,2022,2013,base,Less Cost To Complete ($ in Millions),FY 2022 OOC,-
FY22,2022,2013,base,Less Cost To Complete ($ in Millions),FY 2022 Total,-
FY22,2022,2013,base,Less Cost To Complete ($ in Millions),FY 2023,-
FY22,2022,2013,base,Less Cost To Complete ($ in Millions),FY 2024,-
FY22,2022,2013,base,Less Cost To Complete ($ in Millions),FY 2025,-
FY22,2022,2013,base,Less Cost To Complete ($ in Millions),FY 2026,-
FY22,2022,2013,base,Less Cost To Complete ($ in Millions),To Complete,-
FY22,2022,2013,base,Less Cost To Complete ($ in Millions),Total,-
FY22,2022,2013,base,Less Economic Order Quantity ($ in Millions),Prior Years,"3,820.647"
FY22,2022,2013,base,Less Economic Order Quantity ($ in Millions),FY 2020,361.594
FY22,2022,2013,base,Less Economic Order Quantity ($ in Millions),FY 2021,571.361
FY22,2022,2013,base,Less Economic Order Quantity ($ in Millions),FY 2022 Base,778.189
FY22,2022,2013,base,Less Economic Order Quantity ($ in Millions),FY 2022 OOC,-
FY22,2022,2013,base,Less Economic Order Quantity ($ in Millions),FY 2022 Total,778.189
FY22,2022,2013,base,Less Economic Order Quantity ($ in Millions),FY 2023,-
FY22,2022,2013,base,Less Economic Order Quantity ($ in Millions),FY 2024,-
FY22,2022,2013,base,Less Economic Order Quantity ($ in Millions),FY 2025,-
FY22,2022,2013,base,Less Economic Order Quantity ($ in Millions),FY 2026,-
FY22,2022,2013,base,Less Economic Order Quantity ($ in Millions),To Complete,-
FY22,2022,2013,base,Less Economic Order Quantity ($ in Millions),Total,-
FY22,2022,2013,base,Net Procurement (P-1) ($ in Millions),Prior Years,"51,203.306"
FY22,2022,2013,base,Net Procurement (P-1) ($ in Millions),FY 2020,"5,365.181"
FY22,2022,2013,base,Net Procurement (P-1) ($ in Millions),FY 2021,"4,603.213"
FY22,2022,2013,base,Net Procurement (P-1) ($ in Millions),FY 2022 Base,"4,249.240"
FY22,2022,2013,base,Net Procurement (P-1) ($ in Millions),FY 2022 OOC,0.000
FY22,2022,2013,base,Net Procurement (P-1) ($ in Millions),FY 2022 Total,"4,249.240"
FY22,2022,2013,base,Net Procurement (P-1) ($ in Millions),FY 2023,-
FY22,2022,2013,base,Net Procurement (P-1) ($ in Millions),FY 2024,-
FY22,2022,2013,base,Net Procurement (P-1) ($ in Millions),FY 2025,-
FY22,2022,2013,base,Net Procurement (P-1) ($ in Millions),FY 2026,-
FY22,2022,2013,base,Net Procurement (P-1) ($ in Millions),To Complete,-
FY22,2022,2013,base,Net Procurement (P-1) ($ in Millions),Total,-
FY22,2022,2013,base,Plus CY Advance Procurement ($ in Millions),Prior Years,"25,893.064"
FY22,2022,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2020,"2,087.588"
FY22,2022,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2021,"1,745.767"
FY22,2022,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2022 Base,"2,120.407"
FY22,2022,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2022 OOC,-
FY22,2022,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2022 Total,"2,120.407"
FY22,2022,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2023,-
FY22,2022,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2024,-
FY22,2022,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2025,-
FY22,2022,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2026,-
FY22,2022,2013,base,Plus CY Advance Procurement ($ in Millions),To Complete,-
FY22,2022,2013,base,Plus CY Advance Procurement ($ in Millions),Total,-
FY22,2022,2013,base,Plus Cost To Complete ($ in Millions),Prior Years,"1,844.685"
FY22,2022,2013,base,Plus Cost To Complete ($ in Millions),FY 2020,-
FY22,2022,2013,base,Plus Cost To Complete ($ in Millions),FY 2021,-
FY22,2022,2013,base,Plus Cost To Complete ($ in Millions),FY 2022 Base,-
FY22,2022,2013,base,Plus Cost To Complete ($ in Millions),FY 2022 OOC,-
FY22,2022,2013,base,Plus Cost To Complete ($ in Millions),FY 2022 Total,-
FY22,2022,2013,base,Plus Cost To Complete ($ in Millions),FY 2023,-
FY22,2022,2013,base,Plus Cost To Complete ($ in Millions),FY 2024,-
FY22,2022,2013,base,Plus Cost To Complete ($ in Millions),FY 2025,-
FY22,2022,2013,base,Plus Cost To Complete ($ in Millions),FY 2026,-
FY22,2022,2013,base,Plus Cost To Complete ($ in Millions),To Complete,-
FY22,2022,2013,base,Plus Cost To Complete ($ in Millions),Total,-
FY22,2022,2013,base,Plus Economic Order Quantity ($ in Millions),Prior Years,"5,000.496"
FY22,2022,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2020,881.964
FY22,2022,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2021,427.420
FY22,2022,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2022 Base,-
FY22,2022,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2022 OOC,-
FY22,2022,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2022 Total,-
FY22,2022,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2023,-
FY22,2022,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2024,-
FY22,2022,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2025,-
FY22,2022,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2026,-
FY22,2022,2013,base,Plus Economic Order Quantity ($ in Millions),To Complete,-
FY22,2022,2013,base,Plus Economic Order Quantity ($ in Millions),Total,-
FY22,2022,2013,base,Total Obligation Authority ($ in Millions),Prior Years,"83,941.551"
FY22,2022,2013,base,Total Obligation Authority ($ in Millions),FY 2020,"8,334.733"
FY22,2022,2013,base,Total Obligation Authority ($ in Millions),FY 2021,"6,776.400"
FY22,2022,2013,base,Total Obligation Authority ($ in Millions),FY 2022 Base,"6,369.647"
FY22,2022,2013,base,Total Obligation Authority ($ in Millions),FY 2022 OOC,0.000
FY22,2022,2013,base,Total Obligation Authority ($ in Millions),FY 2022 Total,"6,369.647"
FY22,2022,2013,base,Total Obligation Authority ($ in Millions),FY 2023,-
FY22,2022,2013,base,Total Obligation Authority ($ in Millions),FY 2024,-
FY22,2022,2013,base,Total Obligation Authority ($ in Millions),FY 2025,-
FY22,2022,2013,base,Total Obligation Authority ($ in Millions),FY 2026,-
FY22,2022,2013,base,Total Obligation Authority ($ in Millions),To Complete,-
FY22,2022,2013,base,Total Obligation Authority ($ in Millions),Total,-
FY22,2022,2013,base,Plus Outfitting and Post Delivery ($ in Millions),Prior Years,"1,293.822"
FY22,2022,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2020,141.436
FY22,2022,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2021,142.629
FY22,2022,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2022 Base,71.454
FY22,2022,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2022 OOC,-
FY22,2022,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2022 Total,71.454
FY22,2022,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2023,-
FY22,2022,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2024,-
FY22,2022,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2025,-
FY22,2022,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2026,-
FY22,2022,2013,base,Plus Outfitting and Post Delivery ($ in Millions),To Complete,-
FY22,2022,2013,base,Plus Outfitting and Post Delivery ($ in Millions),Total,-
FY22,2022,2013,base,Total ($ in Millions),Prior Years,"85,235.373"
FY22,2022,2013,base,Total ($ in Millions),FY 2020,"8,476.169"
FY22,2022,2013,base,Total ($ in Millions),FY 2021,"6,919.029"
FY22,2022,2013,base,Total ($ in Millions),FY 2022 Base,"6,441.101"
FY22,2022,2013,base,Total ($ in Millions),FY 2022 OOC,-
FY22,2022,2013,base,Total ($ in Millions),FY 2022 Total,"6,441.101"
FY22,2022,2013,base,Total ($ in Millions),FY 2023,-
FY22,2022,2013,base,Total ($ in Millions),FY 2024,-
FY22,2022,2013,base,Total ($ in Millions),FY 2025,-
FY22,2022,2013,base,Total ($ in Millions),FY 2026,-
FY22,2022,2013,base,Total ($ in Millions),To Complete,-
FY22,2022,2013,base,Total ($ in Millions),Total,-
FY22,2022,2013,base,Gross/Weapon System Unit Cost ($ in Millions),Prior Years,"2,659.425"
FY22,2022,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2020,"3,741.839"
FY22,2022,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2021,"3,607.627"
FY22,2022,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2022 Base,"3,457.879"
FY22,2022,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2022 OOC,-
FY22,2022,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2022 Total,"3,457.879"
FY22,2022,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2023,-
FY22,2022,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2024,-
FY22,2022,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2025,-
FY22,2022,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2026,-
FY22,2022,2013,base,Gross/Weapon System Unit Cost ($ in Millions),To Complete,-
FY22,2022,2013,base,Gross/Weapon System Unit Cost ($ in Millions),Total,-
FY23,2023,1045,base,Procurement Quantity (Units in Each),Prior Years,-
FY23,2023,1045,base,Procurement Quantity (Units in Each),FY 2021,1
FY23,2023,1045,base,Procurement Quantity (Units in Each),FY 2022,-
FY23,2023,1045,base,Procurement Quantity (Units in Each),FY 2023 Base,-
FY23,2023,1045,base,Procurement Quantity (Units in Each),FY 2023 OOC,-
FY23,2023,1045,base,Procurement Quantity (Units in Each),FY 2023 Total,-
FY23,2023,1045,base,Procurement Quantity (Units in Each),FY 2024,1
FY23,2023,1045,base,Procurement Quantity (Units in Each),FY 2025,-
FY23,2023,1045,base,Procurement Quantity (Units in Each),FY 2026,1
FY23,2023,1045,base,Procurement Quantity (Units in Each),FY 2027,1
FY23,2023,1045,base,Procurement Quantity (Units in Each),To Complete,8
FY23,2023,1045,base,Procurement Quantity (Units in Each),Total,12
FY23,2023,1045,base,Gross/Weapon System Cost ($ in Millions),Prior Years,0.000
FY23,2023,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2021,"15,179.058"
FY23,2023,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2022,0.000
FY23,2023,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2023 Base,0.000
FY23,2023,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2023 OOC,0.000
FY23,2023,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2023 Total,0.000
FY23,2023,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2024,"9,280.203"
FY23,2023,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2025,0.000
FY23,2023,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2026,"8,260.711"
FY23,2023,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2027,"8,190.873"
FY23,2023,1045,base,Gross/Weapon System Cost ($ in Millions),To Complete,"71,782.796"
FY23,2023,1045,base,Gross/Weapon System Cost ($ in Millions),Total,"112,693.641"
FY23,2023,1045,base,Less PY Advance Procurement ($ in Millions),Prior Years,-
FY23,2023,1045,base,Less PY Advance Procurement ($ in Millions),FY 2021,-
FY23,2023,1045,base,Less PY Advance Procurement ($ in Millions),FY 2022,-
FY23,2023,1045,base,Less PY Advance Procurement ($ in Millions),FY 2023 Base,-
FY23,2023,1045,base,Less PY Advance Procurement ($ in Millions),FY 2023 OOC,-
FY23,2023,1045,base,Less PY Advance Procurement ($ in Millions),FY 2023 Total,-
FY23,2023,1045,base,Less PY Advance Procurement ($ in Millions),FY 2024,"2,040.503"
FY23,2023,1045,base,Less PY Advance Procurement ($ in Millions),FY 2025,-
FY23,2023,1045,base,Less PY Advance Procurement ($ in Millions),FY 2026,"3,149.123"
FY23,2023,1045,base,Less PY Advance Procurement ($ in Millions),FY 2027,"3,068.712"
FY23,2023,1045,base,Less PY Advance Procurement ($ in Millions),To Complete,"33,473.201"
FY23,2023,1045,base,Less PY Advance Procurement ($ in Millions),Total,"41,731.539"
FY23,2023,1045,base,Less AP Transfer to NSBDF ($ in Millions),Prior Years,-
FY23,2023,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2021,"6,227.811"
FY23,2023,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2022,-
FY23,2023,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2023 Base,-
FY23,2023,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2023 OOC,-
FY23,2023,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2023 Total,-
FY23,2023,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2024,"1,457.740"
