vintage,pb_year,li,p1_section,row_label,fy_label,value
FY26,2026,1045,base,Total Obligation Authority ($ in Millions),FY 2026 Base,"8,994.594"
FY26,2026,1045,base,Total Obligation Authority ($ in Millions),FY 2026 OOC,0.000
FY26,2026,1045,base,Total Obligation Authority ($ in Millions),FY 2026 Total,"8,994.594"
FY26,2026,1045,base,Total Obligation Authority ($ in Millions),FY 2027,-
FY26,2026,1045,base,Total Obligation Authority ($ in Millions),FY 2028,-
FY26,2026,1045,base,Total Obligation Authority ($ in Millions),FY 2029,-
FY26,2026,1045,base,Total Obligation Authority ($ in Millions),FY 2030,-
FY26,2026,1045,base,Total Obligation Authority ($ in Millions),To Complete,-
FY26,2026,1045,base,Total Obligation Authority ($ in Millions),Total,-
FY26,2026,1045,base,Plus Outfitting and Post Delivery ($ in Millions),Prior Years,-
FY26,2026,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2024,10.742
FY26,2026,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2025,30.699
FY26,2026,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2026 Base,46.987
FY26,2026,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2026 OOC,-
FY26,2026,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2026 Total,46.987
FY26,2026,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2027,-
FY26,2026,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2028,-
FY26,2026,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2029,-
FY26,2026,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2030,-
FY26,2026,1045,base,Plus Outfitting and Post Delivery ($ in Millions),To Complete,-
FY26,2026,1045,base,Plus Outfitting and Post Delivery ($ in Millions),Total,-
FY26,2026,1045,base,Total ($ in Millions),Prior Years,"21,386.245"
FY26,2026,1045,base,Total ($ in Millions),FY 2024,"7,800.074"
FY26,2026,1045,base,Total ($ in Millions),FY 2025,"9,611.473"
FY26,2026,1045,base,Total ($ in Millions),FY 2026 Base,"9,041.581"
FY26,2026,1045,base,Total ($ in Millions),FY 2026 OOC,-
FY26,2026,1045,base,Total ($ in Millions),FY 2026 Total,"9,041.581"
FY26,2026,1045,base,Total ($ in Millions),FY 2027,-
FY26,2026,1045,base,Total ($ in Millions),FY 2028,-
FY26,2026,1045,base,Total ($ in Millions),FY 2029,-
FY26,2026,1045,base,Total ($ in Millions),FY 2030,-
FY26,2026,1045,base,Total ($ in Millions),To Complete,-
FY26,2026,1045,base,Total ($ in Millions),Total,-
FY26,2026,1045,base,Gross/Weapon System Unit Cost ($ in Millions),Prior Years,"16,121.276"
FY26,2026,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2024,"10,688.458"
FY26,2026,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2025,-
FY26,2026,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2026 Base,"10,543.724"
FY26,2026,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2026 OOC,-
FY26,2026,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2026 Total,"10,543.724"
FY26,2026,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2027,-
FY26,2026,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2028,-
FY26,2026,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2029,-
FY26,2026,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2030,-
FY26,2026,1045,base,Gross/Weapon System Unit Cost ($ in Millions),To Complete,-
FY26,2026,1045,base,Gross/Weapon System Unit Cost ($ in Millions),Total,-
FY26,2026,2013,base,Procurement Quantity (Units in Each),Prior Years,38
FY26,2026,2013,base,Procurement Quantity (Units in Each),FY 2024,2
FY26,2026,2013,base,Procurement Quantity (Units in Each),FY 2025,1
FY26,2026,2013,base,Procurement Quantity (Units in Each),FY 2026 Base,1
FY26,2026,2013,base,Procurement Quantity (Units in Each),FY 2026 OOC,-
FY26,2026,2013,base,Procurement Quantity (Units in Each),FY 2026 Total,1
FY26,2026,2013,base,Procurement Quantity (Units in Each),FY 2027,-
FY26,2026,2013,base,Procurement Quantity (Units in Each),FY 2028,-
FY26,2026,2013,base,Procurement Quantity (Units in Each),FY 2029,-
FY26,2026,2013,base,Procurement Quantity (Units in Each),FY 2030,-
FY26,2026,2013,base,Procurement Quantity (Units in Each),To Complete,-
FY26,2026,2013,base,Procurement Quantity (Units in Each),Total,-
FY26,2026,2013,base,Gross/Weapon System Cost ($ in Millions),Prior Years,"112,147.910"
FY26,2026,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2024,"11,377.643"
FY26,2026,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2025,"9,500.534"
FY26,2026,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2026 Base,"3,465.509"
FY26,2026,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2026 OOC,0.000
FY26,2026,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2026 Total,"3,465.509"
FY26,2026,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2027,-
FY26,2026,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2028,-
FY26,2026,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2029,-
FY26,2026,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2030,-
FY26,2026,2013,base,Gross/Weapon System Cost ($ in Millions),To Complete,-
FY26,2026,2013,base,Gross/Weapon System Cost ($ in Millions),Total,-
FY26,2026,2013,base,Less PY Advance Procurement ($ in Millions),Prior Years,"30,338.339"
FY26,2026,2013,base,Less PY Advance Procurement ($ in Millions),FY 2024,"2,297.678"
FY26,2026,2013,base,Less PY Advance Procurement ($ in Millions),FY 2025,"1,871.623"
FY26,2026,2013,base,Less PY Advance Procurement ($ in Millions),FY 2026 Base,"2,052.212"
FY26,2026,2013,base,Less PY Advance Procurement ($ in Millions),FY 2026 OOC,-
FY26,2026,2013,base,Less PY Advance Procurement ($ in Millions),FY 2026 Total,"2,052.212"
FY26,2026,2013,base,Less PY Advance Procurement ($ in Millions),FY 2027,-
FY26,2026,2013,base,Less PY Advance Procurement ($ in Millions),FY 2028,-
FY26,2026,2013,base,Less PY Advance Procurement ($ in Millions),FY 2029,-
FY26,2026,2013,base,Less PY Advance Procurement ($ in Millions),FY 2030,-
FY26,2026,2013,base,Less PY Advance Procurement ($ in Millions),To Complete,-
FY26,2026,2013,base,Less PY Advance Procurement ($ in Millions),Total,-
FY26,2026,2013,base,Less Cost To Complete ($ in Millions),Prior Years,"5,562.130"
FY26,2026,2013,base,Less Cost To Complete ($ in Millions),FY 2024,-
FY26,2026,2013,base,Less Cost To Complete ($ in Millions),FY 2025,-
FY26,2026,2013,base,Less Cost To Complete ($ in Millions),FY 2026 Base,-
FY26,2026,2013,base,Less Cost To Complete ($ in Millions),FY 2026 OOC,-
FY26,2026,2013,base,Less Cost To Complete ($ in Millions),FY 2026 Total,-
FY26,2026,2013,base,Less Cost To Complete ($ in Millions),FY 2027,-
FY26,2026,2013,base,Less Cost To Complete ($ in Millions),FY 2028,-
FY26,2026,2013,base,Less Cost To Complete ($ in Millions),FY 2029,-
FY26,2026,2013,base,Less Cost To Complete ($ in Millions),FY 2030,-
FY26,2026,2013,base,Less Cost To Complete ($ in Millions),To Complete,-
FY26,2026,2013,base,Less Cost To Complete ($ in Millions),Total,-
FY26,2026,2013,base,Less Economic Order Quantity ($ in Millions),Prior Years,"6,309.880"
FY26,2026,2013,base,Less Economic Order Quantity ($ in Millions),FY 2024,-
FY26,2026,2013,base,Less Economic Order Quantity ($ in Millions),FY 2025,272.007
FY26,2026,2013,base,Less Economic Order Quantity ($ in Millions),FY 2026 Base,596.592
FY26,2026,2013,base,Less Economic Order Quantity ($ in Millions),FY 2026 OOC,-
FY26,2026,2013,base,Less Economic Order Quantity ($ in Millions),FY 2026 Total,596.592
FY26,2026,2013,base,Less Economic Order Quantity ($ in Millions),FY 2027,-
FY26,2026,2013,base,Less Economic Order Quantity ($ in Millions),FY 2028,-
FY26,2026,2013,base,Less Economic Order Quantity ($ in Millions),FY 2029,-
FY26,2026,2013,base,Less Economic Order Quantity ($ in Millions),FY 2030,-
FY26,2026,2013,base,Less Economic Order Quantity ($ in Millions),To Complete,-
FY26,2026,2013,base,Less Economic Order Quantity ($ in Millions),Total,-
FY26,2026,2013,base,Net Procurement (P-1) ($ in Millions),Prior Years,"69,937.561"
FY26,2026,2013,base,Net Procurement (P-1) ($ in Millions),FY 2024,"7,129.965"
FY26,2026,2013,base,Net Procurement (P-1) ($ in Millions),FY 2025,"7,356.904"
FY26,2026,2013,base,Net Procurement (P-1) ($ in Millions),FY 2026 Base,816.705
FY26,2026,2013,base,Net Procurement (P-1) ($ in Millions),FY 2026 OOC,0.000
FY26,2026,2013,base,Net Procurement (P-1) ($ in Millions),FY 2026 Total,816.705
FY26,2026,2013,base,Net Procurement (P-1) ($ in Millions),FY 2027,-
FY26,2026,2013,base,Net Procurement (P-1) ($ in Millions),FY 2028,-
FY26,2026,2013,base,Net Procurement (P-1) ($ in Millions),FY 2029,-
FY26,2026,2013,base,Net Procurement (P-1) ($ in Millions),FY 2030,-
FY26,2026,2013,base,Net Procurement (P-1) ($ in Millions),To Complete,-
FY26,2026,2013,base,Net Procurement (P-1) ($ in Millions),Total,-
FY26,2026,2013,base,Full Funding TOA ($ in Millions),Prior Years,"69,937.561"
FY26,2026,2013,base,Full Funding TOA ($ in Millions),FY 2024,"7,129.965"
FY26,2026,2013,base,Full Funding TOA ($ in Millions),FY 2025,"9,306.904"
FY26,2026,2013,base,Full Funding TOA ($ in Millions),FY 2026 Base,816.705
FY26,2026,2013,base,Full Funding TOA ($ in Millions),FY 2026 OOC,-
FY26,2026,2013,base,Full Funding TOA ($ in Millions),FY 2026 Total,816.705
FY26,2026,2013,base,Full Funding TOA ($ in Millions),FY 2027,-
FY26,2026,2013,base,Full Funding TOA ($ in Millions),FY 2028,-
FY26,2026,2013,base,Full Funding TOA ($ in Millions),FY 2029,-
FY26,2026,2013,base,Full Funding TOA ($ in Millions),FY 2030,-
FY26,2026,2013,base,Full Funding TOA ($ in Millions),To Complete,-
FY26,2026,2013,base,Full Funding TOA ($ in Millions),Total,-
FY26,2026,2013,base,Plus CY Advance Procurement ($ in Millions),Prior Years,"33,857.477"
FY26,2026,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2024,"1,998.745"
FY26,2026,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2025,"2,421.954"
FY26,2026,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2026 Base,"2,418.954"
FY26,2026,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2026 OOC,-
FY26,2026,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2026 Total,"2,418.954"
FY26,2026,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2027,-
FY26,2026,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2028,-
FY26,2026,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2029,-
FY26,2026,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2030,-
FY26,2026,2013,base,Plus CY Advance Procurement ($ in Millions),To Complete,-
FY26,2026,2013,base,Plus CY Advance Procurement ($ in Millions),Total,-
FY26,2026,2013,base,Plus Cost To Complete ($ in Millions),Prior Years,"2,149.387"
FY26,2026,2013,base,Plus Cost To Complete ($ in Millions),FY 2024,168.180
FY26,2026,2013,base,Plus Cost To Complete ($ in Millions),FY 2025,293.004
FY26,2026,2013,base,Plus Cost To Complete ($ in Millions),FY 2026 Base,510.415
FY26,2026,2013,base,Plus Cost To Complete ($ in Millions),FY 2026 OOC,-
FY26,2026,2013,base,Plus Cost To Complete ($ in Millions),FY 2026 Total,510.415
FY26,2026,2013,base,Plus Cost To Complete ($ in Millions),FY 2027,-
FY26,2026,2013,base,Plus Cost To Complete ($ in Millions),FY 2028,-
FY26,2026,2013,base,Plus Cost To Complete ($ in Millions),FY 2029,-
FY26,2026,2013,base,Plus Cost To Complete ($ in Millions),FY 2030,-
FY26,2026,2013,base,Plus Cost To Complete ($ in Millions),To Complete,-
FY26,2026,2013,base,Plus Cost To Complete ($ in Millions),Total,-
FY26,2026,2013,base,Plus Economic Order Quantity ($ in Millions),Prior Years,"6,309.880"
FY26,2026,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2024,"1,360.037"
FY26,2026,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2025,"1,298.349"
FY26,2026,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2026 Base,707.862
FY26,2026,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2026 OOC,-
FY26,2026,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2026 Total,707.862
FY26,2026,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2027,-
FY26,2026,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2028,-
FY26,2026,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2029,-
FY26,2026,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2030,-
FY26,2026,2013,base,Plus Economic Order Quantity ($ in Millions),To Complete,-
FY26,2026,2013,base,Plus Economic Order Quantity ($ in Millions),Total,-
FY26,2026,2013,base,Total Obligation Authority ($ in Millions),Prior Years,"112,254.305"
FY26,2026,2013,base,Total Obligation Authority ($ in Millions),FY 2024,"10,656.927"
FY26,2026,2013,base,Total Obligation Authority ($ in Millions),FY 2025,"13,320.211"
FY26,2026,2013,base,Total Obligation Authority ($ in Millions),FY 2026 Base,"4,453.936"
FY26,2026,2013,base,Total Obligation Authority ($ in Millions),FY 2026 OOC,0.000
FY26,2026,2013,base,Total Obligation Authority ($ in Millions),FY 2026 Total,"4,453.936"
FY26,2026,2013,base,Total Obligation Authority ($ in Millions),FY 2027,-
FY26,2026,2013,base,Total Obligation Authority ($ in Millions),FY 2028,-
FY26,2026,2013,base,Total Obligation Authority ($ in Millions),FY 2029,-
FY26,2026,2013,base,Total Obligation Authority ($ in Millions),FY 2030,-
FY26,2026,2013,base,Total Obligation Authority ($ in Millions),To Complete,-
FY26,2026,2013,base,Total Obligation Authority ($ in Millions),Total,-
FY26,2026,2013,base,Plus Outfitting and Post Delivery ($ in Millions),Prior Years,"1,764.545"
FY26,2026,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2024,108.668
FY26,2026,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2025,88.047
FY26,2026,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2026 Base,218.616
FY26,2026,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2026 OOC,-
FY26,2026,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2026 Total,218.616
FY26,2026,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2027,-
FY26,2026,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2028,-
FY26,2026,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2029,-
FY26,2026,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2030,-
FY26,2026,2013,base,Plus Outfitting and Post Delivery ($ in Millions),To Complete,-
FY26,2026,2013,base,Plus Outfitting and Post Delivery ($ in Millions),Total,-
FY26,2026,2013,base,Total ($ in Millions),Prior Years,"114,018.850"
FY26,2026,2013,base,Total ($ in Millions),FY 2024,"10,765.595"
FY26,2026,2013,base,Total ($ in Millions),FY 2025,"13,408.258"
FY26,2026,2013,base,Total ($ in Millions),FY 2026 Base,"4,672.552"
FY26,2026,2013,base,Total ($ in Millions),FY 2026 OOC,-
FY26,2026,2013,base,Total ($ in Millions),FY 2026 Total,"4,672.552"
FY26,2026,2013,base,Total ($ in Millions),FY 2027,-
FY26,2026,2013,base,Total ($ in Millions),FY 2028,-
FY26,2026,2013,base,Total ($ in Millions),FY 2029,-
FY26,2026,2013,base,Total ($ in Millions),FY 2030,-
FY26,2026,2013,base,Total ($ in Millions),To Complete,-
FY26,2026,2013,base,Total ($ in Millions),Total,-
FY26,2026,2013,base,Gross/Weapon System Unit Cost ($ in Millions),Prior Years,"2,951.261"
FY26,2026,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2024,"5,688.822"
FY26,2026,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2025,"9,500.534"
FY26,2026,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2026 Base,"3,465.509"
FY26,2026,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2026 OOC,-
FY26,2026,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2026 Total,"3,465.509"
FY26,2026,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2027,-
FY26,2026,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2028,-
FY26,2026,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2029,-
FY26,2026,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2030,-
FY26,2026,2013,base,Gross/Weapon System Unit Cost ($ in Millions),To Complete,-
FY26,2026,2013,base,Gross/Weapon System Unit Cost ($ in Millions),Total,-
FY27,2027,1045,base,Procurement Quantity (Units in Each),Prior Years,2
FY27,2027,1045,base,Procurement Quantity (Units in Each),FY 2025,-
FY27,2027,1045,base,Procurement Quantity (Units in Each),FY 2026,1
FY27,2027,1045,base,Procurement Quantity (Units in Each),FY 2027 Base,1
FY27,2027,1045,base,Procurement Quantity (Units in Each),FY 2027 OOC,-
FY27,2027,1045,base,Procurement Quantity (Units in Each),FY 2027 Total,1
FY27,2027,1045,base,Procurement Quantity (Units in Each),FY 2028,1
FY27,2027,1045,base,Procurement Quantity (Units in Each),FY 2029,1
FY27,2027,1045,base,Procurement Quantity (Units in Each),FY 2030,1
FY27,2027,1045,base,Procurement Quantity (Units in Each),FY 2031,1
FY27,2027,1045,base,Procurement Quantity (Units in Each),To Complete,4
FY27,2027,1045,base,Procurement Quantity (Units in Each),Total,12
FY27,2027,1045,base,Gross/Weapon System Cost ($ in Millions),Prior Years,"26,810.410"
FY27,2027,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2025,0.000
FY27,2027,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2026,"10,744.317"
FY27,2027,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2027 Base,"10,486.369"
FY27,2027,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2027 OOC,0.000
FY27,2027,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2027 Total,"10,486.369"
FY27,2027,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2028,"10,137.078"
FY27,2027,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2029,"10,360.998"
FY27,2027,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2030,"10,441.001"
FY27,2027,1045,base,Gross/Weapon System Cost ($ in Millions),FY 2031,"10,693.082"
FY27,2027,1045,base,Gross/Weapon System Cost ($ in Millions),To Complete,"56,767.864"
FY27,2027,1045,base,Gross/Weapon System Cost ($ in Millions),Total,"146,441.119"
FY27,2027,1045,base,Less PY Advance Procurement ($ in Millions),Prior Years,-
FY27,2027,1045,base,Less PY Advance Procurement ($ in Millions),FY 2025,-
FY27,2027,1045,base,Less PY Advance Procurement ($ in Millions),FY 2026,-
FY27,2027,1045,base,Less PY Advance Procurement ($ in Millions),FY 2027 Base,850.012
FY27,2027,1045,base,Less PY Advance Procurement ($ in Millions),FY 2027 OOC,-
FY27,2027,1045,base,Less PY Advance Procurement ($ in Millions),FY 2027 Total,850.012
FY27,2027,1045,base,Less PY Advance Procurement ($ in Millions),FY 2028,"2,073.410"
FY27,2027,1045,base,Less PY Advance Procurement ($ in Millions),FY 2029,"3,928.382"
FY27,2027,1045,base,Less PY Advance Procurement ($ in Millions),FY 2030,"4,156.600"
FY27,2027,1045,base,Less PY Advance Procurement ($ in Millions),FY 2031,"4,366.050"
FY27,2027,1045,base,Less PY Advance Procurement ($ in Millions),To Complete,"25,447.052"
FY27,2027,1045,base,Less PY Advance Procurement ($ in Millions),Total,"40,821.506"
FY27,2027,1045,base,Less Cost To Complete ($ in Millions),Prior Years,"2,324.676"
FY27,2027,1045,base,Less Cost To Complete ($ in Millions),FY 2025,-
FY27,2027,1045,base,Less Cost To Complete ($ in Millions),FY 2026,-
FY27,2027,1045,base,Less Cost To Complete ($ in Millions),FY 2027 Base,-
FY27,2027,1045,base,Less Cost To Complete ($ in Millions),FY 2027 OOC,-
FY27,2027,1045,base,Less Cost To Complete ($ in Millions),FY 2027 Total,-
FY27,2027,1045,base,Less Cost To Complete ($ in Millions),FY 2028,-
FY27,2027,1045,base,Less Cost To Complete ($ in Millions),FY 2029,-
FY27,2027,1045,base,Less Cost To Complete ($ in Millions),FY 2030,-
FY27,2027,1045,base,Less Cost To Complete ($ in Millions),FY 2031,-
FY27,2027,1045,base,Less Cost To Complete ($ in Millions),To Complete,-
FY27,2027,1045,base,Less Cost To Complete ($ in Millions),Total,"2,324.676"
FY27,2027,1045,base,Less AP Transfer to NSBDF ($ in Millions),Prior Years,"9,726.054"
FY27,2027,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2025,-
FY27,2027,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2026,"3,486.442"
FY27,2027,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2027 Base,"2,731.572"
FY27,2027,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2027 OOC,-
FY27,2027,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2027 Total,"2,731.572"
FY27,2027,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2028,"1,684.646"
FY27,2027,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2029,374.797
FY27,2027,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2030,272.756
FY27,2027,1045,base,Less AP Transfer to NSBDF ($ in Millions),FY 2031,23.631
FY27,2027,1045,base,Less AP Transfer to NSBDF ($ in Millions),To Complete,"5,696.773"
FY27,2027,1045,base,Less AP Transfer to NSBDF ($ in Millions),Total,"23,996.671"
FY27,2027,1045,base,Net Procurement (P-1) ($ in Millions),Prior Years,*.***
FY27,2027,1045,base,Net Procurement (P-1) ($ in Millions),FY 2025,0.000
FY27,2027,1045,base,Net Procurement (P-1) ($ in Millions),FY 2026,"3,928.828"
FY27,2027,1045,base,Net Procurement (P-1) ($ in Millions),FY 2027 Base,"6,904.785"
FY27,2027,1045,base,Net Procurement (P-1) ($ in Millions),FY 2027 OOC,0.000
FY27,2027,1045,base,Net Procurement (P-1) ($ in Millions),FY 2027 Total,"6,904.785"
FY27,2027,1045,base,Net Procurement (P-1) ($ in Millions),FY 2028,"6,379.022"
FY27,2027,1045,base,Net Procurement (P-1) ($ in Millions),FY 2029,"6,057.819"
FY27,2027,1045,base,Net Procurement (P-1) ($ in Millions),FY 2030,"6,011.645"
FY27,2027,1045,base,Net Procurement (P-1) ($ in Millions),FY 2031,"6,303.401"
FY27,2027,1045,base,Net Procurement (P-1) ($ in Millions),To Complete,"25,624.039"
FY27,2027,1045,base,Net Procurement (P-1) ($ in Millions),Total,"61,209.539"
FY27,2027,1045,base,Full Funding TOA ($ in Millions),Prior Years,-
FY27,2027,1045,base,Full Funding TOA ($ in Millions),FY 2025,-
FY27,2027,1045,base,Full Funding TOA ($ in Millions),FY 2026,"3,928.828"
FY27,2027,1045,base,Full Funding TOA ($ in Millions),FY 2027 Base,"10,233.832"
FY27,2027,1045,base,Full Funding TOA ($ in Millions),FY 2027 OOC,-
FY27,2027,1045,base,Full Funding TOA ($ in Millions),FY 2027 Total,"10,233.832"
FY27,2027,1045,base,Full Funding TOA ($ in Millions),FY 2028,"6,379.022"
FY27,2027,1045,base,Full Funding TOA ($ in Millions),FY 2029,"6,057.819"
FY27,2027,1045,base,Full Funding TOA ($ in Millions),FY 2030,"6,011.645"
FY27,2027,1045,base,Full Funding TOA ($ in Millions),FY 2031,"6,303.401"
FY27,2027,1045,base,Full Funding TOA ($ in Millions),To Complete,"25,624.039"
FY27,2027,1045,base,Full Funding TOA ($ in Millions),Total,"64,538.586"
FY27,2027,1045,base,Plus CY Advance Procurement ($ in Millions),Prior Years,-
FY27,2027,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2025,-
FY27,2027,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2026,"5,350.766"
FY27,2027,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2027 Base,"4,763.342"
FY27,2027,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2027 OOC,-
FY27,2027,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2027 Total,"4,763.342"
FY27,2027,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2028,"5,363.445"
FY27,2027,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2029,"4,916.623"
FY27,2027,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2030,"6,078.750"
FY27,2027,1045,base,Plus CY Advance Procurement ($ in Millions),FY 2031,"5,716.743"
FY27,2027,1045,base,Plus CY Advance Procurement ($ in Millions),To Complete,"8,631.837"
FY27,2027,1045,base,Plus CY Advance Procurement ($ in Millions),Total,"40,821.506"
FY27,2027,1045,base,Plus Cost To Complete ($ in Millions),Prior Years,-
FY27,2027,1045,base,Plus Cost To Complete ($ in Millions),FY 2025,-
FY27,2027,1045,base,Plus Cost To Complete ($ in Millions),FY 2026,-
FY27,2027,1045,base,Plus Cost To Complete ($ in Millions),FY 2027 Base,585.928
FY27,2027,1045,base,Plus Cost To Complete ($ in Millions),FY 2027 OOC,-
FY27,2027,1045,base,Plus Cost To Complete ($ in Millions),FY 2027 Total,585.928
FY27,2027,1045,base,Plus Cost To Complete ($ in Millions),FY 2028,"1,092.396"
FY27,2027,1045,base,Plus Cost To Complete ($ in Millions),FY 2029,377.039
FY27,2027,1045,base,Plus Cost To Complete ($ in Millions),FY 2030,269.313
FY27,2027,1045,base,Plus Cost To Complete ($ in Millions),FY 2031,-
FY27,2027,1045,base,Plus Cost To Complete ($ in Millions),To Complete,-
FY27,2027,1045,base,Plus Cost To Complete ($ in Millions),Total,"2,324.676"
FY27,2027,1045,base,Plus AP Transfer to NSBDF ($ in Millions),Prior Years,"17,780.732"
FY27,2027,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2025,"6,215.939"
FY27,2027,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2026,-
FY27,2027,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2027 Base,-
FY27,2027,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2027 OOC,-
FY27,2027,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2027 Total,-
FY27,2027,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2028,-
FY27,2027,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2029,-
FY27,2027,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2030,-
FY27,2027,1045,base,Plus AP Transfer to NSBDF ($ in Millions),FY 2031,-
FY27,2027,1045,base,Plus AP Transfer to NSBDF ($ in Millions),To Complete,-
FY27,2027,1045,base,Plus AP Transfer to NSBDF ($ in Millions),Total,"23,996.671"
FY27,2027,1045,base,Total Obligation Authority ($ in Millions),Prior Years,"29,175.577"
FY27,2027,1045,base,Total Obligation Authority ($ in Millions),FY 2025,"9,580.774"
FY27,2027,1045,base,Total Obligation Authority ($ in Millions),FY 2026,"9,279.594"
FY27,2027,1045,base,Total Obligation Authority ($ in Millions),FY 2027 Base,"15,583.102"
FY27,2027,1045,base,Total Obligation Authority ($ in Millions),FY 2027 OOC,0.000
