Program,Prime PIID,Subawardee UEI,Subawardee Vendor Name,Reports,Distinct Subaward Numbers,Correction Actions,First Action,Last Action,Activity Span (Years),Net Subaward $M (FY2026$)
Virginia,N0002424C2110,WESDY4U81NP8,"TRIDENT MARITIME SYSTEMS - CAC, LLC",,16,,,,,
Virginia,N0002424C2110,SX6BF52K2WB1,VACCO INDUSTRIES,,3,,,,,
Virginia,N0002424C2110,WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,,2,,,,,
Virginia,N0002424C2110,CE3HF8PLAFD3,"MILWAUKEE VALVE COMPANY, LLC",,8,,,,,
Virginia,N0002424C2110,WJ45NXW2TVD7,MOOG INC.,,4,,,,,
Virginia,N0002424C2110,E9DKKLZNCQS9,Trident Maritime Systems UK Limited,,1,,,,,
Virginia,N0002424C2110,D1L2HV3GLLY3,TIOGA PIPE INC,,4,,,,,
Virginia,N0002424C2110,K3XPS1HXNBF3,"B & F MACHINE CO., INC.",,15,,,,,
Virginia,N0002424C2110,E3YNKWRANZ18,"AQUA-CHEM, INC.",,1,,,,,
Virginia,N0002424C2110,NN7PCHZFNZP8,GOODWIN STEEL CASTINGS LIMITED,,1,,,,,
Virginia,N0002424C2110,KXWXRYB3FBW3,FLOWSERVE CORP,,1,,,,,
Virginia,N0002424C2110,LJRBXLTGXN57,"CEPEDA ASSOCIATES, INC.",,2,,,,,
Virginia,N0002424C2110,GR2CKSBB4MB5,LENAPE FORGED PRODUCTS CORP,,5,,,,,
Virginia,N0002424C2110,D7HNEN3DAN36,LEHIGH HEAVY FORGE CORP,,2,,,,,
Virginia,N0002424C2110,XDF1FRDG8KK4,"FOSTER-MILLER, INC.",,1,,,,,
Virginia,N0002424C2110,FWF8QBPCGLG3,GENERAL TOOL COMPANY,,5,,,,,
Virginia,N0002424C2110,D6GJGD1KMH25,"ANIXTER, INC",,8,,,,,
Virginia,N0002424C2110,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",,5,,,,,
Virginia,N0002424C2110,WAJ6RKYZTYL3,C & C METALS ENGINEERING INC,,10,,,,,
Virginia,N0002424C2110,VJHFDLA3NLG8,Vulcan Metals Corporation,,2,,,,,
Virginia,N0002424C2110,KYURG7LRSC89,CIRCOR NAVAL SOLUTIONS LLC,,3,,,,,
Virginia,N0002424C2110,MKDGDE6K34N5,"D. W. CLARK, INC",,4,,,,,
Virginia,N0002424C2110,QPB2M919LQM5,MATERION BRUSH INC,,3,,,,,
Virginia,N0002424C2110,TZVRTYNM3MN3,"PEGASUS STEEL, LLC",,1,,,,,
Virginia,N0002424C2110,GE4GA2B9JYF9,"Merrill Technologies Group, LLC",,6,,,,,
Virginia,N0002424C2110,MDH6KH9D4SG7,"ASCO POWER TECHNOLOGIES, L..P.",,1,,,,,
Virginia,N0002424C2110,MVJ8B69F5CL6,"RIGGINS COMPANY, L.C.",,1,,,,,
Virginia,N0002424C2110,FYUJEKH32UF5,"L.M. GILL WELDING & MANUFACTURING, L.L.C.",,8,,,,,
Virginia,N0002424C2110,E86EYMJR23D1,"MELLINGER ENGINEERING, INCORPORATED",,1,,,,,
Virginia,N0002424C2110,Y9KMLM1AFU63,ROTRON INCORPORATED,,1,,,,,
Virginia,N0002424C2110,Y3LKL3D6FNK9,VIABLE POWER CONVERSION TECHNOLOGIES INC,,1,,,,,
Virginia,N0002424C2110,NVPEBL51CSF8,GUILL TOOL & ENGINEERING CO INC,,6,,,,,
Virginia,N0002424C2110,K6LKL4BYZGZ6,TRILOGIC SYSTEMS CORPORATION,,4,,,,,
Virginia,N0002424C2110,JU5GNH1H5FV6,"Curtiss-Wright DS, Inc.",,1,,,,,
Virginia,N0002424C2110,CN4DJZSKM3Y3,"PENNSYLVANIA MACHINE WORKS, LLC",,8,,,,,
Virginia,N0002424C2110,SN8JQ8XJ55N9,"LOVEJOY, LLC",,3,,,,,
Virginia,N0002424C2110,X6N2CNV552X7,OCEANEERING INTERNATIONAL INC,,1,,,,,
Virginia,N0002424C2110,MF1LU8RPCMB8,RANOR INC.,,1,,,,,
Virginia,N0002424C2110,KYFUJ83L3UY9,CONE DRIVE OPERATIONS INC,,1,,,,,
Virginia,N0002424C2110,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,,2,,,,,
Virginia,N0002424C2110,V212U2BEGU37,"SAFARI MICRO, INC.",,1,,,,,
Virginia,N0002424C2110,FJAVFFKN2LE3,"WATTEREDGE, LLC",,1,,,,,
Virginia,N0002424C2110,HQYTCMF5RGE4,SHERBURN ELECTRONICS INC.,,4,,,,,
Virginia,N0002424C2110,GTDWX1272LQ4,LINEAR MOTION LLC,,2,,,,,
Virginia,N0002424C2110,REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,,2,,,,,
Virginia,N0002424C2110,VJFKVNQBYVL5,"GREENE RUBBER COMPANY, INC.",,3,,,,,
Virginia,N0002424C2110,HTR5K76FMH84,"FEDERAL BRONZE CASTING INDUSTRIES, INC.",,1,,,,,
Virginia,N0002424C2110,L5YANW2XSND4,"B.W. ELLIOTT MANUFACTURING CO., LLC",,1,,,,,
Virginia,N0002424C2110,HB74FFGNFK17,THE DYSON CORPORATION,,1,,,,,
Virginia,N0002424C2110,WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",,1,,,,,
Virginia,N0002424C2110,E2P8AAJA2LK5,"MICRO PRECISION, LLC",,2,,,,,
Virginia,N0002424C2110,G58FFJ6F2CA7,GK MECHANICAL SYSTEMS LLC,,1,,,,,
Virginia,N0002424C2110,CP1HCZ82DJL7,NC PRECISION LLC,,2,,,,,
Virginia,N0002424C2110,DNY9WHR3SKK6,Clark-Reliance LLC,,1,,,,,
Virginia,N0002424C2110,MAKYNVTMNZX1,"TRAC REGULATOR CO., INC.",,1,,,,,
Virginia,N0002424C2110,LK9BTBWNLY96,"BEK, INC.",,1,,,,,
Virginia,N0002424C2110,JFHLZNJLWAN5,"TM INDUSTRIES, LLC",,1,,,,,
Virginia,N0002424C2110,PUFMZLZJ2BY2,MATTHEW WARREN INC,,1,,,,,
Virginia,N0002424C2110,F1UZPBD1VBH9,"LYME COMPUTER SYSTEMS, INC.",,1,,,,,
Virginia,N0002424C2110,U5DDDFM4LJS3,PRIME TECHNOLOGY LLC,,1,,,,,
Virginia,N0002424C2110,QGB4RDYJNJT9,ELLWOOD NATIONAL FORGE COMPANY,,1,,,,,
Virginia,N0002424C2110,TGUHUW52MLE3,NIANTIC SEAL INC,,1,,,,,
Virginia,N0002424C2110,GXK6HT9PN3P9,KAMATICS CORPORATION,,1,,,,,
Virginia,N0002424C2110,TXHLDCPC95J3,C V TOOL COMPANY INC,,1,,,,,
Virginia,N0002424C2110,C1NAJQ34VWM5,Cameron Energy Services Corp.,,1,,,,,
Virginia,N0002424C2110,CW48SQ7KJX68,"CRAFT MACHINE WORKS, INC.",,1,,,,,
Virginia,N0002424C2110,RG3VUTDYFNF8,FLUIDYNE CORPORATION,,1,,,,,
Virginia,N0002424C2110,V6FJCB53JDK7,"RURAL ROUTE 2, LLC",,1,,,,,
Virginia,N0002424C2110,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC.",,1,,,,,
Virginia,N0002424C2110,Z89SS59265U9,ESPEY MFG AND ELECTRONICS CORP,,1,,,,,
Virginia,N0002424C2110,YVBHN7GKLQ44,"Glenair, Inc.",,1,,,,,
Virginia,N0002424C2110,CXK2Y51KDBW1,PRL INDUSTRIES INC,,1,,,,,
Virginia,N0002424C2110,LN8JD2HB57K5,"PATRIOT ELECTRONICS, INC.",,1,,,,,
Columbia,N0002417C2117,LCV2N9FVV739,NORTHROP GRUMMAN SYSTEMS CORPORATION,,12,,,,,
Columbia,N0002417C2117,GXPHJRVG9MR7,DRS NAVAL POWER SYSTEMS INC,,19,,,,,
Columbia,N0002417C2117,N1PJDANWUJ61,SCOT FORGE COMPANY,,181,,,,,
Columbia,N0002417C2117,DK2SLQURMJF3,BABCOCK MARINE (ROSYTH) LIMITED,,5,,,,,
Columbia,N0002417C2117,WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,,46,,,,,
Columbia,N0002417C2117,KENVPMBVBT39,"RHOADS METAL FABRICATIONS, INC.",,25,,,,,
Columbia,N0002417C2117,YD1GK53355R5,"PRECISION CUSTOM COMPONENTS, LLC",,15,,,,,
Columbia,N0002417C2117,LSMBJZFLN8L9,ROSYTH ROYAL DOCKYARD LIMITED,,4,,,,,
Columbia,N0002417C2117,F2LEAK3EK9R3,GRAHAM CORP,,8,,,,,
Columbia,N0002417C2117,XQW8RJNNAXX8,"W INTERNATIONAL, LLC",,28,,,,,
Columbia,N0002417C2117,SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",,4,,,,,
Columbia,N0002417C2117,Q35JL9GFCAK3,MAROTTA CONTROLS INC,,41,,,,,
Columbia,N0002417C2117,MSYWUDGYPKF5,"CP INDUSTRIES HOLDINGS, INC",,10,,,,,
Columbia,N0002417C2117,Y6X3BDLEPNJ6,"W INTERNATIONAL SC, LLC",,12,,,,,
Columbia,N0002417C2117,NN7PCHZFNZP8,GOODWIN STEEL CASTINGS LIMITED,,16,,,,,
Columbia,N0002417C2117,DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",,131,,,,,
Columbia,N0002417C2117,VL18ZH6YLPY5,"DRS NAVAL POWER SYSTEMS, INC.",,3,,,,,
Columbia,N0002417C2117,TZVRTYNM3MN3,"PEGASUS STEEL, LLC",,23,,,,,
Columbia,N0002417C2117,FK17Z7DJWLL1,APCO TECHNOLOGIES SA,,23,,,,,
Columbia,N0002417C2117,JG6AMW7E23Z6,C. H. POWELL COMPANY,,1,,,,,
Columbia,N0002417C2117,LJRBXLTGXN57,"CEPEDA ASSOCIATES, INC.",,20,,,,,
Columbia,N0002417C2117,GJNEBDUDNTA1,EURO MACHINERY SPECIALISTS,,1,,,,,
Columbia,N0002417C2117,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",,56,,,,,
Columbia,N0002417C2117,SX6BF52K2WB1,VACCO INDUSTRIES,,20,,,,,
Columbia,N0002417C2117,F8M5LJA6LJL4,"SARGENT AEROSPACE & DEFENSE, LLC",,33,,,,,
Columbia,N0002417C2117,F42BKS7EHCL8,EMS DEVELOPMENT CORPORATION,,14,,,,,
Columbia,N0002417C2117,RG6LJJM6JBS3,"AUSTAL USA, LLC",,12,,,,,
Columbia,N0002417C2117,G9HKMXL5L973,"OIL STATES INDUSTRIES, INC",,45,,,,,
Columbia,N0002417C2117,LL3PZJHUKZV3,AMERICAN STEEL AND ALUMINUM LLC,,13,,,,,
Columbia,N0002417C2117,WJ45NXW2TVD7,MOOG INC.,,39,,,,,
Columbia,N0002417C2117,JEP5GQGFPUL9,PORTLAND VALVE LLC,,60,,,,,
Columbia,N0002417C2117,KYURG7LRSC89,CIRCOR NAVAL SOLUTIONS LLC,,24,,,,,
Columbia,N0002417C2117,CFXRGJSB9UB6,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",,3,,,,,
Columbia,N0002417C2117,FLDEFFBLR5P3,"GLOBE COMPOSITE SOLUTIONS, LTD., LIMITED PARTNERSHIP",,15,,,,,
Columbia,N0002417C2117,WVW5FMYALEL6,"PLAINVILLE ELECTRICAL PRODUCTS COMPANY, THE",,10,,,,,
Columbia,N0002417C2117,C9C6HPQLL4A8,CATERPILLAR INC,,10,,,,,
Columbia,N0002417C2117,N79NY6FRL2F3,CUSTOM ALLOY CORPORATION,,55,,,,,
Columbia,N0002417C2117,E8LNMDLEKM35,DC FABRICATORS INC,,5,,,,,
Columbia,N0002417C2117,NYGUEDY27AM8,CURTISS-WRIGHT FLOW CONTROL CORPORATION,,55,,,,,
Columbia,N0002417C2117,DA1PDLWQ7BH4,BEAST CODE LLC,,14,,,,,
Columbia,N0002417C2117,Z89SS59265U9,ESPEY MFG AND ELECTRONICS CORP,,17,,,,,
Columbia,N0002417C2117,LPWJLN5JQPW4,SHEFFIELD FORGEMASTERS ENGINEERING LIMITED,,3,,,,,
Columbia,N0002417C2117,NEGFNA8YS723,"ALLARD NAZARIAN GROUP, INC.",,11,,,,,
Columbia,N0002417C2117,CW48SQ7KJX68,"CRAFT MACHINE WORKS, INC.",,32,,,,,
Columbia,N0002417C2117,K3XPS1HXNBF3,"B & F MACHINE CO., INC.",,32,,,,,
Columbia,N0002417C2117,HW4GNCTLLAM4,GENERAL ATOMICS,,1,,,,,
Columbia,N0002417C2117,X6N2CNV552X7,OCEANEERING INTERNATIONAL INC,,31,,,,,
Columbia,N0002417C2117,DK14KTLXA9M5,"KME AMERICA MARINE TUBE & FITTING, LLC",,114,,,,,
Columbia,N0002417C2117,ZFNUGJEGR2Q9,INGERSOLL MACHINE TOOLS INC,,1,,,,,
Columbia,N0002417C2117,JKZNKGGWYZ87,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,,3,,,,,
Columbia,N0002417C2117,D7HNEN3DAN36,LEHIGH HEAVY FORGE CORP,,8,,,,,
Columbia,N0002417C2117,LG88NCWJ3A95,"YOUNG ENGINEERING & MANUFACTURING, INC.",,10,,,,,
Columbia,N0002417C2117,F76KN7T9YP64,WAUKESHA BEARINGS CORPORATION,,9,,,,,
Columbia,N0002417C2117,UMQ8KHJJUBN6,"KOIKE ARONSON, INC.",,7,,,,,
Columbia,N0002417C2117,WREEAHYMRQ45,"PCB PIEZOTRONICS, INC.",,10,,,,,
Columbia,N0002417C2117,WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",,13,,,,,
Columbia,N0002417C2117,PAH8M4BJACA5,TELEDYNE INSTRUMENTS INC,,39,,,,,
Columbia,N0002417C2117,MKDGDE6K34N5,"D. W. CLARK, INC",,33,,,,,
Columbia,N0002417C2117,NSWQJBEZZD83,SOPHEON CORPORATION,,2,,,,,
Columbia,N0002417C2117,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",,29,,,,,
Columbia,N0002417C2117,N5KMLMXEPFM5,PARKER HANNIFIN CORPORATION,,9,,,,,
Columbia,N0002417C2117,HUK5MJK4MH39,"LESLIE CONTROLS, INC.",,17,,,,,
Columbia,N0002417C2117,PUG1H9MFJD63,THE AMERICAN TANK & FABRICATING COMPANY,,16,,,,,
Columbia,N0002417C2117,JAXJSTJJSP74,"RTX BBN TECHNOLOGIES, INC.",,3,,,,,
Columbia,N0002417C2117,QCFDU4MA1444,A/Z CORPORATION,,8,,,,,
Columbia,N0002417C2117,GTP8S87MBPF3,"GREENLAND ENTERPRISES, INC.",,1,,,,,
Columbia,N0002417C2117,MK9SR2K87JN5,"LANDSTAR INWAY, INC.",,1,,,,,
Columbia,N0002417C2117,GUD4TJE3FN31,CIRCOR PUMPS NORTH AMERICA LLC,,4,,,,,
Columbia,N0002417C2117,WESDY4U81NP8,"TRIDENT MARITIME SYSTEMS - CAC, LLC",,33,,,,,
Columbia,N0002417C2117,HSV2N9ACRTJ6,EMERSON AUTOMATION SOLUTIONS FINAL CONTROL US LP,,40,,,,,
Columbia,N0002417C2117,MF1LU8RPCMB8,"RANOR, INC.",,12,,,,,
Columbia,N0002417C2117,FMC8BKMNMKF2,"FLUID CONDITIONING PRODUCTS, INC.",,41,,,,,
Columbia,N0002417C2117,DXM3GSLGH2Z5,"FAIRLEAD INTEGRATED, LLC",,12,,,,,
Columbia,N0002417C2117,GLRVV6FC6DB3,GP STRATEGIES CORPORATION,,5,,,,,
Columbia,N0002417C2117,CXK2Y51KDBW1,PRL INDUSTRIES INC,,2,,,,,
Columbia,N0002417C2117,N5BYYW3MMFP7,"HUTCHINSON AEROSPACE & INDUSTRY, INC.",,9,,,,,
Columbia,N0002417C2117,KMDLJAJQ4UM1,"BRANTNER AND ASSOCIATES, INC.",,35,,,,,
Columbia,N0002417C2117,GE4GA2B9JYF9,"MERRILL TECHNOLOGIES GROUP, INC.",,17,,,,,
Columbia,N0002417C2117,UHXFGP3DCRK7,HANSOME ENERGY SYSTEMS INC,,3,,,,,
Columbia,N0002417C2117,HTR5K76FMH84,"FEDERAL BRONZE CASTING INDUSTRIES, INC.",,25,,,,,
Columbia,N0002417C2117,Y5R2L8HWAUA8,"NAVUS AUTOMATION, INC",,13,,,,,
Columbia,N0002417C2117,M98JCJ2U7RD8,CARLTON NATIONAL RESOURCES INC,,17,,,,,
Columbia,N0002417C2117,CVKGYGVN9229,ARTCRAFT FABRICATORS INC,,2,,,,,
Columbia,N0002417C2117,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",,22,,,,,
Columbia,N0002417C2117,HLQLWMV97J37,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,,7,,,,,
Columbia,N0002417C2117,G319AMB56SW5,901 D LLC,,19,,,,,
Columbia,N0002417C2117,V1MQFNQB56Z5,RIX INDUSTRIES,,8,,,,,
Columbia,N0002417C2117,RLYHS582JDW8,"CAMERON TECHNOLOGIES US, INC.",,16,,,,,
Columbia,N0002417C2117,PM3QRNLPA8K5,"RILEY POWER GROUP, LLC",,1,,,,,
Columbia,N0002417C2117,PJRYS7EFXQD9,B N L INDUSTRIES INC,,38,,,,,
Columbia,N0002417C2117,JKPCAKFW8X93,AMERICAST TECHNOLOGIES INC,,7,,,,,
Columbia,N0002417C2117,GLU5BML5XQK2,Romey Paul Ventures LLC,,2,,,,,
Columbia,N0002417C2117,CN4DJZSKM3Y3,"PENNSYLVANIA MACHINE WORKS, LLC",,56,,,,,
Columbia,N0002417C2117,CBMZJ3Z5SC89,GOODRICH CORP,,4,,,,,
Columbia,N0002417C2117,JL9NMM3YALQ5,"TAD PGS, INC.",,12,,,,,
Columbia,N0002417C2117,PTMFLMD2CUB4,"L3 TECHNOLOGIES, INC.",,11,,,,,
Columbia,N0002417C2117,MTNSMCNJCNE1,"LJM PACKAGING CO., INC.",,3,,,,,
Columbia,N0002417C2117,MKXMUFJJYLY5,WARD LEONARD CT LLC,,3,,,,,
Columbia,N0002417C2117,H8CSTCGGDD87,STRYTEN ENERGY LLC,,1,,,,,
Columbia,N0002417C2117,MSFLXVQVJMG4,"PEERLESS INSTRUMENT CO., INC.",,26,,,,,
Columbia,N0002417C2117,YA5MLUTX7W19,ITT CORPORATION,,2,,,,,
Columbia,N0002417C2117,RG8HFHKSV215,PDS ENGINEERING & CONSTRUCTION INC,,2,,,,,
Columbia,N0002417C2117,LPY6KXBKHMK8,"RHOADS INDUSTRIES, INC.",,4,,,,,
Columbia,N0002417C2117,K294P4QJHFU9,MW JONES & COMPANY INC,,4,,,,,
Columbia,N0002417C2117,N6JZARL64EW5,"MCKINSEY & COMPANY, INC. WASHINGTON D.C.",,1,,,,,
Columbia,N0002417C2117,K151N8EJE998,"CLIMAX PORTABLE MACHINE TOOLS, INC.",,5,,,,,
Columbia,N0002417C2117,QNEXJLA47BM4,"JAMESTOWN METAL MARINE SALES, INC.",,23,,,,,
Columbia,N0002417C2117,PGWNKJF89FV5,ELMA ELECTRONIC INC.,,11,,,,,
Columbia,N0002417C2117,JC42EBJ5NFJ1,HAMILTON SUNDSTRAND CORPORATION,,13,,,,,
Columbia,N0002417C2117,Y7N4SPXNK115,CLEVELAND-CLIFFS STEEL LLC,,6,,,,,
Columbia,N0002417C2117,EYMMLMHBMSL5,"SGL AUTOMATION, LLC",,2,,,,,
Columbia,N0002417C2117,C6C8KS7Y1K76,MIDE TECHNOLOGY CORP,,1,,,,,
Columbia,N0002417C2117,E9DKKLZNCQS9,TRIDENT MARITIME SYSTEMS UK LIMITED,,2,,,,,
Columbia,N0002417C2117,EVZMB1757DW5,"STEELFAB, INC",,4,,,,,
Columbia,N0002417C2117,U864F3HRME53,GE ENERGY POWER CONVERSION USA INC.,,1,,,,,
Columbia,N0002417C2117,NVPEBL51CSF8,GUILL TOOL & ENGINEERING CO INC,,37,,,,,
Columbia,N0002417C2117,KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC",,3,,,,,
Columbia,N0002417C2117,MRGNDX62YHQ3,Conrex Steel Ltd,,2,,,,,
Columbia,N0002417C2117,VXHFDAKS2LZ6,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,,2,,,,,
Columbia,N0002417C2117,ETWEE7EYY9G5,COGITIC CORPORATION,,15,,,,,
Columbia,N0002417C2117,K4GJKMQD4961,"BARBER-NICHOLS, LLC",,1,,,,,
Columbia,N0002417C2117,FFL2MLNT4FN1,GARDNER DENVER NASH LLC,,3,,,,,
Columbia,N0002417C2117,HQYTCMF5RGE4,SHERBURN ELECTRONICS INC.,,28,,,,,
Columbia,N0002417C2117,WNDYZX3ALFB1,"COMARK, LLC",,12,,,,,
Columbia,N0002417C2117,CE3HF8PLAFD3,"MILWAUKEE VALVE COMPANY, LLC",,17,,,,,
Columbia,N0002417C2117,SKKACASET588,DYNALEC CORPORATION,,8,,,,,
Columbia,N0002417C2117,FACXKY7FULJ4,"PRECISION FABRICATING & CLEANING COMPANY, INC.",,2,,,,,
Columbia,N0002417C2117,NTREK31GP8N3,KSARIA CORPORATION,,2,,,,,
Columbia,N0002417C2117,LD7YXEQNEKZ3,"LINCOLN ELECTRIC AUTOMATION, INC.",,3,,,,,
Columbia,N0002417C2117,F2KSX22KK1E4,BLOOMY CONTROLS INC,,2,,,,,
Columbia,N0002417C2117,XJWLF38U74P3,FLUID HANDLING LLC,,1,,,,,
Columbia,N0002417C2117,FWF8QBPCGLG3,GENERAL TOOL COMPANY,,16,,,,,
Columbia,N0002417C2117,E86EYMJR23D1,"MELLINGER ENGINEERING, INCORPORATED",,10,,,,,
Columbia,N0002417C2117,Z19UP1U6FMT1,"INDUSTRIAL TRANSFER AND STORAGE, INC",,7,,,,,
Columbia,N0002417C2117,XBHNYVTCDQH8,"UNIFIED2 GLOBAL PACKAGING GROUP, LLC",,3,,,,,
Columbia,N0002417C2117,RYRLL49HWN65,BAKER SHEET METAL CORPORATION,,15,,,,,
Columbia,N0002417C2117,U73RYB2RKTW4,RWH CONSULTING GROUP INC,,7,,,,,
Columbia,N0002417C2117,LFNVWPJYQKH4,COASTAL DESIGN LLC,,19,,,,,
Columbia,N0002417C2117,LB1XJ5UY5961,"CIRCOR PUMPS NORTH AMERICA, LLC",,1,,,,,
Columbia,N0002417C2117,QF82VVEDYFC3,PUROLATOR FACET INC.,,4,,,,,
Columbia,N0002417C2117,PWK4GDMMEAQ8,AMETEK SCP INC,,11,,,,,
Columbia,N0002417C2117,QSMPQ9WU65L5,"FAIRLEAD INTEGRATED, LLC",,1,,,,,
Columbia,N0002417C2117,LR2HQKYJLDZ7,JA MOODY LLC,,15,,,,,
Columbia,N0002417C2117,UAWKMCFNMNT1,"CRAIG TECHNOLOGIES AEROSPACE SOLUTIONS, LLC",,2,,,,,
Columbia,N0002417C2117,E2P8AAJA2LK5,"MICRO PRECISION, LLC",,11,,,,,
Columbia,N0002417C2117,J8PKNJEX2MS2,"LOCKWOOD BROTHERS, INC.",,1,,,,,
Columbia,N0002417C2117,KVETLASZ5DL3,CONREX STEEL LIMITED,,3,,,,,
Columbia,N0002417C2117,ZFQBUPK552C3,THE H R HILLERY COMPANY,,23,,,,,
Columbia,N0002417C2117,NMHFLDYJJ4C5,LOCKHEED MARTIN CORPORATION,,5,,,,,
Columbia,N0002417C2117,UNYXWK1ZR391,"MAYCO MANUFACTURING, LLC",,4,,,,,
Columbia,N0002417C2117,JSAXGRLNEJ63,"COLONNA'S SHIP YARD, INCORPORATED",,1,,,,,
Columbia,N0002417C2117,GR2CKSBB4MB5,LENAPE FORGED PRODUCTS CORP,,13,,,,,
Columbia,N0002417C2117,HB74FFGNFK17,THE DYSON CORPORATION,,7,,,,,
Columbia,N0002417C2117,VJHFDLA3NLG8,VULCAN METALS CORPORATION,,7,,,,,
Columbia,N0002417C2117,U23DM4ULNLS3,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,,1,,,,,
Columbia,N0002417C2117,WA9LNGN2DPF4,"BECHTEL NATIONAL, INC.",,1,,,,,
Columbia,N0002417C2117,W3KUJLTCRLV1,AMMCON CORP.,,23,,,,,
Columbia,N0002417C2117,REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,,25,,,,,
Columbia,N0002417C2117,JU5GNH1H5FV6,DY4 INC.,,12,,,,,
Columbia,N0002417C2117,KSZBH4K529U5,"CMI, INC.",,7,,,,,
Columbia,N0002417C2117,KKRWXEQ9FVU6,HURLEY CONSTRUCTION,,1,,,,,
Columbia,N0002417C2117,ZW3UMG9YVNA9,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",,12,,,,,
Columbia,N0002417C2117,N16ET1YJ6QZ3,"ROMAC INDUSTRIES, INC.",,11,,,,,
Columbia,N0002417C2117,MC77SUMRLXY5,"MILWAUKEE VALVE COMPANY, INC.",,10,,,,,
Columbia,N0002417C2117,NG7TY7BYU9R7,"W. & O. SUPPLY, INC.",,23,,,,,
Columbia,N0002417C2117,VNC1NE44BXJ6,"TOTAL WELDING SUPPLY, INC.",,4,,,,,
Columbia,N0002417C2117,CABCB9XBJHK5,"APOLLO PROFESSIONAL SOLUTIONS, INC.",,16,,,,,
Columbia,N0002417C2117,CEN1DBGRNU77,CHESTERFIELD SPECIAL CYLINDERS LIMITED,,1,,,,,
Columbia,N0002417C2117,WAJ6RKYZTYL3,C & C METALS ENGINEERING INC,,18,,,,,
Columbia,N0002417C2117,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC.",,10,,,,,
Columbia,N0002417C2117,E3YNKWRANZ18,"AQUA-CHEM, INC.",,2,,,,,
Columbia,N0002417C2117,WPP2ABN6UCF5,"L3 TECHNOLOGIES, INC.",,4,,,,,
Columbia,N0002417C2117,F1UZPBD1VBH9,"LYME COMPUTER SYSTEMS, INC.",,17,,,,,
Columbia,N0002417C2117,CG86N1ZC42B8,Ammcon Corp.,,20,,,,,
Columbia,N0002417C2117,RJGEKQDTZKT8,ELECTRIC HEATER CO,,7,,,,,
Columbia,N0002417C2117,EK4EVQQNEFC6,"HEXAGON MANUFACTURING INTELLIGENCE, INC.",,3,,,,,
Columbia,N0002417C2117,RLXQHCXFT513,CUNICO CORPORATION,,12,,,,,
Columbia,N0002417C2117,VKBFB8MAZ357,TITANIUM FABRICATION CORPORATION,,10,,,,,
Columbia,N0002417C2117,X3DBJSMT83N5,CLEVELAND-CLIFFS PLATE LLC,,13,,,,,
Columbia,N0002417C2117,P33VWHC39MN5,ADMIRAL VALVE LLC,,11,,,,,
Columbia,N0002417C2117,LYDRWR6ML2U7,ITT CANNON LLC,,2,,,,,
Columbia,N0002417C2117,GYMLL74UL5Q8,"HYDRASEARCH COMPANY, LLC",,15,,,,,
Columbia,N0002417C2117,GFBTEVXB65X7,"PCC ROLLMET, INC",,5,,,,,
Columbia,N0002417C2117,VD1NLZGAJ2L4,"DURAMAX MARINE, LLC",,3,,,,,
Columbia,N0002417C2117,V627Y8NS1JM1,"MILCOTS, LLC",,9,,,,,
Columbia,N0002417C2117,HA3UFSU8FN75,"L3 TECHNOLOGIES, INC.",,3,,,,,
Columbia,N0002417C2117,JG73AVR7NUN4,"HYDRATIGHT OPERATIONS, INC.",,3,,,,,
Columbia,N0002417C2117,HY9JJE3F4R25,"WOLLASTON ALLOYS, INC.",,5,,,,,
Columbia,N0002417C2117,G8VYMKM2VG59,NORTH AMERICAN CONTROLS INC,,2,,,,,
Columbia,N0002417C2117,YVBHN7GKLQ44,"GLENAIR, INC.",,5,,,,,
Columbia,N0002417C2117,YNUWEPDNSH37,ROSEMOUNT SPECIALTY PRODUCTS LLC,,8,,,,,
Columbia,N0002417C2117,GZ57A195G7K6,WAUKESHA BEARINGS CORPORATION,,4,,,,,
