Program,Federal FY,Subawardee UEI,Distinct Subaward Numbers,Subawardee Vendor Name,Parent Key,Capability Domain (D),Primary Output (P),Net Subaward $M,Positive Supplier $M,Reports,Prior-Year Active,Earlier-Year Active,Activity Status,Active FYs
Virginia,2018,MC45MKDJLGK6,1,,,,,,,,,,,
Virginia,2016,MC77SUMRLXY5,1,,,,,,,,,,,
Virginia,2017,MC77SUMRLXY5,1,,,,,,,,,,,
Virginia,2018,MC77SUMRLXY5,1,,,,,,,,,,,
Virginia,2019,MC77SUMRLXY5,12,,,,,,,,,,,
Virginia,2020,MC77SUMRLXY5,3,,,,,,,,,,,
Virginia,2022,MC9KZKMUD8F8,1,,,,,,,,,,,
Virginia,2019,MDH6KH9D4SG7,2,,,,,,,,,,,
Virginia,2023,MDH6KH9D4SG7,1,,,,,,,,,,,
Virginia,2025,MDH6KH9D4SG7,1,,,,,,,,,,,
Virginia,2016,MF1LU8RPCMB8,1,,,,,,,,,,,
Virginia,2017,MF1LU8RPCMB8,2,,,,,,,,,,,
Virginia,2018,MF1LU8RPCMB8,6,,,,,,,,,,,
Virginia,2019,MF1LU8RPCMB8,6,,,,,,,,,,,
Virginia,2020,MF1LU8RPCMB8,2,,,,,,,,,,,
Virginia,2021,MF1LU8RPCMB8,9,,,,,,,,,,,
Virginia,2022,MF1LU8RPCMB8,5,,,,,,,,,,,
Virginia,2023,MF1LU8RPCMB8,10,,,,,,,,,,,
Virginia,2024,MF1LU8RPCMB8,11,,,,,,,,,,,
Virginia,2025,MF1LU8RPCMB8,2,,,,,,,,,,,
Virginia,2017,MFGMH9R7GMG3,2,,,,,,,,,,,
Virginia,2020,MFGMH9R7GMG3,1,,,,,,,,,,,
Virginia,2021,MGFUP827VKV2,1,,,,,,,,,,,
Virginia,2018,MHR1KKAZ1NH5,2,,,,,,,,,,,
Virginia,2017,MJGFRKACFZB3,1,,,,,,,,,,,
Virginia,2019,MK6AGEN4XM53,1,,,,,,,,,,,
Virginia,2023,MK6AGEN4XM53,2,,,,,,,,,,,
Virginia,2021,MKDGDE6K34N5,3,,,,,,,,,,,
Virginia,2022,MKDGDE6K34N5,1,,,,,,,,,,,
Virginia,2023,MKDGDE6K34N5,4,,,,,,,,,,,
Virginia,2024,MKDGDE6K34N5,2,,,,,,,,,,,
Virginia,2025,MKDGDE6K34N5,5,,,,,,,,,,,
Virginia,2022,MKG5CAN2J8S7,2,,,,,,,,,,,
Virginia,2016,MKRCHD2CBAY1,1,,,,,,,,,,,
Virginia,2017,MKRCHD2CBAY1,1,,,,,,,,,,,
Virginia,2018,MKRCHD2CBAY1,1,,,,,,,,,,,
Virginia,2020,MKRCHD2CBAY1,1,,,,,,,,,,,
Virginia,2021,MKRCHD2CBAY1,1,,,,,,,,,,,
Virginia,2017,MKXMUFJJYLY5,4,,,,,,,,,,,
Virginia,2018,MKXMUFJJYLY5,5,,,,,,,,,,,
Virginia,2019,MKXMUFJJYLY5,5,,,,,,,,,,,
Virginia,2020,MKXMUFJJYLY5,3,,,,,,,,,,,
Virginia,2021,MKXMUFJJYLY5,2,,,,,,,,,,,
Virginia,2022,MKXMUFJJYLY5,3,,,,,,,,,,,
Virginia,2023,MKXMUFJJYLY5,2,,,,,,,,,,,
Virginia,2024,MKXMUFJJYLY5,2,,,,,,,,,,,
Virginia,2017,ML82LTYEBMQ5,4,,,,,,,,,,,
Virginia,2018,ML82LTYEBMQ5,4,,,,,,,,,,,
Virginia,2016,MMCKJNNMSG23,2,,,,,,,,,,,
Virginia,2017,MMCKJNNMSG23,12,,,,,,,,,,,
Virginia,2018,MMCKJNNMSG23,18,,,,,,,,,,,
Virginia,2019,MMCKJNNMSG23,23,,,,,,,,,,,
Virginia,2020,MMCKJNNMSG23,17,,,,,,,,,,,
Virginia,2021,MMCKJNNMSG23,26,,,,,,,,,,,
Virginia,2022,MMCKJNNMSG23,20,,,,,,,,,,,
Virginia,2023,MMCKJNNMSG23,25,,,,,,,,,,,
Virginia,2024,MMCKJNNMSG23,14,,,,,,,,,,,
Virginia,2025,MMCKJNNMSG23,8,,,,,,,,,,,
Virginia,2017,MME9X24LUXP1,4,,,,,,,,,,,
Virginia,2019,MME9X24LUXP1,6,,,,,,,,,,,
Virginia,2020,MME9X24LUXP1,1,,,,,,,,,,,
Virginia,2021,MME9X24LUXP1,1,,,,,,,,,,,
Virginia,2023,MME9X24LUXP1,1,,,,,,,,,,,
Virginia,2024,MME9X24LUXP1,1,,,,,,,,,,,
Virginia,2017,MMRKLNN6PLB3,1,,,,,,,,,,,
Virginia,2016,MNPUJ84L1AK7,1,,,,,,,,,,,
Virginia,2016,MP94VMTR2DX4,1,,,,,,,,,,,
Virginia,2017,MP94VMTR2DX4,2,,,,,,,,,,,
Virginia,2017,MRGNDX62YHQ3,1,,,,,,,,,,,
Virginia,2019,MRGNDX62YHQ3,1,,,,,,,,,,,
Virginia,2022,MRGNDX62YHQ3,1,,,,,,,,,,,
Virginia,2018,MSYWUDGYPKF5,1,,,,,,,,,,,
Virginia,2023,MSYWUDGYPKF5,1,,,,,,,,,,,
Virginia,2016,MU3CM1145E44,3,,,,,,,,,,,
Virginia,2017,MU3CM1145E44,6,,,,,,,,,,,
Virginia,2018,MU3CM1145E44,9,,,,,,,,,,,
Virginia,2019,MU3CM1145E44,3,,,,,,,,,,,
Virginia,2020,MU3CM1145E44,1,,,,,,,,,,,
Virginia,2021,MU3CM1145E44,3,,,,,,,,,,,
Virginia,2022,MU3CM1145E44,1,,,,,,,,,,,
Virginia,2017,MUD4KL77FK98,1,,,,,,,,,,,
Virginia,2020,MUD4KL77FK98,2,,,,,,,,,,,
Virginia,2019,MVJ8B69F5CL6,1,,,,,,,,,,,
Virginia,2023,MVJ8B69F5CL6,1,,,,,,,,,,,
Virginia,2024,MVJ8B69F5CL6,8,,,,,,,,,,,
Virginia,2025,MVJ8B69F5CL6,2,,,,,,,,,,,
Virginia,2023,MVVAKQUHTTQ6,1,,,,,,,,,,,
Virginia,2018,MWAKL633WET8,1,,,,,,,,,,,
Virginia,2017,MWCVNKNHLF53,4,,,,,,,,,,,
Virginia,2018,MWJTQK36KMG3,1,,,,,,,,,,,
Virginia,2023,MXDKLLXB3EK7,1,,,,,,,,,,,
Virginia,2016,MXTJBDD1L4T4,1,,,,,,,,,,,
Virginia,2017,MXTJBDD1L4T4,1,,,,,,,,,,,
Virginia,2019,MXTJBDD1L4T4,1,,,,,,,,,,,
Virginia,2021,MXTJBDD1L4T4,2,,,,,,,,,,,
Virginia,2025,MXTJBDD1L4T4,1,,,,,,,,,,,
Virginia,2019,MYDWUALGXBL5,3,,,,,,,,,,,
Virginia,2021,MYDWUALGXBL5,1,,,,,,,,,,,
Virginia,2018,MYKLJHTX3MM7,2,,,,,,,,,,,
Virginia,2019,MYKLJHTX3MM7,3,,,,,,,,,,,
Virginia,2020,N16ET1YJ6QZ3,1,,,,,,,,,,,
Virginia,2022,N16ET1YJ6QZ3,4,,,,,,,,,,,
Virginia,2023,N16ET1YJ6QZ3,4,,,,,,,,,,,
Virginia,2024,N16ET1YJ6QZ3,1,,,,,,,,,,,
Virginia,2022,N1C5QLNPJLS4,2,,,,,,,,,,,
Virginia,2023,N1C5QLNPJLS4,2,,,,,,,,,,,
Virginia,2020,N1MARKMJYJU3,1,,,,,,,,,,,
Virginia,2016,N1PJDANWUJ61,4,,,,,,,,,,,
Virginia,2017,N1PJDANWUJ61,38,,,,,,,,,,,
Virginia,2018,N1PJDANWUJ61,80,,,,,,,,,,,
Virginia,2019,N1PJDANWUJ61,61,,,,,,,,,,,
Virginia,2020,N1PJDANWUJ61,25,,,,,,,,,,,
Virginia,2021,N1PJDANWUJ61,8,,,,,,,,,,,
Virginia,2022,N1PJDANWUJ61,31,,,,,,,,,,,
Virginia,2023,N1PJDANWUJ61,50,,,,,,,,,,,
Virginia,2024,N1PJDANWUJ61,27,,,,,,,,,,,
Virginia,2025,N1PJDANWUJ61,51,,,,,,,,,,,
Virginia,2018,N28CNQT19JY9,1,,,,,,,,,,,
Virginia,2022,N5BYYW3MMFP7,1,,,,,,,,,,,
Virginia,2023,N5BYYW3MMFP7,2,,,,,,,,,,,
Virginia,2024,N5BYYW3MMFP7,1,,,,,,,,,,,
Virginia,2017,N5H9R8EN75V9,2,,,,,,,,,,,
Virginia,2019,N5H9R8EN75V9,1,,,,,,,,,,,
Virginia,2021,N5H9R8EN75V9,1,,,,,,,,,,,
Virginia,2024,N5H9R8EN75V9,1,,,,,,,,,,,
Virginia,2018,N5KMLMXEPFM5,2,,,,,,,,,,,
Virginia,2023,N5KMLMXEPFM5,1,,,,,,,,,,,
Virginia,2024,N5KMLMXEPFM5,1,,,,,,,,,,,
Virginia,2016,N6BAAYHLH8G7,1,,,,,,,,,,,
Virginia,2017,N6BAAYHLH8G7,3,,,,,,,,,,,
Virginia,2018,N6BAAYHLH8G7,3,,,,,,,,,,,
Virginia,2019,N6BAAYHLH8G7,2,,,,,,,,,,,
Virginia,2020,N6BAAYHLH8G7,1,,,,,,,,,,,
Virginia,2024,N6U1EU32U9J1,2,,,,,,,,,,,
Virginia,2017,N79NY6FRL2F3,7,,,,,,,,,,,
Virginia,2018,N79NY6FRL2F3,6,,,,,,,,,,,
Virginia,2019,N79NY6FRL2F3,5,,,,,,,,,,,
Virginia,2020,N79NY6FRL2F3,11,,,,,,,,,,,
Virginia,2021,N79NY6FRL2F3,8,,,,,,,,,,,
Virginia,2022,N79NY6FRL2F3,11,,,,,,,,,,,
Virginia,2023,N79NY6FRL2F3,2,,,,,,,,,,,
Virginia,2025,N79NY6FRL2F3,1,,,,,,,,,,,
Virginia,2023,NB21QESAKUM9,1,,,,,,,,,,,
Virginia,2016,NDF9CNKGHWR3,1,,,,,,,,,,,
Virginia,2017,NEGFNA8YS723,1,,,,,,,,,,,
Virginia,2019,NEGFNA8YS723,3,,,,,,,,,,,
Virginia,2020,NEGFNA8YS723,1,,,,,,,,,,,
Virginia,2022,NEGFNA8YS723,1,,,,,,,,,,,
Virginia,2023,NEGFNA8YS723,2,,,,,,,,,,,
Virginia,2024,NEGFNA8YS723,3,,,,,,,,,,,
Virginia,2020,NG7TY7BYU9R7,2,,,,,,,,,,,
Virginia,2022,NG7TY7BYU9R7,2,,,,,,,,,,,
Virginia,2024,NG7TY7BYU9R7,8,,,,,,,,,,,
Virginia,2025,NG7TY7BYU9R7,6,,,,,,,,,,,
Virginia,2016,NGMSB6M2QKA4,1,,,,,,,,,,,
Virginia,2017,NGMSB6M2QKA4,2,,,,,,,,,,,
Virginia,2018,NGMSB6M2QKA4,7,,,,,,,,,,,
Virginia,2019,NGMSB6M2QKA4,3,,,,,,,,,,,
Virginia,2020,NGMSB6M2QKA4,1,,,,,,,,,,,
Virginia,2022,NGMSB6M2QKA4,2,,,,,,,,,,,
Virginia,2023,NGMSB6M2QKA4,7,,,,,,,,,,,
Virginia,2024,NGMSB6M2QKA4,3,,,,,,,,,,,
Virginia,2025,NGMSB6M2QKA4,2,,,,,,,,,,,
Virginia,2018,NHA2LDXZPES3,1,,,,,,,,,,,
Virginia,2020,NHA2LDXZPES3,1,,,,,,,,,,,
Virginia,2021,NHA2LDXZPES3,1,,,,,,,,,,,
Virginia,2022,NHA2LDXZPES3,1,,,,,,,,,,,
Virginia,2023,NHA2LDXZPES3,2,,,,,,,,,,,
Virginia,2024,NK1RB5VKXES9,1,,,,,,,,,,,
Virginia,2017,NK62M46B48L8,1,,,,,,,,,,,
Virginia,2024,NKNJZAVJ9EK3,1,,,,,,,,,,,
Virginia,2020,NKNLZEBJBM67,1,,,,,,,,,,,
Virginia,2021,NKNLZEBJBM67,1,,,,,,,,,,,
Virginia,2022,NKNLZEBJBM67,4,,,,,,,,,,,
Virginia,2023,NKNLZEBJBM67,3,,,,,,,,,,,
Virginia,2024,NKNLZEBJBM67,1,,,,,,,,,,,
Virginia,2017,NMHFLDYJJ4C5,1,,,,,,,,,,,
Virginia,2018,NMHFLDYJJ4C5,1,,,,,,,,,,,
Virginia,2019,NMHFLDYJJ4C5,1,,,,,,,,,,,
Virginia,2020,NMHFLDYJJ4C5,1,,,,,,,,,,,
Virginia,2017,NN4BTBUN58J5,5,,,,,,,,,,,
Virginia,2018,NN4BTBUN58J5,7,,,,,,,,,,,
Virginia,2019,NN4BTBUN58J5,1,,,,,,,,,,,
Virginia,2023,NN7PCHZFNZP8,1,,,,,,,,,,,
Virginia,2024,NN7PCHZFNZP8,2,,,,,,,,,,,
Virginia,2018,NNNPMB5KA1V6,1,,,,,,,,,,,
Virginia,2020,NNNPMB5KA1V6,1,,,,,,,,,,,
Virginia,2023,NNNPMB5KA1V6,1,,,,,,,,,,,
Virginia,2024,NNNPMB5KA1V6,3,,,,,,,,,,,
Virginia,2017,NRCCMBKQ6FD7,6,,,,,,,,,,,
Virginia,2018,NRCCMBKQ6FD7,8,,,,,,,,,,,
Virginia,2018,NSEVFLRKSUV1,1,,,,,,,,,,,
Virginia,2017,NTP7NWDS9Y49,3,,,,,,,,,,,
Virginia,2018,NTP7NWDS9Y49,1,,,,,,,,,,,
Virginia,2016,NTREK31GP8N3,2,,,,,,,,,,,
Virginia,2017,NTREK31GP8N3,2,,,,,,,,,,,
Virginia,2018,NTREK31GP8N3,1,,,,,,,,,,,
Virginia,2019,NTREK31GP8N3,3,,,,,,,,,,,
Virginia,2020,NTREK31GP8N3,2,,,,,,,,,,,
Virginia,2021,NTREK31GP8N3,5,,,,,,,,,,,
Virginia,2022,NTREK31GP8N3,3,,,,,,,,,,,
Virginia,2023,NTREK31GP8N3,9,,,,,,,,,,,
Virginia,2024,NTREK31GP8N3,3,,,,,,,,,,,
Virginia,2025,NTREK31GP8N3,1,,,,,,,,,,,
Virginia,2016,NVPEBL51CSF8,5,,,,,,,,,,,
Virginia,2017,NVPEBL51CSF8,3,,,,,,,,,,,
Virginia,2018,NVPEBL51CSF8,5,,,,,,,,,,,
Virginia,2019,NVPEBL51CSF8,12,,,,,,,,,,,
Virginia,2020,NVPEBL51CSF8,15,,,,,,,,,,,
Virginia,2021,NVPEBL51CSF8,3,,,,,,,,,,,
Virginia,2022,NVPEBL51CSF8,9,,,,,,,,,,,
Virginia,2023,NVPEBL51CSF8,12,,,,,,,,,,,
Virginia,2024,NVPEBL51CSF8,6,,,,,,,,,,,
Virginia,2025,NVPEBL51CSF8,9,,,,,,,,,,,
Virginia,2017,NXGLEN3CK1N6,1,,,,,,,,,,,
Virginia,2018,NXGLEN3CK1N6,2,,,,,,,,,,,
Virginia,2019,NXGLEN3CK1N6,2,,,,,,,,,,,
Virginia,2021,NXGLEN3CK1N6,2,,,,,,,,,,,
Virginia,2022,NXGLEN3CK1N6,5,,,,,,,,,,,
Virginia,2023,NXGLEN3CK1N6,1,,,,,,,,,,,
Virginia,2017,NYGUEDY27AM8,3,,,,,,,,,,,
Virginia,2018,NYGUEDY27AM8,3,,,,,,,,,,,
Virginia,2019,NYGUEDY27AM8,12,,,,,,,,,,,
Virginia,2020,NYGUEDY27AM8,2,,,,,,,,,,,
Virginia,2021,NYGUEDY27AM8,9,,,,,,,,,,,
Virginia,2022,NYGUEDY27AM8,6,,,,,,,,,,,
Virginia,2023,NYGUEDY27AM8,10,,,,,,,,,,,
Virginia,2024,NYGUEDY27AM8,19,,,,,,,,,,,
Virginia,2025,NYGUEDY27AM8,9,,,,,,,,,,,
Virginia,2019,NYWQLNAXE9G4,1,,,,,,,,,,,
Virginia,2023,NYWQLNAXE9G4,1,,,,,,,,,,,
Virginia,2021,P3NZJN8NQSB3,1,,,,,,,,,,,
Virginia,2023,P3NZJN8NQSB3,1,,,,,,,,,,,
Virginia,2016,PAH8M4BJACA5,3,,,,,,,,,,,
Virginia,2017,PAH8M4BJACA5,12,,,,,,,,,,,
Virginia,2018,PAH8M4BJACA5,17,,,,,,,,,,,
Virginia,2019,PAH8M4BJACA5,2,,,,,,,,,,,
Virginia,2020,PAH8M4BJACA5,9,,,,,,,,,,,
Virginia,2021,PAH8M4BJACA5,5,,,,,,,,,,,
Virginia,2022,PAH8M4BJACA5,9,,,,,,,,,,,
Virginia,2023,PAH8M4BJACA5,20,,,,,,,,,,,
Virginia,2024,PAH8M4BJACA5,22,,,,,,,,,,,
Virginia,2025,PAH8M4BJACA5,13,,,,,,,,,,,
Virginia,2016,PCELDZMEAL25,1,,,,,,,,,,,
Virginia,2017,PCELDZMEAL25,1,,,,,,,,,,,
Virginia,2022,PD3NKE727DN9,1,,,,,,,,,,,
Virginia,2022,PDBCMAYNN1V8,1,,,,,,,,,,,
Virginia,2016,PFRSFST9SSL1,2,,,,,,,,,,,
Virginia,2019,PFRSFST9SSL1,1,,,,,,,,,,,
Virginia,2017,PGWNKJF89FV5,4,,,,,,,,,,,
Virginia,2018,PGWNKJF89FV5,4,,,,,,,,,,,
Virginia,2019,PGWNKJF89FV5,1,,,,,,,,,,,
Virginia,2020,PGWNKJF89FV5,2,,,,,,,,,,,
Virginia,2021,PGWNKJF89FV5,1,,,,,,,,,,,
Virginia,2022,PGWNKJF89FV5,5,,,,,,,,,,,
Virginia,2023,PGWNKJF89FV5,3,,,,,,,,,,,
Virginia,2024,PGWNKJF89FV5,1,,,,,,,,,,,
Virginia,2016,PHZDZ8SJ5CM1,2,,,,,,,,,,,
Virginia,2018,PHZDZ8SJ5CM1,5,,,,,,,,,,,
Virginia,2019,PJRYS7EFXQD9,1,,,,,,,,,,,
Virginia,2024,PJRYS7EFXQD9,1,,,,,,,,,,,
Virginia,2017,PM3QRNLPA8K5,1,,,,,,,,,,,
Virginia,2018,PNHTDAAYRXL3,1,,,,,,,,,,,
Virginia,2017,PQ7FJYK7LNM6,1,,,,,,,,,,,
Virginia,2018,PQXWA9BB6UJ6,1,,,,,,,,,,,
Virginia,2024,PQXWA9BB6UJ6,1,,,,,,,,,,,
Virginia,2025,PRKVJMMJYJM3,1,,,,,,,,,,,
Virginia,2022,PRNKGJL4NQH1,1,,,,,,,,,,,
Virginia,2025,PRNKGJL4NQH1,1,,,,,,,,,,,
Virginia,2017,PS39EKC82UU5,1,,,,,,,,,,,
Virginia,2018,PS39EKC82UU5,1,,,,,,,,,,,
Virginia,2019,PS39EKC82UU5,1,,,,,,,,,,,
Virginia,2016,PTMFLMD2CUB4,1,,,,,,,,,,,
Virginia,2017,PTMFLMD2CUB4,2,,,,,,,,,,,
Virginia,2018,PTMFLMD2CUB4,4,,,,,,,,,,,
Virginia,2019,PTMFLMD2CUB4,2,,,,,,,,,,,
Virginia,2023,PTMFLMD2CUB4,2,,,,,,,,,,,
Virginia,2025,PTMFLMD2CUB4,3,,,,,,,,,,,
Virginia,2022,PUFMZLZJ2BY2,2,,,,,,,,,,,
Virginia,2023,PUFMZLZJ2BY2,4,,,,,,,,,,,
Virginia,2024,PUFMZLZJ2BY2,2,,,,,,,,,,,
Virginia,2016,PUG1H9MFJD63,2,,,,,,,,,,,
Virginia,2017,PUG1H9MFJD63,3,,,,,,,,,,,
Virginia,2018,PUG1H9MFJD63,3,,,,,,,,,,,
Virginia,2019,PUG1H9MFJD63,4,,,,,,,,,,,
Virginia,2021,PUG1H9MFJD63,4,,,,,,,,,,,
Virginia,2022,PUG1H9MFJD63,4,,,,,,,,,,,
Virginia,2023,PUG1H9MFJD63,5,,,,,,,,,,,
Virginia,2024,PUG1H9MFJD63,5,,,,,,,,,,,
Virginia,2022,PUVNWFNW5BG3,2,,,,,,,,,,,
Virginia,2023,PUVNWFNW5BG3,2,,,,,,,,,,,
Virginia,2024,PUVNWFNW5BG3,2,,,,,,,,,,,
Virginia,2025,PUVNWFNW5BG3,1,,,,,,,,,,,
Virginia,2017,PVUKF83PZZM6,1,,,,,,,,,,,
Virginia,2018,PVUKF83PZZM6,2,,,,,,,,,,,
Virginia,2019,PWK4GDMMEAQ8,1,,,,,,,,,,,
Virginia,2022,PWK4GDMMEAQ8,3,,,,,,,,,,,
Virginia,2023,PWK4GDMMEAQ8,3,,,,,,,,,,,
Virginia,2024,PWK4GDMMEAQ8,2,,,,,,,,,,,
Virginia,2017,Q35JL9GFCAK3,1,,,,,,,,,,,
Virginia,2018,Q35JL9GFCAK3,1,,,,,,,,,,,
Virginia,2019,Q35JL9GFCAK3,2,,,,,,,,,,,
Virginia,2021,Q35JL9GFCAK3,2,,,,,,,,,,,
Virginia,2022,Q35JL9GFCAK3,1,,,,,,,,,,,
Virginia,2022,Q3HHLUDK4ED3,1,,,,,,,,,,,
Virginia,2016,Q7CGW8NCRGJ6,1,,,,,,,,,,,
Virginia,2017,Q7CGW8NCRGJ6,1,,,,,,,,,,,
Virginia,2021,Q9D3LSUU5BN6,1,,,,,,,,,,,
Virginia,2022,Q9D3LSUU5BN6,1,,,,,,,,,,,
Virginia,2016,QB7EKDNK2E83,1,,,,,,,,,,,
Virginia,2017,QB7EKDNK2E83,2,,,,,,,,,,,
Virginia,2018,QB7EKDNK2E83,5,,,,,,,,,,,
Virginia,2021,QB7EKDNK2E83,1,,,,,,,,,,,
Virginia,2022,QB7EKDNK2E83,1,,,,,,,,,,,
Virginia,2023,QB7EKDNK2E83,11,,,,,,,,,,,
Virginia,2024,QB7EKDNK2E83,7,,,,,,,,,,,
Virginia,2025,QB7EKDNK2E83,4,,,,,,,,,,,
Virginia,2017,QCFDU4MA1444,1,,,,,,,,,,,
Virginia,2018,QCFDU4MA1444,1,,,,,,,,,,,
Virginia,2020,QCFDU4MA1444,2,,,,,,,,,,,
Virginia,2024,QCFDU4MA1444,2,,,,,,,,,,,
Virginia,2017,QDWGXNU1NLY9,1,,,,,,,,,,,
Virginia,2018,QDWGXNU1NLY9,1,,,,,,,,,,,
Virginia,2019,QDWGXNU1NLY9,1,,,,,,,,,,,
Virginia,2017,QEP4TKLKQDV3,4,,,,,,,,,,,
Virginia,2018,QEP4TKLKQDV3,1,,,,,,,,,,,
Virginia,2019,QEP4TKLKQDV3,1,,,,,,,,,,,
Virginia,2020,QEP4TKLKQDV3,1,,,,,,,,,,,
Virginia,2023,QEP4TKLKQDV3,3,,,,,,,,,,,
Virginia,2019,QF82VVEDYFC3,1,,,,,,,,,,,
Virginia,2020,QF82VVEDYFC3,4,,,,,,,,,,,
Virginia,2018,QFG7EC12DQK4,2,,,,,,,,,,,
Virginia,2019,QFG7EC12DQK4,3,,,,,,,,,,,
Virginia,2024,QGB4RDYJNJT9,1,,,,,,,,,,,
Virginia,2019,QJ8GDNZ7RMC5,1,,,,,,,,,,,
Virginia,2017,QJCBMJ8NX5P5,1,,,,,,,,,,,
Virginia,2019,QJCBMJ8NX5P5,1,,,,,,,,,,,
Virginia,2018,QLNMVC12KWY3,1,,,,,,,,,,,
Virginia,2020,QLNMVC12KWY3,1,,,,,,,,,,,
Virginia,2017,QLNRJJK28MJ7,1,,,,,,,,,,,
Virginia,2017,QLTXH525A671,4,,,,,,,,,,,
Virginia,2018,QLTXH525A671,6,,,,,,,,,,,
Virginia,2019,QLTXH525A671,3,,,,,,,,,,,
Virginia,2021,QLTXH525A671,4,,,,,,,,,,,
Virginia,2022,QLTXH525A671,2,,,,,,,,,,,
Virginia,2023,QLTXH525A671,2,,,,,,,,,,,
Virginia,2024,QLTXH525A671,3,,,,,,,,,,,
Virginia,2016,QNEXJLA47BM4,2,,,,,,,,,,,
Virginia,2017,QNEXJLA47BM4,11,,,,,,,,,,,
Virginia,2018,QNEXJLA47BM4,1,,,,,,,,,,,
Virginia,2019,QNEXJLA47BM4,1,,,,,,,,,,,
Virginia,2020,QNEXJLA47BM4,2,,,,,,,,,,,
Virginia,2021,QNEXJLA47BM4,1,,,,,,,,,,,
Virginia,2023,QNEXJLA47BM4,3,,,,,,,,,,,
Virginia,2024,QNEXJLA47BM4,2,,,,,,,,,,,
Virginia,2025,QNEXJLA47BM4,1,,,,,,,,,,,
Virginia,2021,QPB2M919LQM5,1,,,,,,,,,,,
Virginia,2022,QPB2M919LQM5,2,,,,,,,,,,,
Virginia,2024,QPB2M919LQM5,3,,,,,,,,,,,
Virginia,2025,QPB2M919LQM5,5,,,,,,,,,,,
Virginia,2017,QPFMBXNMQM85,3,,,,,,,,,,,
Virginia,2019,QPFMBXNMQM85,1,,,,,,,,,,,
Virginia,2017,QRS8UUK41BA4,1,,,,,,,,,,,
Virginia,2018,QRS8UUK41BA4,3,,,,,,,,,,,
Virginia,2020,QRS8UUK41BA4,1,,,,,,,,,,,
Virginia,2023,QV38GMJUBJQ3,1,,,,,,,,,,,
Virginia,2024,QV38GMJUBJQ3,1,,,,,,,,,,,
Virginia,2025,QV38GMJUBJQ3,1,,,,,,,,,,,
Virginia,2018,QVDMAW2TVBE7,1,,,,,,,,,,,
Virginia,2016,QVJEVJHK3G31,1,,,,,,,,,,,
Virginia,2017,QVJEVJHK3G31,2,,,,,,,,,,,
Virginia,2018,QVJEVJHK3G31,5,,,,,,,,,,,
Virginia,2019,QVJEVJHK3G31,5,,,,,,,,,,,
Virginia,2021,QVJEVJHK3G31,1,,,,,,,,,,,
Virginia,2023,QVJEVJHK3G31,3,,,,,,,,,,,
Virginia,2024,QVJEVJHK3G31,7,,,,,,,,,,,
Virginia,2025,QVJEVJHK3G31,2,,,,,,,,,,,
Virginia,2016,QVMBB4UCMEH4,3,,,,,,,,,,,
Virginia,2017,QVMBB4UCMEH4,1,,,,,,,,,,,
Virginia,2018,QVMBB4UCMEH4,3,,,,,,,,,,,
Virginia,2019,QVMBB4UCMEH4,1,,,,,,,,,,,
Virginia,2020,QVMBB4UCMEH4,4,,,,,,,,,,,
Virginia,2022,QVMBB4UCMEH4,1,,,,,,,,,,,
Virginia,2024,QVMBB4UCMEH4,4,,,,,,,,,,,
Virginia,2017,QWM1XWLUFQM8,4,,,,,,,,,,,
Virginia,2018,QWM1XWLUFQM8,2,,,,,,,,,,,
Virginia,2016,R2D6XY1EM6J8,1,,,,,,,,,,,
Virginia,2017,R2D6XY1EM6J8,3,,,,,,,,,,,
Virginia,2019,R2D6XY1EM6J8,1,,,,,,,,,,,
Virginia,2020,R2D6XY1EM6J8,1,,,,,,,,,,,
Virginia,2023,R2D6XY1EM6J8,6,,,,,,,,,,,
Virginia,2018,R7UCMAWL4H87,1,,,,,,,,,,,
Virginia,2016,R9EYKGK8NKA5,6,,,,,,,,,,,
Virginia,2017,R9EYKGK8NKA5,5,,,,,,,,,,,
Virginia,2023,RANZTST3FQU3,1,,,,,,,,,,,
Virginia,2017,RBJHSL4MK9M8,1,,,,,,,,,,,
Virginia,2021,RBJHSL4MK9M8,1,,,,,,,,,,,
Virginia,2021,RDG4F8MZVDU1,1,,,,,,,,,,,
Virginia,2022,RDG4F8MZVDU1,1,,,,,,,,,,,
Virginia,2023,RDG4F8MZVDU1,1,,,,,,,,,,,
Virginia,2017,RDM6SEMM2WB4,2,,,,,,,,,,,
Virginia,2018,RDM6SEMM2WB4,1,,,,,,,,,,,
Virginia,2022,REDAH61ZHLN7,1,,,,,,,,,,,
Virginia,2017,REXPSJ7NAHU8,2,,,,,,,,,,,
Virginia,2018,REXPSJ7NAHU8,2,,,,,,,,,,,
Virginia,2019,REXPSJ7NAHU8,6,,,,,,,,,,,
Virginia,2020,REXPSJ7NAHU8,10,,,,,,,,,,,
Virginia,2021,REXPSJ7NAHU8,3,,,,,,,,,,,
Virginia,2022,REXPSJ7NAHU8,4,,,,,,,,,,,
Virginia,2023,REXPSJ7NAHU8,3,,,,,,,,,,,
Virginia,2024,REXPSJ7NAHU8,2,,,,,,,,,,,
Virginia,2025,REXPSJ7NAHU8,4,,,,,,,,,,,
Virginia,2021,RFLNANKKZYV5,1,,,,,,,,,,,
Virginia,2018,RG3VUTDYFNF8,2,,,,,,,,,,,
Virginia,2019,RG3VUTDYFNF8,2,,,,,,,,,,,
