piid,builder,sub_report_id,sub_date,fy,amount_usd,vendor_uei,parent_uei,vendor_name,raw_description,code,swbs_group,hull,component_text,n_component_words
N0002418C2307,HII-Ingalls,21031258,2018-12-21,2019,3633032.0,ZW3UMG9YVNA9,XXP4PLFFFGK9,L-3 COMMUNICATIONS WESTWOOD CORPORATION,04007-03 CSE PS 324-12C,04007-03,324,,,0
N0002418C2307,HII-Ingalls,21031257,2018-12-21,2019,3633032.0,ZW3UMG9YVNA9,XXP4PLFFFGK9,L-3 COMMUNICATIONS WESTWOOD CORPORATION,04007-03 CSE PS 324-12C,04007-03,324,,,0
N0002418C2307,HII-Ingalls,21031256,2021-04-12,2021,655238.0,ZW3UMG9YVNA9,SJULQDJ8NZU7,L-3 COMMUNICATIONS WESTWOOD CORPORATION,04018-01 P&L PANELS (DDG129),04018-01,,DDG129,P&L PANELS,2
N0002418C2307,HII-Ingalls,21031255,2021-11-17,2022,449128.0,ZW3UMG9YVNA9,SJULQDJ8NZU7,L-3 COMMUNICATIONS WESTWOOD CORPORATION,04018-01 P&L PANELS (DDG133),04018-01,,DDG133,P&L PANELS,2
N0002418C2307,HII-Ingalls,21031254,2023-09-14,2023,283769.0,ZW3UMG9YVNA9,PNE9R5EJMWK8,L-3 COMMUNICATIONS WESTWOOD CORPORATION,04018-01 P&L PANELS (DDG135),04018-01,,DDG135,P&L PANELS,2
N0002418C2307,HII-Ingalls,21031253,2021-01-21,2021,263051.0,ZW3UMG9YVNA9,SJULQDJ8NZU7,L-3 COMMUNICATIONS WESTWOOD CORPORATION,04018-01 P&L PANELS (DDG131),04018-01,,DDG131,P&L PANELS,2
N0002418C2307,HII-Ingalls,21031252,2023-08-31,2023,261371.0,ZW3UMG9YVNA9,PNE9R5EJMWK8,L-3 COMMUNICATIONS WESTWOOD CORPORATION,04018-01 P&L PANELS (DDG133),04018-01,,DDG133,P&L PANELS,2
N0002418C2307,HII-Ingalls,21031251,2021-01-15,2021,208786.0,ZW3UMG9YVNA9,SJULQDJ8NZU7,L-3 COMMUNICATIONS WESTWOOD CORPORATION,04018-01 P&L PANELS (DDG129),04018-01,,DDG129,P&L PANELS,2
N0002418C2307,HII-Ingalls,21031250,2021-11-16,2022,202802.0,ZW3UMG9YVNA9,SJULQDJ8NZU7,L-3 COMMUNICATIONS WESTWOOD CORPORATION,04018-01 P&L PANELS (DDG131),04018-01,,DDG131,P&L PANELS,2
N0002418C2307,HII-Ingalls,21031249,2021-04-11,2021,184461.0,ZW3UMG9YVNA9,SJULQDJ8NZU7,L-3 COMMUNICATIONS WESTWOOD CORPORATION,04018-01 P&L PANELS (DDG128),04018-01,,DDG128,P&L PANELS,2
N0002418C2307,HII-Ingalls,21031248,2023-07-10,2023,183169.0,ZW3UMG9YVNA9,SJULQDJ8NZU7,L-3 COMMUNICATIONS WESTWOOD CORPORATION,04018-01 P&L PANELS (DDG133),04018-01,,DDG133,P&L PANELS,2
N0002418C2307,HII-Ingalls,21031247,2020-09-04,2020,182119.0,ZW3UMG9YVNA9,SJULQDJ8NZU7,L-3 COMMUNICATIONS WESTWOOD CORPORATION,04018-01 P&L PANELS (DDG129),04018-01,,DDG129,P&L PANELS,2
N0002418C2307,HII-Ingalls,21031246,2023-10-24,2024,147589.0,ZW3UMG9YVNA9,PNE9R5EJMWK8,L-3 COMMUNICATIONS WESTWOOD CORPORATION,04018-01 P&L PANELS (DDG133),04018-01,,DDG133,P&L PANELS,2
N0002418C2307,HII-Ingalls,21031245,2021-04-16,2021,141716.0,ZW3UMG9YVNA9,SJULQDJ8NZU7,L-3 COMMUNICATIONS WESTWOOD CORPORATION,04018-01 P&L PANELS (DDG128),04018-01,,DDG128,P&L PANELS,2
N0002418C2307,HII-Ingalls,21031244,2021-04-01,2021,78690.0,ZW3UMG9YVNA9,SJULQDJ8NZU7,L-3 COMMUNICATIONS WESTWOOD CORPORATION,04018-01 P&L PANELS (DDG128),04018-01,,DDG128,P&L PANELS,2
N0002418C2307,HII-Ingalls,21031243,2021-01-07,2021,68835.0,ZW3UMG9YVNA9,SJULQDJ8NZU7,L-3 COMMUNICATIONS WESTWOOD CORPORATION,04018-01 P&L PANELS (DDG128),04018-01,,DDG128,P&L PANELS,2
N0002418C2307,HII-Ingalls,21031242,2021-05-06,2021,37614.0,ZW3UMG9YVNA9,SJULQDJ8NZU7,L-3 COMMUNICATIONS WESTWOOD CORPORATION,04018-01 P&L PANELS (DDG129),04018-01,,DDG129,P&L PANELS,2
N0002418C2307,HII-Ingalls,21031241,2023-06-21,2023,34503.0,ZW3UMG9YVNA9,SJULQDJ8NZU7,L-3 COMMUNICATIONS WESTWOOD CORPORATION,04018-01 P&L PANELS (DDG131),04018-01,,DDG131,P&L PANELS,2
N0002418C2307,HII-Ingalls,21031240,2023-07-31,2023,28342.0,ZW3UMG9YVNA9,SJULQDJ8NZU7,L-3 COMMUNICATIONS WESTWOOD CORPORATION,04018-01 P&L PANELS (DDG131),04018-01,,DDG131,P&L PANELS,2
N0002418C2307,HII-Ingalls,21031239,2021-07-21,2021,60036.0,LN9YKAX66918,LN9YKAX66918,"KULITE SEMICONDUCTOR PRODUCTS, INC",08517-01 (DDG129),08517-01,,DDG129,,0
N0002418C2307,HII-Ingalls,21031238,2021-05-10,2021,47304.0,LN9YKAX66918,LN9YKAX66918,"KULITE SEMICONDUCTOR PRODUCTS, INC",08517-01 (DDG128),08517-01,,DDG128,,0
N0002418C2307,HII-Ingalls,21031237,2021-07-21,2021,27586.0,LN9YKAX66918,LN9YKAX66918,"KULITE SEMICONDUCTOR PRODUCTS, INC",08317-01 (DDG129),08317-01,,DDG129,,0
N0002418C2307,HII-Ingalls,21031236,2021-05-14,2021,27586.0,LN9YKAX66918,LN9YKAX66918,"KULITE SEMICONDUCTOR PRODUCTS, INC",08317-01 (DDG128),08317-01,,DDG128,,0
N0002418C2307,HII-Ingalls,21031235,2023-06-26,2023,85700.0,LN9YKAX66918,LN9YKAX66918,KULITE SEMICONDUCTOR PRODUCTS INC,08517-01 (DDG133),08517-01,,DDG133,,0
N0002418C2307,HII-Ingalls,21031234,2022-10-28,2023,63366.0,LN9YKAX66918,LN9YKAX66918,KULITE SEMICONDUCTOR PRODUCTS INC,08517-01 (DDG131),08517-01,,DDG131,,0
N0002418C2307,HII-Ingalls,21031233,2023-06-29,2023,39060.0,LN9YKAX66918,LN9YKAX66918,KULITE SEMICONDUCTOR PRODUCTS INC,REBUY ES012-06324 / DDG123A,,,,,0
N0002418C2307,HII-Ingalls,21031232,2023-06-15,2023,35230.0,LN9YKAX66918,LN9YKAX66918,KULITE SEMICONDUCTOR PRODUCTS INC,08317-01 (DDG133),08317-01,,DDG133,,0
N0002418C2307,HII-Ingalls,21031231,2022-10-20,2023,31174.0,LN9YKAX66918,LN9YKAX66918,KULITE SEMICONDUCTOR PRODUCTS INC,08317-01 (DDG131),08317-01,,DDG131,,0
N0002418C2307,HII-Ingalls,21031230,2024-08-09,2024,68281.7,DY2JXQ22MA14,,KSARIA SERVICE CORPORATION,DDG 128 SOW FOR FIBER OPTIC PERFORMANCE TESTING,,,DDG 128,SOW FIBER OPTIC PERFORMANCE TESTING,5
N0002418C2307,HII-Ingalls,21031229,2024-07-25,2024,32822.8,C18KXNHETC95,UU26FKF1MML6,KITCO FIBER OPTICS INC,DDG 128 - KITCO Fiber Optics MQJ Components,,,DDG 128,KITCO Fiber Optics MQJ Components,5
N0002418C2307,HII-Ingalls,21031228,2021-04-15,2021,1364450.0,RMLGMBGNPCC8,RMLGMBGNPCC8,"KINGSBURY, INC.",CAPEX: SOW FOR KINGSBURY,,,,CAPEX SOW KINGSBURY,3
N0002418C2307,HII-Ingalls,21031227,2023-01-26,2023,1280249.32,RMLGMBGNPCC8,RMLGMBGNPCC8,"KINGSBURY, INC.",03204-01 NCSE PS 244-05A,03204-01,244,,,0
N0002418C2307,HII-Ingalls,21031226,2020-12-15,2021,1024905.0,RMLGMBGNPCC8,RMLGMBGNPCC8,"KINGSBURY, INC.",03204-01 NCSE PS 244-05A,03204-01,244,,,0
N0002418C2307,HII-Ingalls,21031225,2018-12-18,2019,969413.22,RMLGMBGNPCC8,RMLGMBGNPCC8,"KINGSBURY, INC.",03204-01 NCSE PS 244-05A,03204-01,244,,,0
N0002418C2307,HII-Ingalls,21031224,2021-09-21,2021,143950.0,RMLGMBGNPCC8,RMLGMBGNPCC8,"KINGSBURY, INC.",03204-9A (RE-BUY),,,,,0
N0002418C2307,HII-Ingalls,21031223,2022-05-11,2022,52534.55,RMLGMBGNPCC8,RMLGMBGNPCC8,"KINGSBURY, INC.",03204-9A (RE-BUY),,,,,0
N0002418C2307,HII-Ingalls,21031222,2022-08-01,2022,26268.0,RMLGMBGNPCC8,RMLGMBGNPCC8,"KINGSBURY, INC.",REBUY SO12 R-393977 / DDG123,,,DDG123,,0
N0002418C2307,HII-Ingalls,21031221,2023-08-16,2023,149233.39,RMLGMBGNPCC8,,KINGSBURY INC.,REBUY S012 R-398941 398943,,,,,0
N0002418C2307,HII-Ingalls,21031220,2019-12-11,2020,27090.0,ZZG5TB4JCKE1,,"KAHN AND COMPANY, INCORPORATED",03238-01 DEHYDRATOR,03238-01,,,DEHYDRATOR,1
N0002418C2307,HII-Ingalls,21031219,2023-06-02,2023,35957.0,L6EMG925NF78,QLMUV48L7HP4,KADANT UNAFLEX LLC,02533-01CONNECTOR FLEXIBLE,,,,CONNECTOR FLEXIBLE,2
N0002418C2307,HII-Ingalls,21031218,2021-05-17,2021,483010.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01021-01 STRUCTURAL DOORS,01021-01,,,STRUCTURAL DOORS,2
N0002418C2307,HII-Ingalls,21031217,2019-11-19,2020,406743.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01021-01 STRUCTURAL DOORS,01021-01,,,STRUCTURAL DOORS,2
N0002418C2307,HII-Ingalls,21031216,2022-03-03,2022,301985.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01021-01 STRUCTURAL DOORS,01021-01,,,STRUCTURAL DOORS,2
N0002418C2307,HII-Ingalls,21031215,2021-05-18,2021,246265.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01027-01  SCUTTLES (DDG-131),01027-01,,,SCUTTLES,1
N0002418C2307,HII-Ingalls,21031214,2025-01-20,2025,238920.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01022-01  HATCHES (DDG-137),01022-01,,,HATCHES,1
N0002418C2307,HII-Ingalls,21031213,2024-12-16,2025,201020.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01027-01  SCUTTLES (DDG-137),01027-01,,,SCUTTLES,1
N0002418C2307,HII-Ingalls,21031212,2025-02-14,2025,201005.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01022-01  HATCHES (DDG-139),01022-01,,,HATCHES,1
N0002418C2307,HII-Ingalls,21031211,2021-02-22,2021,179385.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01027-01  SCUTTLES (DDG-129),01027-01,,,SCUTTLES,1
N0002418C2307,HII-Ingalls,21031210,2022-03-01,2022,177285.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01027-01  SCUTTLES (DDG-133),01027-01,,,SCUTTLES,1
N0002418C2307,HII-Ingalls,21031209,2024-11-11,2025,174395.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01027-01  SCUTTLES (DDG-135),01027-01,,,SCUTTLES,1
N0002418C2307,HII-Ingalls,21031208,2023-12-04,2024,145175.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01021-01 STRUCTURAL DOORS,01021-01,,,STRUCTURAL DOORS,2
N0002418C2307,HII-Ingalls,21031207,2021-03-05,2021,142537.33,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01021-01 STRUCTURAL DOORS,01021-01,,,STRUCTURAL DOORS,2
N0002418C2307,HII-Ingalls,21031206,2020-06-01,2020,132771.27,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,02508-01 NCSE PS 512-10B,02508-01,512,,,0
N0002418C2307,HII-Ingalls,21031205,2020-04-30,2020,132771.27,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,02508-01 NCSE PS 512-10B,02508-01,512,,,0
N0002418C2307,HII-Ingalls,21031204,2018-11-30,2019,129000.14,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,02508-01 NCSE PS 512-10B,02508-01,512,,,0
N0002418C2307,HII-Ingalls,21031203,2018-11-30,2019,129000.14,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,02508-01 NCSE PS 512-10B,02508-01,512,,,0
N0002418C2307,HII-Ingalls,21031202,2019-02-04,2019,118760.58,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,02508-01 NCSE PS 512-10B,02508-01,512,,,0
N0002418C2307,HII-Ingalls,21031201,2025-02-13,2025,106170.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01021-01 STRUCTURAL DOORS,01021-01,,,STRUCTURAL DOORS,2
N0002418C2307,HII-Ingalls,21031200,2021-05-14,2021,99650.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01022-01  HATCHES (DDG-131),01022-01,,,HATCHES,1
N0002418C2307,HII-Ingalls,21031199,2019-11-21,2020,82491.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01022-01  HATCHES (DDG-128),01022-01,,,HATCHES,1
N0002418C2307,HII-Ingalls,21031198,2024-11-22,2025,76850.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01028-01,01028-01,,,,0
N0002418C2307,HII-Ingalls,21031197,2021-06-03,2021,72400.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01028-01,01028-01,,,,0
N0002418C2307,HII-Ingalls,21031196,2024-11-11,2025,55795.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01021-01 STRUCTURAL DOORS,01021-01,,,STRUCTURAL DOORS,2
N0002418C2307,HII-Ingalls,21031195,2024-09-30,2024,49850.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01027-01  SCUTTLES (DDG-133),01027-01,,,SCUTTLES,1
N0002418C2307,HII-Ingalls,21031194,2019-11-22,2020,45481.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01027-01  SCUTTLES (DDG-128),01027-01,,,SCUTTLES,1
N0002418C2307,HII-Ingalls,21031193,2024-09-24,2024,40545.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01021-01 STRUCTURAL DOORS,01021-01,,,STRUCTURAL DOORS,2
N0002418C2307,HII-Ingalls,21031192,2021-02-12,2021,35175.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01022-01  HATCHES (DDG-129),01022-01,,,HATCHES,1
N0002418C2307,HII-Ingalls,21031191,2024-10-01,2025,32605.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01021-01 STRUCTURAL DOORS,01021-01,,,STRUCTURAL DOORS,2
N0002418C2307,HII-Ingalls,21031190,2022-03-01,2022,32140.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,01022-01  HATCHES (DDG-133),01022-01,,,HATCHES,1
N0002418C2307,HII-Ingalls,21031189,2021-04-22,2021,31621.52,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,02515-02 (BELLMOUTH),02515-02,,,,0
N0002418C2307,HII-Ingalls,21031188,2023-11-27,2024,740238.7,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO INC,01021-01 STRUCTURAL DOORS,01021-01,,,STRUCTURAL DOORS,2
N0002418C2307,HII-Ingalls,21031187,2023-11-03,2024,740238.7,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO INC,01021-01 STRUCTURAL DOORS,01021-01,,,STRUCTURAL DOORS,2
N0002418C2307,HII-Ingalls,21031186,2023-11-27,2024,303377.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO INC,01022-01  HATCHES (DDG-139),01022-01,,,HATCHES,1
N0002418C2307,HII-Ingalls,21031185,2023-11-03,2024,303377.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO INC,01022-01  HATCHES (DDG-137),01022-01,,,HATCHES,1
N0002418C2307,HII-Ingalls,21031184,2023-10-19,2024,303377.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO INC,01022-01  HATCHES (DDG-135),01022-01,,,HATCHES,1
N0002418C2307,HII-Ingalls,21031183,2023-10-19,2024,255675.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO INC,01027-01  SCUTTLES (DDG-135),01027-01,,,SCUTTLES,1
N0002418C2307,HII-Ingalls,21031182,2023-11-27,2024,253127.25,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO INC,01027-01  SCUTTLES (DDG-139),01027-01,,,SCUTTLES,1
N0002418C2307,HII-Ingalls,21031181,2023-11-03,2024,253127.25,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO INC,01027-01  SCUTTLES (DDG-137),01027-01,,,SCUTTLES,1
N0002418C2307,HII-Ingalls,21031180,2023-05-11,2023,241735.0,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO INC,01021-01 STRUCTURAL DOORS,01021-01,,,STRUCTURAL DOORS,2
N0002418C2307,HII-Ingalls,21031179,2023-05-18,2023,162853.73,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO INC,02508-01 NCSE PS 512-10B,02508-01,512,,,0
N0002418C2307,HII-Ingalls,21031178,2023-09-28,2023,29130.26,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO INC,02518-01 (DDG-131),02518-01,,,,0
N0002418C2307,HII-Ingalls,21031177,2023-03-29,2023,26630.78,KLDTZDR12ZB7,KLDTZDR12ZB7,JUNIPER ELBOW CO INC,02518-01 (DDG-129),02518-01,,,,0
N0002418C2307,HII-Ingalls,21031176,2023-09-27,2023,5737415.23,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",02002-03 CSE PS 516-10A,02002-03,516,,,0
N0002418C2307,HII-Ingalls,21031175,2022-06-24,2022,3933578.38,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",02002-03 CSE PS 516-10A,02002-03,516,,,0
N0002418C2307,HII-Ingalls,21031174,2022-03-11,2022,2972945.42,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",02002-03 CSE PS 516-10A,02002-03,516,,,0
N0002418C2307,HII-Ingalls,21031173,2023-02-27,2023,642194.0,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",CAPEX: SOW FOR JCNS,,,,CAPEX SOW JCNS,3
N0002418C2307,HII-Ingalls,21031172,2023-11-08,2024,455758.61,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",02002-03 CSE PS 516-10A,02002-03,516,,,0
N0002418C2307,HII-Ingalls,21031171,2023-11-15,2024,384343.94,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",02002-03 CSE PS 516-10A,02002-03,516,,,0
N0002418C2307,HII-Ingalls,21031170,2022-10-20,2023,384343.94,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",02002-03 CSE PS 516-10A,02002-03,516,,,0
N0002418C2307,HII-Ingalls,21031169,2022-10-20,2023,345592.9,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",02002-03 CSE PS 516-10A,02002-03,516,,,0
N0002418C2307,HII-Ingalls,21031168,2022-10-20,2023,345592.9,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",02002-03 CSE PS 516-10A,02002-03,516,,,0
N0002418C2307,HII-Ingalls,21031167,2022-10-20,2023,345592.9,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",02002-03 CSE PS 516-10A,02002-03,516,,,0
N0002418C2307,HII-Ingalls,21031166,2023-09-27,2023,286561.27,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",02002-03 CSE PS 516-10A,02002-03,516,,,0
N0002418C2307,HII-Ingalls,21031165,2023-09-27,2023,286561.27,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",02002-03 CSE PS 516-10A,02002-03,516,,,0
N0002418C2307,HII-Ingalls,21031164,2023-09-27,2023,286561.27,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",02002-03 CSE PS 516-10A,02002-03,516,,,0
N0002418C2307,HII-Ingalls,21031163,2022-09-28,2022,276536.0,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",02002-03 CSE PS 516-10A,02002-03,516,,,0
N0002418C2307,HII-Ingalls,21031162,2022-10-20,2023,256611.55,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",02002-03 CSE PS 516-10A,02002-03,516,,,0
N0002418C2307,HII-Ingalls,21031161,2023-11-20,2024,221350.6,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",TMR REBUY ES012 10736,,,,,0
N0002418C2307,HII-Ingalls,21031160,2024-03-01,2024,198102.0,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC","TMR ES012 3763,64,65,393",,,,,0
N0002418C2307,HII-Ingalls,21031159,2023-09-27,2023,176157.32,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",02002-03 CSE PS 516-10A,02002-03,516,,,0
N0002418C2307,HII-Ingalls,21031158,2023-09-27,2023,176157.32,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",02002-03 CSE PS 516-10A,02002-03,516,,,0
N0002418C2307,HII-Ingalls,21031157,2023-09-28,2023,176157.32,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",02002-03 CSE PS 516-10A,02002-03,516,,,0
N0002418C2307,HII-Ingalls,21031156,2024-11-07,2025,111870.66,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",REBUY ES012 15349 / DDG128,,,DDG128,,0
N0002418C2307,HII-Ingalls,21031155,2024-03-18,2024,87943.0,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",TMR REBUY ES012 11500,,,,,0
N0002418C2307,HII-Ingalls,21031154,2023-10-04,2024,80997.1,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",REBUY S012 R-344266 / LPD29,,,,LPD,1
N0002418C2307,HII-Ingalls,21031153,2023-10-23,2024,79995.26,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",TMR REBUY 10180-10185,,,,,0
N0002418C2307,HII-Ingalls,21031152,2024-04-03,2024,56435.0,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",REBUY ESO12 10305,,,,ESO,1
N0002418C2307,HII-Ingalls,21031151,2023-03-27,2023,42246.74,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",TMR REBUY S012 382072,,,,,0
N0002418C2307,HII-Ingalls,21031150,2022-08-29,2022,41612.34,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",TMR REBUY S012 390891,,,,,0
N0002418C2307,HII-Ingalls,21031149,2023-10-20,2024,41536.5,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC","TMR REBUY ESO12 10705, 10707",,,,ESO,1
N0002418C2307,HII-Ingalls,21031148,2024-08-23,2024,34871.01,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",REBUY S012 R-500416 / DDG128,,,DDG128,,0
N0002418C2307,HII-Ingalls,21031147,2024-07-26,2024,34487.22,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",REBUY ES012 13315 13316,,,,,0
N0002418C2307,HII-Ingalls,21031146,2023-11-06,2024,28479.32,SLD5KEGGLLZ3,,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",TMR REBUY ESO12 10707,,,,ESO,1
N0002418C2307,HII-Ingalls,21031145,2018-11-08,2019,44702.0,R1M8JJH7J5W5,,"JOHNSON BRASS & MACHINE FOUNDRY, INC.",05248-01 (DDG-128),05248-01,,,,0
N0002418C2307,HII-Ingalls,21031144,2018-11-08,2019,44702.0,R1M8JJH7J5W5,,"JOHNSON BRASS & MACHINE FOUNDRY, INC.",05248-01 (DDG-128),05248-01,,,,0
N0002418C2307,HII-Ingalls,21031143,2024-12-16,2025,1204350.0,KNEFNMWXBK39,KNEFNMWXBK39,JO-KELL INC.,08254-01  DDG133,08254-01,,DDG133,,0
N0002418C2307,HII-Ingalls,21031142,2019-02-08,2019,1151100.08,KNEFNMWXBK39,KNEFNMWXBK39,JO-KELL INC.,08253-01 (DDG129),08253-01,,DDG129,,0
N0002418C2307,HII-Ingalls,21031141,2019-02-08,2019,1149817.76,KNEFNMWXBK39,KNEFNMWXBK39,JO-KELL INC.,08253-01 (DDG128),08253-01,,DDG128,,0
N0002418C2307,HII-Ingalls,21031140,2024-12-16,2025,562404.58,KNEFNMWXBK39,KNEFNMWXBK39,JO-KELL INC.,08254-01  DDG135,08254-01,,DDG135,,0
N0002418C2307,HII-Ingalls,21031139,2024-11-27,2025,382850.0,KNEFNMWXBK39,KNEFNMWXBK39,JO-KELL INC.,REBUY S012 R-500712 / DDG129,,,DDG129,,0
N0002418C2307,HII-Ingalls,21031138,2021-10-20,2022,244615.43,KNEFNMWXBK39,KNEFNMWXBK39,JO-KELL INC.,08254-01  DDG128,08254-01,,DDG128,,0
N0002418C2307,HII-Ingalls,21031137,2021-06-17,2021,178287.0,KNEFNMWXBK39,KNEFNMWXBK39,JO-KELL INC.,04022-01 NCSE 314-02B (COA4),04022-01,,,,0
N0002418C2307,HII-Ingalls,21031136,2021-04-08,2021,173276.0,KNEFNMWXBK39,KNEFNMWXBK39,JO-KELL INC.,04022-01 NCSE 314-02B (COA4),04022-01,,,,0
N0002418C2307,HII-Ingalls,21031135,2021-03-11,2021,173276.0,KNEFNMWXBK39,KNEFNMWXBK39,JO-KELL INC.,04020-01 NCSE PS 314-01A,04020-01,314,,,0
N0002418C2307,HII-Ingalls,21031134,2024-11-18,2025,80590.86,KNEFNMWXBK39,KNEFNMWXBK39,JO-KELL INC.,08254-08  DDG133,08254-08,,DDG133,,0
