uei,name,dollars_total_$M,dollars_submarines_$M,dollars_ddg_$M,records,foreign,enriched,sam_match,reg_status,org_structure_desc,primary_naics_6,primary_naics_4,naics_count,all_naics_6,psc_count,psc_list,immediate_owner,highest_owner,cage,exclusion,business_types
C9C6HPQLL4A8,CATERPILLAR INC.,23.642,23.642,0.0,28,no,yes,Active,Active,Manufacturer of Goods,333120,3331,22,221114;333120;333131;333132;333618;333922;333924;333995;334511;335312;335999;336120;336350;336992;423490;423810;423830;423860;532412;561210;611430;611519,0,,,,11083,N,For Profit Organization;Business or Organization;Manufacturer of Goods
U23DM4ULNLS3,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,23.484,5.769,17.715,5,no,yes,Active,Active,Manufacturer of Goods,336611,3366,3,336611;488390;541330,0,,"BAE SYSTEMS, INC.",BAE SYSTEMS PLC,64745,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
FGNQE3RF1FK5,"MORPAC INDUSTRIES, INC.",23.333,0.0,23.333,34,no,yes,Active,Active,Subchapter S Corporation,332911,3329,5,332911;334419;335312;335314;335999,0,,,,66822,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
E9DKKLZNCQS9,AISH TECHNOLOGIES LTD,22.454,22.454,0.0,21,yes,yes,Active,Active,Manufacturer of Goods,334419,3344,5,332510;334419;334511;335999;339999,0,,"DC CAPITAL PARTNERS FUND III GP, LLC",,K0735,N,For Profit Organization;Business or Organization;Manufacturer of Goods
TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",22.439,22.439,0.0,122,no,yes,Active,Active,Subchapter S Corporation,332999,3329,9,238120;331210;331221;332312;332313;332420;332710;332996;332999,0,,,,07MM0,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
E84NNWLU6RK3,HAMILL MANUFACTURING COMPANY,22.285,22.285,0.0,7,no,yes,Active,Active,Subchapter S Corporation,332710,3327,9,221113;332710;332721;332722;336412;336413;336414;336415;336611,0,,,,17661,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
LB1XJ5UY5961,IMO INDUSTRIES INC.,22.256,22.256,0.0,26,no,yes,NO_RECORD,,,,,0,,0,,,,,,
X6N2CNV552X7,"OCEANEERING INTERNATIONAL, INC.",21.789,21.789,0.0,81,no,yes,Active,Active,,336611,3366,4,237990;336611;541330;561990,0,,OCEANEERING INTERNATIONAL INC,,4J950,N,For Profit Organization;Business or Organization
WVW5FMYALEL6,"PLAINVILLE ELECTRICAL PRODUCTS COMPANY, THE",21.764,21.36,0.404,22,no,yes,Active,Active,Manufacturer of Goods,335313,3353,1,335313,0,,,,47750,N,For Profit Organization;Business or Organization;Manufacturer of Goods
SKKACASET588,DYNALEC CORPORATION,21.579,3.509,18.07,231,no,yes,Active,Active,Subchapter S Corporation,334290,3342,5,334210;334290;334310;334419;334511,0,,,,12763,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
QNF5KM7YJSN7,"SOUTHCOAST WELDING & MANUFACTURING, LLC",21.254,0.0,21.254,81,no,yes,Active,Active,Manufacturer of Goods,336611,3366,8,332312;332321;332323;332710;332721;332999;336611;541330,1,1905,,,3YXD4,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
GLU5BML5XQK2,Romey Paul Ventures LLC,20.92,20.92,0.0,10,no,yes,NO_RECORD,,,,,0,,0,,,,,,
CW48SQ7KJX68,"CRAFT MACHINE WORKS, INC.",19.982,19.481,0.501,58,no,yes,Active,Active,Manufacturer of Goods,336611,3366,16,331210;332312;332313;332420;332439;332510;332710;332721;333120;333514;335312;336413;336419;336611;336992;811310,0,,,,31913,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
G78MQ69BN636,AIRCRAFT APPLIANCES AND EQUIPMENT LIMITED,18.771,0.0,18.771,84,yes,yes,Active,Active,Manufacturer of Goods,332420,3324,2,332420;335312,4,AC31;AC33;AH32;AH34,"TRIDENT MARITIME SYSTEMS, INC.","JFL GP INVESTORS III, LLC",35076,N,For Profit Organization;Business or Organization;Manufacturer of Goods
C256E427Q518,"DELTAK MANUFACTURING, INC.",18.68,18.68,0.0,6,no,yes,Active,Active,,332323,3323,2,332312;332323,0,,,,6UL20,N,For Profit Organization;Business or Organization
MF1LU8RPCMB8,"RANOR, INC.",18.418,18.418,0.0,106,no,yes,Active,Active,Manufacturer of Goods,332313,3323,5,332313;332420;332439;332710;332999,0,,TECHPRECISION CORPORATION,,6Y869,N,For Profit Organization;Business or Organization;Manufacturer of Goods
FMC8BKMNMKF2,"FLUID CONDITIONING PRODUCTS, INC.",18.271,18.271,0.0,106,no,yes,Active,Active,Manufacturer of Goods,339999,3399,4,336412;336413;336611;339999,0,,,,94592,N,For Profit Organization;Veteran-Owned Business;Business or Organization;Manufacturer of Goods;Service-Disabled Veteran-Owned Business
MEMSWT1LFU18,JERED LLC,17.859,0.0,17.859,36,no,yes,Active,Active,Manufacturer of Goods,332312,3323,3,332312;336611;541330,0,,"PAR SYSTEMS, LLC","PMGH HOLDINGS, INC.",98523,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
DA1PDLWQ7BH4,BEAST CODE LLC,17.572,17.572,0.0,18,no,yes,Active,Active,Subchapter S Corporation,513210,5132,7,332993;334511;513210;541330;541511;541512;541715,0,,,,742A2,N,For Profit Organization;Business or Organization;Subchapter S Corporation
JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",17.134,15.694,1.441,71,no,yes,Active,Active,Manufacturer of Goods,331529,3315,15,331420;331511;331513;331529;332710;332811;332991;333618;333921;333923;336412;336510;336611;336612;336992,0,,,,93812,N,For Profit Organization;Business or Organization;Manufacturer of Goods
JKPCAKFW8X93,AMERICAST TECHNOLOGIES INC,17.001,16.214,0.787,28,no,yes,Inactive,Inactive,Manufacturer of Goods,,,1,331513,5,1140;2040;2825;2950;9640,,,4ZFC0,N,For Profit Organization;Business or Organization;Manufacturer of Goods
HLFDNJU7KXJ1,BOGUE SYSTEMS INC.,16.95,0.0,16.95,54,no,yes,Active,Active,Manufacturer of Goods,335311,3353,3,335311;335312;335999,0,,,,0BXF1,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Manufacturer of Goods
H11HD5VHGHN3,LOCKHEED MARTIN CORPORATION,16.62,16.069,0.551,21,no,yes,Active,Active,Manufacturer of Goods,334511,3345,4,334511;541330;541690;541715,0,,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORP,03538,N,For Profit Organization;Business or Organization;Manufacturer of Goods
XDF1FRDG8KK4,"FOSTER-MILLER, INC.",16.421,16.421,0.0,23,no,yes,Active,Active,Manufacturer of Goods,336413,3364,10,315990;332216;334511;334519;336413;336992;339999;541330;541715;811310,0,,QINETIQ INC.,QINETIQ,30233,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
LCZDJ6YPNYG6,MARTIN ENERGY SERVICES LLC,15.59,0.0,15.59,27,no,yes,Active,Active,Limited Liability Company,424710,4247,1,424710,1,M1NA,MARTIN RESOURCE MANAGEMENT CORPORATION,,3R839,N,For Profit Organization;Business or Organization;Limited Liability Company
WXRTZLL25AE5,"SEEMANN COMPOSITES, INC.",15.424,15.351,0.073,36,no,yes,Active,Active,Manufacturer of Goods,325991,3259,5,325991;332721;334511;336999;541715,0,,KARMAN HOLDINGS LLC,KARMAN HOLDINGS INC.,0EXM6,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
G319AMB56SW5,"901 D, LLC",15.404,15.331,0.073,91,no,yes,Active,Active,Manufacturer of Goods,332999,3329,4,332999;334419;334511;541330,10,2010;2090;5340;5895;5975;AR11;J020;R408;R425;R706,"CURTISS-WRIGHT CONTROLS, INC.",CURTISS-WRIGHT CORPORATION,1NPW9,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
LPWJLN5JQPW4,SHEFFIELD FORGEMASTERS ENGINEERING LIMITED,15.209,15.209,0.0,5,yes,yes,?,,,,,0,,0,,SHEFFIELD FORGEMASTERS INTERNATIONAL LIMITED,,,,
ELC5EVMWFVM8,"LAKE SHORE SYSTEMS, INC.",14.998,0.0,14.998,69,no,yes,Active,Active,Manufacturer of Goods,336611,3366,13,332312;332313;332321;332420;332510;332710;332721;332722;332999;333921;333922;333923;336611,0,,"LAKE SHORE SYSTEMS HOLDINGS, LLC","JFL GP INVESTORS IV, LLC",34712,N,For Profit Organization;Business or Organization;Manufacturer of Goods
N5BYYW3MMFP7,"HUTCHINSON AEROSPACE & INDUSTRY, INC.",14.668,14.668,0.0,14,no,yes,Active,Active,Manufacturer of Goods,326291,3262,7,326291;332312;332439;332510;332722;335999;339991,0,,HUTCHINSON CORPORATION,TOTAL SA,81860,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
W3KUJLTCRLV1,AMMCON CORP.,14.579,14.579,0.0,213,no,yes,Inactive,Inactive,Manufacturer of Goods,332919,3329,1,332919,0,,"FAIRBANKS MORSE, LLC","ARCLINE FM HOLDINGS, LLC",6W889,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",14.54,6.048,8.492,131,no,yes,Active,Active,Subchapter S Corporation,332911,3329,1,332911,6,3020;4810;4820;5330;5331;6680,,,0AZ22,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
D7HNEN3DAN36,LEHIGH HEAVY FORGE CORPORATION,14.374,14.374,0.0,21,no,yes,Active,Active,Subchapter S Corporation,332111,3321,1,332111,0,,WHEMCO HOLDINGS INC,PARK CORPORATION,1GXA7,N,For Profit Organization;Business or Organization;Subchapter S Corporation
QCFDU4MA1444,A/Z CORPORATION,14.143,14.143,0.0,34,no,yes,Active,Active,Subchapter S Corporation,236210,2362,6,236210;236220;238110;238210;238220;238320,0,,CIANBRO CORPORATION,THE CIANBRO COMPANIES,1ND67,N,For Profit Organization;Business or Organization;Subchapter S Corporation
GE4GA2B9JYF9,"MERRILL TECHNOLOGIES GROUP, LLC",14.097,14.097,0.0,53,no,yes,Active,Active,Manufacturer of Goods,332999,3329,9,332114;332312;332313;332420;332911;332999;333120;333514;336992,0,,"KEEL PLATFORM, LLC","ARLINGTON CAPITAL PARTNERS VI, L.P.",5VGF8,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
WESDY4U81NP8,"TRIDENT MARITIME SYSTEMS - CAC, LLC",13.603,13.603,0.0,75,no,yes,Active,Active,Manufacturer of Goods,332996,3329,9,331313;331318;331420;331491;332111;332112;332431;332996;333517,3,2010;4710;9540,"LAKE SHORE SYSTEMS, INC.","TRIDENT MARITIME SYSTEMS, INC.",9MK59,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
HW4GNCTLLAM4,GENERAL ATOMICS,13.538,13.538,0.0,1,no,yes,Active,Active,Manufacturer of Goods,332312,3323,10,332312;332439;332721;333612;334416;334418;335312;336413;336419;562910,0,,GENERAL ATOMICS,TENAYA CORPORATION,4US81,N,For Profit Organization;Business or Organization;Manufacturer of Goods
V8HGGNTGDH59,PEERLESS MFG. CO.,13.496,0.0,13.496,17,no,yes,Active,Active,Manufacturer of Goods,332312,3323,4,332312;332313;332322;332999,0,,CECO ENVIRONMENTAL CORP,,46219,N,For Profit Organization;Business or Organization;Manufacturer of Goods
LGL1LNBH8KM5,"GRISWOLD INDUSTRIES, CO.",13.375,0.102,13.273,102,no,yes,Active,Active,Subchapter S Corporation,332911,3329,5,331511;331512;331513;332911;332919,0,,,,86184,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
DWUHNL9BC3U7,"HOWELL LABORATORIES, INC.",13.05,0.0,13.05,38,no,yes,Active,Active,Subchapter S Corporation,333415,3334,5,332812;333310;333415;333998;334513,0,,,,22501,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,12.825,0.0,12.825,70,no,yes,Active,Active,Manufacturer of Goods,332322,3323,11,238220;332312;332313;332321;332322;332439;332510;332996;332999;334512;336611,0,,,,97537,N,For Profit Organization;Business or Organization;Manufacturer of Goods
EVZMB1757DW5,"STEELFAB, INC.",12.715,4.012,8.703,8,no,yes,Active,Active,Subchapter S Corporation,332312,3323,1,332312,0,,,,5AQG0,N,For Profit Organization;Business or Organization;Subchapter S Corporation
TZLXM3NCC7D1,EXIDE TECHNOLOGIES,12.673,12.673,0.0,3,no,yes,NO_RECORD,,,,,0,,0,,,,,,
LG88NCWJ3A95,"YOUNG ENGINEERING & MANUFACTURING, INC.",12.629,12.629,0.0,29,no,yes,Active,Active,Manufacturer of Goods,332420,3324,1,332420,0,,,,0GFE1,N,Minority-Owned Business;For Profit Organization;Business or Organization;Asian-Pacific American Owned;DOT Certified DBE;Manufacturer of Goods
WPP2ABN6UCF5,"L3 TECHNOLOGIES, INC.",12.551,11.862,0.69,57,no,yes,Active,Active,Manufacturer of Goods,334290,3342,9,334210;334290;334412;334418;334511;334513;334519;335313;335999,0,,"L3 TECHNOLOGIES, INC.","L3HARRIS TECHNOLOGIES, INC.",28199,N,For Profit Organization;Business or Organization;Manufacturer of Goods
H4ZMPGLLZ8D9,"ARTCRAFT FABRICATORS, INC.",12.211,0.636,11.575,14,no,yes,Active,Active,Subchapter S Corporation,332710,3327,1,332710,0,,,,3G600,N,For Profit Organization;Business or Organization;Subchapter S Corporation
R9EYKGK8NKA5,"NUFLO, INC.",11.952,11.952,0.0,15,no,yes,Inactive,Inactive,Manufacturer of Goods,332710,3327,3,332710;332919;332996,2,4710;4730,,,3BZG7,N,For Profit Organization;Business or Organization;Manufacturer of Goods
ZFNUGJEGR2Q9,INGERSOLL MACHINE TOOLS INC,11.917,11.917,0.0,1,no,yes,Active,Active,Manufacturer of Goods,333517,3335,1,333517,0,,,,3KJE4,N,For Profit Organization;Business or Organization;Manufacturer of Goods
RYRLL49HWN65,BAKER SHEET METAL CORPORATION,11.743,11.216,0.527,60,no,yes,Active,Active,Subchapter S Corporation,332322,3323,6,332313;332321;332322;332323;332999;337215,0,,,,3D527,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",11.698,11.698,0.0,177,no,yes,Active,Active,Subchapter S Corporation,332710,3327,7,332710;332721;332911;332912;332919;333514;541715,13,1040;2010;2090;3020;3120;4730;4820;5120;5310;5975;6680;AC11;AC12,,,29030,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
MKDGDE6K34N5,"D. W. CLARK, INC.",11.54,11.54,0.0,58,no,yes,Active,Active,Subchapter S Corporation,331513,3315,2,331513;331529,3,2825;3120;9640,,,5A043,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
Y7N4SPXNK115,ARCELORMITTAL USA LLC,11.511,11.511,0.0,31,no,yes,?,,,,,0,,0,,CLIFFS STEEL INC,CLEVELAND-CLIFFS INC.,,,
ENNXJDZUYCK3,MARMON AEROSPACE & DEFENSE LLC,11.505,0.0,11.505,1,no,yes,Active,Active,Manufacturer of Goods,335929,3359,1,335929,0,,,,61123,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
NTREK31GP8N3,KSARIA CORPORATION,11.339,11.281,0.058,39,no,yes,Active,Active,Manufacturer of Goods,334417,3344,9,334210;334220;334290;334417;334419;335921;335929;493190;541330,0,,KSARIA HOLDING CORPORATION,ITT INCORPORATION,3ET44,N,For Profit Organization;Business or Organization;Manufacturer of Goods
FLMQAKFEMG64,INDEECO LLC,11.174,0.375,10.799,61,no,yes,Active,Active,Manufacturer of Goods,333414,3334,1,333414,1,4520,ASPEQ HEATING GROUP LLC,"SPX ENTERPRISES, LLC",74924,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
GUD4TJE3FN31,CIRCOR PUMPS NORTH AMERICA LLC,11.007,11.007,0.0,9,no,yes,Active,Active,Manufacturer of Goods,333914,3339,1,333914,1,J043,CIRCOR INTL INC,,59180,N,For Profit Organization;Business or Organization;Manufacturer of Goods
N6P1AGPMV456,EVAC NORTH AMERICA INC.,10.902,0.125,10.778,32,no,yes,Active,Active,Manufacturer of Goods,333310,3333,2,333310;333914,0,,ALLOUEZ (US) ACQUISITIONS CORP,BEV NOMINEES LIMITED,47WD8,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
DQ35GXAUTW61,"INDUSTRIAL CORROSION CONTROL, INC.",10.791,0.0,10.791,41,no,yes,Active,Active,Subchapter S Corporation,238320,2383,3,238320;238990;562910,0,,,,08AA4,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Subchapter S Corporation
E3YNKWRANZ18,"AQUA-CHEM, INC.",10.773,5.26,5.514,21,no,yes,Active,Active,Manufacturer of Goods,332410,3324,10,332410;332420;332439;332996;333248;333993;335931;335999;336611;339991,3,2090;N020;Z2ED,"NSI NORTH AMERICA, INC.",EQT AB,0EXU3,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
ZA1KMNAJMVT3,SURFACE TECHNOLOGIES CORPORATION,10.67,0.0,10.67,43,no,yes,Active,Active,,336611,3366,3,238320;238330;336611,0,,,,1DZ42,N,For Profit Organization;Business or Organization
JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC",10.627,4.407,6.22,108,no,yes,Active,Active,Subchapter S Corporation,334513,3345,8,334513;334514;334515;334519;335999;423840;811210;811310,1,6685,,,53986,N,For Profit Organization;Business or Organization;Subchapter S Corporation
UMQ8KHJJUBN6,"KOIKE ARONSON, INC.",10.622,10.622,0.0,13,no,yes,Inactive,Inactive,,333992,3339,3,333514;333991;333992,0,,,,95226,N,For Profit Organization;Business or Organization
TSCZLHCGNQ53,FACET (OKLAHOMA) LLC,10.454,0.0,10.454,32,no,yes,Active,Active,Manufacturer of Goods,333998,3339,2,333998;423860,0,,"DONALDSON COMPANY, INC.",,87405,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Manufacturer of Goods
FWF8QBPCGLG3,GENERAL TOOL COMPANY,10.435,9.564,0.871,59,no,yes,Active,Active,Manufacturer of Goods,336419,3364,14,332420;332993;333413;333611;333618;333992;334511;336412;336413;336415;336419;336611;336992;336999,0,,,,96454,N,For Profit Organization;Business or Organization;Manufacturer of Goods
EDNNTCM7SUS8,"INTERNATIONAL MARINE AND INDUSTRIAL APPLICATORS, LLC",10.392,3.245,7.147,41,no,yes,Active,Active,Limited Liability Company,336611,3366,2,336611;562910,0,,ARMADA PARENT INC,ARMADA TOPCO INC,50VU1,N,For Profit Organization;Business or Organization;Limited Liability Company
C1B6X8AADFB1,"COMSACO, INC.",10.136,5.54,4.595,41,no,yes,Active,Active,Manufacturer of Goods,335999,3359,4,334419;335311;335313;335999,0,,"U.S. PIONEER, L.L.C.",,57626,N,For Profit Organization;Business or Organization;Manufacturer of Goods
CN4DJZSKM3Y3,"PENNSYLVANIA MACHINE WORKS, INC.",10.11,10.11,0.0,208,no,yes,Active,Active,Manufacturer of Goods,332996,3329,2,332919;332996,0,,LPW GROUP HOLDINGS INC.,"OAKTREE CAPITAL GROUP HOLDINGS GP, LLC",3K374,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
HSV2N9ACRTJ6,PENTAIR VALVES & CONTROLS US LP,10.009,10.009,0.0,120,no,yes,Active,Active,Manufacturer of Goods,332911,3329,1,332911,1,4820,PENTAIR VALVES & CONTROLS US LP,EMERSON U.S. & WORLD HEADQUARTERS EMERSON ELECTRIC CO.,15187,N,For Profit Organization;Business or Organization;Manufacturer of Goods
QYKAR7MJJXL7,"MEGGITT SAFETY SYSTEMS, INC.",10.003,0.0,10.003,16,no,yes,Active,Active,Manufacturer of Goods,336412,3364,5,336412;336413;336415;336419;336992,1,4210,PARKER-HANNIFIN CORPORATION,,25693,N,For Profit Organization;Business or Organization;Manufacturer of Goods
GR2CKSBB4MB5,LENAPE FORGED PRODUCTS CORP.,9.988,9.988,0.0,59,no,yes,Active,Active,Manufacturer of Goods,332112,3321,4,332111;332112;332811;333519,0,,CONSOLIDATED INDUSTRIES ACQUISITION CORPORATION,AMERICAN INDUSTRIAL ACQUISITION CORP,13871,N,For Profit Organization;Business or Organization;Manufacturer of Goods
EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",9.917,0.0,9.917,56,no,yes,Inactive,Inactive,Subchapter S Corporation,336611,3366,11,332119;332312;332313;332321;332322;332439;332710;332999;336611;336612;339999,0,,,,62739,N,For Profit Organization;Business or Organization;Subchapter S Corporation
JAXJSTJJSP74,RAYTHEON BBN TECHNOLOGIES CORP.,9.883,9.883,0.0,10,no,yes,Active,Active,,541715,5417,11,334220;334511;336992;339999;541330;541511;541512;541519;541713;541715;541930,0,,RAYTHEON COMPANY,,3U6L5,N,For Profit Organization;Business or Organization
RMLGMBGNPCC8,"KINGSBURY, INC.",9.869,0.0,9.869,20,no,yes,Active,Active,Manufacturer of Goods,333613,3336,3,331492;332991;333613,1,3040,,,75333,N,For Profit Organization;Business or Organization;Manufacturer of Goods
J8PKNJEX2MS2,"LOCKWOOD BROTHERS, INC.",9.817,9.817,0.0,16,no,yes,Inactive,Inactive,Subchapter S Corporation,483113,4831,9,238990;483111;483113;484110;484220;484230;488510;532411;541618,5,V112;V114;V115;W020;W035,,,2D658,N,For Profit Organization;Business or Organization;Subchapter S Corporation
