uei,name,dollars_total_$M,dollars_submarines_$M,dollars_ddg_$M,records,foreign,enriched,sam_match,reg_status,org_structure_desc,primary_naics_6,primary_naics_4,naics_count,all_naics_6,psc_count,psc_list,immediate_owner,highest_owner,cage,exclusion,business_types
R7JLC1Y2PLJ1,SCHROEDER INDUSTRIES LLC,1.01,1.01,0.0,7,no,yes,Active,Active,Manufacturer of Goods,339999,3399,3,333995;333996;339999,0,,HYDAC TECHNOLOGY CORP,INTHOL BETEILIGUNGS- UND VERWALTUNGSGESELLSCHAFT MBH,08832,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
ZFN2JJXBLZT3,LOCKHEED MARTIN CORPORATION,1.001,0.0,1.001,8,no,yes,Active,Active,Manufacturer of Goods,336411,3364,11,336411;336414;336611;488190;541330;541511;541512;541690;921190;927110;928110,0,,,,02GJ5,N,For Profit Organization;Business or Organization;Manufacturer of Goods
CKV2L9GZKJK3,DELOITTE CONSULTING LLP,0.999,0.999,0.0,1,no,yes,Active,Active,,541611,5416,62,325412;332993;334118;334511;334512;423850;488190;493110;512110;513210;517810;518210;519290;522310;523150;524114;524128;531210;541211;541219;541330;541420;541511;541512;541513;541519;541611;541612;541613;541614;541618;541620;541690;541714;541715;541720;541810;541820;541850;541910;541990;561110;561210;561311;561312;561422;561499;561611;561990;611310;611420;611430;611699;611710;621111;621999;622110;624190;624310;813319;921190;928110,0,,DELOITTE LLP,,1TTG5,N,For Profit Organization;Business or Organization
RGC3LKCE74R6,ENERPAC CORPORATION,0.991,0.991,0.0,2,no,yes,?,,,,,0,,0,,,,,,
KMP7FYJJV3N3,"PRYSMIAN CABLES AND SYSTEMS USA, LLC",0.983,0.983,0.0,3,no,yes,Active,Active,Manufacturer of Goods,331420,3314,13,237130;331222;331318;331420;331491;332618;334417;334419;335311;335921;335929;335999;336419,0,,,,71102,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
CSB6FUPJ5TC1,"TDS AUTOMATION, INC.",0.978,0.978,0.0,6,no,yes,Active,Active,Subchapter S Corporation,332999,3329,5,332710;332999;333514;336999;541330,0,,DOERFER CORP,,5A9G8,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
X96XQ88UFHM5,Maria Do Carmo De Albuquerque Lins Me,0.978,0.978,0.0,2,yes,yes,NO_RECORD,,,,,0,,0,,,,,,
JA3LXNZMCTA9,KK MOLD DESIGN & MACHINING LLC,0.973,0.973,0.0,2,no,yes,Active,Active,Subchapter S Corporation,332710,3327,5,332710;332721;333511;333514;541330,4,1680;1990;2090;2590,,,6YQY6,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
D9T3VK42BLV7,"MILWAUKEE COMPOSITES, INC.",0.968,0.0,0.968,5,no,yes,Active,Active,Manufacturer of Goods,326130,3261,2,326130;326199,1,9330,,,7T2B6,N,For Profit Organization;Business or Organization;Manufacturer of Goods
LN8JD2HB57K5,"PATRIOT ELECTRONICS, INC.",0.963,0.963,0.0,20,no,yes,Inactive,Inactive,,423690,4236,1,423690,1,5999,,,6N069,N,Self Certified Small Disadvantaged Business;For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization
S3NBXGNJ5433,"PCNET, INC.",0.958,0.958,0.0,14,no,yes,Active,Active,Subchapter S Corporation,423430,4234,4,423430;541512;541513;541519,17,7A20;7A21;7B20;7B21;7B22;7C20;7C21;7D20;7E20;7E21;7F20;7G20;7G21;7G22;7H20;7J20;7K20,,,0ZXJ7,N,Minority-Owned Business;Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;DOT Certified DBE;Hispanic American Owned;Subchapter S Corporation
N28CNQT19JY9,"USC CONSULTING GROUP, LLC",0.938,0.938,0.0,1,no,yes,Inactive,Inactive,,541614,5416,1,541614,1,R799,,,320T7,N,For Profit Organization;Business or Organization
TXHLDCPC95J3,"C. V. TOOL COMPANY, INC.",0.938,0.938,0.0,37,no,yes,Active,Active,Manufacturer of Goods,332710,3327,5,332710;332721;333514;333611;336413,0,,,,0GPC1,N,For Profit Organization;Business or Organization;Manufacturer of Goods
HNJDANSKDZK9,"SPECTRONICS, INC.",0.935,0.0,0.935,23,no,yes,?,,,,,0,,0,,,,,,
DEGHQRGPKTQ8,PARKER-HANNIFIN CORPORATION,0.935,0.935,0.0,3,no,yes,Inactive,Inactive,Manufacturer of Goods,333999,3339,1,333999,0,,PARKER-HANNIFIN CORPORATION,,05779,N,For Profit Organization;Business or Organization;Manufacturer of Goods
V25NZRTBX3R3,"SIEMENS GOVERNMENT TECHNOLOGIES, INC.",0.906,0.906,0.0,2,no,yes,NO_RECORD,,,,,0,,0,,,,,,
W547TUQXJ8Y4,CARVER PUMP COMPANY,0.902,0.552,0.35,10,no,yes,Active,Active,Manufacturer of Goods,333914,3339,3,333914;333996;336611,1,4320,,,10941,N,For Profit Organization;Business or Organization;Manufacturer of Goods
WW6HFEMKWPC5,FRIES SPINNING & STAMPINGS INC,0.892,0.892,0.0,22,no,yes,Active,Active,Manufacturer of Goods,332119,3321,3,332119;332312;332322,0,,,,7Y781,N,For Profit Organization;Business or Organization;Manufacturer of Goods
GXK6HT9PN3P9,KAMATICS CORPORATION,0.886,0.886,0.0,39,no,yes,Active,Active,Manufacturer of Goods,332721,3327,5,332710;332721;332991;336412;336413,0,,"KAMAN AEROSPACE GROUP, INC.",KAMAN CORPORATION,50632,N,For Profit Organization;Business or Organization;Manufacturer of Goods
FNBNKXCC3QD8,SUPERBOLT INC.,0.883,0.883,0.0,7,no,yes,Active,Active,Manufacturer of Goods,332722,3327,2,332710;332722,4,5306;5307;5310;5325,NORD LOCK INC,INVESTMENT AB LATOUR,0S9Z9,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
NKUARJG8E2E8,ROSCID TECHNOLOGIES,0.882,0.882,0.0,4,no,yes,Active,Active,Manufacturer of Goods,334513,3345,4,334512;334513;334516;334519,1,6685,,,6UKX5,N,For Profit Organization;Business or Organization;Manufacturer of Goods
CERUMMHMPXZ9,"CONAM INSPECTION AND ENGINEERING SERVICES, INC.",0.878,0.878,0.0,5,no,yes,Active,Active,Manufacturer of Goods,541380,5413,1,541380,0,,MISTRAS GROUP INC,,4NXS0,N,For Profit Organization;Business or Organization;Manufacturer of Goods
S4ZAF64LJ1G3,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",0.877,0.0,0.877,4,no,yes,Active,Active,,334220,3342,20,111110;334111;334210;334220;334290;334419;334511;334515;335999;336419;513210;517410;541330;541511;541512;541513;541519;541618;541715;611430,0,,GENERAL DYNAMICS GOVERNMENT SYSTEMS CORPORATION,GENERAL DYNAMICS CORPORATION,04655,N,For Profit Organization;Business or Organization
S9FENR91JGV9,THE CARONDELET FOUNDRY CORPORATION,0.868,0.868,0.0,4,no,yes,Active,Active,Manufacturer of Goods,331513,3315,1,331513,0,,"METALTEK INTERNATIONAL, INC.",,4Y861,N,For Profit Organization;Business or Organization;Manufacturer of Goods
XRN4L5GSHNJ5,MASON ELECTRIC COMPANY,0.858,0.858,0.0,7,no,yes,Active,Active,Manufacturer of Goods,336413,3364,2,334511;336413,4,1680;5930;6150;6625,TRANSDIGM INC,TRANSDIGM GROUP INC,81579,N,For Profit Organization;Business or Organization;Manufacturer of Goods
FDMCABKJFNE8,"MINE SAFETY APPLIANCES COMPANY, LLC",0.856,0.856,0.0,3,no,yes,Inactive,Inactive,Manufacturer of Goods,339113,3391,11,315220;315240;333912;333999;334511;334512;334513;339113;339920;423490;561210,3,4240;6665;8415,,,8F723,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
UES5F4AAZJK5,"DONALDSON COMPANY, INC.",0.854,0.52,0.334,15,no,yes,Active,Active,Manufacturer of Goods,333413,3334,14,332912;332999;333413;333618;333995;336390;336411;336412;336413;336611;336612;336992;336999;339999,0,,,,18265,N,For Profit Organization;Business or Organization;Manufacturer of Goods
W2H3SYSJNLK5,Arastaff,0.846,0.0,0.846,10,no,yes,NO_RECORD,,,,,0,,0,,,,,,
TT9AGM31ZHM5,"BURK-KLEINPETER, INC.",0.836,0.0,0.836,3,no,yes,Active,Active,Subchapter S Corporation,541330,5413,1,541330,0,,,,0GL22,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Subchapter S Corporation
SFD8QNU62LD3,INSULATED WIRE INC.,0.834,0.834,0.0,8,no,yes,Active,Active,Manufacturer of Goods,335929,3359,1,335929,0,,INSULATED WIRE INC.,,0HRT9,N,For Profit Organization;Business or Organization;Small Business Joint Venture;Manufacturer of Goods
CE4UBZFNCKU9,"MOHAWK NORTHEAST, INC.",0.833,0.833,0.0,6,no,yes,Active,Active,Subchapter S Corporation,237990,2379,14,221310;221320;236210;236220;237110;237310;237990;238110;238120;238990;332312;336611;483113;562910,0,,,,1QLQ9,N,For Profit Organization;Veteran-Owned Business;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
LN9YKAX66918,"KULITE SEMICONDUCTOR PRODUCTS, INC",0.821,0.0,0.821,17,no,yes,Active,Active,Subchapter S Corporation,336413,3364,1,336413,0,,,,34345,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
JK16ZQ9FRJ51,TAVERNIER DIDIER,0.82,0.0,0.82,8,yes,yes,NO_RECORD,,,,,0,,0,,,,,,
W7QMJRYTHHM4,"TECHSPEC, INC.",0.82,0.82,0.0,9,no,yes,Active,Active,Manufacturer of Goods,331491,3314,2,331491;332811,1,9530,"STS METALS, INC.",TINICUM LP,0AGJ8,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
C7QXDAE2EUN1,"GENERAL MARINE PRODUCTS, INC.",0.814,0.0,0.814,5,no,yes,Active,Active,Manufacturer of Goods,336611,3366,4,335314;335999;336611;336612,0,,,,0JU31,N,For Profit Organization;Business or Organization;Manufacturer of Goods
DKJ1R5ABCN48,SERCO INC.,0.813,0.0,0.813,8,no,yes,Active,Active,Foreign Owned,541990,5419,84,236220;238210;325520;332510;332710;332994;334111;334210;334220;334290;334419;334511;334515;335999;336413;336419;336611;336612;488111;488190;488310;488999;493110;513210;517410;517810;524114;524292;541110;541219;541330;541380;541420;541511;541512;541513;541519;541611;541612;541614;541618;541690;541713;541715;541720;541910;541990;561110;561210;561311;561320;561410;561422;561499;561611;561621;561990;611420;611430;611512;611519;611699;611710;621340;621410;621420;621999;624190;624230;624310;624410;713930;713940;811111;811210;812191;812210;813110;813311;813410;922140;923110;923120;923130,0,,"SERCO NORTH AMERICA (HOLDINGS), INC",SERCO GROUP PLC,022Q2,N,Foreign Owned;For Profit Organization;Business or Organization
VUA5GYK66K98,CHAPCO INC,0.811,0.811,0.0,7,no,yes,Active,Active,Manufacturer of Goods,332322,3323,1,332322,0,,,,8S006,N,For Profit Organization;Business or Organization;Manufacturer of Goods
SN8JQ8XJ55N9,"LOVEJOY, LLC",0.801,0.801,0.0,9,no,yes,Active,Active,Manufacturer of Goods,333613,3336,1,333613,0,,THE TIMKEN COMPANY,,83529,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
L4ZMKLM4MPL3,MOOG INC.,0.796,0.796,0.0,2,no,yes,Active,Active,Manufacturer of Goods,336413,3364,11,332912;332993;333995;335312;335999;336412;336413;336999;423830;541330;541715,0,,,,94697,N,For Profit Organization;Business or Organization;Manufacturer of Goods
CMTLME2MH6F4,"SPIRAX SARCO, INC.",0.796,0.796,0.0,6,no,yes,Active,Active,Manufacturer of Goods,541330,5413,9,236220;238220;332410;332911;332919;333415;334513;541330;811310,9,4420;H144;H244;H344;H944;J044;K044;L044;N044,,,53059,N,For Profit Organization;Business or Organization;Manufacturer of Goods
NL7RNBHWHJQ1,DRS TECHNOLOGIES CANADA LTD,0.794,0.0,0.794,15,yes,yes,Active,Active,Manufacturer of Goods,334220,3342,2,334220;339999,0,,"LEONARDO DRS, INC.",LEONARDO S.P.A.,38200,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
W2GBUE64GMZ6,"DERBYSHIRE MARINE PRODUCTS, LLC",0.793,0.0,0.793,16,no,yes,Active,Active,Manufacturer of Goods,332912,3329,3,332911;332912;332919,2,4730;4820,,,0ASY6,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
R82KDN15JP13,"DYNETICS TECHNICAL SOLUTIONS, INC.",0.793,0.793,0.0,4,no,yes,Active,Active,Manufacturer of Goods,541715,5417,20,332994;332999;336411;336412;336413;336414;336415;336419;336611;512191;541330;541430;541490;541511;541512;541513;541519;541611;541715;541990,0,,"DYNETICS, INC.","LEIDOS HOLDINGS, INC.",5RWT5,N,For Profit Organization;Business or Organization;Manufacturer of Goods
MEQJENNPRLG9,"MASS CRANE & HOIST SERVICES, INC",0.789,0.789,0.0,2,no,yes,Active,Active,Manufacturer of Goods,333923,3339,1,333923,0,,,,1TJK2,N,For Profit Organization;Business or Organization;Manufacturer of Goods
LKXHMX1K3AC5,NATIONAL INSTRUMENTS CORPORATION,0.781,0.58,0.201,7,no,yes,Active,Active,Manufacturer of Goods,334118,3341,1,334118,0,,EMERSON ELECTRIC CO,,64667,N,For Profit Organization;Business or Organization;Manufacturer of Goods
Y3LKL3D6FNK9,VIABLE POWER CONVERSION TECHNOLOGIES INC,0.781,0.781,0.0,2,yes,yes,Active,Active,Manufacturer of Goods,335999,3359,3,334418;335999;811210,1,5998,,,3AJ03,N,For Profit Organization;Business or Organization;Manufacturer of Goods
VERVZNQLJQM6,ABRASIVE FINISHING INDUSTRIES LLC,0.78,0.78,0.0,9,no,no,,,,,,,,,,,,,,
NJBMT6E7P7B4,INTERNATIONAL WELDING & FABRICATION INC,0.778,0.0,0.778,2,no,yes,Active,Active,Manufacturer of Goods,332312,3323,11,236210;236220;238120;331210;331221;332311;332312;332313;332323;332420;332996,0,,,,4PVU9,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Manufacturer of Goods
C3L9A8H3TWG5,"AERO NAV LABORATORIES, INC.",0.778,0.778,0.0,14,no,yes,Active,Active,,,,0,,0,,,,1U002,N,"Minority-Owned Business;For Profit Organization;Business or Organization;Individual or concern, other than one of the preceding"
QWM1XWLUFQM8,TRIDENT SYSTEMS INCORPORATED,0.773,0.773,0.0,10,no,yes,Active,Active,Manufacturer of Goods,541715,5417,14,334118;334220;334290;334511;335999;336419;541330;541511;541512;541513;541519;541690;541715;561210,0,,TRIDENT INVESTMENT HOLDINGS LLC,TAI TAM LLC,1FD95,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
H12BMH6V6495,"PIMA VALVE, LLC",0.753,0.613,0.14,8,no,yes,NO_RECORD,,,,,0,,0,,,,,,
HRJNGAUKL2Q2,"HI-TEST LABORATORIES, INC.",0.747,0.747,0.0,9,no,yes,Active,Active,,541330,5413,4,541330;541380;541690;541715,0,,,,7P882,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization
MAKYNVTMNZX1,TRAC REGULATORS INC,0.746,0.348,0.397,7,no,yes,Active,Active,Manufacturer of Goods,332911,3329,3,332911;332912;332919,0,,,,55378,N,For Profit Organization;Business or Organization;Manufacturer of Goods
T99DCLB5NRH7,"OCENCO, INCORPORATED",0.736,0.0,0.736,3,no,yes,Active,Active,Manufacturer of Goods,332911,3329,6,332911;334513;335132;336413;339113;922160,3,4210;4220;4240,,,03WY2,N,For Profit Organization;Business or Organization;Manufacturer of Goods
GWKMNJ89SCC5,MATERION BRUSH INC.,0.734,0.734,0.0,10,no,yes,Active,Active,Manufacturer of Goods,331491,3314,1,331491,0,,MATERION CORPORATION,,05451,N,For Profit Organization;Business or Organization;Manufacturer of Goods
GNH1FJWKY3G3,WEST PHILA BRONZE CO INC,0.732,0.732,0.0,19,no,yes,Active,Active,Manufacturer of Goods,331529,3315,1,331529,0,,,,3RHQ2,N,For Profit Organization;Business or Organization;Manufacturer of Goods
NN4BTBUN58J5,"STRATUS TECHNOLOGIES, INC.",0.73,0.73,0.0,15,no,yes,Inactive,Inactive,,423840,4238,2,212322;423840,0,,,,564J8,N,For Profit Organization;Business or Organization
PDZUR2FMYD89,"RANGER ENVIRONMENTAL SERVICES, LLC",0.728,0.0,0.728,9,no,yes,Active,Active,Limited Liability Company,562910,5629,4,237110;561790;562119;562910,0,,,,7S5F1,N,Self Certified Small Disadvantaged Business;For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Limited Liability Company
MYJHF1S2HGV5,"EPSILON SYSTEMS SOLUTIONS, INC.",0.721,0.0,0.721,14,no,yes,Active,Active,Manufacturer of Goods,336611,3366,34,115310;238210;332999;333310;333912;334111;334290;334511;335311;336413;336611;336612;423430;541330;541360;541370;541380;541420;541511;541512;541513;541519;541611;541620;541690;541713;541715;541720;541990;562910;611430;611512;712120;811310,0,,,,1HQ30,N,For Profit Organization;Business or Organization;Manufacturer of Goods
E83TNKA9JCY6,AIR SYSTEMS COMPONENTS INC,0.719,0.601,0.118,8,no,yes,Active,Active,Manufacturer of Goods,333413,3334,1,333413,0,,,,95802,N,For Profit Organization;Business or Organization;Manufacturer of Goods
JEDSVNSMLTN4,"OXFORD GLOBAL RESOURCES, LLC",0.718,0.718,0.0,1,no,yes,Active,Active,,561320,5613,6,541330;541511;541512;541513;561311;561320,0,,"OXFORD GLOBAL RESOURCES, INC.",,7X681,N,For Profit Organization;Business or Organization
ML82LTYEBMQ5,ADVANCED OFFICE SYSTEMS INC,0.715,0.715,0.0,10,no,yes,Active,Active,,541519,5415,1,541519,1,7B22,,,56JB1,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization
XLLQN8Q4P7M1,"WANNER ENGINEERING, INC.",0.714,0.714,0.0,2,no,yes,Active,Active,Manufacturer of Goods,333914,3339,1,333914,0,,,,59776,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Manufacturer of Goods
ZA7HPV7XXUE3,"MERRILL TECHNOLOGIES GROUP, INC.",0.711,0.711,0.0,7,no,yes,Active,Active,Manufacturer of Goods,332999,3329,27,332114;332312;332313;332420;332710;332721;332911;332994;332999;333120;333131;333132;333514;333515;333517;333519;333611;333612;333613;333996;334511;334513;336211;336411;336413;336414;336992,0,,"KEEL PLATFORM, LLC","ARLINGTON CAPITAL PARTNERS VI, L.P.",6PH79,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
KK9FFUUML8N1,ABC APPLICATORS INC,0.711,0.0,0.711,3,no,yes,Active,Active,,238320,2383,1,238320,0,,MUEHLHAN SURFACE PROTECTION INC.,,4EDA4,N,For Profit Organization;Business or Organization
J632BG3ZB8L9,"TTM TECHNOLOGIES, INC.",0.704,0.704,0.0,3,no,yes,Active,Active,Manufacturer of Goods,334412,3344,1,334412,0,,"TTM TECHNOLOGIES, INC.",,5L706,N,For Profit Organization;Business or Organization;Manufacturer of Goods
GKN9NW23L2L9,"HYSPAN PRECISION PRODUCTS, INC.",0.703,0.028,0.674,11,no,yes,Active,Active,Subchapter S Corporation,332919,3329,4,331222;332919;332999;333613,0,,,,30009,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
EKY1E33VMH27,"UNITED RENTALS (NORTH AMERICA), INC.",0.702,0.702,0.0,4,no,yes,Inactive,Inactive,,532490,5324,3,532120;532412;532490,0,,,,1KK86,N,For Profit Organization;Business or Organization
WEK3JBN7G6L7,ADMIRAL FILTER COMPANY LLC,0.7,0.7,0.0,6,no,yes,Active,Active,Manufacturer of Goods,333998,3339,1,333998,0,,,,25204,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Manufacturer of Goods
HK1VJ4NJ6QN7,LOVEJOY CURTIS LLC,0.696,0.696,0.0,16,no,yes,NO_RECORD,,,,,0,,0,,,,,,
RDRYVJJX3NA5,"ELECTRO STANDARDS LABORATORY, INC.",0.696,0.696,0.0,7,no,yes,Active,Active,Manufacturer of Goods,541330,5413,13,237310;238210;334210;334418;334419;334513;334515;541330;541512;541690;541715;541990;561621,0,,,,1H323,N,For Profit Organization;Labor Surplus Area Firm;Business or Organization;Manufacturer of Goods
LQP7LJVDX6M6,"WESCO DISTRIBUTION, INC.",0.696,0.0,0.696,9,no,yes,Active,Active,,423610,4236,2,423610;423710,0,,"WESCO INTERNATIONAL, INC",,3Y137,N,For Profit Organization;Business or Organization;DOT Certified DBE
WAK3LFCLKJR4,BELL STEEL COMPANY,0.689,0.0,0.689,10,no,yes,Active,Active,Manufacturer of Goods,332312,3323,6,331210;331221;332312;332313;332323;332999,0,,,,2F427,N,For Profit Organization;Business or Organization;Manufacturer of Goods
N9DVRB18H324,ELLWOOD CITY FORGE COMPANY,0.68,0.0,0.68,2,no,yes,Active,Active,Manufacturer of Goods,332111,3321,2,332111;332112,0,,"ELLWOOD GROUP, INC.",,7ZDB6,N,For Profit Organization;Business or Organization;Manufacturer of Goods
ZBAJWJYVWC49,"UNITED BUILDERS SUPPLY CO., INCORPORATED",0.677,0.677,0.0,12,no,yes,Inactive,Inactive,Subchapter S Corporation,444190,4441,1,444190,9,5510;5520;5530;H355;J055;K055;L055;N055;W055,,,1HTK0,N,For Profit Organization;Business or Organization;Subchapter S Corporation
EB3GK67LJFR1,"SCHWEITZER ENGINEERING LABORATORIES, INC.",0.67,0.67,0.0,3,no,yes,Active,Active,Subchapter S Corporation,335314,3353,9,238210;334220;334515;335311;335312;335313;335314;541330;611430,0,,,,0NMF8,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
KTMAJCY6JXM3,"LEIDOS, INC.",0.669,0.0,0.669,6,no,yes,Active,Active,,541715,5417,55,236220;334111;334112;334118;334290;334511;334512;334516;334517;334519;336411;336413;336415;336611;336992;336999;488190;488999;493110;512110;518210;541330;541360;541370;541380;541420;541430;541511;541512;541513;541519;541611;541613;541614;541618;541620;541690;541715;541720;541810;541820;541850;541910;541922;541930;541990;561210;561422;561599;561621;561920;561990;611420;611430;611699,0,,"LEIDOS, INC.","LEIDOS HOLDINGS, INC.",5UTE0,N,For Profit Organization;Business or Organization
Z2M4Q4H6TKM3,"DAWSON-MACDONALD CO., INC.",0.668,0.668,0.0,13,no,yes,Active,Active,Manufacturer of Goods,423840,4238,2,327910;423840,6,3426;3695;4720;4940;5350;W099,,,30344,N,For Profit Organization;Business or Organization;Manufacturer of Goods
EAZVTUEVK9J9,AIRLINE HYDRAULICS CORPORATION,0.663,0.663,0.0,8,no,yes,Active,Active,Subchapter S Corporation,423830,4238,10,237990;332911;332912;333248;333995;333996;333998;423610;423830;811310,0,,,,04962,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
XK68QNYRQCH8,"AMERICAN BOA, INCORPORATED",0.662,0.152,0.509,8,no,yes,Active,Active,Manufacturer of Goods,332919,3329,3,332312;332919;332999,0,,BOA BALG- UND KOMPENSATOREN-TECHNOLOGIE GMBH,,29573,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
SLTUM1DV4433,"PARASENSE, INC",0.662,0.094,0.568,12,no,yes,Inactive,Inactive,,334512,3345,9,334511;334512;334513;334515;334519;335314;423690;541618;811310,13,4120;4330;4940;5110;5935;5945;5963;5998;6130;6625;6665;6830;8120,"PARASENSE DELAWARE, INC.",MSA SAFETY INCORPORATED,09WX1,N,For Profit Organization;Business or Organization
EP6JXEP15RF3,"GENUINE CABLE GROUP, LLC",0.66,0.0,0.66,4,no,yes,Active,Active,,423610,4236,2,423610;423690,0,,"AUDAX MANAGEMENT COMPANY, LLC",,0XJK1,N,For Profit Organization;Business or Organization
E5NZAXG4MNB7,MURRAY BENJAMIN ELECTRIC CO LLC,0.655,0.0,0.655,9,no,yes,Active,Active,Limited Liability Company,423610,4236,7,331420;331491;335313;335921;335929;335931;423610,12,5925;5940;5975;5995;5999;6020;6060;6080;6110;6120;6145;6210,,,7A280,N,For Profit Organization;Business or Organization;Limited Liability Company
CJ8CQLEM2RW3,"SYSCO USA II, LLC",0.646,0.0,0.646,6,no,yes,Active,Active,Limited Liability Company,424410,4244,1,424410,0,,"SYSCO USA II, LLC",SYSCO CORPORATION,8U412,N,For Profit Organization;Business or Organization;Limited Liability Company
WYN3NM142HF3,THE LEE CO,0.645,0.645,0.0,6,no,yes,Active,Active,Manufacturer of Goods,336413,3364,10,332911;333914;333996;336412;336413;336415;336419;336611;336992;339112,0,,,,92555,N,For Profit Organization;Business or Organization;Manufacturer of Goods
V16LFA3JDR14,Limitorque Corporation,0.639,0.0,0.639,8,no,yes,NO_RECORD,,,,,0,,0,,,,,,
MK6AGEN4XM53,"POWERSTATION, LLC",0.635,0.635,0.0,4,no,yes,Active,Active,Limited Liability Company,713990,7139,3,512110;711510;713990,0,,,,6S1E4,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Limited Liability Company
XSVGNUK78U74,BAC CORROSION CONTROL A/S,0.635,0.635,0.0,9,yes,yes,Active,Active,Manufacturer of Goods,331524,3315,5,331524;332510;332722;332994;335999,2,2040;5342,,,R2020,N,For Profit Organization;Business or Organization;Manufacturer of Goods
U517SU1EZGK9,"CHALMERS & KUBECK, INC.",0.633,0.633,0.0,13,no,yes,Active,Active,Subchapter S Corporation,332710,3327,1,332710,0,,,,1TG13,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
C18KXNHETC95,"KITCO FIBER OPTICS, INC.",0.632,0.324,0.308,6,no,yes,Active,Active,Manufacturer of Goods,334417,3344,15,238210;327910;332216;333310;334290;334417;334515;335921;336611;423840;541330;541519;611420;611519;611699,7,6015;6020;6070;6080;6099;H260;U099,"MARMON WIRE & CABLE, INC.",BERKSHIRE HATHAWAY INC.,08RC6,N,For Profit Organization;Business or Organization;Manufacturer of Goods
N5RJW5NX32Y1,W R SYSTEMS LTD.,0.631,0.092,0.54,7,no,yes,Active,Active,Subchapter S Corporation,541330,5413,28,332510;334111;334118;334290;334412;334419;334511;334515;334519;335311;335314;335931;335999;336320;336413;336611;517111;517112;541330;541511;541512;541513;541519;541611;541715;541990;561110;561210,0,,,,01CJ4,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
G42SVPMNBDA1,THOMSON LINEAR LLC,0.629,0.629,0.0,6,no,yes,Active,Active,Limited Liability Company,333995,3339,1,333995,0,,ALTRA INDUSTRIAL MOTION CORP.,REGAL REXNORD CORPORATION,6LBC3,N,For Profit Organization;Business or Organization;Limited Liability Company
DH7CZ5SHWTN7,"CRITICAL COMMUNICATIONS, CONTROLS AND INSTRUMENTS, LLC",0.619,0.0,0.619,8,no,yes,Active,Active,Manufacturer of Goods,334511,3345,8,334290;334310;334419;334511;336413;336611;541330;541512,0,,,,1VXE4,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
XA3VAXMUA9A8,"EAGLE INDUSTRIES, INC.",0.612,0.612,0.0,3,no,yes,Active,Active,Manufacturer of Goods,238210,2382,12,221114;221122;236210;238210;238290;238990;335313;335314;541330;541420;541511;811310,3,6110;Y1PZ;Z2EZ,,,3DXG3,N,For Profit Organization;Business or Organization;Manufacturer of Goods
PHZDZ8SJ5CM1,CDW GOVERNMENT LLC,0.612,0.612,0.0,8,no,yes,Active,Active,Limited Liability Company,423430,4234,25,334111;334112;334118;334210;334220;334310;334417;334419;334515;335999;423410;423430;513210;518210;541330;541511;541512;541513;541519;541611;541614;561311;561312;561320;611420,0,,CDW LLC,CDW CORPORATION,1KH72,N,For Profit Organization;Business or Organization;Limited Liability Company
