prime_piid,prime,prime_uei,sub_key,sub_name,sub_uei,sub_amount,sub_date,capability,report_lag_mo,description
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,K3MRSBC1CYT4,"TELEDYNE INSTRUMENTS, INC.",K3MRSBC1CYT4,174552.78,2024-05-17,propulsion_power,5.7,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,U8LNE16562Z5,COMTECH TELECOMMUNICATIONS CORP.,HKASYSKZWLQ5,174195.0,2021-06-04,propulsion_power,1.1,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,RKXHNMJD8639,"WHITESBURG ELECTRONICS, INC.",RKXHNMJD8639,174147.69,2021-09-09,propulsion_power,0.7,Engineering materials
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KAYUMJMKWDF9,"J. H. NORTON COMPANY, INC.",KAYUMJMKWDF9,173850.0,2022-07-12,other_unclassified,1.6,PO 4500596793 PO Item No. 3 - Blast Equipment 12/31/19-5/18/20
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,G68SW8U2WVM4,MOTION CONTROL SYSTEMS INC,G68SW8U2WVM4,173268.0,2024-12-10,propulsion_power,1.7,Engineering Services/Materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,PAH8M4BJACA5,173249.84,2020-11-16,propulsion_power,0.7,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,RKXHNMJD8639,"WHITESBURG ELECTRONICS, INC.",RKXHNMJD8639,167559.09,2021-04-15,propulsion_power,0.6,Engineering services/materials
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,F1BAZ9LWHKW6,DE TECHNOLOGIES INC,F1BAZ9LWHKW6,167156.0,2020-05-05,other_unclassified,47.6,Warheads.
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,F1BAZ9LWHKW6,DE TECHNOLOGIES INC,F1BAZ9LWHKW6,167156.0,2020-05-05,other_unclassified,35.3,Warheads.
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,EFP1A999JVS6,Alabama Seal and Packing Co Inc,EFP1A999JVS6,162819.73,2025-10-21,propulsion_power,6.2,Engineering services /  materials
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,M3WTFLL92KZ3,"DBV TECHNOLOGY, LLC",M3WTFLL92KZ3,162633.9,2019-11-27,other_unclassified,47.2,Services
N0002416C4112,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,CQUHU3PC44L3,"AMERICAN MARITIME HOLDINGS, INC.",ZTAFBECM35Z6,159641.0,2017-10-16,other_unclassified,2.6,1 CAT LAGGING; ITEM #1
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,K3MRSBC1CYT4,159113.44,2021-04-22,propulsion_power,0.4,Engineering services/materials
N6660421FC832,SERCO INC,DKJ1R5ABCN48,UJYVVYJF29Q7,"METAL TECHNOLOGIES OF MURFREESBORO, INC.",UJYVVYJF29Q7,157906.42,2022-08-29,c2_comms,1.1,SERVICE
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,DMMFJS7D8RX8,"ECLIPSE GROUP, INC.",DMMFJS7D8RX8,156450.0,2021-11-23,other_unclassified,23.3,Services
N0002416C4112,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,CQUHU3PC44L3,"AMERICAN MARITIME HOLDINGS, INC.",ZTAFBECM35Z6,155942.0,2017-10-16,other_unclassified,2.6,2 CAT LAGGING; ITEM #2
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,N5HGL94UC1D6,"PIERCE ALUMINUM COMPANY, INC.",N5HGL94UC1D6,155737.5,2020-10-30,platform_hull,0.2,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,RKXHNMJD8639,"WHITESBURG ELECTRONICS, INC.",RKXHNMJD8639,154811.7,2019-10-31,propulsion_power,0.0,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC",XNHRXR2HTXA8,152720.0,2021-10-20,platform_hull,0.6,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,C1FCEKJP7F91,MCMASTER-CARR SUPPLY CO,EX4CFJCUSRZ5,151202.71,2023-11-22,propulsion_power,1.2,Engineering services/materials
N0001418C2006,"LEIDOS, INC.",KTMAJCY6JXM3,RX3MV2GBCVC5,COMPOSITES UNIVERSAL GROUP,RX3MV2GBCVC5,150363.92,2018-02-16,platform_hull,29.1,PROCURED GOODS AND SERVICES BETWEEN 6/1/2020-6/30/2020 IN SUPPORT OF CONTRACT SOW.
N0002421C2212,NATIONAL STEEL AND SHIPBUILDING COMPANY,Q85KVUK3JBF5,JRZ1WHXAKBM3,GENERAL ELECTRIC COMPANY,U864F3HRME53,150000.0,2021-06-04,other_unclassified,1.2,Non-Coded New Construction
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,GR5UXCH3JAE1,TELECOMMUNICATION SYSTEMS INC,HKASYSKZWLQ5,149830.0,2023-05-01,propulsion_power,1.2,Engineering services/materials
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,EJB6ZB4NKGJ7,"MAIN INDUSTRIES, INC.",EJB6ZB4NKGJ7,149203.0,2019-02-15,autonomy_software,1.1,RCP #1 HANGER BAY 1 STAGING; Item #1
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,K574V7KEQUC8,"CIRCOR AEROSPACE, INC.",K574V7KEQUC8,148493.0,2025-10-29,propulsion_power,0.9,Engineering services / materials
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,EQ17DFU97TJ9,SEEBYTE INC.,EQ17DFU97TJ9,147000.0,2023-02-15,other_unclassified,8.5,Services
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,EQ17DFU97TJ9,SEEBYTE INC.,EQ17DFU97TJ9,147000.0,2023-02-15,other_unclassified,8.5,Services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,VT5KKT7WLRE7,"G P 50 NEW YORK, LTD.",VT5KKT7WLRE7,146054.0,2026-03-06,propulsion_power,2.3,Engineering materials
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,YQ9EQZJ8PKM6,"AUXILIARY SYSTEMS, INC.",YQ9EQZJ8PKM6,144050.0,2020-08-05,other_unclassified,1.8,#2 Reboiler Tube RemovalPO item #5
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,YQ9EQZJ8PKM6,"AUXILIARY SYSTEMS, INC.",YQ9EQZJ8PKM6,144050.0,2020-08-05,other_unclassified,1.8,#2 Reboiler Tube RemovalPO item #1
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,F125YU6SWK59,BATTELLE MEMORIAL INSTITUTE,F125YU6SWK59,141236.04,2020-05-05,propulsion_power,1.1,Engineering services/materials
N0010426CXA01,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",SMNWM6HN79X5,E582KXT4RVH6,"SUPERIOR MOTION CONTROLS, INC.",E582KXT4RVH6,140832.0,2026-03-04,other_unclassified,1.6,"products
"
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,HCJET1PHKSZ1,"KVH INDUSTRIES, INC.",HCJET1PHKSZ1,140400.0,2020-11-04,propulsion_power,1.1,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC.",XNHRXR2HTXA8,140000.0,2025-06-19,platform_hull,1.3,Engineering Services/Materials
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,MNYZMMCK4NP5,"MJS DESIGNS, INC.",MNYZMMCK4NP5,138686.0,2021-05-24,propulsion_power,22.6,"Custom CCA's, NRE - Engineering."
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,MNYZMMCK4NP5,"MJS DESIGNS, INC.",MNYZMMCK4NP5,138686.0,2021-05-24,propulsion_power,15.3,"Custom CCA's, NRE - Engineering."
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,MNYZMMCK4NP5,MJS DESIGNS INC,MNYZMMCK4NP5,138686.0,2021-05-24,propulsion_power,35.0,"Custom CCA's, NRE - Engineering."
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,EJB6ZB4NKGJ7,"MAIN INDUSTRIES, INC.",EJB6ZB4NKGJ7,138260.0,2019-03-05,autonomy_software,1.6,CVN 77 DPIA RCP STAGING; Item #2
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,MNYZMMCK4NP5,"MJS DESIGNS, INC.",MNYZMMCK4NP5,137936.0,2021-05-24,propulsion_power,1.1,"Custom CCA's, NRE - Engineering."
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,GNF1HLLEJDK3,"CKS TECHNOLOGIES, LLC",GNF1HLLEJDK3,137590.0,2020-10-08,propulsion_power,0.9,Engineering services/materials
N0002423C6308,"HII UNMANNED SYSTEMS, INC",WN18KN7KQLG9,LHVGM3RFA281,FALMOUTH SCIENTIFIC INC,LHVGM3RFA281,137412.81,2024-11-11,autonomy_software,1.0," Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC.",XNHRXR2HTXA8,137010.0,2023-11-09,platform_hull,1.6,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,U1PHZ8JUHL21,RTD EMBEDDED TECHNOLOGIES INC,U1PHZ8JUHL21,135072.0,2021-04-27,propulsion_power,0.2,Engineering services/materials
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,F8Z3EH848VJ1,FATHOM RESOURCES LLC,F8Z3EH848VJ1,134755.6,2022-05-04,other_unclassified,23.9,Services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,MTNWQNAC4W27,MEASUTRONICS CORPORATION,MTNWQNAC4W27,133880.5,2025-11-05,propulsion_power,1.8,Engineering services/ Materials
N0002424C2204,"SAAB, INC",H5FMLSGM29L1,JNJDBJZLL2R7,EDGEONE LLC,JNJDBJZLL2R7,133500.0,2024-06-07,sensors_payload,0.3,"2205 Side Scan Sonar & Bathymetry (540&1600 kHz)
"
N0002421F8089,THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC,C1HBCJ9RMBV3,GFKFBWG2TV98,WOODS HOLE OCEANOGRAPHIC INSTITUTION,GFKFBWG2TV98,131122.0,2022-06-14,integration_eng_svcs,1.4,Integration Lab
N0010426CXA01,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",SMNWM6HN79X5,E582KXT4RVH6,"SUPERIOR MOTION CONTROLS, INC.",E582KXT4RVH6,129600.0,2026-03-19,other_unclassified,1.1,"products
"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,UZGNVGQVER16,"INTERNATIONAL FLOORING AND PROTECTIVE COATINGS, INC.",UZGNVGQVER16,127648.0,2019-03-01,autonomy_software,1.7,NON-SKID REPAIR RCP; Item #2
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC",XNHRXR2HTXA8,125400.0,2021-04-13,platform_hull,0.7,Engineering services/materials
N0002424C2204,"SAAB, INC",H5FMLSGM29L1,YSK5RH6YV5N6,SONIC ENCLOSURES LIMITED,YSK5RH6YV5N6,123800.0,2025-02-24,autonomy_software,0.8,"SHIPPING CONTAINER, 20', DOUBLE EAGLE for underwater program"
N0002424C2204,"SAAB, INC",H5FMLSGM29L1,YSK5RH6YV5N6,SONIC ENCLOSURES LIMITED,YSK5RH6YV5N6,123800.0,2024-08-29,autonomy_software,0.5,"SHIPPING CONTAINER, 20', WORKSHOP, DOUBLE EAGLE
"
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,N5HGL94UC1D6,"PIERCE ALUMINUM COMPANY, INC.",N5HGL94UC1D6,121851.0,2020-04-29,platform_hull,8.7,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,LKXHMX1K3AC5,NATIONAL INSTRUMENTS CORPORATION,LKXHMX1K3AC5,121497.08,2020-12-16,propulsion_power,0.7,Engineering materials
N0002424C2204,"SAAB, INC",H5FMLSGM29L1,ZD7EPRBLAAH5,SAAB AKTIEBOLAG,K2R8PH1GL627,119026.39,2025-02-21,other_unclassified,0.9,PCU Set MkII v2 for underwater program
N6600124F1105,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,MMLKPW9JLX64,E5DNKR1BPQR6,"Silvus Technologies, Inc.",E5DNKR1BPQR6,118121.5,2026-02-18,c2_comms,0.7,"Silvus Streamcaster Radios and Peripherals
"
N0002424C2204,"SAAB, INC",H5FMLSGM29L1,NQEMKX3MRBV6,SAAB DYNAMICS AKTIEBOLAG,NQEMKX3MRBV6,117861.62,2025-03-04,other_unclassified,0.6,"Cell module 12-cell HE for underwater program
"
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,EZMHKCRK1F13,TRILLIUM ENGINEERING LLC,EZMHKCRK1F13,115200.0,2020-01-27,sensors_payload,50.9,CCD Cameras.
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,EZMHKCRK1F13,TRILLIUM ENGINEERING LLC,EZMHKCRK1F13,115200.0,2020-01-27,sensors_payload,38.5,CCD Cameras.
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,RKXHNMJD8639,"WHITESBURG ELECTRONICS, INC.",RKXHNMJD8639,113796.4,2020-04-08,propulsion_power,9.4,Engineering materials
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,M3WTFLL92KZ3,"DBV TECHNOLOGY, LLC",M3WTFLL92KZ3,112500.0,2018-12-28,other_unclassified,58.2,Services
N6133115C0025,"Y-TECH SERVICES, INC.",P62MLNFBEZA9,PPNLYGMKYMH5,"GREAT EASTERN GROUP, INC.",PPNLYGMKYMH5,110731.0,2015-10-20,other_unclassified,4.2,support
N6600120F0254,"OASIS SYSTEMS, LLC",MST2Z1EG1HV7,TJCDPVN6RNP7,Dell Technologies Inc.,HJLSY7RZV8X6,110690.88,2020-06-16,other_unclassified,0.7,Support of the UMSS program
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,RKXHNMJD8639,"WHITESBURG ELECTRONICS, INC.",RKXHNMJD8639,108280.6,2022-03-30,propulsion_power,0.2,Engineering materials/services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CVYVRHJNKD96,SAMTECH CORP.,CVYVRHJNKD96,107164.88,2021-04-22,propulsion_power,0.4,Engineering services/materials
N0002424C2204,"SAAB, INC",H5FMLSGM29L1,NQEMKX3MRBV6,SAAB DYNAMICS AKTIEBOLAG,NQEMKX3MRBV6,105874.37,2025-01-07,other_unclassified,0.3,"Cell module 12-cell HE
"
N0001419C1020,"LEIDOS, INC.",KTMAJCY6JXM3,M3MLVMK9XVV3,"VECTOR CONTROLS, INC.",M3MLVMK9XVV3,105321.0,2020-03-31,other_unclassified,12.5,PROCURED SERVICES BETWEEN 3/1/2021-3/30/2021 IN SUPPORT OF CONTRACT SOW.
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,KHMVPKYKSKY9,"COPE PLASTICS, INC.",KHMVPKYKSKY9,105189.6,2023-10-11,propulsion_power,1.8,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC",XNHRXR2HTXA8,104890.0,2022-05-10,platform_hull,0.8,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CJGFRMQ3CDM4,"APEX SPECIALTY METALS, INC.",CJGFRMQ3CDM4,104040.0,2024-03-19,propulsion_power,1.0,Engineering services/materials
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,E4G7PDVYZS83,PURVIS SYSTEMS INC,XM6AWNS3GKW9,103554.45,2019-01-21,other_unclassified,64.4,Services
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,PZGKKRM4AK23,PURVIS SYSTEMS INCORPORATED,XM6AWNS3GKW9,102990.0,2019-01-21,other_unclassified,63.4,Services
N0002423C6308,"HII UNMANNED SYSTEMS, INC",WN18KN7KQLG9,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,VMLJT4VZGWC5,100897.28,2025-09-18,autonomy_software,1.4,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CJGFRMQ3CDM4,"APEX SPECIALTY METALS, INC.",CJGFRMQ3CDM4,100360.0,2021-10-22,propulsion_power,0.6,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CJGFRMQ3CDM4,"APEX SPECIALTY METALS, INC.",CJGFRMQ3CDM4,99072.0,2022-03-09,propulsion_power,0.9,Engineering materials/services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,RKXHNMJD8639,WHITESBURG ELECTRONICS INC,RKXHNMJD8639,98234.0,2023-09-26,propulsion_power,0.9,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,RKXHNMJD8639,WHITESBURG ELECTRONICS INC,RKXHNMJD8639,97332.0,2025-10-22,propulsion_power,6.2,Engineering services /materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,N5HGL94UC1D6,"PIERCE ALUMINUM COMPANY, INC.",N5HGL94UC1D6,97142.7,2020-10-23,platform_hull,0.4,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,U8LNE16562Z5,COMTECH TELECOMMUNICATIONS CORP.,SPD8Y16LCPM6,96201.0,2020-10-15,propulsion_power,0.7,Engineering materials
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,N88VHXESBD88,QUASAR POWER & TECHNOLOGIES INC.,N88VHXESBD88,95400.0,2022-09-20,propulsion_power,0.7,Network Equipment.
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,MFCTLU3MRXC8,"EMPIRICAL SYSTEMS AEROSPACE, INC.",MFCTLU3MRXC8,94700.0,2021-04-06,autonomy_software,16.8,"FinsWings&Boattails, Gen Structural Assys."
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,U1ASEJJJKDP5,EMPIRICAL SYSTEMS AEROSPACE INC,MFCTLU3MRXC8,94700.0,2021-04-06,autonomy_software,36.6,"FinsWings&Boattails, Gen Structural Assys."
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,U1ASEJJJKDP5,EMPIRICAL SYSTEMS AEROSPACE INC,MFCTLU3MRXC8,94700.0,2021-04-06,autonomy_software,24.2,"FinsWings&Boattails, Gen Structural Assys."
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CJGFRMQ3CDM4,APEX SPECIALTY METALS INC,CJGFRMQ3CDM4,93496.0,2023-03-06,propulsion_power,1.0,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,MYHSMYECPCR1,"TECNOVA ADVANCED SYSTEMS, INC.",MYHSMYECPCR1,93403.68,2021-12-06,propulsion_power,1.0,Engineering materials/services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,G1UFCBLM51D1,ASSESSMENT & TRAINING SOLUTIONS CONSULTING CORP,G1UFCBLM51D1,92968.0,2023-01-13,autonomy_software,0.6,Engineering services/materials
N0010425CFA13,"L3 TECHNOLOGIES, INC.",HA3UFSU8FN75,LN46BBJSG5N7,PFG PRECISION OPTICS INC,LN46BBJSG5N7,90672.0,2025-10-16,sensors_payload,1.7,"[SB] COVER, WINDOW, HEAD	
[SB] WINDOW, HEAD	
"
N6660421FC832,SERCO INC,DKJ1R5ABCN48,JLGXANLHYFG3,"PROTOTEK SHEETMETAL FABRICATION, LLC",JLGXANLHYFG3,90308.84,2021-02-23,platform_hull,7.2,MATERIAL
N0001419C1020,"LEIDOS, INC.",KTMAJCY6JXM3,CU5UGJMPADX8,"AFP INDUSTRIES, INC.",CU5UGJMPADX8,90000.0,2019-10-02,other_unclassified,1.6,PROCURED SERVICES BETWEEN 10/1/2019-10/31/2019 IN SUPPORT OF CONTRACT SOW.
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,88550.0,2020-03-05,other_unclassified,3.7,"(2) Dryer, Hose  8/23/19 - 7/22/20;item num#3"
N6600120F0254,"OASIS SYSTEMS, LLC",MST2Z1EG1HV7,ZRBPR96JCE93,"PACIFIC MARITIME GROUP, INC.",ZRBPR96JCE93,87303.0,2021-03-04,other_unclassified,1.1,Support of the seahunter program
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,HTHFAYHMJWT4,"HEILIND ELECTRONICS, INC",ZVKEBJ4HQHB8,86010.3,2021-05-12,materials_components,29.7,Materials
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,TMFVUXPLMKZ5,PRIMARY FLOW SIGNAL INC,TMFVUXPLMKZ5,85856.45,2022-09-26,other_unclassified,13.2,Goods
N0001419C1020,"LEIDOS, INC.",KTMAJCY6JXM3,M3MLVMK9XVV3,"VECTOR CONTROLS, INC.",M3MLVMK9XVV3,85688.0,2020-03-31,other_unclassified,0.9,PROCURED SERVICES BETWEEN 3/1/2020-3/31/2020 IN SUPPORT OF CONTRACT SOW.
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CJGFRMQ3CDM4,"APEX SPECIALTY METALS, INC.",CJGFRMQ3CDM4,85492.0,2023-10-10,propulsion_power,1.8,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,GNF1HLLEJDK3,"CKS TECHNOLOGIES, LLC",GNF1HLLEJDK3,84960.0,2021-09-29,propulsion_power,0.1,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,PXWRHVZ4LQF5,Gallium Visual,PXWRHVZ4LQF5,83475.0,2020-06-30,propulsion_power,0.1,Engineering materials/services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CJGFRMQ3CDM4,"APEX SPECIALTY METALS, INC.",CJGFRMQ3CDM4,83448.0,2021-09-09,propulsion_power,0.7,Engineering materials
N0002424C2204,"SAAB, INC",H5FMLSGM29L1,M6SKXVEXY4G3,"CMT MATERIALS, INC.",M6SKXVEXY4G3,83348.32,2025-03-07,platform_hull,0.5,"Outer hull bottom DE for underwater program
"
N0002424C2204,"SAAB, INC",H5FMLSGM29L1,M6SKXVEXY4G3,"CMT MATERIALS, INC.",M6SKXVEXY4G3,83348.32,2024-09-24,platform_hull,0.8,"Outer hull bottom DE
"
N0002416C4112,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,RDB2AM2GGHH8,SIEMENS AKTIENGESELLSCHAFT,J98RLH4KWB29,83236.0,2017-09-11,other_unclassified,3.7,D-R #1LP IR 113 Series; ITEM #1
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,CL4ZKLFK5DR3,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,KN5KTZ7VX9S9,83090.0,2020-09-01,autonomy_software,1.9,"Airgas Material & Service - Tank,PO item #5"
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CJGFRMQ3CDM4,APEX SPECIALTY METALS INC,CJGFRMQ3CDM4,82350.0,2023-03-08,propulsion_power,1.0,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,GNF1HLLEJDK3,CKS TECHNOLOGIES LLC,GNF1HLLEJDK3,82040.0,2023-03-08,propulsion_power,1.0,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CLH8D5KDN9D6,"HYDRAULICS INTERNATIONAL, INC.",CLH8D5KDN9D6,81099.0,2021-04-26,propulsion_power,0.2,Engineering services/materials
N0002424C2204,"SAAB, INC",H5FMLSGM29L1,CPK3R55EDG83,"LINDEN PHOTONICS, INC.",CPK3R55EDG83,80770.0,2024-06-25,other_unclassified,0.8,"Tether DE MkII, 11.9mm and Teth, 3.5mm SM
"
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC.",XNHRXR2HTXA8,80330.0,2024-05-14,platform_hull,5.8,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,WQKMXY9FRUC5,80000.0,2025-02-26,propulsion_power,1.1,Engineering Services/Materials
N0002421C2212,NATIONAL STEEL AND SHIPBUILDING COMPANY,Q85KVUK3JBF5,MMU8RZF8HMH9,AMERICAN BUREAU OF SHIPPING,MMU8RZF8HMH9,80000.0,2021-10-04,platform_hull,1.5,Non-Coded New Construction
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,G1UFCBLM51D1,ASSESSMENT AND TRAINING SOLUTIONS CONSULTING CORP.,G1UFCBLM51D1,79905.95,2023-08-23,autonomy_software,3.4,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,VHQ8NNER3195,"JBS SOLUTIONS, INC.",CNHNJGHL4GN5,79579.6,2024-09-19,propulsion_power,1.6,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,ZRB2NKN4Z8A1,"NUMBER, INC.",ZRB2NKN4Z8A1,79410.84,2021-04-20,propulsion_power,0.4,Engineering services/materials
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,79200.0,2020-03-05,autonomy_software,3.7,(2) Sullair 1600 CFM  8/23/19 - 7/22/20;item num#4
