prime_piid,prime,prime_uei,sub_key,sub_name,sub_uei,sub_amount,sub_date,capability,report_lag_mo,description
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,8800.0,2020-11-23,autonomy_software,1.5,"(2) Portable Air Comp. 5/1/19-08/20/19, PO item #1"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,8800.0,2020-05-05,autonomy_software,1.7,(2) Portable Air Comp. 5/1/19-08/20/19;PO Item#1
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,8800.0,2020-04-07,autonomy_software,1.6,(2) Portable Air Comp. 5/29/19-9/17/19; PO item #4
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,PM5WJ7WYPX53,AGGREKO PLC,MC9KZKMUD8F8,8485.62,2020-11-13,other_unclassified,1.8,"(3) DH 600 6/2/20-7/21/20 change order, PO item #6"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,PM5WJ7WYPX53,AGGREKO PLC,MC9KZKMUD8F8,8485.62,2020-09-03,other_unclassified,1.8,"(3) DH 600 6/2/20-7/21/20 change order,PO item #6"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,7800.0,2020-11-06,other_unclassified,2.0,"JLG 600SJ 9/1/20-2/15/20, PO item #9"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,YQ9EQZJ8PKM6,"AUXILIARY SYSTEMS, INC.",YQ9EQZJ8PKM6,7500.0,2020-08-05,integration_eng_svcs,1.8,#2 Reboiler Hydro TestingPO item #3
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KN4DLHTLNCS8,"Octopus Industries, Inc.",KCYPSYNH1M94,7217.0,2020-09-28,autonomy_software,1.0,"RCP Deck Tile Repair,PO item #2"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KN4DLHTLNCS8,"Octopus Industries, Inc.",KCYPSYNH1M94,7217.0,2020-07-21,autonomy_software,1.2,RCP Deck Tile Repair; PO item# 2
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KN4DLHTLNCS8,"Octopus Industries, Inc.",KCYPSYNH1M94,7217.0,2020-05-08,autonomy_software,1.6,RCP Deck Tile Repair;PO Item#2
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KAYUMJMKWDF9,"J. H. NORTON COMPANY, INC.",KAYUMJMKWDF9,7000.0,2022-07-12,other_unclassified,1.6,PO 4500596793 PO Item No. 7 - (10) Grit Hoppers 7/14/20-9/7/20
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,6750.0,2023-01-11,other_unclassified,1.3,PO 4500597304 PO Item No. 6-ROUGH TERR SCISSOR 12/12/19-8/19/20 NEW
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,PM5WJ7WYPX53,AGGREKO PLC,FZG7JRH6SLX4,6750.0,2020-11-06,other_unclassified,2.0,"ROUGH TERR SCISSOR 12/12/19-8/19/20 NEW, PO item #6"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,6750.0,2020-04-01,other_unclassified,1.8,ROUGH TERR SCISSOR 12/12/19-8/19/20 NEW; PO item #6
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,G5K4NEGGRQQ1,Panther Summit Industries Inc,TRSJFMDLVK71,6670.02,2021-09-23,other_unclassified,1.1,PO 4500607089 PO Item No. 13 - (1) H250HD 6/1/21 - 8/31/21
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,TWBUHJW83E77,"LEE-TELECOM, INC.",TWBUHJW83E77,6577.24,2022-03-08,autonomy_software,1.7,PO 4300381458 PO Item No. 2 - CVN77 - Trailer Setup to support PIA
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,TWBUHJW83E77,"LEE-TELECOM, INC.",TWBUHJW83E77,6577.0,2020-06-11,autonomy_software,1.5,CVN77 - Trailer Setup to support PIA; item #2
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KN4DLHTLNCS8,"Octopus Industries, Inc.",KCYPSYNH1M94,6017.0,2020-09-28,other_unclassified,1.0,"PRC Removal,PO item #3"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KN4DLHTLNCS8,"Octopus Industries, Inc.",KCYPSYNH1M94,6017.0,2020-07-21,other_unclassified,1.2,PRC Removal; PO item# 3
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KN4DLHTLNCS8,"Octopus Industries, Inc.",KCYPSYNH1M94,6017.0,2020-05-08,other_unclassified,1.6,PRC Removal;PO Item#3
N0001419C1020,"LEIDOS, INC.",KTMAJCY6JXM3,M3MLVMK9XVV3,"VECTOR CONTROLS, INC.",M3MLVMK9XVV3,5900.0,2020-03-31,other_unclassified,8.4,PROCURED SERVICES BETWEEN 11/1/2020-11/30/2020 IN SUPPORT OF CONTRACT SOW.
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,5400.0,2023-01-11,other_unclassified,1.3,PO 4500597304 PO Item No. 9-JLG 600SJ 9/1/20-12/16/20
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,G5K4NEGGRQQ1,Panther Summit Industries Inc,TRSJFMDLVK71,5338.38,2021-09-23,other_unclassified,1.1,PO 4500607089 PO Item No. 6 - (1) H250HD 8/27/19 - 10/21/19
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,G5K4NEGGRQQ1,Panther Summit Industries Inc,TRSJFMDLVK71,5338.38,2020-05-21,other_unclassified,1.2,(1) H250HD 8/27/19 - 10/21/19;PO Item#6
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,4500.0,2020-11-06,other_unclassified,2.0,"ROUGH TERR SCISSOR 8/20/20-2/3/21, PO item #8"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,G5K4NEGGRQQ1,Panther Summit Industries Inc,TRSJFMDLVK71,4296.3,2021-09-23,other_unclassified,1.1,PO 4500607089 PO Item No. 9 - (1) H250HD 8/25/20-10/31/20
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,RLDUT4AS31N5,"MOBILEASE MODULAR SPACE, INC.",RLDUT4AS31N5,3238.75,2020-08-10,autonomy_software,1.6,Repair Stair LegPO item #10
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,RLDUT4AS31N5,"MOBILEASE MODULAR SPACE, INC.",RLDUT4AS31N5,3238.75,2020-03-10,autonomy_software,3.5,"Repair Stair Leg;item num#10
"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,3000.0,2023-01-11,other_unclassified,1.3,PO 4500597304 PO Item No. 3-ROUGH TERR SCISSOR LIFT 2/19/19-6/10/19
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,3000.0,2023-01-11,other_unclassified,1.3,PO 4500597304 PO Item No. 8-ROUGH TERR SCISSOR 8/20/20-12/9/20
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",FZG7JRH6SLX4,3000.0,2020-11-06,other_unclassified,2.0,"ROUGH TERR SCISSOR LIFT 2/19/19-6/10/19, PO item #3"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,3000.0,2020-04-01,other_unclassified,1.8,ROUGH TERR SCISSOR LIFT 2/19/19-6/10/19; PO item #3
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,3000.0,2020-04-06,other_unclassified,1.7,CVN77 Boom Forklift 2/21/19 -3/20/19; PO item #1
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KN4DLHTLNCS8,"Octopus Industries, Inc.",KCYPSYNH1M94,2836.0,2020-09-28,other_unclassified,1.0,"Deck Covering removal and primer,PO item #6"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KN4DLHTLNCS8,"Octopus Industries, Inc.",KCYPSYNH1M94,2836.0,2020-07-21,other_unclassified,1.2,Deck Covering removal and primer; PO item# 6
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KN4DLHTLNCS8,"Octopus Industries, Inc.",KCYPSYNH1M94,2836.0,2020-05-08,other_unclassified,1.6,Deck Covering removal and primer;PO Item#6
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,2700.0,2023-01-11,other_unclassified,1.3,PO 4500597304 PO Item No. 12-JLG 600SJ 7/7/20-8/31/20
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,MJ2VYYK18NC6,WORLD FUEL SERVICES CORPORATION,SWV8RMFTGRG9,2560.0,2020-08-07,propulsion_power,1.7,500 GA fuel cube-3/1/19-6/30/20PO item #1
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,MJ2VYYK18NC6,WORLD FUEL SERVICES CORPORATION,SWV8RMFTGRG9,2560.0,2020-03-09,propulsion_power,3.6,500 GA fuel cube-3/1/19-6/30/20;item num#1
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,TWBUHJW83E77,"LEE-TELECOM, INC.",TWBUHJW83E77,2381.0,2022-03-08,autonomy_software,1.7,PO 4300381458 PO Item No. 3 - CVN77 - Trailer Setup to support PIA
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KN4DLHTLNCS8,"Octopus Industries, Inc.",KCYPSYNH1M94,2279.0,2020-09-28,other_unclassified,1.0,"RCP Deck Tile Removal,PO item #1"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KN4DLHTLNCS8,"Octopus Industries, Inc.",KCYPSYNH1M94,2279.0,2020-07-21,other_unclassified,1.2,RCP Deck Tile Removal; PO item# 1
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KN4DLHTLNCS8,"Octopus Industries, Inc.",KCYPSYNH1M94,2279.0,2020-05-08,other_unclassified,1.6,RCP Deck Tile Removal;PO Item#1
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,2200.0,2020-04-07,autonomy_software,1.6,(2) Portable Air Comp. 5/1/19-5/29/19; PO item #1
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,MJ2VYYK18NC6,WORLD FUEL SERVICES CORPORATION,SWV8RMFTGRG9,1725.0,2020-08-07,propulsion_power,1.7,4500596799- adding DEFPO item #8
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,MJ2VYYK18NC6,WORLD FUEL SERVICES CORPORATION,SWV8RMFTGRG9,1725.0,2020-03-09,propulsion_power,3.6,4500596799- adding DEF;item num#8
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KAYUMJMKWDF9,"J. H. NORTON COMPANY, INC.",KAYUMJMKWDF9,1600.0,2022-07-12,other_unclassified,1.6,PO 4500596793 PO Item No. 2 - Freight (Pickup/Delivery)
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,G5K4NEGGRQQ1,Panther Summit Industries Inc,TRSJFMDLVK71,1575.87,2021-09-23,other_unclassified,1.1,PO 4500607089 PO Item No. 12 - EXCESS USAGE 2020
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,G5K4NEGGRQQ1,Panther Summit Industries Inc,TRSJFMDLVK71,1523.49,2021-09-23,other_unclassified,1.1,PO 4500607089 PO Item No. 11 - Excess Usage 2019
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,YQ9EQZJ8PKM6,"AUXILIARY SYSTEMS, INC.",YQ9EQZJ8PKM6,1300.0,2020-08-05,other_unclassified,1.8,Mockup Tube Install/RemovalPO item #6
N6660421FC832,SERCO INC,DKJ1R5ABCN48,LPNKDLXMN8E3,WHALLEY PRECISION INC,LPNKDLXMN8E3,1100.0,2021-08-11,materials_components,13.7,MATERIAL
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,PM5WJ7WYPX53,AGGREKO PLC,FZG7JRH6SLX4,782.0,2020-11-06,other_unclassified,2.0,"ROUGH TERR SCISSOR 6/11/19-6/24/19 FINAL, PO item #5"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,782.0,2020-04-01,other_unclassified,1.8,ROUGH TERR SCISSOR 6/11/19-6/24/19 FINAL; PO item #5
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,G5K4NEGGRQQ1,Panther Summit Industries Inc,TRSJFMDLVK71,750.0,2021-09-23,other_unclassified,1.1,PO 4500607089 PO Item No. 8 - ROUND TRIP DELIVERY
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,G5K4NEGGRQQ1,Panther Summit Industries Inc,TRSJFMDLVK71,750.0,2020-05-21,other_unclassified,1.2,ROUND TRIP DELIVERY;PO Item#8
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,690.01,2020-11-23,autonomy_software,1.5,"Port Comp/375H Repair #3170074 NEW CHRGE, PO item #6"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,690.01,2020-05-05,autonomy_software,1.7,Port Comp/375H Repair #3170074 NEW CHRGE;PO Item#6
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,690.01,2020-04-07,autonomy_software,1.6,Port Comp/375H Repair #3170074 NEW CHRGE; PO item #6
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,YQ9EQZJ8PKM6,"AUXILIARY SYSTEMS, INC.",YQ9EQZJ8PKM6,650.0,2020-08-05,integration_eng_svcs,1.8,Test Tube Install/RemovalPO item #7
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,522.0,2023-01-11,other_unclassified,1.3,PO 4500597304 PO Item No. 11-ROUGH TERR SCISSOR 12/10/20 - 12/16/20
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,300.0,2020-03-05,other_unclassified,3.7,Freight (Delivery);item num#2
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,300.0,2020-03-05,other_unclassified,3.7,Return Freight;item num#5
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,PM5WJ7WYPX53,AGGREKO PLC,MC9KZKMUD8F8,300.0,2020-11-13,other_unclassified,1.8,"(3) Cleaning Fee one-time, PO item #7"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,PM5WJ7WYPX53,AGGREKO PLC,MC9KZKMUD8F8,300.0,2020-09-03,other_unclassified,1.8,"(3) Cleaning Fee one-time,PO item #7"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,MJ2VYYK18NC6,WORLD FUEL SERVICES CORPORATION,SWV8RMFTGRG9,299.0,2020-08-07,propulsion_power,1.7,Change orderPO item #6
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,MJ2VYYK18NC6,WORLD FUEL SERVICES CORPORATION,SWV8RMFTGRG9,299.0,2020-03-09,propulsion_power,3.6,Change order;item num#6
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,PM5WJ7WYPX53,AGGREKO PLC,MC9KZKMUD8F8,264.0,2020-11-13,other_unclassified,1.8,"Filters - Inv #13542712, PO item #9"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,PM5WJ7WYPX53,AGGREKO PLC,MC9KZKMUD8F8,250.0,2020-11-13,other_unclassified,1.8,"Add'l freight charge, PO item #8"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,PM5WJ7WYPX53,AGGREKO PLC,MC9KZKMUD8F8,250.0,2020-09-03,other_unclassified,1.8,"Add'l freight charge,PO item #8"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,KAYUMJMKWDF9,"J. H. NORTON COMPANY, INC.",KAYUMJMKWDF9,189.7,2022-07-12,propulsion_power,1.6,PO 4500596793 PO Item No. 5 - Fuel Inv. 50869 - item returned w/o fuel
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,100.0,2023-01-11,other_unclassified,1.3,PO 4500597304 PO Item No. 2-Freight (Pickup/Delivery)
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,100.0,2023-01-11,other_unclassified,1.3,PO 4500597304 PO Item No. 4-Freight (Pickup/Delivery)
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,100.0,2020-11-06,other_unclassified,2.0,"Freight (Pickup/Delivery), PO item #2"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,100.0,2020-11-06,other_unclassified,2.0,"Freight (Pickup/Delivery), PO item #4"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,100.0,2020-04-01,other_unclassified,1.8,Freight (Pickup/Delivery); PO item #2
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,100.0,2020-04-01,other_unclassified,1.8,Freight (Pickup/Delivery); PO item #4
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,100.0,2020-11-23,other_unclassified,1.5,"Transportation-Delivery, PO item #2"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,100.0,2020-11-23,platform_hull,1.5,"Return Shipping, PO item #7"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,100.0,2020-05-05,other_unclassified,1.7,Transportation-Delivery;PO Item#2
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,100.0,2020-05-05,platform_hull,1.7,Return Shipping;PO Item#7
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,100.0,2020-04-07,other_unclassified,1.6,Transportation-Delivery; PO item #2
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,100.0,2020-04-07,platform_hull,1.6,Return Shipping; PO item #7
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,100.0,2020-04-06,other_unclassified,1.7,Return Freight; PO item #5
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,100.0,2020-04-06,other_unclassified,1.7,Freight (Delivery); PO item #2
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,MJ2VYYK18NC6,WORLD FUEL SERVICES CORPORATION,SWV8RMFTGRG9,85.0,2020-08-07,propulsion_power,1.7,Freight (Pickup/Delivery)PO item #3
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,MJ2VYYK18NC6,WORLD FUEL SERVICES CORPORATION,SWV8RMFTGRG9,85.0,2020-03-09,propulsion_power,3.6,Freight (Pickup/Delivery);item num#3
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,76.0,2023-01-11,propulsion_power,1.3,PO 4500597304 PO Item No. 10-FUEL CHARGE
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,G5K4NEGGRQQ1,Panther Summit Industries Inc,TRSJFMDLVK71,0.01,2021-09-23,other_unclassified,1.1,PO 4500607089 PO Item No. 2 - DELETED TO REALLOCATE CHARGE
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,G5K4NEGGRQQ1,Panther Summit Industries Inc,TRSJFMDLVK71,0.01,2021-09-23,other_unclassified,1.1,PO 4500607089 PO Item No. 4 - DELETED TO REALLOCATE CHARGE
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,G5K4NEGGRQQ1,Panther Summit Industries Inc,TRSJFMDLVK71,0.01,2021-09-23,other_unclassified,1.1,PO 4500607089 PO Item No. 3 - DELETED TO REALLOCATE CHARGE
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,G5K4NEGGRQQ1,Panther Summit Industries Inc,TRSJFMDLVK71,0.01,2020-05-21,other_unclassified,1.2,DELETED TO REALLOCATE CHARGE;PO Item#3
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,G5K4NEGGRQQ1,Panther Summit Industries Inc,TRSJFMDLVK71,0.01,2020-05-21,other_unclassified,1.2,DELETED TO REALLOCATE CHARGE;PO Item#2
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,G5K4NEGGRQQ1,Panther Summit Industries Inc,TRSJFMDLVK71,0.01,2020-05-21,other_unclassified,1.2,DELETED TO REALLOCATE CHARGE;PO Item#4
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,0.01,2020-04-07,other_unclassified,1.6,DELETED TO REALLOCATE CHARGE; PO item #3
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,FZG7JRH6SLX4,"VIRGINIA EQUIPMENT RENTAL COMPANY, INC.",FZG7JRH6SLX4,0.0,2023-01-11,other_unclassified,1.3,PO 4500597304 PO Item No. 5-DELETED
