generated_internal_id,award_id,recipient_name,award_amount,contract_award_type,award_type_group,awarding_agency,awarding_sub_agency,funding_agency,funding_sub_agency,naics,psc,start_date,end_date,in_scope,matched_axes,matched_queries,description
CONT_AWD_N0002423C2452_9700_-NONE-_-NONE-,N0002423C2452,TEXTRON SYSTEMS CORP,1436316386.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2023-08-04,2031-10-13,yes,naics:336611; psc:1905,naics:336611; psc:1905,THREE FUTURE LCAC 100 CLASS CRAFT LONG LEAD TIME MATERIAL
CONT_AWD_N0002410C2118_9700_-NONE-_-NONE-,N0002410C2118,ELECTRIC BOAT CORPORATION,1418130936.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '541330', 'description': 'ENGINEERING SERVICES'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2010-07-02,2026-03-31,yes,psc:1905,psc:1905,LEAD YARD SERVICES
CONT_AWD_N0002411C2305_9700_-NONE-_-NONE-,N0002411C2305,BATH IRON WORKS CORPORATION,1403317277.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1903', 'description': 'DESTROYERS'}",2011-09-26,2019-10-31,yes,naics:336611,naics:336611,CONSTRUCTION OF DDG 51 CLASS DESTROYER
CONT_AWD_N0002419C2125_9700_-NONE-_-NONE-,N0002419C2125,ELECTRIC BOAT CORPORATION,1370352119.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2019-07-11,2028-12-31,yes,naics:336611; psc:1905,naics:336611; psc:1905,SUBMARINE PLANNING YARD
CONT_AWD_N0002420C4312_9700_-NONE-_-NONE-,N0002420C4312,ELECTRIC BOAT CORPORATION,1332958326.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2020-08-14,2027-11-01,yes,naics:336611; psc:1905,naics:336611; psc:1905,PLANNING&MATERIAL (O&MN)
CONT_AWD_N0002404C2204_9700_-NONE-_-NONE-,N0002404C2204,HUNTINGTON INGALLS INCORPORATED,1304530568.3,DCA,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1911', 'description': 'AMPHIBIOUS ASSAULT SHIPS'}",2003-11-25,2012-12-31,yes,naics:336612,naics:336612,
CONT_AWD_N0002407C2100_9700_-NONE-_-NONE-,N0002407C2100,"BECHTEL PLANT MACHINERY, INC.",1238780271.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '4470', 'description': 'NUCLEAR REACTORS'}",2006-10-12,2027-09-30,yes,naics:336611,naics:336611,NUCLEAR REACTOR COMPONENTS.
CONT_AWD_N0002419C2227_9700_-NONE-_-NONE-,N0002419C2227,"AUSTAL USA, LLC",1234361803.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1915', 'description': 'CARGO AND TANKER VESSELS'}",2018-10-16,2030-05-29,yes,naics:336611,naics:336611,EXPEDITIONARY FAST TRANSPORT (EPF) 13
CONT_AWD_N0002406C2304_9700_-NONE-_-NONE-,N0002406C2304,HUNTINGTON INGALLS INCORPORATED,1228329900.66,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1903', 'description': 'DESTROYERS'}",2006-08-31,2015-01-31,yes,naics:336611,naics:336611,DDG 1000 DETAIL DESIGN
CONT_AWD_N0002418C4314_9700_-NONE-_-NONE-,N0002418C4314,HUNTINGTON INGALLS INC,1218462083.27,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2017-10-16,2029-09-30,yes,naics:336611; psc:1905,naics:336611; psc:1905,USS BOISE (SSN 764) PLANNING
CONT_AWD_N0002424C2106_9700_-NONE-_-NONE-,N0002424C2106,HUNTINGTON INGALLS INC,1214509016.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2023-12-01,2029-07-31,yes,naics:336611; psc:1905,naics:336611; psc:1905,CVN 75 RCOH ADVANCE PLANNING
CONT_AWD_N0002407C2102_9700_-NONE-_-NONE-,N0002407C2102,"BECHTEL PLANT MACHINERY, INC.",1179194023.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '4470', 'description': 'NUCLEAR REACTORS'}",2006-10-16,2028-06-30,yes,naics:336611,naics:336611,A1B REACTOR COMPONENTS.
CONT_AWD_N0002410C4308_9700_-NONE-_-NONE-,N0002410C4308,BAE SYSTEMS MARITIME SOLUTIONS NORFOLK INC.,1022574619.15,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J998', 'description': 'NON-NUCLEAR SHIP REPAIR (EAST)'}",2010-02-19,2016-09-30,yes,naics:336611,naics:336611,DDG DOCKER NORFOLK MSMO
CONT_AWD_N0002417C2480_9700_-NONE-_-NONE-,N0002417C2480,TEXTRON SYSTEMS CORP,974912313.18,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2017-09-01,2029-07-31,yes,naics:336611; psc:1905,naics:336611; psc:1905,LCAC 109 AND 110 LONG LEAD TIME MATERIAL
CONT_AWD_N0002413C2112_9700_-NONE-_-NONE-,N0002413C2112,HUNTINGTON INGALLS INC,945341283.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2013-06-20,2026-03-31,yes,naics:336611; psc:1905,naics:336611; psc:1905,USS ENTERPRISE (CVN 65) INACT ACCOMPLISH
CONT_AWD_N0002424C2135_9700_-NONE-_-NONE-,N0002424C2135,BLUEFORGE ALLIANCE,923094823.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2024-09-10,2027-09-30,yes,naics:336611; psc:1905,naics:336611; psc:1905,US SIB SUB SUPPLIER DEVELOPMENT SUPPORT
CONT_AWD_N0002414C2104_9700_-NONE-_-NONE-,N0002414C2104,ELECTRIC BOAT CORPORATION,921664216.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2014-09-11,2023-06-30,yes,naics:336611; psc:1905,naics:336611; psc:1905,SUBMARINE PLANNING YARD
CONT_AWD_N0002411C2111_9700_-NONE-_-NONE-,N0002411C2111,ELECTRIC BOAT CORPORATION,913382712.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1904', 'description': 'SUBMARINES'}",2010-10-01,2026-05-31,yes,naics:336611,naics:336611,FY11
CONT_AWD_N0002407C4013_9700_-NONE-_-NONE-,N0002407C4013,NATIONAL STEEL AND SHIPBUILDING COMPANY,892369912.71,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2007-01-29,2020-05-19,yes,naics:336611,naics:336611,F07 EXECUTION PLANNING FOR USS BOXER (LHD 4) FY 07 NON DRY-DOCKING CNO SCHEDULED AVAILABILITY.
CONT_AWD_N0002411C4408_9700_-NONE-_-NONE-,N0002411C4408,BAE SYSTEMS MARITIME SOLUTIONS SAN DIEGO INC.,875656172.98,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2011-06-21,2012-12-13,yes,naics:336611,naics:336611,EXECUTION PLANNING DDG 91 FY 12 SRA; DDG SAN DIEGO MSMO
CONT_AWD_N0002418C2106_9700_-NONE-_-NONE-,N0002418C2106,HUNTINGTON INGALLS INC,853909180.2,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2018-07-16,2026-09-30,yes,naics:336611; psc:1905,naics:336611; psc:1905,PLANNING YEAR 1 OF CVN 74 RCOH ADVANCE PLANNING AND CVN 74 RCOH MATERIAL
CONT_AWD_N0002411C4407_9700_-NONE-_-NONE-,N0002411C4407,BAE SYSTEMS MARITIME SOLUTIONS NORFOLK INC.,848562244.28,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J998', 'description': 'NON-NUCLEAR SHIP REPAIR (EAST)'}",2011-05-06,2018-03-13,yes,naics:336611,naics:336611,EXECUTION PLANNING LHD 3 FY11 PMA
CONT_AWD_N0002411C4400_9700_-NONE-_-NONE-,N0002411C4400,BAE SYSTEMS MARITIME SOLUTIONS SAN DIEGO INC.,818631176.31,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2010-11-04,2014-08-10,yes,naics:336611,naics:336611,CG SAN DIEGO MSMO
CONT_AWD_N0002424C2467_9700_-NONE-_-NONE-,N0002424C2467,HUNTINGTON INGALLS INCORPORATED,806951059.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2023-11-17,2033-09-30,yes,naics:336611; psc:1905,naics:336611; psc:1905,LHA 10 ADVANCE PROCUREMENT
CONT_AWD_N0002414C2111_9700_-NONE-_-NONE-,N0002414C2111,HUNTINGTON INGALLS INC,801147553.78,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2014-08-01,2017-09-01,yes,naics:336611; psc:1905,naics:336611; psc:1905,PY1 RCOH DEFUELING ADVANCE PLANNING
CONT_AWD_N0002411C2309_9700_-NONE-_-NONE-,N0002411C2309,HUNTINGTON INGALLS INCORPORATED,794237018.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1903', 'description': 'DESTROYERS'}",2011-06-15,2024-04-30,yes,naics:336611,naics:336611,CONSTRUCT DDG 113 DDG 51 CLASS DESTROYER
CONT_AWD_N0002419C4452_9700_-NONE-_-NONE-,N0002419C4452,BATH IRON WORKS CORPORATION,779034743.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2019-01-30,2024-09-30,yes,naics:336611; psc:1905,naics:336611; psc:1905,PROVISIONED ITEMS ORDERS (PIO)
CONT_AWD_N0002408C4410_9700_-NONE-_-NONE-,N0002408C4410,NATIONAL STEEL AND SHIPBUILDING COMPANY,770825663.82,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2008-07-03,2020-09-30,yes,naics:336611,naics:336611,"MAINTENANCE, REPAIR, AND ALTERATIONS FOR THE LSD CLASS MID-LIFE MULTI-SHIP MULTI-OPTION PROGRAM"
CONT_AWD_N0002410C2110_9700_-NONE-_-NONE-,N0002410C2110,HUNTINGTON INGALLS INC,739105644.11,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1901', 'description': 'AIRCRAFT CARRIERS'}",2010-03-17,2013-03-31,yes,naics:336611,naics:336611,CVN 72 REFUELING COMPLEX OVERHAUL ADVANCE PLANNING - PERFORMANCE INCENTIVE FEE FOR ITEM 0001.
CONT_AWD_N0002406C2212_9700_-NONE-_-NONE-,N0002406C2212,"BOLLINGER MISSISSIPPI SHIPBUILDING, LLC",711305769.63,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2005-11-30,2017-03-10,yes,naics:336611; psc:1905,naics:336611; psc:1905,EGYPTIAN FAST MISSLE CRAFT - FUNCTIONAL DESIGN
CONT_AWD_N0002409C4416_9700_-NONE-_-NONE-,N0002409C4416,METRO MACHINE CORP.,705096106.38,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J998', 'description': 'NON-NUCLEAR SHIP REPAIR (EAST)'}",2009-08-03,2015-11-27,yes,naics:336611,naics:336611,LSD 41/49 NORFOLK MSMO
CONT_AWD_N0002411C2307_9700_-NONE-_-NONE-,N0002411C2307,HUNTINGTON INGALLS INCORPORATED,701510526.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1903', 'description': 'DESTROYERS'}",2011-09-26,2018-04-24,yes,naics:336611,naics:336611,CONSTRUCTION OF DDG 51 CLASS DESTROYER
CONT_AWD_N0002424C2124_9700_-NONE-_-NONE-,N0002424C2124,ELECTRIC BOAT CORPORATION,699224966.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2024-09-12,2028-11-30,yes,naics:336611; psc:1905,naics:336611; psc:1905,CONTINUATION CONTRACT TO N00024-19-C-2125
CONT_AWD_N0002408C2100_9700_-NONE-_-NONE-,N0002408C2100,HUNTINGTON INGALLS INC,670736987.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2008-04-11,2010-04-19,yes,naics:336611,naics:336611,FY08 EDSRA ACCOMPLISHMENT
CONT_AWD_N0002412C2401_9700_-NONE-_-NONE-,N0002412C2401,TEXTRON SYSTEMS CORP,663121382.84,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2012-07-06,2025-10-30,yes,naics:336611; psc:1905,naics:336611; psc:1905,DETAIL DESIGN AND CONSTRUCTION (DD&C) OF SHIP TO SHORE CONNECTOR
CONT_AWD_N0002412C4311_9700_-NONE-_-NONE-,N0002412C4311,BATH IRON WORKS CORPORATION,662371899.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'K019', 'description': 'MODIFICATION OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2012-06-18,2018-06-17,yes,naics:336611,naics:336611,SHIP/AVAILABILITY PRODUCT WORK- SEV
CONT_AWD_N0002413C4404_9700_-NONE-_-NONE-,N0002413C4404,NATIONAL STEEL AND SHIPBUILDING COMPANY,653650419.25,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2013-09-12,2018-09-11,yes,naics:336611,naics:336611,LHA AND LHD SAN DIEGO SPIRAL II MSMO
CONT_AWD_N0002423C2203_9700_-NONE-_-NONE-,N0002423C2203,"AUSTAL USA, LLC",631815731.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1925', 'description': 'SPECIAL SERVICE VESSELS'}",2023-05-18,2033-09-30,yes,naics:336611; psc:1925,naics:336611; psc:1925,T-AGOS 25 CLASS - SHIP 1
CONT_AWD_N0002411C4403_9700_-NONE-_-NONE-,N0002411C4403,BAE SYSTEMS MARITIME SOLUTIONS NORFOLK INC.,625043904.99,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J998', 'description': 'NON-NUCLEAR SHIP REPAIR (EAST)'}",2011-02-23,2020-04-30,yes,naics:336611,naics:336611,EXECUTION PLANNING CG 61 FY12 SRA
CONT_AWD_N0002409C2302_9700_-NONE-_-NONE-,N0002409C2302,BATH IRON WORKS CORPORATION,624654007.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2009-05-01,2012-07-31,yes,naics:336611; psc:1905,naics:336611; psc:1905,FY09 LCS RECURRING CONSTRUCTION
CONT_AWD_N0002412C4323_9700_-NONE-_-NONE-,N0002412C4323,HUNTINGTON INGALLS INCORPORATED,620343963.91,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'K019', 'description': 'MODIFICATION OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2012-09-14,2020-01-31,yes,naics:336611,naics:336611,SHIP AVAILABILITY WORK-SEVERABLE
CONT_AWD_N0002414C4412_9700_-NONE-_-NONE-,N0002414C4412,BAE SYSTEMS HAWAII SHIPYARDS INC.,606407523.8,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2014-04-03,2019-04-02,yes,naics:336611,naics:336611,IGF::CT::IGF  THIS CONTRACT IS FOR SHIPYARD REPAIRS OF SURFACE SHIPS IN HAWAII. USS HALSEY (DDG 97)
CONT_AWD_N0002408C2118_9700_-NONE-_-NONE-,N0002408C2118,"BECHTEL PLANT MACHINERY, INC.",594932062.0,DCA,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '4470', 'description': 'NUCLEAR REACTORS'}",2007-10-16,2022-09-30,yes,naics:336611,naics:336611,FY08 S9G COMPONENTS
CONT_AWD_N0002416C2227_9700_-NONE-_-NONE-,N0002416C2227,NATIONAL STEEL AND SHIPBUILDING COMPANY,585996657.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1915', 'description': 'CARGO AND TANKER VESSELS'}",2016-05-31,2021-12-20,yes,naics:336611,naics:336611,EXPEDITIONARY MOBILE BASE (ESB) HULL 5
