generated_internal_id,award_id,recipient_name,award_amount,contract_award_type,award_type_group,awarding_agency,awarding_sub_agency,funding_agency,funding_sub_agency,naics,psc,start_date,end_date,in_scope,matched_axes,matched_queries,description
CONT_AWD_N6264926CL003_9700_-NONE-_-NONE-,N6264926CL003,"HD HYUNDAI HEAVY INDUSTRIES CO.,LTD.",8651848.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2025-12-11,2026-04-03,yes,naics:336611,naics:336611,USNS CESAR CHAVEZ REGULAR OVERHAUL 2026
CONT_AWD_N6264925FL003_9700_N4034524G0002_9700,N6264925FL003,UNITHAI SHIPYARD & ENGINEERING LIMITED - BRANCH,8646086.99,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2025-01-22,2025-05-30,yes,naics:336611,naics:336611,USS JOHN L CANLEY MTA FY25 CAT A
CONT_AWD_N4034520F0085_9700_N4034515G0002_9700,N4034520F0085,SEATRIUM REPAIRS & UPGRADES PTE. LTD.,8639473.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2019-12-05,2020-10-16,yes,naics:336611,naics:336611,USNS BIG HORN ROH SINGAPORE
CONT_AWD_N6449820FBB41_9700_N6554015D0009_9700,N6449820FBB41,EPSILON SYSTEMS SOLUTIONS INC,8626423.39,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'R425', 'description': 'SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL'}",2020-09-29,2022-12-31,yes,naics:336611,naics:336611,CG MODERNIZATION ELECTRICAL COPPER/FIBER/COAX CONNECTIONS AND TEST SUPPORT&CG HM&E CONDITION SYSYEM 2.0 INSTALLATION SUPPORT
CONT_AWD_JG02_9700_N6817111D0016_9700,JG02,BRODOGRADILISTE VIKTOR LENAC D.D.,8625572.91,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J998', 'description': 'NON-NUCLEAR SHIP REPAIR (EAST)'}",2011-09-19,2020-07-17,yes,naics:336611,naics:336611,USS MT WHITNEY  ROH - SETTLEMENT OF RFPS
CONT_AWD_N5523624F9915_9700_N0002423D4107_9700,N5523624F9915,HUNTINGTON INGALLS INC,8621425.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2023-11-10,2026-12-31,yes,naics:336611,naics:336611,CODE 460C- HISM-CVN70-24-CN01 PIA EXECUTION PLANNING
CONT_AWD_N0002422C2230_9700_-NONE-_-NONE-,N0002422C2230,SAFE BOATS INTERNATIONAL LLC,8613001.14,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2022-07-05,2025-10-26,yes,naics:336612; psc:1940,naics:336612; psc:1940,35MMI - BANGLADESH
CONT_AWD_N5005418F5161_9700_N5005414D1406_9700,N5005418F5161,HII FLEET SUPPORT GROUP LLC,8610486.5,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J020', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT'}",2018-09-01,2019-08-31,yes,naics:336611,naics:336611,MARMC ESU SUPPORT
CONT_AWD_N4523A22C1054_9700_-NONE-_-NONE-,N4523A22C1054,VIGOR MARINE LLC,8595655.12,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2022-07-06,2023-03-08,yes,naics:336611,naics:336611,"CAISSON 1 - MAINTENANCE, REPAIR AND PRESERVATION"
CONT_AWD_N6264925CLA02_9700_-NONE-_-NONE-,N6264925CLA02,UNITHAI SHIPYARD & ENGINEERING LIMITED - BRANCH,8592522.48,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2025-09-23,2025-12-24,yes,naics:336611,naics:336611,USS MIGUEL KEITH (ESB 5) MID-TERM AVAILABILITY (MTA)
CONT_AWD_7F01_9700_N0002415G2304_9700,7F01,"AUSTAL USA, LLC",8590826.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2015-04-20,2016-10-31,yes,naics:336611; psc:1905,naics:336611; psc:1905,POST DELIVERY MATERIAL
CONT_AWD_0001_9700_N0002416D2211_9700,0001,"MODUTECH MARINE, INC.",8589719.5,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2016-08-31,2019-05-31,yes,naics:336612; psc:1940,naics:336612; psc:1940,WORKBOAT MEDIUM
CONT_AWD_N6278625F0003_9700_N0002425G2305_9700,N6278625F0003,BATH IRON WORKS CORPORATION,8588730.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2025-01-29,2027-04-01,yes,naics:336611; psc:1905,naics:336611; psc:1905,"PLANNING, ENGINEERING, & MGMT EFFORTS"
CONT_AWD_0019_9700_N6554009D0030_9700,0019,"DELPHINUS ENGINEERING, INC.",8587301.9,DO,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'R425', 'description': 'SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL'}",2011-04-12,2015-09-03,yes,naics:336611,naics:336611,ENGINEERING&TECHNICAL SERVICES
CONT_AWD_0002_9700_N6554013D0009_9700,0002,"QED SYSTEMS, INC.",8581671.17,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'R425', 'description': 'SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL'}",2013-07-17,2017-09-30,yes,naics:336611,naics:336611,IGF::CT::IGF HABITABILITY UPGRADES TO FOOD SERVICE EQUIPMENT ON BOARD USS ABRAHAM LINCOLN
CONT_AWD_N3225325C1005_9700_-NONE-_-NONE-,N3225325C1005,NORTHROP GRUMMAN SYSTEMS CORPORATION,8577822.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J020', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT'}",2025-09-26,2027-12-30,yes,naics:336611,naics:336611,791 DELAWARE AND 782 MISSISSIPPI SSTG NO. 1 AND NO. 2 MATERIAL
CONT_AWD_N4034522F0288_9700_N4034521G0002_9700,N4034522F0288,SEATRIUM REPAIRS & UPGRADES PTE. LTD.,8571577.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2022-08-26,2023-05-05,yes,naics:336611,naics:336611,USNS TIPPECANOE MID TERM AVAILABILITY
CONT_AWD_N6554013C5007_9700_-NONE-_-NONE-,N6554013C5007,PHILADELPHIA SHIP REPAIR LLC,8566323.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'C216', 'description': 'ARCHITECT AND ENGINEERING- GENERAL: MARINE ENGINEERING'}",2013-09-24,2015-08-05,yes,naics:336611,naics:336611,IGF::CT::IGF FFG-7 CLASS SHIPS HARVESTING
CONT_AWD_N6449823F3022_9700_N6449821D0019_9700,N6449823F3022,EPSILON SYSTEMS SOLUTIONS INC,8559930.6,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'N020', 'description': 'INSTALLATION OF EQUIPMENT- SHIP AND MARINE EQUIPMENT'}",2022-11-30,2025-07-31,yes,naics:336611,naics:336611,PROVIDE SUPPORT FOR PROGRAMS USING THE ALTERATION INSTALLATION TEAM (AIT) PROCESS. THIS IS IN SUPPORT OF THE CG MODERNIZATION ELECTRICAL COPPER/FIBER/COAX CONNECTIONS AND ISC TEST SUPPORT ABOARD THE CG-71 (USS CAPE ST GEORGE) AND CG-65 (USS CHOSIN).
CONT_AWD_N5523621F9919_9700_N0002418D4345_9700,N5523621F9919,HUNTINGTON INGALLS INC,8556823.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2021-04-20,2021-05-12,yes,naics:336611,naics:336611,"CODE 440B, USS ABRAHAM LINCOLN (CVN-72) HISM-CVN72-21-U002 BILATERAL"
CONT_AWD_N6278617F0073_9700_N0002415G2303_9700,N6278617F0073,LOCKHEED MARTIN CORPORATION,8552412.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2017-09-29,2020-05-31,yes,naics:336611; psc:1905,naics:336611; psc:1905,POST DELIVERY TEST&TRIAL SUPPORT
CONT_AWD_0004_9700_N5005414D1406_9700,0004,HII FLEET SUPPORT GROUP LLC,8542719.18,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J998', 'description': 'NON-NUCLEAR SHIP REPAIR (EAST)'}",2014-04-01,2015-03-31,yes,naics:336611,naics:336611,IGF::OT::IGF ELEVATOR SUPPORT UNIT TECHNICAL REPAIR USS ABRAHAM LINCOLN
CONT_AWD_N5005423FC058_9700_N0002422D4402_9700,N5005423FC058,"EAST COAST REPAIR & FABRICATION, LLC",8537650.82,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J998', 'description': 'NON-NUCLEAR SHIP REPAIR (EAST)'}",2023-10-16,2024-02-02,yes,naics:336611,naics:336611,USS OSCAR AUSTIN DDG-79 A4A2 CMAV
CONT_AWD_N6449818FBB60_9700_N6554015D0005_9700,N6449818FBB60,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",8537543.62,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'R425', 'description': 'SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL'}",2018-09-20,2022-03-10,yes,naics:336611,naics:336611,BIG BLUE DELIVERY ORDER
CONT_AWD_N6264925CL021_9700_-NONE-_-NONE-,N6264925CL021,"HD HYUNDAI HEAVY INDUSTRIES CO.,LTD.",8535342.1,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2025-08-05,2025-12-29,yes,naics:336611,naics:336611,USNS ALAN SHEPARD (T-AKE 3) ROH
CONT_AWD_N4523A18F0815_9700_N4523A17D0005_9700,N4523A18F0815,"IMIA, LLC",8532939.52,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2018-08-06,2019-02-20,yes,naics:336611,naics:336611,SHIP REPAIR
CONT_AWD_ER07_9700_N0002409G2304_9700,ER07,BATH IRON WORKS CORPORATION,8530000.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J020', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT'}",2012-07-02,2013-09-30,yes,naics:336611,naics:336611,DDG 112 PSA PLANNING
CONT_AWD_0185_9700_N6264914G0004_9700,0185,"SUMITOMO HEAVY INDUSTRIES, LTD",8515240.16,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2015-03-25,2016-03-16,yes,naics:336611,naics:336611,IGF::OT::IGF DDG 56 INSTALLATION OF DDG MODERNIZATION ALTERATION BACKFIT PROGRAMS USS JOHN S. MCCAIN
CONT_AWD_N5005426FL002_9700_N0002422D4406_9700,N5005426FL002,BAE SYSTEMS MARITIME SOLUTIONS NORFOLK INC.,8511378.69,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J998', 'description': 'NON-NUCLEAR SHIP REPAIR (EAST)'}",2025-12-15,2026-03-13,yes,naics:336611,naics:336611,USS KEARSARGE (LHD-3) P5A2 N0002422D4406/ N5005426FL002
CONT_AWD_N6449824F3063_9700_N6449821D0018_9700,N6449824F3063,"DELPHINUS ENGINEERING, INC.",8505805.88,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'R425', 'description': 'SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL'}",2024-05-22,2027-02-28,yes,naics:336611,naics:336611,"PROVIDE MANAGEMENT, LABOR, MATERIAL AND INSTALLATION SERVICES TO ACCOMPLISH DDG MODERNIZATION BACKFIT (DDGM BF) MONITORING SYSTEM ALTERATION INSTALLATION ON BOARD USS HALSEY (DDG-97)."
CONT_AWD_N6449823F3039_9700_N6449821D0014_9700,N6449823F3039,HII FLEET SUPPORT GROUP LLC,8498393.22,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'R425', 'description': 'SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL'}",2023-02-14,2025-09-30,yes,naics:336611,naics:336611,TECHNICAL AND ENGINEERING SERVICES ABOARD THE USS NITZE
CONT_AWD_N0002424F22A6_9700_N0002424D2275_9700,N0002424F22A6,GRAVOIS ALUMINUM BOATS LLC,8486336.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2024-05-16,2026-05-25,yes,naics:336612; psc:1940,naics:336612; psc:1940,40PB FLIGHT 2 BOAT
CONT_AWD_N6133122F0026_9700_N6133118D0015_9700,N6133122F0026,"HII UNMANNED SYSTEMS, INC",8479035.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '334511', 'description': 'SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2021-12-13,2023-06-23,yes,psc:2090,psc:2090,BATHYMETRY MAPPING SYSTEM SENSOR SUITE
CONT_AWD_N6278620F0014_9700_N0002419G2319_9700,N6278620F0014,LOCKHEED MARTIN CORPORATION,8477974.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2020-05-06,2022-12-31,yes,naics:336611; psc:1905,naics:336611; psc:1905,PDT&T SUPPORT LABOR
CONT_AWD_N3904017C0012_9700_-NONE-_-NONE-,N3904017C0012,NORTHROP GRUMMAN SYSTEMS CORPORATION,8467291.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '2830', 'description': 'WATER TURBINES AND WATER WHEELS; AND COMPONENTS'}",2017-05-12,2023-03-02,yes,naics:336611,naics:336611,SSTG #1 FIELD SERVICE
CONT_AWD_N0010424CF014_9700_-NONE-_-NONE-,N0010424CF014,ART CRAFT FABRICATORS INC,8457729.92,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '2010', 'description': 'SHIP AND BOAT PROPULSION COMPONENTS'}",2024-09-18,2028-06-14,yes,naics:336611,naics:336611,REPAIR OF OHIO CLASS SUBMARINE SHAFTS
CONT_AWD_N5005418F5128_9700_N5005415D1503_9700,N5005418F5128,"EAST COAST REPAIR & FABRICATION, LLC",8453461.15,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J998', 'description': 'NON-NUCLEAR SHIP REPAIR (EAST)'}",2018-06-04,2019-07-01,yes,naics:336611,naics:336611,YRBM(L)-33 REPAIR AND MAINTENANCE
CONT_AWD_N3220524C4101_9700_-NONE-_-NONE-,N3220524C4101,DETYENS SHIPYARDS INC,8434131.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J998', 'description': 'NON-NUCLEAR SHIP REPAIR (EAST)'}",2024-08-28,2024-11-02,yes,naics:336611,naics:336611,N104B1 - PM6 - GRANT SIVERTSON - USNS ROBERT E. PEARY MID-TERM AVAILABILITY.
CONT_AWD_N5523625F5025_9700_N0002422D4442_9700,N5523625F5025,EPSILON SYSTEMS SOLUTIONS INC,8429978.53,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2025-05-05,2026-03-01,yes,naics:336611,naics:336611,"C460A, DELIVERY ORDER AWARD FOR THE USS STETHEM (DDG-63)"
CONT_AWD_N4002716C0019_9700_-NONE-_-NONE-,N4002716C0019,LYON SHIPYARD INC,8426824.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J998', 'description': 'NON-NUCLEAR SHIP REPAIR (EAST)'}",2016-02-12,2016-11-21,yes,naics:336611,naics:336611,"IGF::CT::IGF USNS HUNTER 8202(IX), ROH"
CONT_AWD_N5005417FC030_9700_N0002416D4408_9700,N5005417FC030,METRO MACHINE CORP.,8424720.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J998', 'description': 'NON-NUCLEAR SHIP REPAIR (EAST)'}",2017-08-16,2018-02-03,yes,naics:336611,naics:336611,IGF::CT::IGF USS GETTYSBURG (CG-64) A7A1 CMAV
CONT_AWD_0015_9700_N5005414D1406_9700,0015,HII FLEET SUPPORT GROUP LLC,8419955.7,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J998', 'description': 'NON-NUCLEAR SHIP REPAIR (EAST)'}",2016-02-22,2017-02-21,yes,naics:336611,naics:336611,IGF::CT::IGF - COMNAVAIRPAC ESU SUPPORT
CONT_AWD_N6278623F0020_9700_N0002419G2319_9700,N6278623F0020,LOCKHEED MARTIN CORPORATION,8411844.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2023-09-19,2026-01-31,yes,naics:336611; psc:1905,naics:336611; psc:1905,ENGINEERING AND MANAGEMENT - LCS 27 PSA - OPTIMIZED STERN RAMP
CONT_AWD_N4033917CF012_9700_-NONE-_-NONE-,N4033917CF012,DRYDOCKS WORLD- DUBAI LLC,8405921.21,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J998', 'description': 'NON-NUCLEAR SHIP REPAIR (EAST)'}",2017-03-31,2017-06-20,yes,naics:336611,naics:336611,IGF::OT::IGF USNS ALAN SHEPARD ROH
CONT_AWD_N5005423F3001_9700_N0002421D4114_9700,N5005423F3001,HII FLEET SUPPORT GROUP LLC,8388698.98,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2023-09-01,2024-08-31,yes,naics:336611; psc:1905,naics:336611; psc:1905,CARRIER ENGINEERING MAINTENANCE ASSIST TEAM(CEMAT) CEMAT EAST SUPPORT
CONT_AWD_N6264925CL024_9700_-NONE-_-NONE-,N6264925CL024,SEATRIUM REPAIRS & UPGRADES PTE. LTD.,8387792.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2025-09-11,2026-02-04,yes,naics:336611,naics:336611,USNS JOHN LEWIS (T-AO 205) MTA
CONT_AWD_N6931622F6000_9700_N0002422G2303_9700,N6931622F6000,HUNTINGTON INGALLS INCORPORATED,8352454.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2022-06-24,2024-03-31,yes,naics:336611,naics:336611,DDG 123 PSA DELIVERY ORDER AWARD
CONT_AWD_N3220518C4550_9700_-NONE-_-NONE-,N3220518C4550,DETYENS SHIPYARDS INC,8350424.97,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J998', 'description': 'NON-NUCLEAR SHIP REPAIR (EAST)'}",2018-02-16,2018-12-14,yes,naics:336611,naics:336611,"BURCHETT N1042 USNS APACHE CATEGORY ""A"" WORK ITEMS"
CONT_AWD_N4523A20C0803_9700_-NONE-_-NONE-,N4523A20C0803,"FAIRBANKS MORSE, LLC",8342767.88,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2020-06-26,2021-05-21,yes,naics:336611,naics:336611,"INSPECT, OVERHAUL, REPAIR AND TEST"
CONT_AWD_N5005417F2173_9700_N5005413D1305_9700,N5005417F2173,"COLONNA'S SHIP YARD, INCORPORATED",8323770.57,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J998', 'description': 'NON-NUCLEAR SHIP REPAIR (EAST)'}",2017-09-22,2019-01-24,yes,naics:336611,naics:336611,IGF::CT::IGF MARINE BOATYARD SERVICE ELCAS-M PONTOONS
CONT_AWD_N5523624F9962_9700_N0002421D4114_9700,N5523624F9962,HII FLEET SUPPORT GROUP LLC,8321141.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2024-07-29,2026-12-05,yes,naics:336611; psc:1905,naics:336611; psc:1905,"C460C, PROVIDE LABOR, MATERIALS, SUBCONTRACTOR, OTHER DIRECT COSTS IN SUPPORT OF REQUIREMENT."
CONT_AWD_N5523624F9960_9700_N0002421D4114_9700,N5523624F9960,HII FLEET SUPPORT GROUP LLC,8316032.0,DELIVERY ORDER,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1905', 'description': 'COMBAT SHIPS AND LANDING VESSELS'}",2024-07-15,2025-07-22,yes,naics:336611; psc:1905,naics:336611; psc:1905,"CODE 460C/CVN. LABOR, MATERIALS, SUBCONTRACTOR, ODCS IN SUPPORT OF SEMAT TASK ORDER 24-M1507."
CONT_AWD_N3220525C4114_9700_-NONE-_-NONE-,N3220525C4114,VIGOR MARINE LLC,8313385.55,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Navy,Department of Defense,Department of the Navy,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2025-01-10,2025-03-31,yes,naics:336611,naics:336611,USNS WASHINGTON CHAMBERS // MID TERM AVAILABILITY
