fy,uei,vendor,foreign,amount_M,records
2022,FWF8QBPCGLG3,GENERAL TOOL COMPANY,,2.8016,4
2022,N8XXNTTKKU55,"ARROW ELECTRONICS, INC.",,2.7336,26
2022,Q35JL9GFCAK3,"MAROTTA CONTROLS, INC.",,2.7307,15
2022,CF35WM68N343,RAYCO ELECTRONIC MFG.INC.,,2.7156,5
2022,W138B61KN3Q7,PARKER-HANNIFIN CORPORATION,,2.6673,9
2022,E5K9VR2A1MW9,BAE SYSTEMS PLC,,2.6251,4
2022,PQNBC8KG93R3,AMPHENOL CORPORATION,,2.6234,17
2022,ZU51LS7JZ8L5,"FCX SYSTEMS, INC.",,2.6221,1
2022,MS9XWCRV8XD8,"RICHLIND METAL FABRICATORS, INC.",,2.6113,59
2022,GZKZJF8DBJJ2,"LISTER CHAIN AND FORGE, INC.",,2.5939,5
2022,ZA1KMNAJMVT3,SURFACE TECHNOLOGIES CORPORATION,,2.5753,5
2022,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",,2.4630,13
2022,D942LBXESNH6,VIDEO DISPLAY CORPORATION,,2.4593,3
2022,L4MDD6LHS8G9,ALTRA INDUSTRIAL MOTION CORP.,,2.4581,1
2022,WNDYZX3ALFB1,COMARK LLC,,2.4456,2
2022,J5FTSL9NDLN5,"M & S MACHINING, INC.",,2.3300,23
2022,Z2BNYDGWB424,BARNES GROUP INC,,2.3090,2
2022,LGRAV9DLD7D4,"ANAREN, INC.",,2.2936,2
2022,N5KEKMFCWUR1,AMETEK INC.,,2.2872,6
2022,WJ5NALKX26Y5,"SPARTRONICS PLAISTOW, INC.",,2.2658,3
2022,U45EH8WMNF55,PORTLAND VALVE LLC,,2.2478,13
2022,H5LMK955XVK1,"TPG CAPITAL MANAGEMENT, L.P.",,2.2373,2
2022,L2WVLS5L4WS3,FUTURAMIC TOOL & ENGINEERING COMPANY,,2.1998,17
2022,LRNPUBGWKNA1,PORT ELECTRONICS CORP,,2.1367,4
2022,S7HXJ97WWKT5,"FIBER SYSTEMS INTERNATIONAL, INC.",,2.1145,4
2022,E7XWKERHVVD9,"TVAR SOLUTIONS, LLC",,2.0847,3
2022,UAC2KLJM4XY1,TRANSDIGM INC,,2.0295,6
2022,D7NRZYCK6546,"CONCURRENT REAL-TIME, INC.",,2.0008,7
2022,W3JAYMPSP864,"REMTEC, INCORPORATED",,1.9516,2
2022,PNLJW4UFU1A8,"MARK C. POPE ASSOCIATES, INC.",,1.9439,3
2022,UADFAUDS5Q14,STAR LAB CORP.,,1.8989,10
2022,MBJ8ANU347W7,EATON CORPORATION PUBLIC LIMITED COMPANY,,1.8965,8
2022,DQ35GXAUTW61,"INDUSTRIAL CORROSION CONTROL, INC.",,1.8823,4
2022,DM6PSQM3L455,PCX AEROSYSTEMS ENFIELD LLC,,1.8636,2
2022,L2EDH4DX27J5,"WILLIAM E WILLIAMS, VALVE CORP",,1.8483,6
2022,EB9VBA96K953,"METRO MACHINE WORKS, INC.",,1.8426,2
2022,FKFNNKJ38MG8,KYOCERA AVX COMPONENTS CORPORATION,,1.8314,4
2022,LDZLUVBL2WM5,"HUBER+SUHNER ASTROLAB, INC.",,1.7744,4
2022,ZST2JGJ8ARF3,CARLISLE COMPANIES INC,,1.7645,2
2022,PJFNTRXKVBN3,"JADE MANUFACTURING COMPANY, INC.",,1.7504,10
2022,NUL8Z35S3LJ5,"CENTURY TOOL, INC.",,1.7448,19
2022,PU9QMDF6FYC6,"TTM TECHNOLOGIES, INC.",,1.7314,6
2022,CNNMP74968J4,MARTIN ENERGY SERVICES LLC,,1.7075,1
2022,NUJPUJELENZ5,AI CONVOY TOPCO & CY S.C.A.,,1.6762,5
2022,MM1NRCJ1YZL3,MACKAY CONSOLIDATED INDUSTRIES PTY. LIMITED,Yes,1.6439,2
2022,K1K5EKJ2KK29,RHINESTAHL CORPORATION,,1.5856,9
2022,G8LMKLVVNSS4,CELLTRON INC,,1.5841,10
2022,J8WCYWJQKJE9,"AVNET, INC.",,1.5732,6
2022,H7DBZ25EQ9F6,"DIVERSIFIED MACHINING, INC.",,1.5662,14
2022,K4APKLUE4S98,J T MANUFACTURING CORPORATION,,1.5461,2
2022,MXTJBDD1L4T4,"TAYLOR DEVICES, INC.",,1.5371,3
2022,MCZLJUKD4BD4,ALLEGHENY TECHNOLOGIES INCORPORATED,,1.5092,4
2022,HX6NMRNXGGL5,"BASIC ELECTRONICS, INC.",,1.4820,4
2022,LGL1LNBH8KM5,"GRISWOLD INDUSTRIES, CO.",,1.4750,13
2022,KLH4CY7HF3S5,KONGSBERG GEOSPATIAL LTD.,Yes,1.4277,4
2022,D5MKKBGXFN54,HERMETIC SOLUTIONS GROUP INC.,,1.4168,3
2022,W547TUQXJ8Y4,CARVER PUMP COMPANY,,1.4167,3
2022,Q9HFNQQM2AD9,COBHAM ADVANCED ELECTRONIC SOLUTIONS INC.,,1.3966,3
2022,H4FZBFXLJ636,"TIMKEN COMPANY, THE",,1.3633,1
2022,GV95CCPKRQX1,"FEDTECH, INC.",,1.3473,17
2022,YVBHN7GKLQ44,GLENAIR INC,,1.3355,11
2022,D57NSHMC6Z47,"HUTCHINSON MANUFACTURING, INC.",,1.3340,3
2022,KN4DLHTLNCS8,US JOINER LLC,Yes,1.3226,8
2022,QNF5KM7YJSN7,"SOUTHCOAST WELDING & MANUFACTURING, LLC",,1.3067,7
2022,QATEDMDR46E4,GEMS SENSORS INC.,,1.2879,3
2022,VN3RY9NGWD83,RAMBUS INC.,,1.2641,4
2022,Z89SS59265U9,ESPEY MFG. & ELECTRONICS CORP.,,1.2384,5
2022,M8NBRKLUNG51,"OPHIR RF, INC.",,1.2155,2
2022,Q6U3PVL5BND8,"N T M, INC.",,1.1725,4
2022,J25BBETQML24,"ADVANCED MARINE PRESERVATION, LLC",,1.1713,5
2022,V1MQFNQB56Z5,RIX INDUSTRIES,,1.1141,1
2022,FMMAEB6M4C29,"S.E.A. WIRE & CABLE, INC.",,1.1086,31
2022,V1MVHTMMJNV5,"TACTICAL ENGINEERING & ANALYSIS, INC.",,1.1000,4
2022,J3TKCN6S76D6,"ORACLE AMERICA, INC.",,1.0997,3
2022,H293LTV8R2U3,"REAL-TIME INNOVATIONS, INC.",,1.0941,5
2022,MJX7DBKM2DY4,"NUMET MACHINING TECHNIQUES, LLC",,1.0896,7
2022,SKKACASET588,DYNALEC CORPORATION,,1.0744,15
2022,PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",,1.0512,6
2022,CR5ZGBN84NF3,"R. E. DARLING CO., INC.",,1.0413,1
2022,EUY1C3NM2WN3,SCIOTEQ LLC,,1.0328,2
2022,JQ22KVJNANT9,"SAFRAN POWER USA, LLC",,1.0195,4
2022,C1E2GZE3JAE3,"WESTERN INDUSTRIAL MACHINING, INC.",,0.9843,53
2022,NUXWEBNLQA27,MAGNATROL VALVE CORPORATION,,0.9765,1
2022,KNEFNMWXBK39,JO-KELL INC.,,0.9653,13
2022,CELUQLJ64TZ9,"MARCH ELECTRONICS, INC.",,0.9474,11
2022,U2W4ZCG9WJA7,"MYTHICS, INC.",,0.9408,4
2022,VE65QFAKCLG7,ROLLS-ROYCE MARINE NORTH AMERICA INC.,,0.9155,13
2022,YJK3WJEE5W97,"OCKERMAN AUTOMATION CONSULTING, INC.",,0.8905,1
2022,JCXKM7U9WDR9,DEDICATED COMPUTING LLC,,0.8905,1
2022,JRUCKDSNXKD5,THE ENTWISTLE COMPANY LLC,,0.8748,2
2022,CZZNRBJ1HUM4,"SOUTH BAY SAND BLASTING AND TANK CLEANING, INC.",,0.8289,7
2022,YMKJUADMJN79,TRI-TEC MANUFACTURING LLC,,0.8218,2
2022,CK4FF75JLQS8,ELECTRO SWITCH CORP.,,0.8029,5
2022,G5GTNMLCCBB3,"ULTI-MATE CONNECTOR, LLC",,0.7668,4
2022,JVPJXP6A4DF8,"ATRENNE COMPUTING SOLUTIONS, LLC",,0.7477,3
2022,UWTUDYBNL9D9,CEC COMPUTING INC,,0.7212,16
2022,EREJZHBM5MU1,"CHROMALOX, INC.",,0.7172,4
2022,NSFAYV7YAJB1,SPECTRIS PLC,,0.6806,1
2022,LR2HQKYJLDZ7,ESI ACQUISITION CORP.,,0.6754,5
2022,N9MKMSBPZQ55,MAINE MACHINE PRODUCTS COMPANY,,0.6722,1
2022,DUBENSKH21G8,"WOOLF AIRCRAFT PRODUCTS, INC.",,0.6552,2
2022,PG3BKD2UKHB9,DEVICE ENGINEERING INC,,0.6546,2
2022,LJCSMLKU1MR5,"GENERAL MICRO SYSTEMS, INC.",,0.6390,1
2022,K3XPS1HXNBF3,"B & F MACHINE CO., INC.",,0.6385,2
2022,PVKMUGUXDAW5,"NEW ENGLAND DIE CUTTING, INC.",,0.6213,4
2022,E1GCYJVH1AP6,"TRELLEBORG SEALING SOLUTIONS US, INC.",,0.6186,2
2022,XZ19XA317MA8,"RANDOLPH & BALDWIN, INC.",,0.5987,5
2022,UK8DL82MHJG5,PROPULSION CONTROLS ENGINEERING,,0.5887,3
2022,JT4FKJQPH454,"LOC PERFORMANCE PRODUCTS, LLC",,0.5746,1
2022,VYX7EB53JLK5,KEY TRONIC CORPORATION,,0.5623,4
2022,NTREK31GP8N3,KSARIA CORPORATION,,0.5486,9
2022,F3XKPA82MHQ5,NAG LLC,,0.5455,2
2022,QJW7KTT6MGN4,"JBK MANUFACTURING, LLC",,0.5420,3
2022,UK6NAHCH8459,"CAROLINA POWER SYSTEMS OF SUMTER, INC.",,0.5393,1
2022,YFV9G5K6JJ39,SMITHS GROUP PLC,,0.5280,3
2022,GUDSCKALM855,CIZION LLC,,0.5274,4
2022,F1KGBDG9RSA7,"CONTROLLED MOTION SOLUTIONS, INC.",,0.5174,1
2022,Z41NS9V1TZH7,D & G MACHINE PRODUCTS INC,,0.5167,5
2022,J5AJWFZ9H8Q6,"MCNALLY INDUSTRIES, LLC",,0.5128,2
2022,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,,0.5114,3
2022,EVMPABV8SJA4,"JRI, INC.",,0.5024,1
2022,D7FGJHTABSH8,"LANZEN, INCORPORATED",,0.4983,2
2022,MX63C2VRKCJ6,HOUDSTERMAATSCHAPPIJ WILG B.V.,,0.4692,4
2022,FSCFKJMXU1X8,API TECHNOLOGIES CORP,,0.4502,2
2022,VCVKV4BZB7U5,"MB AEROSPACE STERLING HEIGHTS, INC.",,0.4353,1
2022,C1B6X8AADFB1,"COMSACO, INC.",,0.4343,4
2022,L561LLJK9MM5,"APTIV SERVICES 3 (US), LLC",,0.4247,21
2022,KB45YQR3KSL5,"MISSISSIPPI SECURITY POLICE, INC.",,0.4246,1
2022,DJ7MS9GQWDC8,CDM ELECTRONICS INC,,0.4129,4
2022,JYTYZUGUN6V3,"TRI-TEC MANUFACTURING, LLC",,0.4127,1
2022,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC",,0.4053,4
2022,SLEPYXMKG1H4,"FLAME ENTERPRISES, INC.",,0.4013,2
2022,YULJLSW1N2G4,CYGNUS L.L.C.,,0.3900,1
2022,H3VYQFQRD1D6,"INDUSTRIAL GROUP HOLDINGS, LLC",,0.3849,5
2022,DV6YQV71ME11,MAR-VAC PRODUCTS INC,,0.3826,3
2022,JK4WJKLD44G9,METALTEK INTERNATIONAL INC,,0.3820,2
2022,VCENN7TCUMY8,PARKER FASTENERS LLC,,0.3757,2
2022,YBVGQEYENNM6,HONEYWELL INTERNATIONAL INC.,,0.3626,4
2022,EACJHXZR3C75,CATALINA INSTRUMENT CORP.,,0.3603,6
2022,JPCKG37A8VS8,"CANTON DROP FORGE, INC.",,0.3579,1
2022,D3NDZT2XLW83,"MARINE AIR SUPPLY CO., INC.",,0.3547,3
2022,TJCDPVN6RNP7,DELL FEDERAL SYSTEMS L.P.,,0.3525,2
2022,YC21RG8YM677,MASTER MACHINE INC,,0.3524,4
2022,SQRKBV7ET8S9,ALFA LAVAL INC.,,0.3522,2
2022,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",,0.3518,5
2022,N9DVRB18H324,ELLWOOD CITY FORGE COMPANY,,0.3500,1
2022,TCCLSQU7ZMW5,ITT INC.,,0.3491,3
2022,E1K7EB5PZDN8,"INDIUM CORPORATION OF AMERICA, THE",,0.3439,5
2022,EJ8LYVPT4KR9,"WHITMOR COMPANY, INC., THE",,0.3423,1
2022,L4ZMKLM4MPL3,MOOG INC.,,0.3376,1
2022,DH7CZ5SHWTN7,CRITICAL COMMUNICATIONS CONTROLS & INSTRUMENTS LLC,,0.3366,5
2022,G975T5P8QZ95,ACCUSEMBLE ELECTRONICS INC,,0.3294,2
2022,JUX8JQJH95H7,"JUDGE TECHNICAL SERVICES, INC.",,0.3278,4
2022,RU3QHCAJP492,HOFFER FLOW CONTROLS INC,,0.3237,2
2022,FQ9ECUGUSKZ8,"HARMONY ENGINEERING, CORP",,0.3214,1
2022,USBJG7R2LPQ3,"SV MICROWAVE, INC.",,0.3195,1
2022,GV6WMAJUK1R9,SIOUX MANUFACTURING CORPORATION,,0.3128,1
2022,GZP5A1GZXN74,AEROSPACE ELITE ELECTRONICS INC,,0.3107,1
2022,GKPGD2F1LKL5,"ELLWOOD GROUP, INC.",,0.3079,4
2022,C196SJZ6X6M8,"CIS SECURE COMPUTING, INC.",,0.3059,1
2022,NTC4AZ2FR2H4,STERETT HEAVY HAULING LLC,,0.3040,2
2022,K85XUK3ARLX6,MERCURY SYSTEMS - TRUSTED MISSION SOLUTIONS INC.,,0.2971,1
2022,F32RBQ3CHAG9,ROLLS-ROYCE HOLDINGS PLC,,0.2950,1
2022,C2WJWFHRK5S7,QUALITY PERFORMANCE INC,,0.2887,2
2022,Z5S4RT2CF3L3,"MAGNETIKA, INC.",,0.2873,4
2022,LYBAK1CL2JK3,"KAPCO, INC.",,0.2872,4
2022,N7KNM5UXEJD6,APPLIED ENGINEERING INC,,0.2860,1
2022,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",,0.2768,2
2022,C18KXNHETC95,"KITCO FIBER OPTICS, INC.",,0.2756,1
2022,EMWNEBK3BGD9,RADIAL BEARING CORPORATION,,0.2755,1
2022,E3NJQ3BDHW89,"FARRELL EQUIPMENT & CONTROLS, INC.",,0.2672,2
2022,K5WVCD4GUK41,JONATHAN ENGINEERED SOLUTIONS CORP.,,0.2626,1
2022,PWYQJP152BE5,"APPLIED INDUSTRIAL TECHNOLOGIES, INC.",,0.2611,4
2022,HLFDNJU7KXJ1,BOGUE SYSTEMS INC.,,0.2579,1
2022,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,,0.2579,2
2022,Z3FPNHL5KQB4,"EAST COAST WELDING AND FABRICATION, LLC",,0.2486,3
2022,D5NGX38L5EC9,EVAC NORTH AMERICA INC.,,0.2476,4
2022,HHM2PERCK575,"EMS ICE, INC.",,0.2473,1
2022,NYPLGL4BKTS7,ESI ACQUISITION CORP,,0.2464,3
2022,CLJ5AQLQ8L29,"MACKAY COMMUNICATIONS, INC",,0.2438,1
2022,N3K7U4MKPSE4,"J & R TOOL, INC",,0.2436,1
2022,KMRUJJMRJSV6,BULL MOOSE TUBE COMPANY,,0.2424,1
2022,V9R2CLBD15V4,QPC FIBER OPTIC LLC,,0.2360,4
2022,JGNYLKEPEBL4,"PEMCO-NAVAL ENGINEERING WORKS, INC.",,0.2338,3
2022,YBGVF28MA725,TROY TUBE & MANUFACTURING CO.,,0.2310,3
2022,V3RNMV4H5SP5,"VALLEY PRECISION TOOL & TECHNOLOGY, INC.",,0.2308,2
2022,MC9KZKMUD8F8,CUBE MOBILE POWER HOLDCO LIMITED,,0.2295,2
2022,MS5YBJZS9Y46,"ON ASSIGNMENT, INC.",,0.2295,3
2022,MHLAKM2LUBN8,"JOHNSTOWN WELDING & FABRICATION, INC.",,0.2281,1
2022,PY9MEJN3NQ54,AUTOMATED EDM INCORPORATED,,0.2276,1
2022,HVGZFZ19NXQ9,"CARIBOU THUNDER, LLC",,0.2262,3
2022,PE2HGWQW7ZQ8,MERSEN USA SPM CORP.,,0.2255,1
2022,YYVHWZMPP3F8,"DRS NAVAL POWER SYSTEMS, INC.",,0.2212,1
2022,NF1ML95JY8B3,"ADCOR INDUSTRIES, INC.",,0.2177,4
2022,DW33W8L3N1P8,"PHOENIX GROUP OF VIRGINIA, INC.",,0.2159,1
2022,EEWGU1CLYAF5,ASHTEAD GROUP PUBLIC LIMITED COMPANY,,0.2159,2
2022,D8LCXTGXHJJ3,"MASTER MACHINE, INC.",,0.2111,3
2022,KVXZKEKUX3Q8,"BUNN INDUSTRIES, INCORPORATED",,0.2065,4
2022,K5K4P6AY7QM8,"LAIRD R & F PRODUCTS, INC.",,0.2063,1
2022,U5DDDFM4LJS3,"PRIME TECHNOLOGY, LLC",,0.2059,2
2022,RSZ6YRCEBDN5,COLUMBIA ASC INC,,0.2050,2
2022,J6DMEL935CD1,XYLEM INC.,,0.2046,4
2022,DNDLL934GK55,CDW CORPORATION,,0.2013,2
2022,JHRUTRMQGW17,GENERAL DYNAMICS CANADA LTD,Yes,0.2008,1
2022,DHGJVCVAFYE3,"CALIFORNIA MARINE CLEANING, INC.",,0.1988,3
2022,GPEHQHPNYZ31,ALCO INVESTMENT COMPANY,,0.1977,3
2022,DT8KJHZXVJH5,CARAHSOFT TECHNOLOGY CORP.,,0.1963,2
2022,Y2Y9A5LJ6K28,"MINNESOTA WATERJET, INC.",,0.1956,3
2022,V6MCMV4KM841,"ELECTRO ENTERPRISES, INC.",,0.1948,5
2022,D9RNKMTKSGJ6,"QUALITY SUPPORT, LLC",,0.1917,1
2022,M2XAYNY2P889,"POWELL ELECTRONICS, INC.",,0.1913,4
2022,XSNELKL9HL74,"HUTCHINSON MANUFACTURING HOLDINGS, LLC",,0.1892,3
2022,CAKDNG6JYCG7,R. CANUSO CO.,,0.1881,3
2022,GRFDMDJVVU36,RAVE GEAR LLC,,0.1857,1
2022,W1LDBNHD4EM7,SCHLUMBERGER N.V.,,0.1823,2
2022,GQ6ADGRCXZ54,"MIDDLEBY CORPORATION, THE",,0.1768,2
2022,F78NG1ANBSN4,JAMES WALKER HOLDING COMPANY,,0.1741,8
2022,Y8UGX3KLADE3,"NEW AGE PRECISION TECHNOLOGIES, INC.",,0.1723,1
2022,TASAETAJNPD3,"B & E TOOL COMPANY, INC.",,0.1704,2
2022,Z8E2P5LK5Z13,"AERO ELECTRONICS SYSTEMS, INC.",,0.1692,3
2022,QSXSDASP8FT6,MICROCHIP TECHNOLOGY INCORPORATED,,0.1685,1
2022,DJYESA6RM8J5,"EAST BAY MECHANICAL SERVICES, INC.",,0.1670,1
2022,YZTLALWM4UC7,STERLING COMPUTERS CORPORATION,,0.1655,1
2022,KHN9PQ6VZ756,"MIDSTATE INDUSTRIAL SUPPLY, INC.",,0.1654,1
2022,GCXXVQ87VUA8,INTRITEC,,0.1651,3
2022,LPNPM5FBDS29,"GENUINE CABLE GROUP, LLC",,0.1641,3
2022,MENSE2ENG8J6,ARCLINE INVESTMENT MANAGEMENT LP,,0.1594,1
2022,YJBYQBNZDJJ7,"TERADYNE, INC.",,0.1555,3
2022,ERR4X5JLJWV5,"NCP COATINGS, LLC",,0.1531,4
2022,FEPNND8HMMA3,MILLER MARINE,,0.1506,1
2022,RLXQHCXFT513,CUNICO CORPORATION,,0.1506,1
2022,GLT9FNADUMA4,"ALLIED WIRE & CABLE, LLC",,0.1501,3
2022,WLEATDDTMCT3,"901 D, LLC",,0.1500,1
2022,KH1SMVPKSHY4,"GREAT LAKES SOUND & VIBRATION, INC.",,0.1491,1
2022,DT1KM4G6SLK7,"CORTRON, INC.",,0.1481,1
2022,FGNQE3RF1FK5,MORPAC INDUSTRIES INC,,0.1477,3
2022,RJBXUNF9XYX5,THUNDERBOLT SOFTWARE LLC,,0.1473,10
2022,FFZLXPAQCMD8,WHITING DOOR MANUFACTURING CORP.,,0.1461,3
2022,G9KGAU9Q4D97,"AIR COMPONENTS, INC.",,0.1439,3
2022,N3N5N1E2WZR8,"BARRON INDUSTRIES, INC.",,0.1431,2
2022,T65NL3CZZ9Y8,"ADVANTECH INDUSTRIES, INC.",,0.1424,3
2022,RD7HS69ASZM3,"AVERS MACHINE & MFG, INC",,0.1415,2
2022,U6F2GHCNNH47,HEXCEL CORPORATION,,0.1412,1
2022,NB6DNPN49S95,PACIFIC MARITIME INDUSTRIES CORP.,,0.1408,3
2022,HD6KUNECAHS4,"ALL TECH ELECTRONICS, INC.",,0.1407,2
2022,MDC5LDZKQAM4,BLUE TECH INC.,,0.1407,1
2022,RPTWUJFKEG64,"LAKOTA TECHNICAL SOLUTIONS, INC.",,0.1405,4
2022,K5EHDDMPL8L3,ASC ENGINEERED SOLUTIONS LLC,,0.1377,1
2022,MKGCWL2DHBT4,MARINE TECH WIRE & CABLE INC,,0.1367,1
2022,DTCND1MN7J15,ASPEQ HEATING GROUP LLC,,0.1359,2
2022,Z43PV7K61YL4,DOW-KEY MICROWAVE CORPORATION,,0.1351,2
2022,TZMTECJ51C87,TAT TECHNOLOGIES LTD.,,0.1347,1
2022,RDWJT82H4MW8,SAMTEC INC,,0.1346,2
2022,HTHFAYHMJWT4,"HEILIND ELECTRONICS, INC",,0.1343,2
2022,QNEXJLA47BM4,"JAMESTOWN METAL MARINE SALES, INC.",,0.1342,2
2022,HWSHBFR1LKB3,GENERAL RELIANCE CORPORATION,,0.1339,1
2022,YDCCAJCSPGW3,ERIE ENGINEERED PRODUCTS INC,,0.1320,2
2022,XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",,0.1310,1
2022,WCE1F3V37MM9,CHROMALOX INC,,0.1301,1
2022,KKRXVDJZQ5V5,KEYSTONE FIRE PROTECTION CO.,,0.1296,2
2022,FUNJJEK23XN5,"TCH DISTRIBUTORS, LLC",,0.1294,4
2022,P4WMHCR9W1H3,"FUTURE TECHNOLOGIES, INC",,0.1281,6
2022,PB11V1KH3KV4,SOUTHWEST RESEARCH INSTITUTE,,0.1280,4
2022,DPC3CKUML243,PNY TECHNOLOGIES INC,,0.1280,1
2022,JDRLC5Z7HJS5,"CP TECHNOLOGIES, LLC",,0.1264,1
2022,C221PQMU9CN3,QUALITY PACIFIC MANUFACTURING INC.,,0.1240,1
2022,WA6MBG28BUQ5,"PPG INDUSTRIES, INC.",,0.1228,1
2022,QHZMLNNGSTA8,SPEC-BUILT SYSTEMS INC.,,0.1225,2
2022,PJJPF3BKD7L4,HYDRAFLOW,,0.1222,1
2022,VHMCMK22ADL3,DJ ACQUISITION MANAGEMENT CORP.,,0.1221,1
2022,GF6NKBL7D3Y1,POLYMER CORPORATION,,0.1193,1
2022,MMDRDDVELDX8,DANTE VALVE COMPANY,,0.1187,2
2022,ZXMJM9MBXBQ4,"HILLER COMPANIES, INC., THE",,0.1181,3
2022,NXGLEN3CK1N6,"DATACON, INC.",,0.1181,8
2022,JE1BMK3T9FN1,"CASEMER TOOL & MACHINE, INC.",,0.1165,3
2022,NU2UC8MX6NK1,"BOEING COMPANY, THE",,0.1162,1
2022,XCP3T25VVKU3,LAKOTA TECHNICAL SOLUTIONS INC,,0.1160,3
2022,KATZHMD3P8B1,ASKEW INDUSTRIAL CORP,,0.1147,2
2022,HFLCXAGYK4U7,GSI CORPORATION,,0.1145,1
2022,DENBPPDE8YD5,GTC MACHINING LLC,,0.1143,2
2022,KAZ4JKA23UT5,"ENDICOTT PRECISION, INC.",,0.1136,3
2022,HA12C222DC59,"SKYWORKS SOLUTIONS, INC.",,0.1134,2
2022,H4ZMPGLLZ8D9,"ARTCRAFT FABRICATORS, INC.",,0.1124,2
2022,HPJ7F85GUDR4,"CHARDAM GEAR COMPANY, INC.",,0.1120,2
2022,HNATH53DNMM8,ISOVOLTA INC.,,0.1103,2
2022,K73HH1JM4245,INDUSTRIAL FILTER MANUFACTURERS INC,,0.1102,1
2022,Z7D5BQGNHC99,AUDIOSCIENCE INC.,,0.1090,1
2022,K1YLLHBBMPT1,AMERICAN SCAFFOLD,,0.1088,1
2022,WRKMBA4KC887,BOYD CORPORATION (WOBURN) INC,,0.1080,2
2022,W7HUVY8QK6C3,"CIRRIS, INC.",,0.1076,1
2022,VGHZVYY9NL95,GATE PETROLEUM COMPANY,,0.1075,1
2022,ENB7FA8442H6,"ADI AMERICAN DISTRIBUTORS, LLC",,0.1071,1
2022,JRHJJRY6DWK3,"CORNELL-CARR CO., INC.",,0.1063,1
2022,Z59EYJJGPW94,"C & D ELECTRONICS, INC.",,0.1051,2
2022,DF2ZSTNCL8V3,"NORTH EAST TECHNICAL SALES, INC.",,0.0999,1
2022,SU2FJ9TDBL98,"HUTCHINSON MANUFACTURING, LLC",,0.0986,2
2022,MHSNKLGL36G3,MOBIWEBCOM LLC,,0.0983,7
2022,DDNELLWJ1DB1,"ATLANTIC MARINE CLEANING, LLC",,0.0979,1
2022,CAKCE9S4WL78,"AZTEC GLOBAL SOLUTIONS, INC.",,0.0978,1
2022,ZJYJB7MBFE56,"CRANE PUMPS & SYSTEMS, INC.",,0.0974,1
2022,HME8LJBLMUU3,"JET-TEK, LLC",,0.0963,1
2022,LJH7EQHQAK35,"AGM CONTAINER CONTROLS, INC.",,0.0960,2
2022,Y3G3HDW395J5,INDUSTRIAL MOBILE HYDRAULICS INC,,0.0948,1
2022,R54LM1P25K23,PORTABLE STORAGE CORP,,0.0940,1
2022,EQ6FZK8R7A75,COILCRAFT INC,,0.0927,1
2022,J7JJKMJGC7K1,"NAC GROUP, INC.",,0.0911,2
2022,WWMME88ERQG5,"BESTWELD, INC.",,0.0907,1
2022,ZKCDCNX3Y9B7,AERO-GLEN INTERNATIONAL LLC,,0.0903,2
2022,HJG5ZSLCMTJ9,"MSA SAFETY SALES, LLC",,0.0903,1
2022,NFADFBRR9XM6,"SOURCE CODE MIDCO, LLC",,0.0902,1
2022,V7GQF5M7C667,"SOUTHERN GEAR & MACHINE, INC.",,0.0881,2
2022,THD4LF2DLLH3,"UNIVERSAL PROTECTION GP, LLC",,0.0876,1
2022,TKJ1TW2YRNL3,"MEGGITT DEFENSE SYSTEMS, INC.",,0.0876,2
2022,ELA3HTZ25FJ3,"PACIFIC MOBILE STRUCTURES, INC.",,0.0873,2
2022,FYLAKMN93AK5,HEWLETT PACKARD ENTERPRISE COMPANY,,0.0873,1
2022,NPLMFYMZDPW6,"WESS TRANSPORTATION SERVICES, INC.",,0.0842,1
2022,EEJPJ342F3P1,"TABET MANUFACTURING COMPANY, INC.",,0.0839,1
2022,T6HMTJ6CTRF5,PTC INC.,,0.0834,1
2022,YY4YKPLKUJ55,VELAN VALVE CORP.,,0.0830,1
2022,P4XPJNTCHB68,"SCHOELLHORN - ALBRECHT MACHINE CO., INC.",,0.0827,2
2022,MLRGP28FEQ41,IRWIN AUTOMATION INC,,0.0825,2
2022,XXADYWMX8FE7,RYERSON HOLDING CORPORATION,,0.0822,1
2022,MMW6ZK3412A7,SEA SHIELD MARINE PRODUCTS,,0.0821,1
2022,PT2JJ2ENT5A7,SCIENTIFIC COMPONENTS CORPORATION,,0.0817,2
2022,RMLGMBGNPCC8,"KINGSBURY, INC.",,0.0788,2
2022,E3NCN9MXJAL5,TURNBULL LLC,,0.0786,2
2022,QFG7EC12DQK4,"UNITED RENTALS (NORTH AMERICA), INC.",,0.0785,2
2022,LHF8JEX7FJC5,"CONSOLIDATED RIGGING AND MARINE SUPPLY COMPANY,",,0.0782,1
2022,LN9YKAX66918,"KULITE SEMICONDUCTOR PRODUCTS, INC",,0.0781,1
2022,DCT5EZ37RTF5,YORK ELECTRO-MECHANICAL CORP,,0.0767,1
2022,H724CJLDD5W3,"E-Z FASTENING SOLUTIONS, INC",,0.0755,2
