fy,uei,vendor,foreign,amount_M,records
2018,JNC1BUEVV3B9,"JGILS, LLC",,1.2099,7
2018,DTZJAQF8NZA1,"L-3 COMMUNICATIONS HOLDINGS, INC.",,1.1170,6
2018,UU26FKF1MML6,BERKSHIRE HATHAWAY INC.,,1.0954,13
2018,UTLBMJZK7M61,"MID-CONTINENT ENGINEERING, INC.",,1.0824,8
2018,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",,1.0542,9
2018,FR1NLWKHKDB7,"IRWIN & LEIGHTON, INC.",,1.0425,2
2018,DTXMJMGMQ655,SPARTON CORPORATION,,0.9076,3
2018,YQXBZHMXEVE5,THE MATHWORKS INC,,0.8987,2
2018,QNF5KM7YJSN7,"SOUTHCOAST WELDING & MANUFACTURING, LLC",,0.8863,8
2018,CY16XXPHX213,ARCTIC SLOPE REGIONAL CORPORATION,,0.8794,3
2018,E86GJS762JJ5,TOTAL SA,,0.8582,5
2018,MQDVMWB54XH4,"BOLLINGER SHIPYARDS, INC",,0.8455,6
2018,CNNMP74968J4,MARTIN RESOURCE MANAGEMENT CORPORATION,,0.8287,3
2018,YND8DQMYF5L6,SYSTEMS ENGINEERING & MANAGEMENT COMPANY,,0.7989,3
2018,SKKACASET588,DYNALEC CORPORATION,,0.7810,9
2018,GGSLGRB5KXM6,PON HOLDINGS B.V.,,0.7729,4
2018,EWUTYZ9KJMG4,BEL FUSE INC.,,0.7614,19
2018,DHGJVCVAFYE3,"CALIFORNIA MARINE CLEANING, INC.",,0.7555,4
2018,Q35JL9GFCAK3,"MAROTTA CONTROLS, INC.",,0.7502,7
2018,ZE6YJC3MHVF3,BIRD TECHNOLOGIES GROUP INC,,0.7497,1
2018,R8UMES4H39C7,FUJITSU LIMITED,Yes,0.7466,1
2018,PE3EGKPBTGX5,"QORVO, INC.",,0.7428,2
2018,JVPJXP6A4DF8,ONEX CORPORATION,,0.7264,4
2018,QATEDMDR46E4,FORTIVE CORPORATION,,0.7106,3
2018,LJCSMLKU1MR5,"GENERAL MICRO SYSTEMS, INC",,0.6841,4
2018,C1UKFVCAPFB6,GLOBAL INNOVATION CORP.,,0.6486,2
2018,VN78DKXXYG27,FIKE CORPORATION,,0.6148,3
2018,T3WALEGF6NQ2,"MUELLER INDUSTRIES, INC.",,0.6013,2
2018,JW2LFCPJMF68,MICROSEMI CORPORATION,,0.6009,1
2018,MUZ6TJWKEWG8,FUJITSU LIMITED,Yes,0.5815,1
2018,ZA1KMNAJMVT3,SURFACE TECHNOLOGIES CORPORATION,,0.5742,4
2018,JQTLH33SXNQ7,SECURITAS AB,,0.5740,3
2018,N88VHXESBD88,QUASAR POWER & TECHNOLOGIES INC.,,0.5462,3
2018,J2JPCJNA37P3,"LOR-MAR MECHANICAL SERVICES, INC.",,0.5344,1
2018,W138B61KN3Q7,PARKER-HANNIFIN CORPORATION,,0.5240,2
2018,J8WCYWJQKJE9,"AVNET, INC.",,0.5228,10
2018,J5FTSL9NDLN5,"M & S MACHINING, INC.",,0.5073,2
2018,VYX7EB53JLK5,KEY TRONIC CORPORATION,,0.5025,5
2018,E8JUS56XTDY3,"VISHAY INTERTECHNOLOGY, INC.",,0.4982,5
2018,T99DCLB5NRH7,"OCENCO, INCORPORATED",,0.4904,2
2018,MS9XWCRV8XD8,"RICHLIND METAL FABRICATORS, INC.",,0.4844,7
2018,LQJ8L3UFTVX3,"FREQUENCY ELECTRONICS, INC.",,0.4764,5
2018,W547TUQXJ8Y4,CARVER PUMP COMPANY (INC),,0.4720,2
2018,TJCDPVN6RNP7,DELL TECHNOLOGIES INC.,,0.4709,6
2018,J1HRLJ1Q1NT6,"MC2 SABTECH HOLDINGS, INC.",,0.4679,7
2018,KVFKXMDCMEK1,CORNING INCORPORATED,,0.4610,2
2018,N5KEKMFCWUR1,AMETEK INC.,,0.4450,3
2018,CQLFMKPGRUQ3,"TEVET, LLC",,0.4426,3
2018,RDB2AM2GGHH8,SIEMENS AKTIENGESELLSCHAFT,,0.4408,2
2018,C196SJZ6X6M8,"CIS SECURE COMPUTING, INC.",,0.4320,1
2018,LXJAD1QCKSK6,HÉROUX-DEVTEK INC,Yes,0.4307,1
2018,JKM7K2CCW6U9,"DELTA INFORMATION SYSTEMS, INC.",,0.4206,3
2018,VCFNC31LV829,CRANE CO,,0.4170,4
2018,D44RA79E3K57,"PRECISION PRODUCTS, INC.",,0.4143,2
2018,RB1NHMLR5BX9,DUCOMMUN INCORPORATED,,0.4123,5
2018,ESHRLYWCL9C7,SWITCHING POWER INC.,,0.4052,4
2018,QVVVKBXLM7A1,PACIFIC ALLIANCE CAPITAL INC.,,0.3998,1
2018,NFUUN26M2SK7,KUDZU INTERNATIONAL INCORPORATED,,0.3986,2
2018,FMHAF7KDLFD5,"SYSTEL, INC.",,0.3916,3
2018,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC",,0.3838,2
2018,JB3FU6NKW1M3,"KRAYDEN, INC.",,0.3820,3
2018,KLW3ZYL15493,RAYTHEON COMPANY,,0.3766,2
2018,WF9TN8AWH8K5,HEICO CORPORATION,,0.3731,5
2018,F9SDJAZFTLG6,"HUNTINGTON INGALLS INDUSTRIES, INC.",,0.3723,5
2018,SLEPYXMKG1H4,"FLAME ENTERPRISES, INC.",,0.3651,5
2018,H7DBZ25EQ9F6,"DIVERSIFIED MACHINING, INC.",,0.3560,2
2018,JK12LG7ZPSY5,"SECTOR MICROWAVE INDUSTRIES, INC.",,0.3552,2
2018,K8E4CQYCRJ25,ADVANCED STRUCTURES CORPORATION,,0.3550,1
2018,FWF8QBPCGLG3,GENERAL TOOL COMPANY,,0.3500,4
2018,HHBLV49BQUY5,"ADVANCED SCIENCES AND TECHNOLOGIES, LLC",,0.3433,2
2018,LNGAZMTYJPL3,THE ENTWISTLE TRUST,,0.3414,5
2018,J8CAKJ6WMNB3,"ASSURANCE MFG. CO., INC.",,0.3328,2
2018,EYXEF9DML9L7,LIDGERWOOD MANUFACTURING COMPANY (INC),,0.3277,1
2018,KT2YQA6NDXF9,"SUPERIOR AEROSPACE, INC.",,0.3183,2
2018,J9XEK2AAZMW3,SUPER RADIATOR COILS LIMITED PARTNERSHIP,,0.3158,5
2018,LM35HWEVUPH3,"ADI TECHNOLOGIES, INC.",,0.3149,6
2018,NGHWB3UFBDZ3,"MU-DEL ELECTRONICS, INC",,0.3131,2
2018,F4XLUSKN1KX1,"ADVANCED INDUSTRIES, INC.",,0.3121,1
2018,NXGLEN3CK1N6,"DATACON, INC.",,0.3075,3
2018,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,,0.2957,1
2018,U4Y5L5RJJA56,"METHODE ELECTRONICS, INC",,0.2951,1
2018,QRMQQ2U1LVJ3,"SAVINE HOLDING COMPANY, INC.",,0.2901,2
2018,J6DMEL935CD1,XYLEM INC.,,0.2824,2
2018,D57NSHMC6Z47,"HUTCHINSON MANUFACTURING, INC.",,0.2820,2
2018,CHNNG7Z26293,"BRYTECH, INC.",,0.2763,1
2018,HC3DHL9DN8E6,PYRAMID SEMICONDUCTOR CORP,,0.2687,2
2018,CK4FF75JLQS8,ELECTRO SWITCH BUSINESS TRUST,,0.2679,1
2018,UC6ATRPNJGR2,FCG INC.,,0.2650,1
2018,UK6NAHCH8459,"CAROLINA POWER SYSTEMS OF SUMTER, INC.",,0.2634,1
2018,MPCXJJQJAL83,TE CONNECTIVITY LTD.,,0.2610,3
2018,X99SLLWX4NV1,"SUMMA HOLDINGS, INC.",,0.2564,1
2018,EP2TN3E6Z624,"COASTAL MECHANICAL SYSTEMS, LLC",,0.2492,1
2018,EVCQR1MMZN15,ADVENT DESIGN CORPORATION,,0.2464,2
2018,N1G2S61FTUQ9,VERMILLION INCORPORATED,,0.2460,1
2018,KQZ6EABE3Y37,ABRASIVE-FORM INC.,,0.2453,2
2018,S7WJMUUALPN7,VERITAS CAPITAL MANAGEMENT LLC,,0.2366,1
2018,G15JF2TNVBL6,SIGNET MARITIME CORPORATION,,0.2305,1
2018,S6LCKJZGKFZ5,PIONEER MACHINE & TOOL CO. INC.,,0.2264,4
2018,YVLFKLNBKKH7,CATON CONNECTOR CORP.,,0.2243,1
2018,YA8KKBJ6JSW7,KEMET CORPORATION,,0.2226,4
2018,HMBSX7Z72UK4,"WESTLAND TECHNOLOGIES, INC.",,0.2222,3
2018,JHWNUX2YXN31,ARCONIC INC.,,0.2211,2
2018,N1PJDANWUJ61,SCOT FORGE COMPANY,,0.2181,2
2018,GV6WMAJUK1R9,SIOUX MANUFACTURING CORPORATION,,0.2163,1
2018,GU4MZLMEJN94,"SEYER INDUSTRIES, INC.",,0.2155,3
2018,MXTJBDD1L4T4,"TAYLOR DEVICES, INC.",,0.2124,1
2018,TCCLSQU7ZMW5,ITT INC.,,0.2118,3
2018,SL6NLJ9UC1Y3,FALSTROM COMPANY,,0.2081,1
2018,KVXZKEKUX3Q8,"BUNN INDUSTRIES, INCORPORATED",,0.2064,5
2018,LKXHMX1K3AC5,NATIONAL INSTRUMENTS CORPORATION,,0.2011,1
2018,WLEATDDTMCT3,"GRAYCLIFF PARTNERS, LP",,0.1983,1
2018,FFXKK2MMEM97,"DYNAMIC PRECISION GROUP, INC.",,0.1931,3
2018,F98TZC6J5XV1,"ARC TECHNOLOGIES, INC.",,0.1927,2
2018,XD2KRCD9W4A5,P R L INC,,0.1897,2
2018,QH1NZM6TK6C9,"TEATR MUZYKI I POEZII P/R E.KAMBUROVOI, GBU",Yes,0.1883,2
2018,GUDSCKALM855,CIZION LLC,,0.1872,2
2018,EREJZHBM5MU1,SPIRAX-SARCO ENGINEERING PLC,,0.1822,2
2018,W1LDBNHD4EM7,SCHLUMBERGER N.V.,,0.1811,1
2018,ZL86GKAMNA57,GEORGE INDUSTRIES LLC,,0.1807,2
2018,EACJHXZR3C75,CATALINA INSTRUMENT CORP.,,0.1793,3
2018,LU7KP9UJJ5L7,"WESCO INTERNATIONAL, INC.",,0.1775,3
2018,LZNQL4SJ2C32,DYSOL INC,,0.1772,1
2018,NY2RNWDENUG7,THE JORDAN COMPANY L P,,0.1751,1
2018,YLQMY5SGNE55,3M COMPANY,,0.1722,3
2018,MBJ8ANU347W7,EATON CORPORATION PUBLIC LIMITED COMPANY,,0.1715,1
2018,DW33W8L3N1P8,"PHOENIX GROUP OF VIRGINIA, INC.",,0.1663,1
2018,U5DEVLMH9KR8,"FEDERAL DEFENSE SOLUTIONS, INC.",,0.1640,2
2018,J7JGTBNSM619,MEGATOR CORPORATION,,0.1639,4
2018,QNEXJLA47BM4,"JAMESTOWN METAL MARINE SALES, INC.",,0.1620,1
2018,PDZUR2FMYD89,"RANGER ENVIRONMENTAL SERVICES, LLC",,0.1577,2
2018,HT2SC8NC87E1,ANIXTER INTERNATIONAL INC.,,0.1565,3
2018,KWAYELLKNP86,GET ENGINEERING CORP.,,0.1514,3
2018,HZ6EDXJ226C9,"HIGHLAND ASSOCIATES, LTD. ARCHITECTURE ENGINEERING INTERIOR DESIGN",,0.1503,1
2018,V1MQFNQB56Z5,RIX INDUSTRIES,,0.1455,2
2018,T6HMTJ6CTRF5,PTC INC.,,0.1435,2
2018,WZQNCGF1CQC3,JAANN INC,,0.1387,1
2018,VN4ABZNLWJ59,ABB LTD,,0.1387,1
2018,FYLAKMN93AK5,HEWLETT PACKARD ENTERPRISE COMPANY,,0.1373,1
2018,HTHZV61C5DV8,SYSCO CORPORATION,,0.1365,1
2018,X37XWB4L7ZM9,"ARSENAL HOLDINGS, LLC",,0.1360,1
2018,WVW5FMYALEL6,"PLAINVILLE ELECTRICAL PRODUCTS COMPANY, THE",,0.1338,2
2018,C1B6X8AADFB1,"COMSACO, INC.",,0.1284,1
2018,HNJDANSKDZK9,"SPECTRONICS, INC.",,0.1274,3
2018,ZRBPR96JCE93,"PACIFIC MARITIME FREIGHT, INC.",,0.1252,3
2018,GZ7FVBC6MFG6,"ECK INDUSTRIES, INC.",,0.1241,1
2018,ENBFG8HHWTA9,"WAVELINE, INCORPORATED",,0.1237,2
2018,QEB1F43QCFD7,PRECISION GRINDING & MANUFACTURING CORP,,0.1235,2
2018,M9APHD19U9M4,"LANSDALE SEMICONDUCTOR, INC.",,0.1207,1
2018,R5RFNWBXMSM7,R.M. PATON NOMINEES PTY. LIMITED,Yes,0.1199,1
2018,CEFCD41CLDJ8,SHI INTERNATIONAL CORP.,,0.1185,2
2018,Z89SS59265U9,ESPEY MFG. & ELECTRONICS CORP.,,0.1170,1
2018,E5NZAXG4MNB7,"MURRAY BENJAMIN ELECTRIC COMPANY, LIMITED PARTNERSHIP",,0.1153,3
2018,JY88JJ3HNS44,"COASTAL MARINE SERVICES, INC.",,0.1145,3
2018,C6CLJKP7D441,POHLAD COMPANIES,,0.1124,2
2018,GV95CCPKRQX1,"FEDTECH, INC.",,0.1107,2
2018,JL4THZCMNKR7,JACKSON PLATING CO.,,0.1105,2
2018,MMDRDDVELDX8,DANTE VALVE COMPANY INC,,0.1104,2
2018,XGKMK9LBC344,PREMIER FARNELL LIMITED,,0.1091,2
2018,S1TGQ9L36486,"TOOL-SMITH COMPANY, INCORPORATED",,0.1076,2
2018,N7GBGFJV66J6,WEMS INC.,,0.1073,1
2018,XFWNM6S1JML3,"AEROSPACE ELITE ELECTRONICS, INC.",,0.1062,2
2018,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",,0.1048,1
2018,FVGUCFG6HLK7,BLACKMER,,0.1029,1
2018,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,,0.1017,1
2018,UK8DL82MHJG5,PROPULSION CONTROLS ENGINEERING,,0.1000,1
2018,JN16VPC2PXN4,"BAY CITY MARINE, INC.",,0.1000,2
2018,KHJBQNXK37Q5,"ROCHESTER ELECTRONICS, LLC",,0.1000,1
2018,H4FZBFXLJ636,"TIMKEN COMPANY, THE",,0.0998,2
2018,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,,0.0988,2
2018,E383LRP25MY6,YOUNG ENGINEERING COMPANY INC.,,0.0988,1
2018,JMKUMJXFL4P7,"GOULD TECHNOLOGY, LLC",,0.0969,1
2018,DMXKGDQFGMM9,"A.Z.E. SUPPLY COMPANY, INC.",,0.0963,1
2018,UYCFM7GJBHK7,FIERCE SOFTWARE CORPORATION,,0.0961,1
2018,RBH1T4FLDYN5,A & A MACHINE CO INC,,0.0960,1
2018,YCNVY6KAMVD6,"DVL GROUP, INC.",,0.0947,1
2018,JRHJJRY6DWK3,"CORNELL-CARR CO., INC.",,0.0945,3
2018,MJ1MDNUENC97,"FALCON ELECTRONICS, INC",,0.0921,1
2018,QEHMNH93DYH6,"INNOVATIVE DEFENSE TECHNOLOGIES, LLC",,0.0881,1
2018,LRGLM5X3XQ65,MAGNA MACHINE CO.,,0.0873,1
2018,UAC2KLJM4XY1,TRANSDIGM GROUP INCORPORATED,,0.0873,2
2018,C8CDF5YWF583,THE CAPTOR CORPORATION,,0.0861,2
2018,UXEGD3WECED5,"EXTREME ENGINEERING SOLUTIONS, INC",,0.0853,2
2018,Q4LMAMECTR44,"CONNECTOR SPECIALISTS, INC.",,0.0852,2
2018,XJXYXCZL36Z4,THE CARLYLE GROUP L P,,0.0851,2
2018,ML28DU1R7P77,MAUI ACQUISITION CORP.,,0.0850,2
2018,GPEHQHPNYZ31,ALCO INVESTMENT COMPANY,,0.0837,2
2018,UCNMVD1EMHN4,NORTECH SYSTEMS INCORPORATED,,0.0837,1
2018,H6BAML157J64,"ARNOLD'S SAFE & LOCK CO., INC.",,0.0829,1
2018,FMKADN1KAXH6,"HOSE-MCCANN TELEPHONE CO., INC.",,0.0827,3
2018,FJ8NY24LFMM8,LYTRON INCORPORATED,,0.0817,1
2018,H293LTV8R2U3,"REAL-TIME INNOVATIONS, INC.",,0.0811,1
2018,CN4QBMBLPMJ3,TOTAL VIDEO PRODUCTS (INC),,0.0810,1
2018,U6F2GHCNNH47,HEXCEL CORPORATION,,0.0803,1
2018,QVMYLK59N3G2,INTEGRITS CORPORATION,,0.0803,1
2018,YK4TPH3YV3S3,MARITIME APPLIED PHYSICS CORP,,0.0803,1
2018,EBPNMMDTMVS3,"CONTINENTAL RESOURCES, INC.",,0.0772,2
2018,S987C2WHMF29,PNC EQUITY PARTNERS LP,,0.0769,1
2018,JMG3R5M8XZH5,FRONTIER ELECTRONIC SYSTEMS CORP.,,0.0757,1
2018,EDDDNK3ACHM9,"ADVANCED METALS MACHINING, LLC",,0.0755,1
2018,F4TYC1N7UEH3,"ELECTROWEAVE, INC.",,0.0745,2
2018,NPLMFYMZDPW6,"WESS TRANSPORTATION SERVICES, INC.",,0.0742,1
2018,HME8LJBLMUU3,"JET-TEK, LLC",,0.0734,1
2018,FGNQE3RF1FK5,"MORPAC INDUSTRIES, INC.",,0.0727,2
2018,YFV9G5K6JJ39,SMITHS GROUP PLC,,0.0718,2
2018,U45EH8WMNF55,"CIRCOR INTERNATIONAL, INC.",,0.0711,1
2018,D3NDZT2XLW83,"MARINE AIR SUPPLY CO., INC.",,0.0706,1
2018,YVBHN7GKLQ44,"GLENAIR, INC.",,0.0705,1
2018,JBW7MMLVKDX7,DEGREE CONTROLS INC.,,0.0702,1
2018,WUQGPNATWJM3,"C MACHINE CO, INC",,0.0698,1
2018,HB98NVXSQ5J9,HARY MANUFACTURING INC,,0.0681,1
2018,QT9LCNSYE637,MATERION CORPORATION,,0.0676,1
2018,TZMTECJ51C87,TAT TECHNOLOGIES LTD.,,0.0675,1
2018,K7L6DELLDU47,"GULF SALES AND SUPPLY, INCORPORATED",,0.0668,2
2018,WP8LRX9KNTC4,"GRAYBAR ELECTRIC COMPANY, INC.",,0.0658,1
2018,PM2FDF7CCNC2,"MARISCO, LTD.",,0.0658,2
2018,WQAEHCFQFZF3,RAKON LIMITED,Yes,0.0656,1
2018,KAZ4JKA23UT5,"ENDICOTT PRECISION, INC.",,0.0655,1
2018,V98MJA1ETKV1,DRY ICE BLASTING OF WESTCHESTER LLC,,0.0652,2
2018,JQ22KVJNANT9,SAFRAN,,0.0648,1
2018,XMLNYKT139G8,CRESTWOOD TECHNOLOGY GROUP CORP.,,0.0648,1
2018,JHRUTRMQGW17,GENERAL DYNAMICS CANADA LTD,Yes,0.0645,2
2018,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,,0.0644,1
2018,KHN9PQ6VZ756,"MIDSTATE INDUSTRIAL SUPPLY, INC.",,0.0641,1
2018,YELYMYLF82L9,"LAKE SHORE SYSTEMS, INC.",,0.0638,2
2018,JBMKQ8ZH6FN9,DOVER CORPORATION,,0.0628,2
2018,PX7XVJDX7TZ7,VICOR CORPORATION,,0.0615,1
2018,CAKCE9S4WL78,"AZTEC GLOBAL SOLUTIONS, INC.",,0.0597,1
2018,NSDHS6ECR633,TESTEQUITY LLC,,0.0588,1
2018,TM6SS5G67XB4,CTI ELECTRONICS CORPORATION,,0.0584,1
2018,H3VYQFQRD1D6,"INDUSTRIAL GROUP HOLDINGS, LLC",,0.0584,1
2018,C6C8KS7Y1K76,MIDE TECHNOLOGY CORPORATION,,0.0581,2
2018,KMNEP97KAG75,OMEGA PRECISION,,0.0579,1
2018,L5MZV21K5DR2,"QUALITY THERMISTOR, INC.",,0.0556,1
2018,PY9MEJN3NQ54,AUTOMATED EDM INCORPORATED,,0.0542,1
2018,ND4YRE2B35N5,"CITRIX SYSTEMS, INC.",,0.0540,1
2018,P2LKC7KAFFR2,"FAIRMOUNT AUTOMATION, INC.",,0.0534,1
2018,KMRUJJMRJSV6,CAPARO INTERNATIONAL CORP,,0.0531,1
2018,CELUQLJ64TZ9,"MARCH ELECTRONICS, INC.",,0.0529,1
2018,MSSQQ551LG41,"IMPRES TECHNOLOGY SOLUTIONS, INC.",,0.0526,1
2018,UJL7ULNK2K94,"HI-REL PRODUCTS, LLC",,0.0522,1
2018,SGR5M2YHL6H9,"REGAL MACHINE, INC.",,0.0518,1
2018,DPRHABDR4A45,"ATESSA, INC",,0.0512,1
2018,NGE4ALP2M661,"WEAVER SUPPLY COMPANY, LLC",,0.0512,2
2018,JGLLLKELFB57,ITT CORPORATION,,0.0503,1
2018,PPLZG8J3N9D4,UNITED TECHNOLOGIES CORPORATION,,0.0502,1
2018,XGUEGCF761T9,THE LOUISIANA ASSOCIATION FOR THE BLIND,,0.0502,1
2018,XP2SK8VR5H53,"CORE POWER, INC.",,0.0500,1
2018,NE3DARLAMEN6,"PROCESS ENGINEERING COMPANY, INC.",,0.0494,1
2018,RBANKF6MUJS9,"EFG HOLDINGS, INC.",,0.0494,1
2018,C1E2GZE3JAE3,"WESTERN INDUSTRIAL MACHINING, INC.",,0.0483,1
2018,ZFN2JJXBLZT3,LOCKHEED MARTIN CORPORATION,,0.0474,1
2018,X2B9AJRG3SA7,"SUMATECH, INC.",,0.0473,1
2018,NFTFCKNL7Z57,"COASTAL MARINE EQUIPMENT, INC.",,0.0466,1
2018,NTACVMVCDCA6,"MIDCON CABLES CO., INC.",,0.0460,1
2018,F295NQHTL3F9,"AC&A ENTERPRISES HOLDINGS, LLC",,0.0459,1
2018,J3TKCN6S76D6,ORACLE CORPORATION,,0.0441,1
2018,PBK1J5QBTXB1,"SNR SYSTEMS, LLC",,0.0436,1
2018,V16LFA3JDR14,LIMITORQUE CORPORATION,,0.0436,1
2018,PDANDQJTN3P5,TDK CORPORATION,,0.0426,1
2018,DTCND1MN7J15,ASPEQ HEATING GROUP LLC,,0.0425,1
2018,EMGDREJHJ9B1,SYNNEX CORPORATION,,0.0415,1
2018,PR7QMALR6TN4,COMPUTER CONVERSIONS CORPORATION,,0.0409,1
2018,YJBYQBNZDJJ7,"TERADYNE, INC.",,0.0407,1
2018,GM4FL5Q7KSK5,WENZEL ASSOCIATES INC,,0.0404,1
2018,DZ4JXAPAU222,"UNITED RENTALS, INC.",,0.0399,1
2018,YE33G9AY9DB8,"APPLIED POWER PRODUCTS, INC.",,0.0380,1
2018,FNDNN65LLG73,"INFINITE ELECTRONICS, INC.",,0.0378,1
2018,LYDUF2SMFNA3,"TEAM, INC.",,0.0376,1
2018,N59KLKMGK7T6,CHRISTIAN PETER THOMSEN HOLDING APS,Yes,0.0364,1
2018,C8V6T36LW557,"AEGIS POWER SYSTEMS, INC.",,0.0360,1
2018,QSXSDASP8FT6,MICROCHIP TECHNOLOGY INCORPORATED,,0.0359,1
2018,W1NCJ8ATWDN7,EVOQUA WATER TECHNOLOGIES CORP.,,0.0355,1
2018,MYJHF1S2HGV5,"EPSILON SYSTEMS SOLUTIONS, INC.",,0.0353,1
2018,GSBVJ9K2EJY5,"B.J.G. ELECTRONICS, INC.",,0.0353,1
2018,C18KXNHETC95,"KITCO FIBER OPTICS, INC.",,0.0350,1
2018,HQYRGF5TLDF5,STAMLER MACHINE CO. INC.,,0.0350,1
2018,UZKRMH51VMJ5,"PAR SYSTEMS, INC.",,0.0345,1
2018,YBGVF28MA725,TROY TUBE & MANUFACTURING CO.,,0.0344,1
2018,HWSHBFR1LKB3,GENERAL RELIANCE CORPORATION,,0.0344,1
2018,D7L6DVQTJDM5,"ARIES FILTERWORKS, INC.",,0.0342,1
2018,LVSBF1JHVJG5,"QUALASTAT ELECTRONICS, INC.",,0.0341,1
2018,UWCTLUZ1VT88,BROTHERS MECHANICAL LLC,,0.0339,1
2018,LXC1G6NGF1W5,ELECTROCOMPONENTS PUBLIC LIMITED COMPANY,,0.0337,1
2018,WLHBRDWEW7T4,"ABACO SYSTEMS, INC.",,0.0335,1
2018,ZQ9YPL8K2EB8,"FLOW CONTROLS, INC.",,0.0332,1
2018,F161APAUMLD7,"KOCH INDUSTRIES, INC.",,0.0330,1
2018,QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",,0.0327,1
2018,Q6U3PVL5BND8,"N T M, INC.",,0.0325,1
2018,MH4BJN91NNS4,ACTIAN CORPORATION,,0.0325,1
2018,KBE7KDEZNML9,"SDM AND ASSOCIATES, INC.",,0.0319,1
2018,FNQARYRJJEL5,"COSPOLICH, INC.",,0.0317,1
2018,C8RHMP5H2FR7,"PNY TECHNOLOGIES, INC.",,0.0307,1
2018,NK1RB5VKXES9,"DETROIT SWITCH, INC.",,0.0302,1
2018,GJEXETZX4N96,SHIELD TECHNOLOGIES CORPORATION,,0.0292,1
2018,FD69PPCVM2B8,"PASCAGOULA LAUNCH SERVICE, INC",,0.0288,1
2018,KNEFNMWXBK39,JO-KELL INC.,,0.0288,1
2018,JYTYZUGUN6V3,"TRI-TEC MANUFACTURING, LLC",,0.0288,1
2018,JNJFRGW5JCQ9,"BENNETT DIE & TOOL, INC.",,0.0282,1
2018,PW9GWUTL4KV5,U S INC,,0.0280,1
2018,KAJ2U4MCB329,"CHELSEA CLOCK, LLC, THE",,0.0276,1
2018,P4XPJNTCHB68,"SCHOELLHORN - ALBRECHT MACHINE CO., INC.",,0.0270,1
2018,HHFGANSDJXN8,"SOUTHERN RUBBER & SPECIALTIES, , INC.",,0.0265,1
2019,YHJESY2TDP23,MAJOR TOOL AND MACHINE INC,,243.5365,13
2019,W8PTMRME1496,LEONARDO SPA,Yes,158.9324,72
2019,VE65QFAKCLG7,ROLLS-ROYCE MARINE NORTH AMERICA INC.,,132.7537,26
2019,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,,86.4304,18
2019,CY16XXPHX213,ARCTIC SLOPE REGIONAL CORPORATION,,72.0689,34
2019,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,,45.8190,17
2019,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",,38.8393,20
2019,DCV2KUEL85Z4,SENER GRUPO DE INGENIERIA SOCIEDAD ANONIMA,Yes,33.4310,8
2019,K5CSHFKMR8C4,"HANWHA TECHWIN CO., LTD.",Yes,31.4606,4
2019,GKPGD2F1LKL5,"ELLWOOD GROUP, INC.",,30.3906,11
2019,ZTD6PU46ALU3,"INDRA SISTEMAS, SOCIEDAD ANONIMA",Yes,25.2165,11
2019,NXGLEN3CK1N6,"DATACON, INC.",,22.7841,10
2019,DLLCKA14LMZ5,"MERRILL AVIATION, INC.",,22.5650,4
2019,HHBLV49BQUY5,"ADVANCED SCIENCES AND TECHNOLOGIES, LLC",,19.9210,32
2019,GCWKULHML2S3,WÄRTSILÄ OYJ ABP,,15.7630,7
2019,DTZJAQF8NZA1,"L-3 COMMUNICATIONS HOLDINGS, INC.",,15.6932,14
