generated_internal_id,award_id,recipient_name,award_amount,contract_award_type,award_type_group,awarding_agency,awarding_sub_agency,funding_agency,funding_sub_agency,naics,psc,start_date,end_date,in_scope,matched_axes,matched_queries,description
CONT_AWD_W912ES17P0040_9700_-NONE-_-NONE-,W912ES17P0040,"NO WORRIES REPAIR, LLC",12950.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2017-03-14,2017-06-01,yes,naics:336612; psc:1940,naics:336612; psc:1940,"WORK BOAT, MOTOR, AND TRAILER"
CONT_AWD_W912BU15P0021_9700_-NONE-_-NONE-,W912BU15P0021,"MCR ENGINEERING COMPANY, INC.",12942.34,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '2010', 'description': 'SHIP AND BOAT PROPULSION COMPONENTS'}",2015-01-23,2015-02-06,yes,naics:336611,naics:336611,REPAIR PITCH PROPULSION CONTROL SYSTEM ON-BORD THE DREDGE MCFARLAND
CONT_AWD_W91QEX25PA007_9700_-NONE-_-NONE-,W91QEX25PA007,"GL POWER, INC.",12939.68,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2025-07-07,2025-07-11,yes,naics:336611,naics:336611,HAMILTON JET DRIVE PARTS: BEARING HOUSE REBUILD AND WATER SEAL REPLACEMENT
CONT_AWD_W912WJ15P0233_9700_-NONE-_-NONE-,W912WJ15P0233,MARITIME SOLUTIONS INC,12832.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '333618', 'description': 'OTHER ENGINE EQUIPMENT MANUFACTURING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2015-09-04,2015-09-18,yes,psc:2090,psc:2090,OUTBOARD MOTOR FOR A SURVEY VESSEL FOR THE NEW ENGLAND DISTRICT USACE.
CONT_AWD_W912EQ15P0097_9700_-NONE-_-NONE-,W912EQ15P0097,"COOPER- WILKINS WELDING & MACHINE COMPANY, INC.",12800.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J020', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT'}",2015-07-30,2015-09-08,yes,naics:336611,naics:336611,IGF::OT::IGF  REBUILD DREDGE HURLEY PROPELLERS
CONT_AWD_W9127N22P0038_9700_-NONE-_-NONE-,W9127N22P0038,PRIME MOVER CONTROLS INC.,12785.37,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J020', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT'}",2022-06-14,2022-08-02,yes,naics:336611,naics:336611,PMC CONTROL ANNUAL SERVICE
CONT_AWD_W912BU23P0015_9700_-NONE-_-NONE-,W912BU23P0015,HARCON CORP,12695.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'W099', 'description': 'LEASE OR RENTAL OF EQUIPMENT- MISCELLANEOUS'}",2023-04-12,2023-08-31,yes,naics:336611,naics:336611,RENTAL OF BUCKET BOAT
CONT_AWD_W912EP17P0014_9700_-NONE-_-NONE-,W912EP17P0014,"CARDINAL POINT CAPTAINS, INC.",12675.95,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '334511', 'description': 'SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2017-07-20,2017-09-05,yes,psc:2090,psc:2090,STARFISH 450H HULL MOUNT SIDESCAN SONAR
CONT_AWD_W9127N18P0016_9700_-NONE-_-NONE-,W9127N18P0016,IHC AMERICA INC,12634.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '1955', 'description': 'DREDGES'}",2018-01-23,2018-03-15,yes,naics:336611,naics:336611,IHC DRAUGHT TRANSMITTERS
CONT_AWD_W912PM18P0093_9700_-NONE-_-NONE-,W912PM18P0093,CUMMINS INC.,12575.99,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J028', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- ENGINES, TURBINES, AND COMPONENTS'}",2018-07-02,2018-08-01,yes,naics:336611,naics:336611,REBUILD SERVICE TWO MARINE GENERATORS FOR THE DREDGE MURDEN IN WILMINGTON NC
CONT_AWD_W912BU15P0075_9700_-NONE-_-NONE-,W912BU15P0075,SCHOELLHORN - ALBRECHT MACHINE CO INC,12570.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '2040', 'description': 'MARINE HARDWARE AND HULL ITEMS'}",2015-05-28,2015-07-26,yes,naics:336611,naics:336611,DOUBLER ROLLER CHOCK ASSEMBLIES
CONT_AWD_W912PM24P0029_9700_-NONE-_-NONE-,W912PM24P0029,"TRANSPORTATION, NORTH CAROLINA DEPARTMENT OF",12500.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2024-03-18,2024-03-22,yes,naics:336611,naics:336611,DREDGE MERRITT HAUL-OUT & DRY-DOCK AT NORTH CAROLINA DEPARTMENT OF TRANSPORTATION (NCDOT)
CONT_AWD_W9127N24P0086_9700_-NONE-_-NONE-,W9127N24P0086,COASTAL AMX MARINE LLC,12474.65,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J999', 'description': 'NON-NUCLEAR SHIP REPAIR (WEST)'}",2024-07-18,2024-07-31,yes,naics:336611,naics:336611,DREDGE ESSAYONS RESCUE BOAT REPAIRS
CONT_AWD_W912BU21C0018_9700_-NONE-_-NONE-,W912BU21C0018,"WILLARD MARINE, INC.",12420.0,DEFINITIVE CONTRACT,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'Y1ED', 'description': 'CONSTRUCTION OF SHIP CONSTRUCTION AND REPAIR FACILITIES'}",2021-01-14,2021-01-20,yes,naics:336611,naics:336611,RE-CERTIFY MCFARLAND
CONT_AWD_W912EQ16P0087_9700_-NONE-_-NONE-,W912EQ16P0087,BIG RIVER SHIPBUILDERS INC,12392.38,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J020', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT'}",2016-09-26,2016-09-30,yes,naics:336611,naics:336611,IGF::OT::IGF M/V GOODWIN DRY DOCK REPAIR
CONT_AWD_0004_9700_W912DS16A0018_9700,0004,YANK MARINE INC,12347.0,BPA CALL,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2016-11-14,2016-12-23,yes,naics:336611,naics:336611,IGF::OT::IGF  INSPECTION AND REPAIR OF USACE VESSEL.
CONT_AWD_W912PM20F0004_9700_W912PM19D0005_9700,W912PM20F0004,"SCOTT, BILLY",12322.2,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2019-11-25,2020-01-29,yes,naics:336611,naics:336611,WELDING SERVICES TO REPAIR THE DREDGES MERRITT AND CURRITUCK FOR USACE - WILMINGTON DISTRICT.
CONT_AWD_W91SMC16F0014_9700_GS07F9386S_4730,W91SMC16F0014,SHIELD TECHNOLOGIES CORP,12261.0,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '4910', 'description': 'MOTOR VEHICLE MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT'}",2016-05-04,2016-06-19,yes,naics:336611,naics:336611,W93662 10 TON AIR/MANUAL SERVICE JACK
CONT_AWD_W912EE16P0055_9700_-NONE-_-NONE-,W912EE16P0055,"BIG RIVER PROPELLER, LLC",12252.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'J019', 'description': 'MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS'}",2016-07-13,2016-08-15,yes,naics:336611,naics:336611,RE-PITCH AND RECONDITION TWO WHEELS FOR IGF::OT::IGF
CONT_AWD_W912WJ15P0162_9700_-NONE-_-NONE-,W912WJ15P0162,"FAIRHAVEN SHIPYARD COMPANIES, INC.",12250.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': 'Z1ED', 'description': 'MAINTENANCE OF SHIP CONSTRUCTION AND REPAIR FACILITIES'}",2015-06-29,2015-07-24,yes,naics:336611,naics:336611,"IGF::OT::IGF REQUIREMENT TO PROVIDE BOAT REPAIR WORK SHALL BE LOCATED IN FAIRHAVEN, MA"
CONT_AWD_W912BU17F0061_9700_GS07F0235U_4730,W912BU17F0061,"NORD/ATLANTIC TRADING, INC.",12199.0,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '334220', 'description': 'RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2017-08-31,2017-10-06,yes,psc:2090,psc:2090,FLIR CAMERA AND CABLES SURVEY BOAT CHERNESKI
CONT_AWD_W9128F24F0065_9700_47QSWA23D006A_4732,W9128F24F0065,CENTRAL FLORIDA YAMAHA INC,12110.28,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2024-03-04,2024-03-29,yes,naics:336612; psc:2090,naics:336612; psc:2090,BOAT MOTOR
CONT_AWD_W912EE24F0100_9700_47QSWA23D006A_4732,W912EE24F0100,CENTRAL FLORIDA YAMAHA INC,12100.0,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2920', 'description': 'ENGINE ELECTRICAL SYSTEM COMPONENTS, NONAIRCRAFT'}",2024-06-28,2024-09-26,yes,naics:336612,naics:336612,A14550-24 ENID REC MAINTENANCE [107221]-
CONT_AWD_W9127S15P0145_9700_-NONE-_-NONE-,W9127S15P0145,"GO-DEVIL MANUFACTURING CO OF LA, L.L.C",11995.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2015-09-10,2015-10-15,yes,naics:336612; psc:1940,naics:336612; psc:1940,"IGF::OT::IGF SURFACE DRIVE BOAT PURCHASE, PINE BLUFF PROJECT OFFICE"
CONT_AWD_FA520924P0077_9700_-NONE-_-NONE-,FA520924P0077,"JOYFUL HONDA CO.,LTD.",11851.24,PURCHASE ORDER,contract,Department of Defense,Department of the Air Force,Department of Defense,Department of the Army,"{'code': '314994', 'description': 'ROPE, CORDAGE, TWINE, TIRE CORD, AND TIRE FABRIC MILLS'}","{'code': '4020', 'description': 'FIBER ROPE, CORDAGE, AND TWINE'}",2024-07-19,2024-09-17,yes,keyword,landing craft utility,MOORING LINES FOR LANDING CRAFT UTILITY (LCU) VESSELS
CONT_AWD_W912EQ16P0024_9700_-NONE-_-NONE-,W912EQ16P0024,SIMPLEX AMERICAS LLC,11754.6,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '332999', 'description': 'ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2016-06-27,2016-08-31,yes,psc:2090,psc:2090,SEALING RING PERBUUAN SC-2 SIZE 240 CLIN
CONT_AWD_W50S8E20P0020_9700_-NONE-_-NONE-,W50S8E20P0020,BINARY EXCHANGE TECHNOLOGIES LLC,11666.17,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Air Force,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': 'E1ED', 'description': 'PURCHASE OF SHIP CONSTRUCTION AND REPAIR FACILITIES'}",2020-09-23,2020-11-27,yes,naics:336612,naics:336612,ALMAR BOAT REPAIRS
CONT_AWD_W9127N18P0035_9700_-NONE-_-NONE-,W9127N18P0035,"HAMILTON JET, INC.",11542.57,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '333618', 'description': 'OTHER ENGINE EQUIPMENT MANUFACTURING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2018-02-13,2018-03-31,yes,psc:2090,psc:2090,WEAR RINGS BEARINGS FOR ELTON
CONT_AWD_0PY1_9700_N6817114D0005_9700,0PY1,MLS-MULTINATIONAL LOGISTIC SERVICES LIMITED,11383.82,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '488310', 'description': 'PORT AND HARBOR OPERATIONS'}","{'code': '1925', 'description': 'SPECIAL SERVICE VESSELS'}",2017-05-10,2017-05-18,yes,psc:1925,psc:1925,IGF::OT::IGF
CONT_AWD_W912KZ18P0015_9700_-NONE-_-NONE-,W912KZ18P0015,KASCAR LLC,11309.07,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336310', 'description': 'MOTOR VEHICLE GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2018-05-09,2018-05-11,yes,psc:2090,psc:2090,BILGE PUMP
CONT_AWD_W9127815P0169_9700_-NONE-_-NONE-,W9127815P0169,"TATTERSALL SUPPLY, LLC",11270.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2015-09-22,2015-11-06,yes,naics:336612; psc:1940,naics:336612; psc:1940,"PURCHASE OF BOAT, MOTOR&TRAILER FOR US ARMY CORPS OF ENGINEERS, TENNESSE-TOMBIGBEE WATERWAY, COLUMBUS, MS"
CONT_AWD_W912CN25FA032_9700_W912CN24A0002_9700,W912CN25FA032,"LINAMEN INVESTMENT COMPANY, LLC",11233.47,BPA CALL,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '561210', 'description': 'FACILITIES SUPPORT SERVICES'}","{'code': 'H342', 'description': 'INSPECTION- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS'}",2025-04-22,2025-07-21,yes,keyword,logistic support vessel,ANNUAL FIRE SUPPRESSION INSPECTION AND CERTIFICATION FOR LOGISTICS SUPPORT VESSEL - 8
CONT_AWD_W912PM17P0021_9700_-NONE-_-NONE-,W912PM17P0021,PHOENIX SYSTEMS ENGINEERING INC,11189.92,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '335312', 'description': 'MOTOR AND GENERATOR MANUFACTURING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2017-01-19,2017-02-20,yes,psc:2090,psc:2090,"14"" ENG-RM AIR INTAKE/EXHAUST FANS"
CONT_AWD_W912BU18P0022_9700_-NONE-_-NONE-,W912BU18P0022,ALLIED SYSTEMS COMPANY,10980.24,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '333923', 'description': 'OVERHEAD TRAVELING CRANE, HOIST, AND MONORAIL SYSTEM MANUFACTURING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2018-02-22,2018-04-09,yes,psc:2090,psc:2090,ALLIED JOYSTICK BUNDLE
CONT_AWD_W912P915P1239_9700_-NONE-_-NONE-,W912P915P1239,S & R MARINE & EQUIPMENT INC,10976.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '441222', 'description': 'BOAT DEALERS'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2015-08-17,2015-09-15,yes,psc:2090,psc:2090,"YAMAHA F150JA OUTBOARD MOTOR.   BEARDSTOWN, IL.  PROJECT NO.:397973"
CONT_AWD_W91QEX21P0024_9700_-NONE-_-NONE-,W91QEX21P0024,SAFE BOATS INTERNATIONAL LLC,10822.75,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336112', 'description': 'LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2021-08-19,2021-12-11,yes,psc:1940,psc:1940,SAFE BOAT 33 FOOT COLLAR SET
CONT_AWD_W912P918P0010_9700_-NONE-_-NONE-,W912P918P0010,"HYDRALIFT AMCLYDE, INC.",10804.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2017-12-12,2018-04-19,yes,psc:2090,psc:2090,REPLACEMENT OF AMCLYDE MODULE ASSEMBLY
CONT_AWD_W912QR18F0546_9700_GS07F0315L_4730,W912QR18F0546,SLIDELL MARINE INC,10800.0,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '441222', 'description': 'BOAT DEALERS'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2018-09-28,2018-12-27,yes,psc:2090,psc:2090,150HP OUTBOARD MOTOR
CONT_AWD_W912EE24F0024_9700_W912EE23A0013_9700,W912EE24F0024,CAPITOL LOGISTICS LLC,10779.6,BPA CALL,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '339999', 'description': 'ALL OTHER MISCELLANEOUS MANUFACTURING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2023-12-16,2024-03-22,yes,psc:2090,psc:2090,DURAPLATE 235 DECK GRAY PAINT
CONT_AWD_W9123816P0078_9700_-NONE-_-NONE-,W9123816P0078,THE WASHINGTON MARINA COMPANY,10654.3,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2016-09-29,2016-09-30,yes,naics:336612; psc:1940,naics:336612; psc:1940,IGF::OT::IGF HONDA ENGINE
CONT_AWD_W912D018P0032_9700_-NONE-_-NONE-,W912D018P0032,BOAT SHOP INCORPORATED,10580.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '1940', 'description': 'SMALL CRAFT'}",2018-03-14,2018-05-31,yes,naics:336612; psc:1940,naics:336612; psc:1940,BOAT AND TRAILER
CONT_AWD_W911WN17P0024_9700_-NONE-_-NONE-,W911WN17P0024,"S. DU MONT & COMPANY, LLC",10485.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '5610', 'description': 'MINERAL CONSTRUCTION MATERIALS, BULK'}",2017-04-20,2017-06-19,yes,naics:336612,naics:336612,"16' ALUMINUM BOAT, 25 HP OUTBORAD MOTOR, AND GALVANIZED BOAT TRAILER"
CONT_AWD_W52P1J18P0011_9700_-NONE-_-NONE-,W52P1J18P0011,"CAPE FEAR BOAT WORKS, INC",10407.23,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '488390', 'description': 'OTHER SUPPORT ACTIVITIES FOR WATER TRANSPORTATION'}","{'code': '1925', 'description': 'SPECIAL SERVICE VESSELS'}",2018-01-30,2018-02-07,yes,psc:1925,psc:1925,REPAIR OF FIREBOAT
CONT_AWD_W9127S18P0117_9700_-NONE-_-NONE-,W9127S18P0117,VIDEORAY LLC,10388.59,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '334511', 'description': 'SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2018-05-11,2018-06-15,yes,psc:2090,psc:2090,"MATERIAL, LABOR, DELIVERY"
CONT_AWD_W911S219P1232_9700_-NONE-_-NONE-,W911S219P1232,"SAN DIEGO OCEAN ENTERPRISES, INC",10334.93,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '339920', 'description': 'SPORTING AND ATHLETIC GOODS MANUFACTURING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2019-05-28,2019-06-27,yes,psc:2090,psc:2090,MARES ABYSS 22 NAVY II
CONT_AWD_W912EE15P0047_9700_-NONE-_-NONE-,W912EE15P0047,"BRIAN'S MARINE, LLC",10306.6,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '441222', 'description': 'BOAT DEALERS'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2015-05-19,2015-05-29,yes,psc:2090,psc:2090,"MERCURY 115 ELPT 4 STROKE OUTBOARD,"
CONT_AWD_W911WN16F0015_9700_GS24F0034M_4730,W911WN16F0015,"BIOSONICS, INC",10201.06,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '334513', 'description': 'INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2016-08-03,2016-08-30,yes,psc:2090,psc:2090,MX-200 BIOSONICS AQUATIC HABITAT ECHOSOUNDER SYSTEM
CONT_AWD_W912WJ23P0020_9700_-NONE-_-NONE-,W912WJ23P0020,PRO-LINE PROCUREMENT SERVICES LLC,10140.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Corps of Engineers - Civil Works,U.S. Army Corps of Engineers - Civil Program Financing Only,"{'code': '335999', 'description': 'ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2023-01-11,2023-10-07,yes,psc:2090,psc:2090,"MARINE POWER PEDESTALS SUPPLY, CAPE COD CANAL, BUZZARDS BAY, MA"
CONT_AWD_W912DR15F0114_9700_GS07F0356V_4730,W912DR15F0114,"JMSONLINE.NET, LLC",10090.0,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336611', 'description': 'SHIP BUILDING AND REPAIRING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2015-03-25,2015-03-30,yes,psc:2090,psc:2090,"GP2 2000 WINDLASS 800W, GYPSY WINCH (QUANTITY OF 10)"
CONT_AWD_W9127N14F0003_9700_GS24F0034M_4730,W9127N14F0003,"BIOSONICS, INC",10035.06,DELIVERY ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '334513', 'description': 'INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2014-03-09,2014-06-12,yes,psc:2090,psc:2090,MX-200 BIOSONICS AQUATIC HABITAT ECHOSOU
CONT_AWD_W912EE18P0030_9700_-NONE-_-NONE-,W912EE18P0030,BAYOU OUTDOOR SUPERCENTER LLC,10000.0,PURCHASE ORDER,contract,Department of Defense,Department of the Army,Department of Defense,Department of the Army,"{'code': '336612', 'description': 'BOAT BUILDING'}","{'code': '2090', 'description': 'MISCELLANEOUS SHIP AND MARINE EQUIPMENT'}",2018-03-02,2018-03-29,yes,naics:336612; psc:2090,naics:336612; psc:2090,75 HP MERCURY OUTBOARD MOTOR OR EQUAL
